Batsman,Home Run Hitting Ability,Milestone Reaching Ability,Matches Played
AN Cook,4.16853932584,0.269662921348,89
E Otieno,0.285714285714,0,7
BC Lara,3.35714285714,0.178571428571,28
RD Shah,3.75,0.25,4
Nizakat Khan,2.0,0,2
PJ Hughes,4.52380952381,0.285714285714,21
JF Mooney,2.02941176471,0.0294117647059,34
PA Patel,2.65217391304,0.130434782609,23
A Mithun,2.0,0,3
KD Shah,5.0,0,1
JP Faulkner,2.83333333333,0.138888888889,36
MR Swart,1.8,0,5
CJ Jordan,0.842105263158,0,19
HS Modi,1.0,0,2
Mohammad Sami,1.75,0,4
MB Loye,3.42857142857,0,7
MM Iqbal,0.6,0,5
MA Parker,1.0,0,1
SJ Myburgh,3.6,0.2,5
Jubair Hossain,1.0,0,1
T Taibu,2.56140350877,0.280701754386,57
Litton Das,2.66666666667,0,3
MD Bates,2.0,0,1
JO Ngoche,0.333333333333,0,3
SMSM Senanayake,1.0625,0,32
KTGD Prasad,1.33333333333,0,9
AM Ellis,1.0,0,12
AB de Villiers,5.1124260355,0.408284023669,169
A Nel,1.06666666667,0,15
Aamer Yamin,4.5,0.5,2
MMA Jonkman,2.0,0,1
JE Root,3.63492063492,0.31746031746,63
SM Sharif,1.75,0,4
LR Johnson,1.0,0,3
GJ Batty,0.333333333333,0,3
Salman Butt,5.3,0.375,40
TM Odoyo,2.45454545455,0.181818181818,22
SW Billings,3.0,0,4
DT Johnston,1.2,0,30
BV Vitori,0.9,0,10
HA Varaiya,0.3,0,10
TM Dilshan,4.60869565217,0.275362318841,207
KJ O'Brien,3.11764705882,0.0980392156863,51
RG Sharma,3.83211678832,0.270072992701,137
Iftikhar Ahmed,0.5,0,2
TN de Grooth,0.625,0,8
DR Flynn,2.0,0,10
Sami Aslam,7.0,0,1
A Nehra,0.263157894737,0,19
Harbhajan Singh,0.920634920635,0,63
SR Waters,1.0,0,7
KDK Vithanage,1.83333333333,0,6
Umar Amin,2.0,0.0666666666667,15
JO Holder,2.13636363636,0.0909090909091,22
GD Drummond,2.66666666667,0,3
Hamid Hassan,0.625,0,8
Shoaib Akhtar,0.421052631579,0,19
Umar Akmal,2.91919191919,0.212121212121,99
M Kaif,1.77777777778,0.222222222222,9
CS MacLeod,2.78947368421,0.105263157895,19
MH Yardy,0.875,0.0833333333333,24
Hamza Tariq,3.2,0.2,5
Sohail Khan,0.333333333333,0,6
PJ Cummins,0.571428571429,0,7
JC Tredwell,0.52,0,25
CM Wright,0.833333333333,0,6
DA Minors,1.75,0,8
Imrul Kayes,3.05555555556,0.222222222222,54
MN Samuels,3.72115384615,0.230769230769,104
VS Solanki,2.0,0,2
MK Pandey,5.0,0.666666666667,3
SF Mire,1.9,0.2,10
AD Hales,4.32142857143,0.285714285714,28
STR Binny,2.4,0.1,10
Dhiman Ghosh,0.909090909091,0,11
MA Leask,2.77777777778,0.111111111111,9
TJ Murtagh,1.25,0,8
CO Obuya,2.83333333333,0.125,24
T Kamungozi,0.5,0,10
DR Smith,2.49019607843,0.117647058824,51
BB McCullum,4.05333333333,0.206666666667,150
AB Agarkar,0.3125,0,16
SK Raina,3.16279069767,0.220930232558,172
RE van der Merwe,0.714285714286,0,7
BA Stokes,2.23529411765,0.117647058824,34
S Sreesanth,0.125,0,16
VD Philander,0.823529411765,0,17
P Kumar,1.0,0.03125,32
OA Shah,3.13043478261,0.239130434783,46
JL Ontong,2.5,0,4
Azhar Ali,3.83333333333,0.3,30
V Kohli,4.65,0.375,160
SE Findlay,2.75,0.25,4
WP Saha,0.75,0,4
