Batsman,Home Run Hitting Ability,Milestone Reaching Ability,Matches Played,ClusterID
TMK Mawoyo,0.571428571429,0.0,7,4
J Botha,1.13636363636,0.0,44,0
LP van Troost,1.0,0.0,4,0
JJ Celestine,1.66666666667,0.0,3,0
S Jyoti,0.5,0.0,2,4
RT Ponting,4.2389380531,0.336283185841,113,1
Zafar Gohar,1.0,0.0,1,0
CJ Ferguson,2.47826086957,0.173913043478,23,2
MJ Clarke,3.21830985915,0.30985915493,142,1
Habibul Bashar,1.125,0.0,16,0
RR Patel,1.5,0.0,10,0
IH Romaine,1.75,0.0833333333333,12,0
Krishna Chandran,0.6,0.0,5,4
GH Dockrell,0.708333333333,0.0,24,4
GJ Maxwell,3.89090909091,0.236363636364,55,1
L Sreekumar,2.0,0.0,1,2
RJ Nicol,3.3,0.2,20,1
KAD Hurdle,0.375,0.0,8,4
RJ Peterson,1.62068965517,0.0344827586207,29,0
Usman Ghani,3.36363636364,0.181818181818,11,1
SO Tikolo,2.39130434783,0.0869565217391,23,2
SS Pathirana,2.33333333333,0.0,3,2
JM Davison,3.2,0.2,10,1
T Mishra,2.46666666667,0.266666666667,15,2
GI Maiden,1.0,0.0,1,0
MR Marsh,3.48148148148,0.259259259259,27,1
XJ Doherty,0.190476190476,0.0,21,4
SJ Harmison,0.142857142857,0.0,7,4
J Lewis,0.571428571429,0.0,7,4
R Rampaul,1.30303030303,0.030303030303,33,0
D Langford-Smith,0.888888888889,0.0,9,0
DR Chumney,2.5,0.0,6,2
RN ten Doeschate,5.53846153846,0.461538461538,13,3
KD Karthik,2.46551724138,0.103448275862,58,2
CA Young,1.0,0.0,3,0
AG Prince,1.375,0.0,8,0
PA Browne,2.6,0.0,5,2
JM Anderson,0.365384615385,0.0,52,4
RT Crandon,1.0,0.0,1,0
PA Nixon,1.55555555556,0.0,18,0
Raza-ur-Rehman,6.0,0.5,4,3
Mohammad Amir,1.5,0.0714285714286,14,0
TBM de Leede,1.0,0.0,4,0
S Randiv,1.6875,0.0625,16,0
NM Lyon,0.666666666667,0.0,3,4
TC Mutombodzi,1.0,0.0,3,0
RM Haq,1.21052631579,0.0526315789474,19,0
RN Lewis,1.66666666667,0.0,6,0
JL Carter,1.91666666667,0.0833333333333,12,2
SR Clark,0.285714285714,0.0,7,4
F Behardien,2.20588235294,0.117647058824,34,2
NN Odhiambo,1.11111111111,0.0,18,0
P Mustard,3.33333333333,0.111111111111,9,1
A Mishra,0.375,0.0,8,4
MS Chapman,13.0,1.0,1,3
Nasir Hossain,2.73333333333,0.155555555556,45,2
HH Gibbs,4.7962962963,0.314814814815,54,3
B Zuiderent,1.36363636364,0.0909090909091,11,0
AL Kandappah,3.5,0.5,2,1
MA Starc,0.642857142857,0.0,14,4
HJW Gardiner,3.33333333333,0.222222222222,9,1
TM Dowlin,2.1,0.2,10,2
JS Patel,0.7,0.0,10,4
FDM Karunaratne,1.0,0.0,11,0
J Anderson,1.66666666667,0.0,3,0
LN Onyango,1.5,0.0,4,0
AA Obanda,4.69230769231,0.230769230769,13,3
SM Katich,2.33333333333,0.0,3,2
Waqas Barkat,0.5,0.0,2,4
Misbah-ul-Haq,2.9696969697,0.295454545455,132,1
DBL Powell,0.529411764706,0.0,17,4
LS Baker,0.666666666667,0.0,3,4
Shakib Al Hasan,2.9,0.253846153846,130,1
Shahriar Nafees,3.28571428571,0.142857142857,42,1
HJH Marshall,1.1,0.1,10,0
MH Cross,1.53333333333,0.0666666666667,15,0
Amjad Ali,4.46153846154,0.230769230769,13,3
Javed Omar,2.66666666667,0.166666666667,6,2
ZE Surkari,0.875,0.0,8,4
KS Williamson,4.32941176471,0.376470588235,85,1
GA Lamb,0.5,0.0,14,4
K Rabada,1.0,0.0,6,0
Asad Ali,0.5,0.0,2,4
LPC Silva,2.53191489362,0.255319148936,47,2
P Utseya,0.987341772152,0.0379746835443,79,0
AJ Ireland,0.2,0.0,5,4
KM Jarvis,0.333333333333,0.0,12,4
GJ Hopkins,1.3125,0.0,16,0
PJC Hoffmann,1.66666666667,0.0,3,0
AR Patel,0.642857142857,0.0,14,4
TL Chatara,0.705882352941,0.0,17,4
L Ronchi,2.90384615385,0.0769230769231,52,1
WPUJC Vaas,0.653846153846,0.0,26,4
BJ Haddin,3.31632653061,0.163265306122,98,1
LD Chandimal,2.17204301075,0.182795698925,93,2
AN Cook,4.16853932584,0.269662921348,89,1
E Otieno,0.285714285714,0.0,7,4
BC Lara,3.35714285714,0.178571428571,28,1
RD Shah,3.75,0.25,4,1
Nizakat Khan,2.0,0.0,2,2
PJ Hughes,4.52380952381,0.285714285714,21,3
JF Mooney,2.02941176471,0.0294117647059,34,2
PA Patel,2.65217391304,0.130434782609,23,2
A Mithun,2.0,0.0,3,2
KD Shah,5.0,0.0,1,3
JP Faulkner,2.83333333333,0.138888888889,36,2
MR Swart,1.8,0.0,5,0
CJ Jordan,0.842105263158,0.0,19,4
HS Modi,1.0,0.0,2,0
Mohammad Sami,1.75,0.0,4,0
MB Loye,3.42857142857,0.0,7,1
MM Iqbal,0.6,0.0,5,4
MA Parker,1.0,0.0,1,0
SJ Myburgh,3.6,0.2,5,1
Jubair Hossain,1.0,0.0,1,0
T Taibu,2.56140350877,0.280701754386,57,2
Litton Das,2.66666666667,0.0,3,2
MD Bates,2.0,0.0,1,2
JO Ngoche,0.333333333333,0.0,3,4
SMSM Senanayake,1.0625,0.0,32,0
KTGD Prasad,1.33333333333,0.0,9,0
AM Ellis,1.0,0.0,12,0
AB de Villiers,5.1124260355,0.408284023669,169,3
A Nel,1.06666666667,0.0,15,0
Aamer Yamin,4.5,0.5,2,3
MMA Jonkman,2.0,0.0,1,2
JE Root,3.63492063492,0.31746031746,63,1
SM Sharif,1.75,0.0,4,0
LR Johnson,1.0,0.0,3,0
GJ Batty,0.333333333333,0.0,3,4
Salman Butt,5.3,0.375,40,3
TM Odoyo,2.45454545455,0.181818181818,22,2
SW Billings,3.0,0.0,4,1
DT Johnston,1.2,0.0,30,0
BV Vitori,0.9,0.0,10,0
HA Varaiya,0.3,0.0,10,4
TM Dilshan,4.60869565217,0.275362318841,207,3
KJ O'Brien,3.11764705882,0.0980392156863,51,1
RG Sharma,3.83211678832,0.270072992701,137,1
Iftikhar Ahmed,0.5,0.0,2,4
TN de Grooth,0.625,0.0,8,4
DR Flynn,2.0,0.0,10,2
Sami Aslam,7.0,0.0,1,3
A Nehra,0.263157894737,0.0,19,4
Harbhajan Singh,0.920634920635,0.0,63,0
SR Waters,1.0,0.0,7,0
KDK Vithanage,1.83333333333,0.0,6,2
Umar Amin,2.0,0.0666666666667,15,2
JO Holder,2.13636363636,0.0909090909091,22,2
GD Drummond,2.66666666667,0.0,3,2
Hamid Hassan,0.625,0.0,8,4
Shoaib Akhtar,0.421052631579,0.0,19,4
Umar Akmal,2.91919191919,0.212121212121,99,1
M Kaif,1.77777777778,0.222222222222,9,0
CS MacLeod,2.78947368421,0.105263157895,19,2
MH Yardy,0.875,0.0833333333333,24,4
Hamza Tariq,3.2,0.2,5,1
Sohail Khan,0.333333333333,0.0,6,4
PJ Cummins,0.571428571429,0.0,7,4
JC Tredwell,0.52,0.0,25,4
CM Wright,0.833333333333,0.0,6,4
DA Minors,1.75,0.0,8,0
Imrul Kayes,3.05555555556,0.222222222222,54,1
MN Samuels,3.72115384615,0.230769230769,104,1
VS Solanki,2.0,0.0,2,2
MK Pandey,5.0,0.666666666667,3,3
SF Mire,1.9,0.2,10,2
AD Hales,4.32142857143,0.285714285714,28,1
STR Binny,2.4,0.1,10,2
Dhiman Ghosh,0.909090909091,0.0,11,0
MA Leask,2.77777777778,0.111111111111,9,2
TJ Murtagh,1.25,0.0,8,0
CO Obuya,2.83333333333,0.125,24,2
T Kamungozi,0.5,0.0,10,4
DR Smith,2.49019607843,0.117647058824,51,2
BB McCullum,4.05333333333,0.206666666667,150,1
AB Agarkar,0.3125,0.0,16,4
SK Raina,3.16279069767,0.220930232558,172,1
RE van der Merwe,0.714285714286,0.0,7,4
BA Stokes,2.23529411765,0.117647058824,34,2
S Sreesanth,0.125,0.0,16,4
VD Philander,0.823529411765,0.0,17,4
P Kumar,1.0,0.03125,32,0
OA Shah,3.13043478261,0.239130434783,46,1
JL Ontong,2.5,0.0,4,2
Azhar Ali,3.83333333333,0.3,30,1
V Kohli,4.65,0.375,160,3
SE Findlay,2.75,0.25,4,2
WP Saha,0.75,0.0,4,4
