Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
MS Atapattu,32,3.0,0,9.0
Junaid Siddique,11,1.0,0,10.0
S Dhaniram,79,8.0,0,14.0
KAJ Roach,26,2.0,0,5.0
Junaid Siddiqui,16,1.0,0,12.0
GP Swann,167,17.0,0,7.0
Naved-ul-Hasan,70,8.0,0,8.0
RS Bopara,295,27.0,0,10.0
Mohammed Shami,14,2.0,0,3.0
Haris Sohail,86,9.0,0,13.0
Shoaib Malik,362,39.0,0,10.0
Shuvagoto Hom,7,1.0,0,6.0
RW Price,79,5.0,0,9.0
A Bagai,38,4.0,0,13.0
DC Thomas,64,5.0,0,12.0
HS Baidwan,24,4.0,0,6.0
WD Parnell,79,4.0,0,11.0
LJ Woodcock,7,1.0,0,8.0
MS Wade,156,19.0,0,8.0
CK Langeveldt,15,2.0,0,9.0
RD Berrington,39,3.0,0,8.0
Dawlat Zadran,29,4.0,0,9.0
DAJ Bracewell,23,1.0,0,5.0
KD Mills,249,25.0,0,9.0
MR Marsh,193,26.0,0,10.0
Dolar Mahmud,33,6.0,0,18.0
JWM Dalrymple,148,15.0,0,9.0
KMDN Kulasekara,267,27.0,0,8.0
K Weeraratne,19,2.0,0,12.0
RR Sarwan,86,9.0,0,9.0
Q de Kock,20,4.0,0,4.0
Salman Butt,77,10.0,0,14.0
K Whatham,10,1.0,0,11.0
MJ Prior,68,6.0,0,9.0
Zahid Hussain,7,1.0,0,9.0
J Botha,103,6.0,0,7.0
DA Miller,237,21.0,0,8.0
MA Parker,9,1.0,0,11.0
S Jyoti,13,1.0,0,13.0
RT Ponting,188,18.0,0,10.0
Zafar Gohar,10,1.0,0,10.0
CJ Ferguson,139,14.0,0,12.0
MJ Clarke,492,44.0,0,12.0
Habibul Bashar,35,5.0,0,7.0
RR Patel,33,2.0,0,11.0
IH Romaine,9,1.0,0,13.0
GH Dockrell,47,4.0,0,8.0
GJ Maxwell,338,46.0,0,11.0
RJ Nicol,25,3.0,0,12.0
RJ Peterson,53,3.0,0,8.0
Usman Ghani,14,1.0,0,15.0
JM Davison,15,2.0,0,5.0
T Mishra,54,6.0,0,11.0
UT Yadav,13,2.0,0,4.0
MN Waller,107,12.0,0,9.0
R Rampaul,50,5.0,0,6.0
DR Chumney,31,3.0,0,16.0
RN ten Doeschate,68,7.0,0,14.0
KD Karthik,83,6.0,0,10.0
CA Young,5,1.0,0,9.0
PA Browne,48,6.0,0,13.0
JM Anderson,68,7.0,0,6.0
PA Nixon,69,3.0,0,11.0
Raza-ur-Rehman,36,5.0,0,16.0
Mohammad Amir,51,6.0,0,9.0
S Randiv,57,6.0,0,9.0
JP Faulkner,177,17.0,0,8.0
Fawad Alam,144,14.0,0,9.0
F Behardien,159,17.0,0,10.0
NN Odhiambo,39,3.0,0,9.0
A Mishra,6,1.0,0,5.0
MS Chapman,22,2.0,0,15.0
Nasir Hossain,276,33.0,0,12.0
IG Butler,17,3.0,0,13.0
TT Samaraweera,122,14.0,0,12.0
JS Patel,22,1.0,0,8.0
FDM Karunaratne,12,1.0,0,6.0
LN Onyango,24,3.0,0,10.0
Misbah-ul-Haq,709,62.0,0,11.0
DBL Powell,30,3.0,0,5.0
Shakib Al Hasan,386,41.0,0,10.0
Shahriar Nafees,41,7.0,0,14.0
Syed Rasel,18,2.0,0,7.0
KS Williamson,192,19.0,0,10.0
K Rabada,17,3.0,0,4.0
K Karate,7,1.0,0,16.0
LPC Silva,246,28.0,0,12.0
P Utseya,211,15.0,0,10.0
GJ Hopkins,40,5.0,0,7.0
AR Patel,8,1.0,0,4.0
L Ronchi,298,43.0,0,9.0
WPUJC Vaas,53,2.0,0,13.0
BJ Haddin,305,34.0,0,11.0
AN Cook,34,2.0,0,9.0
BC Lara,66,8.0,0,7.0
Nizakat Khan,13,1.0,0,14.0
PJ Hughes,41,5.0,0,17.0
JF Mooney,147,20.0,0,8.0
DT Christian,39,2.0,0,7.0
RM Haq,23,1.0,0,11.0
MR Swart,17,2.0,0,16.0
CJ Jordan,34,2.0,0,8.0
BM Wheeler,6,1.0,0,6.0
T Taibu,139,9.0,0,11.0
MD Bates,0,1.0,0,1.0
SMSM Senanayake,61,6.0,0,6.0
KTGD Prasad,21,3.0,0,6.0
AM Ellis,71,7.0,0,10.0
AB de Villiers,728,93.0,2.0,9.0
SM Sharif,11,2.0,0,12.0
GJ Batty,0,1.0,0,1.0
TM Odoyo,104,12.0,0,10.0
JE Root,274,34.0,0,13.0
BV Vitori,14,2.0,0,3.0
HA Varaiya,24,2.0,0,10.0
TM Dilshan,328,31.0,0,10.0
KJ O'Brien,186,28.0,0,10.0
RG Sharma,434,47.0,0,11.0
Yasir Shah,38,5.0,0,12.0
Harbhajan Singh,160,17.0,0,8.0
KDK Vithanage,28,4.0,0,13.0
Umar Amin,29,4.0,0,8.0
JO Holder,57,7.0,0,11.0
Hamid Hassan,7,1.0,0,10.0
Gurkeerat Singh,0,1.0,0,2.0
Umar Akmal,410,50.0,0,11.0
M Kaif,14,1.0,0,8.0
CS MacLeod,42,6.0,0,13.0
MH Yardy,63,6.0,0,7.0
Sohail Khan,10,1.0,0,6.0
TL Chatara,36,4.0,0,10.0
JC Tredwell,55,4.0,0,9.0
CM Wright,32,3.0,0,9.0
Imrul Kayes,24,1.0,0,7.0
MN Samuels,250,32.0,0,11.0
VS Solanki,21,2.0,0,13.0
MK Pandey,35,3.0,0,16.0
SF Mire,19,3.0,0,16.0
AD Hales,10,1.0,0,7.0
STR Binny,41,5.0,0,11.0
MA Leask,7,1.0,0,14.0
TJ Murtagh,14,1.0,0,7.0
DW Steyn,46,5.0,0,7.0
T Kamungozi,18,4.0,0,5.0
DR Smith,44,5.0,0,8.0
BB McCullum,307,37.0,1.0,11.0
SK Raina,760,92.0,1.0,10.0
BA Stokes,136,17.0,0,11.0
P Kumar,100,13.0,0,9.0
OA Shah,218,21.0,0,12.0
Azhar Ali,26,1.0,0,9.0
V Kohli,508,69.0,0,11.0
WP Saha,9,1.0,0,7.0
