Batsman,Player Total Runs ,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment, Total HR till Segment, Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Team,Home,Segment
AD Mathews,2.0,0.0,2.0,7,120.0,2,35.0,3,0.0,16.0,16,68,103,171,0,201,22,Sri Lanka,0,9
HMRKB Herath,0.0,0.0,0.0,0,120.0,2,35.0,3,0.0,16.0,16,68,103,171,0,201,22,Sri Lanka,0,9
B Kumar,0.0,0.0,0.0,5,134.0,5,19.0,2,4.0,7.0,11,72,92,164,202,203,14,India,0,9
MS Dhoni,17.0,12.0,5.0,27,134.0,5,19.0,2,4.0,7.0,11,72,92,164,202,203,14,India,0,9
R Vinay Kumar,0.0,0.0,0.0,0,134.0,5,19.0,2,4.0,7.0,11,72,92,164,202,203,14,India,0,9
Mohammad Hafeez,85.0,40.0,45.0,93,144.0,1,41.0,0,14.0,22.0,36,92,129,221,0,266,15,Pakistan,0,9
Asad Shafiq,76.0,32.0,44.0,84,144.0,1,41.0,0,14.0,22.0,36,92,129,221,0,266,15,Pakistan,0,9
Nasir Jamshed,15.0,6.0,9.0,32,144.0,1,41.0,0,14.0,22.0,36,92,129,221,0,266,15,Pakistan,0,9
Kamran Akmal,0.0,0.0,0.0,0,144.0,1,41.0,0,14.0,22.0,36,92,129,221,0,266,15,Pakistan,0,9
KJ O'Brien,43.0,30.0,13.0,25,160.0,2,45.0,1,16.0,19.0,35,122,118,240,267,275,14,Ireland,1,9
GC Wilson,8.0,4.0,4.0,12,160.0,2,45.0,1,16.0,19.0,35,122,118,240,267,275,14,Ireland,1,9
NJ O'Brien,0.0,0.0,0.0,0,160.0,2,45.0,1,16.0,19.0,35,122,118,240,267,275,14,Ireland,1,9
DT Johnston,0.0,0.0,0.0,0,160.0,2,45.0,1,16.0,19.0,35,122,118,240,267,275,14,Ireland,1,9
KJ O'Brien,37.0,20.0,17.0,49,114.0,4,38.0,0,0.0,13.0,13,64,101,165,0,229,24,Ireland,1,9
EC Joyce,80.0,36.0,44.0,106,114.0,4,38.0,0,0.0,13.0,13,64,101,165,0,229,24,Ireland,1,9
JNK Shannon,0.0,0.0,0.0,0,114.0,4,38.0,0,0.0,13.0,13,64,101,165,0,229,24,Ireland,1,9
DT Johnston,0.0,0.0,0.0,0,114.0,4,38.0,0,0.0,13.0,13,64,101,165,0,229,24,Ireland,1,9
AR Cusack,0.0,0.0,0.0,0,114.0,4,38.0,0,0.0,13.0,13,64,101,165,0,229,24,Ireland,1,9
Kamran Akmal,42.0,20.0,22.0,66,110.0,6,17.0,1,42.0,5.0,47,106,68,174,230,230,15,Pakistan,0,9
Wahab Riaz,0.0,0.0,0.0,9,110.0,6,17.0,1,42.0,5.0,47,106,68,174,230,230,15,Pakistan,0,9
Nasir Hossain,16.0,4.0,12.0,27,138.0,4,19.0,0,26.0,16.0,42,86,113,199,0,259,12,Bangladesh,0,9
Tamim Iqbal,96.0,40.0,56.0,129,138.0,4,19.0,0,26.0,16.0,42,86,113,199,0,259,12,Bangladesh,0,9
Ziaur Rahman,0.0,0.0,0.0,0,138.0,4,19.0,0,26.0,16.0,42,86,113,199,0,259,12,Bangladesh,0,9
Sohag Gazi,0.0,0.0,0.0,0,138.0,4,19.0,0,26.0,16.0,42,86,113,199,0,259,12,Bangladesh,0,9
TM Dilshan,101.0,32.0,69.0,116,191.0,1,21.0,2,12.0,12.0,24,90,146,236,0,302,11,Sri Lanka,1,9
AD Mathews,3.0,0.0,3.0,6,191.0,1,21.0,2,12.0,12.0,24,90,146,236,0,302,11,Sri Lanka,1,9
BMAJ Mendis,0.0,0.0,0.0,0,191.0,1,21.0,2,12.0,12.0,24,90,146,236,0,302,11,Sri Lanka,1,9
LD Chandimal,0.0,0.0,0.0,0,191.0,1,21.0,2,12.0,12.0,24,90,146,236,0,302,11,Sri Lanka,1,9
HDRL Thirimanne,0.0,0.0,0.0,0,191.0,1,21.0,2,12.0,12.0,24,90,146,236,0,302,11,Sri Lanka,1,9
Mahmudullah,10.0,4.0,6.0,15,138.0,4,25.0,1,22.0,13.0,35,90,108,198,0,269,33,Bangladesh,0,9
Nasir Hossain,53.0,24.0,29.0,56,138.0,4,25.0,1,22.0,13.0,35,90,108,198,0,269,33,Bangladesh,0,9
Ziaur Rahman,0.0,0.0,0.0,0,138.0,4,25.0,1,22.0,13.0,35,90,108,198,0,269,33,Bangladesh,0,9
Ziaur Rahman,6.0,4.0,2.0,8,127.0,5,29.0,1,6.0,15.0,21,56,121,177,0,252,17,Bangladesh,0,9
Mahmudullah,16.0,0.0,16.0,30,127.0,5,29.0,1,6.0,15.0,21,56,121,177,0,252,17,Bangladesh,0,9
Abdur Razzak,0.0,0.0,0.0,0,127.0,5,29.0,1,6.0,15.0,21,56,121,177,0,252,17,Bangladesh,0,9
MN Waller,12.0,4.0,8.0,22,158.0,4,29.0,0,16.0,19.0,35,102,120,222,253,253,11,Zimbabwe,1,9
SC Williams,51.0,18.0,33.0,57,158.0,4,29.0,0,16.0,19.0,35,102,120,222,253,253,11,Zimbabwe,1,9
Nasir Hossain,49.0,8.0,41.0,63,127.0,5,29.0,0,16.0,18.0,34,68,122,190,0,247,12,Bangladesh,0,9
Mahmudullah,20.0,4.0,16.0,37,127.0,5,29.0,0,16.0,18.0,34,68,122,190,0,247,12,Bangladesh,0,9
Ziaur Rahman,0.0,0.0,0.0,0,127.0,5,29.0,0,16.0,18.0,34,68,122,190,0,247,12,Bangladesh,0,9
Abdur Razzak,0.0,0.0,0.0,0,127.0,5,29.0,0,16.0,18.0,34,68,122,190,0,247,12,Bangladesh,0,9
SC Williams,19.0,8.0,11.0,21,152.0,3,32.0,0,14.0,21.0,35,112,107,219,248,251,13,Zimbabwe,1,9
V Sibanda,85.0,44.0,41.0,119,152.0,3,32.0,0,14.0,21.0,35,112,107,219,248,251,13,Zimbabwe,1,9
KC Sangakkara,97.0,52.0,45.0,105,156.0,3,44.0,0,30.0,12.0,42,130,112,242,0,320,18,Sri Lanka,1,9
HDRL Thirimanne,8.0,0.0,8.0,15,156.0,3,44.0,0,30.0,12.0,42,130,112,242,0,320,18,Sri Lanka,1,9
J Mubarak,8.0,4.0,4.0,14,126.0,4,21.0,1,12.0,15.0,27,56,118,174,0,223,21,Sri Lanka,1,9
NLTC Perera,0.0,0.0,0.0,0,126.0,4,21.0,1,12.0,15.0,27,56,118,174,0,223,21,Sri Lanka,1,9
LD Chandimal,26.0,8.0,18.0,35,126.0,4,21.0,1,12.0,15.0,27,56,118,174,0,223,21,Sri Lanka,1,9
HMRKB Herath,0.0,0.0,0.0,0,126.0,4,21.0,1,12.0,15.0,27,56,118,174,0,223,21,Sri Lanka,1,9
RJ Peterson,1.0,0.0,1.0,3,125.0,5,22.0,1,0.0,18.0,18,52,113,165,0,223,2,South Africa,0,9
DA Miller,30.0,8.0,22.0,39,125.0,5,22.0,1,0.0,18.0,18,52,113,165,0,223,2,South Africa,0,9
R McLaren,0.0,0.0,0.0,0,125.0,5,22.0,1,0.0,18.0,18,52,113,165,0,223,2,South Africa,0,9
HMRKB Herath,4.0,0.0,4.0,21,121.0,7,24.0,0,4.0,7.0,11,82,74,156,224,167,11,Sri Lanka,1,9
NLTC Perera,62.0,50.0,12.0,46,121.0,7,24.0,0,4.0,7.0,11,82,74,156,224,167,11,Sri Lanka,1,9
SL Malinga,0.0,0.0,0.0,0,121.0,7,24.0,0,4.0,7.0,11,82,74,156,224,167,11,Sri Lanka,1,9
BAW Mendis,0.0,0.0,0.0,0,121.0,7,24.0,0,4.0,7.0,11,82,74,156,224,167,11,Sri Lanka,1,9
RJ Peterson,5.0,0.0,5.0,9,162.0,3,16.0,3,6.0,19.0,25,70,133,203,0,238,4,South Africa,0,9
JP Duminy,60.0,16.0,44.0,94,162.0,3,16.0,3,6.0,19.0,25,70,133,203,0,238,4,South Africa,0,9
RK Kleinveldt,0.0,0.0,0.0,0,162.0,3,16.0,3,6.0,19.0,25,70,133,203,0,238,4,South Africa,0,9
M Morkel,0.0,0.0,0.0,0,162.0,3,16.0,3,6.0,19.0,25,70,133,203,0,238,4,South Africa,0,9
LL Tsotsobe,0.0,0.0,0.0,0,162.0,3,16.0,3,6.0,19.0,25,70,133,203,0,238,4,South Africa,0,9
TM Dilshan,102.0,56.0,46.0,126,142.0,1,54.0,0,16.0,7.0,23,116,103,219,239,239,20,Sri Lanka,1,9
KC Sangakkara,82.0,36.0,46.0,98,142.0,1,54.0,0,16.0,7.0,23,116,103,219,239,239,20,Sri Lanka,1,9
HDRL Thirimanne,0.0,0.0,0.0,0,142.0,1,54.0,0,16.0,7.0,23,116,103,219,239,239,20,Sri Lanka,1,9
KC Sangakkara,30.0,24.0,6.0,19,172.0,2,36.0,1,14.0,20.0,34,128,114,242,0,307,13,Sri Lanka,1,9
AD Mathews,2.0,0.0,2.0,2,172.0,2,36.0,1,14.0,20.0,34,128,114,242,0,307,13,Sri Lanka,1,9
R McLaren,20.0,4.0,16.0,61,133.0,8,18.0,0,8.0,9.0,17,86,82,168,308,179,11,South Africa,0,9
AM Phangiso,13.0,8.0,5.0,26,133.0,8,18.0,0,8.0,9.0,17,86,82,168,308,179,11,South Africa,0,9
LL Tsotsobe,0.0,0.0,0.0,0,133.0,8,18.0,0,8.0,9.0,17,86,82,168,308,179,11,South Africa,0,9
GS Ballance,57.0,12.0,45.0,81,155.0,4,24.0,1,16.0,23.0,39,80,138,218,0,269,4,England,0,9
BA Stokes,7.0,4.0,3.0,8,155.0,4,24.0,1,16.0,23.0,39,80,138,218,0,269,4,England,0,9
JC Buttler,0.0,0.0,0.0,0,155.0,4,24.0,1,16.0,23.0,39,80,138,218,0,269,4,England,0,9
GJ Bailey,0.0,0.0,0.0,0,193.0,2,35.0,1,4.0,18.0,22,102,148,250,270,270,16,Australia,1,9
MJ Clarke,42.0,24.0,18.0,38,193.0,2,35.0,1,4.0,18.0,22,102,148,250,270,270,16,Australia,1,9
GJ Maxwell,0.0,0.0,0.0,0,193.0,2,35.0,1,4.0,18.0,22,102,148,250,270,270,16,Australia,1,9
JC Buttler,8.0,0.0,8.0,10,152.0,4,33.0,1,26.0,26.0,52,82,155,237,0,300,13,England,0,9
EJG Morgan,52.0,14.0,38.0,72,152.0,4,33.0,1,26.0,26.0,52,82,155,237,0,300,13,England,0,9
NM Coulter-Nile,15.0,6.0,9.0,19,194.0,7,23.0,0,12.0,9.0,21,102,136,238,301,301,19,Australia,1,9
JP Faulkner,8.0,0.0,8.0,15,194.0,7,23.0,0,12.0,9.0,21,102,136,238,301,301,19,Australia,1,9
MG Johnson,0.0,0.0,0.0,0,194.0,7,23.0,0,12.0,9.0,21,102,136,238,301,301,19,Australia,1,9
CJ McKay,0.0,0.0,0.0,0,194.0,7,23.0,0,12.0,9.0,21,102,136,238,301,301,19,Australia,1,9
EJG Morgan,48.0,24.0,24.0,53,141.0,4,33.0,1,12.0,13.0,25,86,113,199,0,243,5,England,0,9
JC Buttler,0.0,0.0,0.0,0,141.0,4,33.0,1,12.0,13.0,25,86,113,199,0,243,5,England,0,9
TT Bresnan,0.0,0.0,0.0,0,141.0,4,33.0,1,12.0,13.0,25,86,113,199,0,243,5,England,0,9
SCJ Broad,0.0,0.0,0.0,0,141.0,4,33.0,1,12.0,13.0,25,86,113,199,0,243,5,England,0,9
CJ Jordan,0.0,0.0,0.0,0,141.0,4,33.0,1,12.0,13.0,25,86,113,199,0,243,5,England,0,9
JC Buttler,2.0,0.0,2.0,3,187.0,3,24.0,2,12.0,19.0,31,126,116,242,0,316,16,England,0,9
EJG Morgan,19.0,12.0,7.0,18,187.0,3,24.0,2,12.0,19.0,31,126,116,242,0,316,16,England,0,9
DT Christian,11.0,6.0,5.0,9,184.0,4,29.0,2,8.0,14.0,22,108,127,235,317,259,12,Australia,1,9
JP Faulkner,0.0,0.0,0.0,5,184.0,4,29.0,2,8.0,14.0,22,108,127,235,317,259,12,Australia,1,9
MG Johnson,0.0,0.0,0.0,0,184.0,4,29.0,2,8.0,14.0,22,108,127,235,317,259,12,Australia,1,9
NM Coulter-Nile,0.0,0.0,0.0,0,184.0,4,29.0,2,8.0,14.0,22,108,127,235,317,259,12,Australia,1,9
MS Wade,22.0,4.0,18.0,35,132.0,5,18.0,0,8.0,14.0,22,48,124,172,0,217,11,Australia,1,9
GJ Bailey,55.0,16.0,39.0,73,132.0,5,18.0,0,8.0,14.0,22,48,124,172,0,217,11,Australia,1,9
JP Faulkner,0.0,0.0,0.0,0,132.0,5,18.0,0,8.0,14.0,22,48,124,172,0,217,11,Australia,1,9
NM Coulter-Nile,0.0,0.0,0.0,0,132.0,5,18.0,0,8.0,14.0,22,48,124,172,0,217,11,Australia,1,9
JC Buttler,1.0,0.0,1.0,2,141.0,3,11.0,2,14.0,17.0,31,74,109,183,218,212,9,England,0,9
RS Bopara,4.0,0.0,4.0,21,141.0,3,11.0,2,14.0,17.0,31,74,109,183,218,212,9,England,0,9
TT Bresnan,0.0,0.0,0.0,0,141.0,3,11.0,2,14.0,17.0,31,74,109,183,218,212,9,England,0,9
DJ Bravo,38.0,8.0,30.0,68,105.0,4,39.0,1,14.0,14.0,28,68,104,172,0,269,12,West Indies,1,9
DJG Sammy,0.0,0.0,0.0,1,105.0,4,39.0,1,14.0,14.0,28,68,104,172,0,269,12,West Indies,1,9
JE Root,31.0,4.0,27.0,45,167.0,2,20.0,2,8.0,18.0,26,64,149,213,270,254,7,England,0,9
JC Buttler,0.0,0.0,0.0,4,167.0,2,20.0,2,8.0,18.0,26,64,149,213,270,254,7,England,0,9
RS Bopara,0.0,0.0,0.0,0,167.0,2,20.0,2,8.0,18.0,26,64,149,213,270,254,7,England,0,9
TT Bresnan,0.0,0.0,0.0,0,167.0,2,20.0,2,8.0,18.0,26,64,149,213,270,254,7,England,0,9
D Ramdin,5.0,4.0,1.0,8,123.0,5,18.0,1,4.0,3.0,7,54,94,148,0,159,11,West Indies,1,9
NO Miller,0.0,0.0,0.0,0,123.0,5,18.0,1,4.0,3.0,7,54,94,148,0,159,11,West Indies,1,9
DJG Sammy,3.0,0.0,3.0,12,123.0,5,18.0,1,4.0,3.0,7,54,94,148,0,159,11,West Indies,1,9
SP Narine,0.0,0.0,0.0,0,123.0,5,18.0,1,4.0,3.0,7,54,94,148,0,159,11,West Indies,1,9
R Rampaul,0.0,0.0,0.0,0,123.0,5,18.0,1,4.0,3.0,7,54,94,148,0,159,11,West Indies,1,9
RS Bopara,33.0,16.0,17.0,49,116.0,7,21.0,0,4.0,11.0,15,56,96,152,160,163,11,England,0,9
SCJ Broad,18.0,8.0,10.0,26,116.0,7,21.0,0,4.0,11.0,15,56,96,152,160,163,11,England,0,9
JC Buttler,48.0,24.0,24.0,54,166.0,4,34.0,0,14.0,29.0,43,90,153,243,0,303,9,England,0,9
JE Root,76.0,20.0,56.0,100,166.0,4,34.0,0,14.0,29.0,43,90,153,243,0,303,9,England,0,9
D Ramdin,72.0,34.0,38.0,87,145.0,6,43.0,1,30.0,14.0,44,134,98,232,304,278,14,West Indies,1,9
NO Miller,0.0,0.0,0.0,0,145.0,6,43.0,1,30.0,14.0,44,134,98,232,304,278,14,West Indies,1,9
MN Waller,2.0,0.0,2.0,6,118.0,3,37.0,1,16.0,9.0,25,84,96,180,0,228,11,Zimbabwe,1,9
E Chigumbura,0.0,0.0,0.0,0,118.0,3,37.0,1,16.0,9.0,25,84,96,180,0,228,11,Zimbabwe,1,9
Sikandar Raza,81.0,36.0,45.0,107,118.0,3,37.0,1,16.0,9.0,25,84,96,180,0,228,11,Zimbabwe,1,9
TC Mutombodzi,0.0,0.0,0.0,0,118.0,3,37.0,1,16.0,9.0,25,84,96,180,0,228,11,Zimbabwe,1,9
V Kohli,100.0,44.0,56.0,103,163.0,2,25.0,0,26.0,9.0,35,98,125,223,229,230,7,India,0,9
AT Rayudu,51.0,8.0,43.0,80,163.0,2,25.0,0,26.0,9.0,35,98,125,223,229,230,7,India,0,9
SK Raina,0.0,0.0,0.0,0,163.0,2,25.0,0,26.0,9.0,35,98,125,223,229,230,7,India,0,9
KD Karthik,0.0,0.0,0.0,0,163.0,2,25.0,0,26.0,9.0,35,98,125,223,229,230,7,India,0,9
KD Karthik,63.0,24.0,39.0,72,133.0,4,52.0,0,14.0,21.0,35,96,124,220,0,294,28,India,0,9
S Dhawan,98.0,46.0,52.0,119,133.0,4,52.0,0,14.0,21.0,35,96,124,220,0,294,28,India,0,9
RA Jadeja,0.0,0.0,0.0,0,133.0,4,52.0,0,14.0,21.0,35,96,124,220,0,294,28,India,0,9
A Mishra,0.0,0.0,0.0,0,133.0,4,52.0,0,14.0,21.0,35,96,124,220,0,294,28,India,0,9
E Chigumbura,29.0,18.0,11.0,33,139.0,6,22.0,0,0.0,13.0,13,80,94,174,295,236,19,Zimbabwe,1,9
P Utseya,16.0,4.0,12.0,34,139.0,6,22.0,0,0.0,13.0,13,80,94,174,295,236,19,Zimbabwe,1,9
BV Vitori,11.0,10.0,1.0,25,124.0,8,20.0,0,16.0,6.0,22,86,80,166,0,183,12,Zimbabwe,1,9
TL Chatara,13.0,10.0,3.0,17,124.0,8,20.0,0,16.0,6.0,22,86,80,166,0,183,12,Zimbabwe,1,9
MT Chinouya,0.0,0.0,0.0,0,124.0,8,20.0,0,16.0,6.0,22,86,80,166,0,183,12,Zimbabwe,1,9
E Chigumbura,47.0,16.0,31.0,61,104.0,5,21.0,2,6.0,5.0,11,62,74,136,0,144,8,Zimbabwe,1,9
TL Chatara,1.0,0.0,1.0,2,104.0,5,21.0,2,6.0,5.0,11,62,74,136,0,144,8,Zimbabwe,1,9
BV Vitori,0.0,0.0,0.0,0,104.0,5,21.0,2,6.0,5.0,11,62,74,136,0,144,8,Zimbabwe,1,9
MT Chinouya,0.0,0.0,0.0,0,104.0,5,21.0,2,6.0,5.0,11,62,74,136,0,144,8,Zimbabwe,1,9
Misbah-ul-Haq,36.0,4.0,32.0,110,118.0,5,26.0,1,0.0,14.0,14,72,86,158,0,224,26,Pakistan,0,9
Wahab Riaz,1.0,0.0,1.0,5,118.0,5,26.0,1,0.0,14.0,14,72,86,158,0,224,26,Pakistan,0,9
Saeed Ajmal,0.0,0.0,0.0,0,118.0,5,26.0,1,0.0,14.0,14,72,86,158,0,224,26,Pakistan,0,9
DJG Sammy,20.0,4.0,16.0,43,55.0,8,24.0,0,0.0,1.0,1,24,56,80,225,98,18,West Indies,1,9
SP Narine,14.0,8.0,6.0,33,55.0,8,24.0,0,0.0,1.0,1,24,56,80,225,98,18,West Indies,1,9
JO Holder,0.0,0.0,0.0,0,55.0,8,24.0,0,0.0,1.0,1,24,56,80,225,98,18,West Indies,1,9
KA Pollard,2.0,0.0,2.0,2,115.0,3,16.0,2,8.0,16.0,24,58,97,155,0,232,27,West Indies,1,9
DJ Bravo,12.0,4.0,8.0,23,115.0,3,16.0,2,8.0,16.0,24,58,97,155,0,232,27,West Indies,1,9
Umar Akmal,16.0,8.0,8.0,21,123.0,4,18.0,2,0.0,18.0,18,64,95,159,233,195,14,Pakistan,0,9
Wahab Riaz,0.0,0.0,0.0,1,123.0,4,18.0,2,0.0,18.0,18,64,95,159,233,195,14,Pakistan,0,9
Saeed Ajmal,0.0,0.0,0.0,0,123.0,4,18.0,2,0.0,18.0,18,64,95,159,233,195,14,Pakistan,0,9
Asad Ali,0.0,0.0,0.0,0,123.0,4,18.0,2,0.0,18.0,18,64,95,159,233,195,14,Pakistan,0,9
Haris Sohail,25.0,8.0,17.0,34,103.0,3,35.0,0,8.0,17.0,25,52,111,163,0,229,13,Pakistan,0,9
Misbah-ul-Haq,62.0,20.0,42.0,102,103.0,3,35.0,0,8.0,17.0,25,52,111,163,0,229,13,Pakistan,0,9
Umar Akmal,0.0,0.0,0.0,0,103.0,3,35.0,0,8.0,17.0,25,52,111,163,0,229,13,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,0,103.0,3,35.0,0,8.0,17.0,25,52,111,163,0,229,13,Pakistan,0,9
DJ Bravo,2.0,0.0,2.0,8,111.0,3,23.0,1,16.0,15.0,31,76,89,165,230,229,13,West Indies,1,9
LMP Simmons,55.0,28.0,27.0,71,111.0,3,23.0,1,16.0,15.0,31,76,89,165,230,229,13,West Indies,1,9
LMP Simmons,22.0,8.0,14.0,30,136.0,4,29.0,0,32.0,14.0,46,120,91,211,0,261,14,West Indies,1,9
MN Samuels,64.0,34.0,30.0,77,136.0,4,29.0,0,32.0,14.0,46,120,91,211,0,261,14,West Indies,1,9
DJG Sammy,0.0,0.0,0.0,0,136.0,4,29.0,0,32.0,14.0,46,120,91,211,0,261,14,West Indies,1,9
LMP Simmons,14.0,10.0,4.0,17,118.0,3,21.0,1,14.0,10.0,24,78,85,163,0,242,15,West Indies,1,9
MN Samuels,45.0,14.0,31.0,84,118.0,3,21.0,1,14.0,10.0,24,78,85,163,0,242,15,West Indies,1,9
DJ Bravo,0.0,0.0,0.0,0,118.0,3,21.0,1,14.0,10.0,24,78,85,163,0,242,15,West Indies,1,9
DJG Sammy,0.0,0.0,0.0,0,118.0,3,21.0,1,14.0,10.0,24,78,85,163,0,242,15,West Indies,1,9
Umar Akmal,1.0,0.0,1.0,3,138.0,3,18.0,1,20.0,12.0,32,96,92,188,243,243,13,Pakistan,0,9
Misbah-ul-Haq,40.0,18.0,22.0,74,138.0,3,18.0,1,20.0,12.0,32,96,92,188,243,243,13,Pakistan,0,9
GJ Bailey,54.0,20.0,34.0,61,182.0,4,39.0,1,12.0,15.0,27,132,116,248,0,304,3,Australia,0,9
BJ Haddin,8.0,8.0,0.0,7,182.0,4,39.0,1,12.0,15.0,27,132,116,248,0,304,3,Australia,0,9
JP Faulkner,0.0,0.0,0.0,0,182.0,4,39.0,1,12.0,15.0,27,132,116,248,0,304,3,Australia,0,9
R Ashwin,1.0,0.0,1.0,3,163.0,5,23.0,1,4.0,12.0,16,88,114,202,305,232,8,India,1,9
MS Dhoni,18.0,8.0,10.0,21,163.0,5,23.0,1,4.0,12.0,16,88,114,202,305,232,8,India,1,9
B Kumar,0.0,0.0,0.0,0,163.0,5,23.0,1,4.0,12.0,16,88,114,202,305,232,8,India,1,9
R Vinay Kumar,0.0,0.0,0.0,0,163.0,5,23.0,1,4.0,12.0,16,88,114,202,305,232,8,India,1,9
GJ Maxwell,14.0,10.0,4.0,10,194.0,2,40.0,1,42.0,17.0,59,182,111,293,0,359,9,Australia,0,9
GJ Bailey,28.0,16.0,12.0,21,194.0,2,40.0,1,42.0,17.0,59,182,111,293,0,359,9,Australia,0,9
V Kohli,76.0,54.0,22.0,44,243.0,1,51.0,0,34.0,8.0,42,222,114,336,360,362,26,India,1,9
RG Sharma,123.0,78.0,45.0,115,243.0,1,51.0,0,34.0,8.0,42,222,114,336,360,362,26,India,1,9
R Ashwin,20.0,8.0,12.0,29,163.0,6,23.0,0,28.0,15.0,43,112,117,229,0,303,17,India,1,9
MS Dhoni,60.0,16.0,44.0,87,163.0,6,23.0,0,28.0,15.0,43,112,117,229,0,303,17,India,1,9
B Kumar,0.0,0.0,0.0,0,163.0,6,23.0,0,28.0,15.0,43,112,117,229,0,303,17,India,1,9
BJ Haddin,23.0,14.0,9.0,13,148.0,3,42.0,2,6.0,21.0,27,106,111,217,304,304,21,Australia,0,9
AC Voges,50.0,20.0,30.0,65,148.0,3,42.0,2,6.0,21.0,27,106,111,217,304,304,21,Australia,0,9
JP Faulkner,0.0,0.0,0.0,0,148.0,3,42.0,2,6.0,21.0,27,106,111,217,304,304,21,Australia,0,9
GJ Bailey,99.0,52.0,47.0,83,209.0,3,38.0,1,28.0,17.0,45,182,110,292,0,350,4,Australia,0,9
AC Voges,4.0,0.0,4.0,9,209.0,3,38.0,1,28.0,17.0,45,182,110,292,0,350,4,Australia,0,9
V Kohli,62.0,38.0,24.0,41,216.0,1,35.0,1,20.0,16.0,36,152,135,287,351,351,16,India,1,9
SK Raina,10.0,4.0,6.0,10,216.0,1,35.0,1,20.0,16.0,36,152,135,287,351,351,16,India,1,9
Yuvraj Singh,0.0,0.0,0.0,0,216.0,1,35.0,1,20.0,16.0,36,152,135,287,351,351,16,India,1,9
MS Dhoni,0.0,0.0,0.0,0,216.0,1,35.0,1,20.0,16.0,36,152,135,287,351,351,16,India,1,9
MS Dhoni,7.0,0.0,7.0,13,198.0,4,22.0,0,32.0,19.0,51,144,127,271,0,383,12,India,1,9
RG Sharma,113.0,62.0,51.0,125,198.0,4,22.0,0,32.0,19.0,51,144,127,271,0,383,12,India,1,9
JP Faulkner,101.0,74.0,27.0,60,258.0,8,41.0,0,10.0,13.0,23,230,92,322,384,326,4,Australia,0,9
CJ McKay,10.0,8.0,2.0,21,258.0,8,41.0,0,10.0,13.0,23,230,92,322,384,326,4,Australia,0,9
AB de Villiers,18.0,4.0,14.0,22,182.0,2,34.0,0,32.0,19.0,51,150,117,267,0,358,7,South Africa,1,9
Q de Kock,123.0,80.0,43.0,118,182.0,2,34.0,0,32.0,19.0,51,150,117,267,0,358,7,South Africa,1,9
JP Duminy,0.0,0.0,0.0,0,182.0,2,34.0,0,32.0,19.0,51,150,117,267,0,358,7,South Africa,1,9
MS Dhoni,65.0,38.0,27.0,74,161.0,7,27.0,1,0.0,0.0,0,126,62,188,359,217,29,India,0,9
Mohammed Shami,0.0,0.0,0.0,0,161.0,7,27.0,1,0.0,0.0,0,126,62,188,359,217,29,India,0,9
HM Amla,92.0,32.0,60.0,108,188.0,0,22.0,2,4.0,16.0,20,72,158,230,0,280,8,South Africa,1,9
JP Duminy,9.0,0.0,9.0,12,188.0,0,22.0,2,4.0,16.0,20,72,158,230,0,280,8,South Africa,1,9
DA Miller,0.0,0.0,0.0,0,188.0,0,22.0,2,4.0,16.0,20,72,158,230,0,280,8,South Africa,1,9
JH Kallis,0.0,0.0,0.0,0,188.0,0,22.0,2,4.0,16.0,20,72,158,230,0,280,8,South Africa,1,9
WD Parnell,30.0,16.0,14.0,41,125.0,8,11.0,0,20.0,7.0,27,78,85,163,0,183,4,South Africa,0,9
LL Tsotsobe,1.0,0.0,1.0,16,125.0,8,11.0,0,20.0,7.0,27,78,85,163,0,183,4,South Africa,0,9
Umar Akmal,17.0,10.0,7.0,15,124.0,3,26.0,1,8.0,8.0,16,66,100,166,184,182,13,Pakistan,0,9
Umar Amin,16.0,8.0,8.0,35,124.0,3,26.0,1,8.0,8.0,16,66,100,166,184,182,13,Pakistan,0,9
Sohail Tanvir,0.0,0.0,0.0,0,124.0,3,26.0,1,8.0,8.0,16,66,100,166,184,182,13,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,0,124.0,3,26.0,1,8.0,8.0,16,66,100,166,184,182,13,Pakistan,0,9
Wahab Riaz,0.0,0.0,0.0,0,124.0,3,26.0,1,8.0,8.0,16,66,100,166,184,182,13,Pakistan,0,9
Mohammad Irfan,0.0,0.0,0.0,0,124.0,3,26.0,1,8.0,8.0,16,66,100,166,184,182,13,Pakistan,0,9
Saeed Ajmal,0.0,0.0,0.0,0,124.0,3,26.0,1,8.0,8.0,16,66,100,166,184,182,13,Pakistan,0,9
Sohail Tanvir,6.0,4.0,2.0,11,137.0,4,12.0,2,8.0,13.0,21,66,104,170,0,209,9,Pakistan,0,9
Shahid Afridi,1.0,0.0,1.0,4,137.0,4,12.0,2,8.0,13.0,21,66,104,170,0,209,9,Pakistan,0,9
Wahab Riaz,0.0,0.0,0.0,0,137.0,4,12.0,2,8.0,13.0,21,66,104,170,0,209,9,Pakistan,0,9
R McLaren,28.0,8.0,20.0,41,116.0,7,21.0,2,0.0,1.0,1,44,94,138,210,143,5,South Africa,0,9
