Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
PJ Forrest,32,4.0,0,8.0
Sikandar Raza,215,37.0,0,11.0
IK Pathan,30,5.0,0,12.0
AC Gilchrist,323,48.0,0,12.0
ST Jayasuriya,697,113.0,0,12.0
CJ Chibhabha,362,50.0,0,10.0
Tamim Iqbal,1053,161.0,0,14.0
Ziaur Rahman,6,1.0,0,8.0
JM How,150,21.0,0,12.0
DR Martyn,49,9.0,0,16.0
Sohaib Maqsood,35,5.0,0,13.0
LE Bosman,125,21.0,0,14.0
JWA Taylor,80,7.0,0,11.0
Karim Sadiq,29,4.0,0,8.0
LMP Simmons,328,42.0,0,12.0
RE van der Merwe,0,1.0,0,4.0
EC Joyce,219,27.0,0,10.0
Mushfiqur Rahim,145,19.0,0,9.0
Mohammad Ashraful,249,33.0,0,10.0
AR Cusack,19,2.0,0,10.0
NR Kumar,48,7.0,0,9.0
TD Paine,160,25.0,0,13.0
PJ Moor,45,6.0,0,14.0
IS Billcliff,14,2.0,0,13.0
KA Pollard,23,3.0,0,8.0
SM Davies,82,15.0,0,11.0
SR Watson,1010,140.0,0,12.0
Arshad Ali,16,3.0,0,16.0
GC Smith,871,128.0,0,12.0
MK Tiwary,19,2.0,0,10.0
MEK Hussey,68,10.0,0,10.0
L Vincent,77,8.0,0,10.0
Asghar Stanikzai,53,7.0,0,8.0
Khurram Manzoor,25,3.0,0,12.0
DJ Bravo,86,12.0,0,8.0
Shamsur Rahman,52,6.0,0,13.0
BJ Hodge,18,2.0,0,6.0
HM Amla,1059,152.0,0,12.0
AA Mulla,27,5.0,0,12.0
GJ Bailey,48,6.0,0,9.0
Mohammad Iqbal,8,1.0,0,17.0
PJ Ingram,69,14.0,0,12.0
JP Bray,53,9.0,0,13.0
R Dravid,95,9.0,0,11.0
PL Mommsen,23,3.0,0,10.0
RR Rossouw,100,19.0,0,9.0
SHT Kandamby,23,4.0,0,9.0
SB Styris,85,13.0,0,10.0
AR Pitcher,11,1.0,0,14.0
TLW Cooper,33,5.0,0,13.0
Raqibul Hasan,73,7.0,0,10.0
Fawad Alam,7,1.0,0,7.0
JM Kemp,5,1.0,0,4.0
WTS Porterfield,267,39.0,0,12.0
Yuvraj Singh,187,35.0,0,7.0
Mohammad Nabi,42,7.0,0,12.0
DS Smith,192,26.0,0,10.0
MS Dhoni,71,11.0,0,7.0
TM Dilshan,1478,224.0,0,12.0
AJ Strauss,591,85.0,0,12.0
AO Suji,9,1.0,0,9.0
Afsar Zazai,17,1.0,0,11.0
NJ O'Brien,141,19.0,0,11.0
A Balbirnie,25,2.0,0,9.0
BA Parchment,36,7.0,0,13.0
Mohammad Yousuf,99,10.0,0,9.0
DJ Reekers,5,1.0,0,7.0
OO Bascome,10,1.0,0,17.0
Ahmed Shehzad,585,82.0,0,13.0
Sharjeel Khan,30,4.0,0,8.0
Babar Azam,33,5.0,0,12.0
ADS Fletcher,33,6.0,0,9.0
PR Stirling,338,62.0,0,13.0
GEF Barnett,20,2.0,0,16.0
CL White,24,4.0,0,11.0
YK Pathan,11,3.0,0,6.0
Imran Nazir,102,18.0,0,13.0
Imran Farhat,198,26.0,0,14.0
TWM Latham,129,17.0,0,11.0
AM Rahane,361,48.0,0,11.0
W Barresi,79,12.0,0,14.0
Gulbadin Naib,12,2.0,0,18.0
AC Cummins,4,1.0,0,5.0
Khalid Latif,28,2.0,0,12.0
SF Mire,13,2.0,0,8.0
M Vijay,68,9.0,0,9.0
CD McMillan,14,1.0,0,11.0
MD Gunathilaka,37,7.0,0,14.0
H Patel,49,9.0,0,13.0
JL Denly,78,11.0,0,19.0
AP Devcich,54,9.0,0,12.0
NFI McCallum,25,5.0,0,11.0
Aftab Ahmed,162,25.0,0,9.0
C Kieswetter,205,31.0,0,11.0
Abdul Razzaq,4,1.0,0,7.0
FRJ Coleman,17,2.0,0,9.0
Nazimuddin,38,6.0,0,10.0
MA Carberry,8,2.0,0,16.0
AR Berenger,13,1.0,0,10.0
J Edness,15,2.0,0,16.0
DM Bravo,261,39.0,0,11.0
MS Sinclair,13,2.0,0,13.0
Mohammad Hafeez,835,133.0,0,12.0
MW Machan,108,15.0,0,11.0
HD Rutherford,6,1.0,0,11.0
Khurram Khan,48,9.0,0,10.0
GH Bodi,25,4.0,0,17.0
S Matsikenyeri,76,11.0,0,10.0
D Ramdin,29,3.0,0,7.0
Haris Sohail,39,4.0,0,14.0
S Dhawan,729,114.0,0,13.0
JM Bairstow,23,3.0,0,11.0
Mithun Ali,12,2.0,0,22.0
Abdul Jabbar,18,4.0,0,12.0
SE Marsh,271,31.0,0,11.0
BRM Taylor,435,56.0,0,11.0
CA Ingram,125,18.0,0,14.0
SC Ganguly,203,32.0,0,13.0
TM Dowlin,31,5.0,0,10.0
MV Boucher,7,1.0,0,5.0
J Charles,243,41.0,0,12.0
AD Mathews,34,4.0,0,6.0
T Duffin,23,3.0,0,10.0
KJ Coetzer,82,16.0,0,13.0
Mominul Haque,101,15.0,0,12.0
AN Kervezee,22,3.0,0,6.0
GC Wilson,48,8.0,0,8.0
Yasir Hameed,24,2.0,0,17.0
TV Mufambisi,29,4.0,0,15.0
Mehrab Hossain jnr,38,5.0,0,16.0
RW Chakabva,40,5.0,0,10.0
S Chanderpaul,266,34.0,0,13.0
Shahzaib Hasan,39,6.0,0,14.0
Salman Faris,15,2.0,0,22.0
A Bagai,37,6.0,0,8.0
SL Stewart,6,1.0,0,7.0
SP Patil,7,1.0,0,11.0
KC Sangakkara,1009,134.0,0,11.0
Irfan Ahmed,16,2.0,0,7.0
AT Rayudu,44,5.0,0,11.0
SR Tendulkar,796,126.0,0,13.0
V Sibanda,419,65.0,0,12.0
DM Richards,42,7.0,0,16.0
GM Hamilton,18,2.0,0,9.0
MM Ali,199,30.0,0,10.0
Younis Khan,480,64.0,0,10.0
AB Barath,90,13.0,0,13.0
MN van Wyk,87,16.0,0,15.0
WW Hinds,12,1.0,0,15.0
F du Plessis,364,49.0,0,12.0
WU Tharanga,903,136.0,0,12.0
SM Warnapura,8,1.0,0,7.0
AN Petersen,88,13.0,0,13.0
AC Botha,41,6.0,0,7.0
DG Brownlie,70,13.0,0,11.0
Noor Ali Zadran,118,18.0,0,12.0
S Badrinath,11,1.0,0,6.0
JJ Tucker,15,2.0,0,9.0
DL Hemp,32,4.0,0,11.0
IA Karim,30,4.0,0,12.0
A Flintoff,6,1.0,0,4.0
ES Szwarczynski,51,5.0,0,10.0
JA Burns,55,7.0,0,12.0
G Gambhir,865,122.0,0,11.0
NJ Astle,52,10.0,0,10.0
Sarfraz Ahmed,101,11.0,0,13.0
HM Nicholls,15,3.0,0,21.0
S Chattergoon,36,6.0,0,14.0
Naeem Islam,20,3.0,0,9.0
Anamul Haque,173,27.0,0,12.0
RS Morton,114,16.0,0,12.0
KJ O'Brien,10,1.0,0,7.0
Zain Abbas,4,1.0,0,5.0
JD Ryder,403,63.0,0,12.0
MA Vermeulen,13,1.0,0,4.0
RV Uthappa,184,28.0,0,11.0
TC Bastiampillai,14,2.0,0,8.0
GD Elliott,41,2.0,0,10.0
MN Waller,12,1.0,0,9.0
KO Otieno,14,3.0,0,18.0
AJ Finch,426,65.0,0,13.0
OL Pitcher,9,2.0,0,11.0
ML Hayden,435,58.0,0,15.0
Rajin Saleh,15,3.0,0,11.0
Shahid Afridi,61,10.0,0,10.0
BB Chari,13,2.0,0,8.0
SP Fleming,197,32.0,0,15.0
AD Poynter,21,2.0,0,11.0
JJ Roy,171,30.0,0,11.0
CO Obuya,73,11.0,0,10.0
BJ Watling,74,12.0,0,12.0
Kamran Akmal,454,79.0,0,10.0
Anshuman Rath,10,1.0,0,16.0
SPD Smith,206,30.0,0,13.0
ME Trescothick,89,18.0,0,15.0
JJ Atkinson,7,1.0,0,8.0
C Munro,15,2.0,0,6.0
Mudassar Bukhari,5,1.0,0,3.0
ND McKenzie,5,1.0,0,14.0
Jahurul Islam,28,4.0,0,11.0
MS Atapattu,53,9.0,0,15.0
Junaid Siddique,232,32.0,0,10.0
S Dhaniram,6,1.0,0,12.0
Liton Das,7,1.0,0,11.0
Mohammad Shahzad,126,22.0,0,13.0
HH Dippenaar,29,4.0,0,13.0
RS Bopara,168,20.0,0,10.0
Shoaib Malik,102,15.0,0,8.0
Nasir Jamshed,347,48.0,0,13.0
MA Ouma,82,10.0,0,11.0
DC Thomas,16,2.0,0,10.0
R Gunasekera,46,5.0,0,14.0
MP Vaughan,86,14.0,0,13.0
Rizwan Cheema,26,6.0,0,16.0
WD Parnell,17,3.0,0,15.0
MS Wade,84,6.0,0,9.0
RD Berrington,15,3.0,0,18.0
KMDN Kulasekara,6,1.0,0,8.0
RG Aga,28,5.0,0,21.0
UT Khawaja,43,7.0,0,14.0
RR Sarwan,199,28.0,0,11.0
CA Pujara,12,1.0,0,14.0
Q de Kock,484,74.0,0,12.0
Salman Butt,353,59.0,0,16.0
MJ Prior,189,21.0,0,12.0
TMK Mawoyo,22,1.0,0,10.0
DA Warner,548,76.0,0,12.0
DA Miller,20,3.0,0,10.0
JJ Celestine,9,2.0,0,9.0
RT Ponting,666,110.0,0,11.0
MJ Clarke,336,41.0,0,10.0
IH Romaine,41,5.0,0,11.0
GJ Maxwell,35,7.0,0,8.0
RJ Nicol,81,14.0,0,9.0
RJ Peterson,32,5.0,0,17.0
Usman Ghani,70,8.0,0,13.0
SO Tikolo,42,7.0,0,8.0
JM Davison,80,14.0,0,13.0
DR Chumney,32,5.0,0,9.0
RN ten Doeschate,90,16.0,0,14.0
KD Karthik,194,27.0,0,12.0
PA Browne,9,1.0,0,10.0
JDS Neesham,6,1.0,0,4.0
S Randiv,4,1.0,0,7.0
RM Haq,24,4.0,0,10.0
AJ Redmond,37,7.0,0,12.0
JL Carter,8,1.0,0,6.0
F Behardien,17,2.0,0,6.0
P Mustard,50,7.0,0,9.0
HH Gibbs,398,75.0,0,12.0
B Zuiderent,18,3.0,0,7.0
HJW Gardiner,56,9.0,0,14.0
TT Samaraweera,38,5.0,0,11.0
FDM Karunaratne,12,2.0,0,15.0
J Anderson,23,3.0,0,11.0
AA Obanda,107,18.0,0,11.0
SM Katich,13,2.0,0,12.0
Misbah-ul-Haq,103,8.0,0,10.0
Shakib Al Hasan,157,23.0,0,9.0
Shahriar Nafees,220,30.0,0,10.0
HJH Marshall,29,3.0,0,9.0
MH Cross,12,2.0,0,12.0
Amjad Ali,102,17.0,0,11.0
Javed Omar,22,2.0,0,15.0
ZE Surkari,20,3.0,0,16.0
KS Williamson,431,56.0,0,12.0
Soumya Sarkar,166,28.0,0,13.0
LPC Silva,30,5.0,0,9.0
L Ronchi,8,2.0,0,5.0
BJ Haddin,356,50.0,0,12.0
AN Cook,748,106.0,0,13.0
BC Lara,10,1.0,0,5.0
RD Shah,19,1.0,0,14.0
PJ Hughes,151,23.0,0,11.0
PA Patel,135,19.0,0,10.0
KD Shah,14,2.0,0,14.0
MB Loye,42,8.0,0,12.0
SJ Myburgh,56,7.0,0,15.0
T Taibu,128,16.0,0,10.0
Litton Das,14,1.0,0,10.0
AB de Villiers,398,66.0,0,12.0
LR Johnson,10,2.0,0,11.0
JE Root,152,13.0,0,9.0
GS Ballance,37,5.0,0,10.0
RG Sharma,568,77.0,0,11.0
Iftikhar Ahmed,5,1.0,0,18.0
EJG Morgan,92,10.0,0,10.0
DR Flynn,44,8.0,0,12.0
Sami Aslam,10,3.0,0,13.0
DI Allan,5,1.0,0,16.0
Umar Amin,19,3.0,0,10.0
Umar Akmal,27,3.0,0,6.0
M Kaif,38,5.0,0,15.0
CS MacLeod,66,8.0,0,11.0
DA Minors,6,1.0,0,9.0
Imrul Kayes,265,37.0,0,11.0
MN Samuels,351,52.0,0,11.0
AD Hales,271,43.0,1.0,12.0
V Kohli,831,113.0,0,11.0
DR Smith,202,33.0,0,12.0
BB McCullum,791,127.0,0,10.0
SK Raina,142,20.0,0,8.0
BA Stokes,28,6.0,0,6.0
OA Shah,72,14.0,0,9.0
JL Ontong,15,2.0,0,18.0
Azhar Ali,242,38.0,0,12.0
MA Leask,7,1.0,0,4.0
