Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Runs Made,Team,Home
SC Williams,0.0,0.0,0.0,0,0.0,0,16.0,0,4,5,0,181,Zimbabwe,0
V Sibanda,11.0,4.0,7.0,24,0.0,0,16.0,0,4,5,0,181,Zimbabwe,0
Nasir Jamshed,11.0,4.0,7.0,15,0.0,0,23.0,0,16,11,182,187,Pakistan,1
Khurram Manzoor,12.0,8.0,4.0,17,0.0,0,23.0,0,16,11,182,187,Pakistan,1
Younis Khan,0.0,0.0,0.0,0,0.0,0,23.0,0,16,11,182,187,Pakistan,1
ST Jayasuriya,10.0,4.0,6.0,14,0.0,0,29.0,0,38,8,0,357,Sri Lanka,0
KC Sangakkara,19.0,12.0,7.0,18,0.0,0,29.0,0,38,8,0,357,Sri Lanka,0
Tamim Iqbal,9.0,4.0,5.0,18,0.0,0,15.0,1,8,9,358,226,Bangladesh,0
Mohammad Ashraful,5.0,4.0,1.0,7,0.0,0,15.0,1,8,9,358,226,Bangladesh,0
Raqibul Hasan,0.0,0.0,0.0,0,0.0,0,15.0,1,8,9,358,226,Bangladesh,0
Salman Butt,7.0,4.0,3.0,13,0.0,0,13.0,0,8,5,0,299,Pakistan,0
Shoaib Malik,6.0,4.0,2.0,17,0.0,0,13.0,0,8,5,0,299,Pakistan,0
V Sehwag,1.0,0.0,1.0,7,0.0,0,23.0,1,32,10,300,301,India,0
SK Raina,13.0,8.0,5.0,11,0.0,0,23.0,1,32,10,300,301,India,0
Tamim Iqbal,13.0,4.0,9.0,21,0.0,0,19.0,1,24,12,0,283,Bangladesh,0
Mohammad Ashraful,0.0,0.0,0.0,0,0.0,0,19.0,1,24,12,0,283,Bangladesh,0
RG Sharma,6.0,4.0,2.0,6,0.0,0,24.0,1,16,14,284,284,India,0
G Gambhir,16.0,8.0,8.0,13,0.0,0,24.0,1,16,14,284,284,India,0
SK Raina,0.0,0.0,0.0,0,0.0,0,24.0,1,16,14,284,284,India,0
DPMD Jayawardene,1.0,0.0,1.0,6,0.0,0,21.0,1,12,9,0,302,Sri Lanka,0
KC Sangakkara,12.0,8.0,4.0,14,0.0,0,21.0,1,12,9,0,302,Sri Lanka,0
Younis Khan,18.0,12.0,6.0,14,0.0,0,29.0,1,4,8,303,238,Pakistan,0
Shoaib Malik,11.0,8.0,3.0,15,0.0,0,29.0,1,4,8,303,238,Pakistan,0
KC Sangakkara,10.0,8.0,2.0,20,0.0,0,17.0,0,44,5,0,332,Sri Lanka,0
ST Jayasuriya,7.0,4.0,3.0,12,0.0,0,17.0,0,44,5,0,332,Sri Lanka,0
Nazimuddin,2.0,0.0,2.0,14,0.0,0,10.0,1,24,4,333,174,Bangladesh,0
Mohammad Ashraful,0.0,0.0,0.0,1,0.0,0,10.0,1,24,4,333,174,Bangladesh,0
G Gambhir,16.0,8.0,8.0,16,0.0,0,34.0,0,30,17,0,308,India,0
V Sehwag,18.0,14.0,4.0,16,0.0,0,34.0,0,30,17,0,308,India,0
Salman Butt,18.0,12.0,6.0,19,0.0,0,35.0,0,28,15,309,309,Pakistan,0
Nasir Jamshed,17.0,12.0,5.0,11,0.0,0,35.0,0,28,15,309,309,Pakistan,0
Younis Khan,0.0,0.0,0.0,0,0.0,0,35.0,0,28,15,309,309,Pakistan,0
ST Jayasuriya,4.0,0.0,4.0,14,0.0,0,13.0,1,24,12,0,308,Sri Lanka,0
DPMD Jayawardene,2.0,0.0,2.0,6,0.0,0,13.0,1,24,12,0,308,Sri Lanka,0
V Sehwag,17.0,8.0,9.0,18,0.0,0,36.0,0,22,8,309,310,India,0
G Gambhir,19.0,16.0,3.0,14,0.0,0,36.0,0,22,8,309,310,India,0
Mohammad Ashraful,7.0,0.0,7.0,7,0.0,0,21.0,1,14,6,0,115,Bangladesh,0
Tamim Iqbal,11.0,4.0,7.0,18,0.0,0,21.0,1,14,6,0,115,Bangladesh,0
Nasir Jamshed,13.0,10.0,3.0,10,0.0,0,22.0,0,16,6,116,116,Pakistan,0
Salman Butt,9.0,4.0,5.0,21,0.0,0,22.0,0,16,6,116,116,Pakistan,0
ST Jayasuriya,11.0,8.0,3.0,11,0.0,0,23.0,1,18,9,0,273,Sri Lanka,0
DPMD Jayawardene,8.0,4.0,4.0,16,0.0,0,23.0,1,18,9,0,273,Sri Lanka,0
CK Kapugedera,0.0,0.0,0.0,0,0.0,0,23.0,1,18,9,0,273,Sri Lanka,0
V Sehwag,28.0,20.0,8.0,17,0.0,0,34.0,1,36,6,274,173,India,0
SK Raina,0.0,0.0,0.0,0,0.0,0,34.0,1,36,6,274,173,India,0
Yuvraj Singh,0.0,0.0,0.0,0,0.0,0,34.0,1,36,6,274,173,India,0
MS Dhoni,0.0,0.0,0.0,0,0.0,0,34.0,1,36,6,274,173,India,0
JR Hopes,11.0,8.0,3.0,11,0.0,0,20.0,0,8,10,0,254,Australia,1
SE Marsh,9.0,0.0,9.0,21,0.0,0,20.0,0,8,10,0,254,Australia,1
Mohammad Ashraful,0.0,0.0,0.0,5,0.0,0,18.0,1,0,11,255,74,Bangladesh,0
Tamim Iqbal,18.0,12.0,6.0,18,0.0,0,18.0,1,0,11,255,74,Bangladesh,0
Raqibul Hasan,0.0,0.0,0.0,0,0.0,0,18.0,1,0,11,255,74,Bangladesh,0
Junaid Siddique,4.0,0.0,4.0,15,0.0,0,8.0,2,4,8,0,117,Bangladesh,0
Mohammad Ashraful,3.0,0.0,3.0,4,0.0,0,8.0,2,4,8,0,117,Bangladesh,0
Shakib Al Hasan,0.0,0.0,0.0,0,0.0,0,8.0,2,4,8,0,117,Bangladesh,0
SE Marsh,7.0,4.0,3.0,19,0.0,0,18.0,0,20,12,118,118,Australia,1
SR Watson,11.0,4.0,7.0,12,0.0,0,18.0,0,20,12,118,118,Australia,1
SE Marsh,13.0,8.0,5.0,21,0.0,0,20.0,0,8,13,0,198,Australia,1
SR Watson,7.0,4.0,3.0,9,0.0,0,20.0,0,8,13,0,198,Australia,1
MJ Clarke,0.0,0.0,0.0,0,0.0,0,20.0,0,8,13,0,198,Australia,1
Mohammad Ashraful,3.0,0.0,3.0,8,0.0,0,12.0,1,12,13,199,125,Bangladesh,0
Alok Kapali,0.0,0.0,0.0,0,0.0,0,12.0,1,12,13,199,125,Bangladesh,0
Tamim Iqbal,9.0,4.0,5.0,17,0.0,0,12.0,1,12,13,199,125,Bangladesh,0
Shakib Al Hasan,0.0,0.0,0.0,0,0.0,0,12.0,1,12,13,199,125,Bangladesh,0
V Kohli,6.0,0.0,6.0,11,0.0,0,8.0,1,12,8,0,146,India,0
SK Raina,2.0,0.0,2.0,18,0.0,0,8.0,1,12,8,0,146,India,0
Yuvraj Singh,0.0,0.0,0.0,0,0.0,0,8.0,1,12,8,0,146,India,0
KC Sangakkara,7.0,4.0,3.0,18,0.0,0,17.0,0,8,7,147,147,Sri Lanka,1
ST Jayasuriya,10.0,4.0,6.0,12,0.0,0,17.0,0,8,7,147,147,Sri Lanka,1
DPMD Jayawardene,0.0,0.0,0.0,0,0.0,0,17.0,0,8,7,147,147,Sri Lanka,1
DPMD Jayawardene,0.0,0.0,0.0,6,0.0,0,8.0,1,0,4,0,142,Sri Lanka,1
CK Kapugedera,0.0,0.0,0.0,0,0.0,0,8.0,1,0,4,0,142,Sri Lanka,1
ST Jayasuriya,6.0,4.0,2.0,14,0.0,0,8.0,1,0,4,0,142,Sri Lanka,1
LPC Silva,0.0,0.0,0.0,0,0.0,0,8.0,1,0,4,0,142,Sri Lanka,1
TM Dilshan,0.0,0.0,0.0,0,0.0,0,8.0,1,0,4,0,142,Sri Lanka,1
Yuvraj Singh,1.0,0.0,1.0,2,0.0,0,14.0,2,8,4,143,143,India,0
V Kohli,7.0,4.0,3.0,18,0.0,0,14.0,2,8,4,143,143,India,0
V Kohli,14.0,8.0,6.0,23,0.0,0,19.0,0,8,6,0,237,India,0
G Gambhir,5.0,0.0,5.0,9,0.0,0,19.0,0,8,6,0,237,India,0
SK Raina,0.0,0.0,0.0,0,0.0,0,19.0,0,8,6,0,237,India,0
KC Sangakkara,5.0,4.0,1.0,10,0.0,0,22.0,1,10,8,238,204,Sri Lanka,1
DPMD Jayawardene,0.0,0.0,0.0,0,0.0,0,22.0,1,10,8,238,204,Sri Lanka,1
CK Kapugedera,4.0,4.0,0.0,5,0.0,0,22.0,1,10,8,238,204,Sri Lanka,1
LPC Silva,0.0,0.0,0.0,0,0.0,0,22.0,1,10,8,238,204,Sri Lanka,1
TM Dilshan,0.0,0.0,0.0,0,0.0,0,22.0,1,10,8,238,204,Sri Lanka,1
ML Udawatte,4.0,4.0,0.0,12,0.0,0,7.0,1,8,12,0,227,Sri Lanka,1
SM Warnapura,2.0,0.0,2.0,10,0.0,0,7.0,1,8,12,0,227,Sri Lanka,1
V Kohli,8.0,6.0,2.0,19,0.0,0,17.0,0,12,11,228,103,India,0
G Gambhir,9.0,8.0,1.0,12,0.0,0,17.0,0,12,11,228,103,India,0
Yuvraj Singh,0.0,0.0,0.0,0,0.0,0,17.0,0,12,11,228,103,India,0
Salman Butt,11.0,4.0,7.0,20,0.0,0,26.0,0,4,6,0,322,Pakistan,1
Nasir Jamshed,15.0,12.0,3.0,11,0.0,0,26.0,0,4,6,0,322,Pakistan,1
Younis Khan,0.0,0.0,0.0,0,0.0,0,26.0,0,4,6,0,322,Pakistan,1
Shahriar Nafees,12.0,4.0,8.0,13,0.0,0,18.0,1,8,14,323,129,Bangladesh,0
Aftab Ahmed,1.0,0.0,1.0,15,0.0,0,18.0,1,8,14,323,129,Bangladesh,0
Mohammad Ashraful,0.0,0.0,0.0,0,0.0,0,18.0,1,8,14,323,129,Bangladesh,0
Tamim Iqbal,19.0,16.0,3.0,22,0.0,0,23.0,1,8,5,0,225,Bangladesh,0
Aftab Ahmed,0.0,0.0,0.0,2,0.0,0,23.0,1,8,5,0,225,Bangladesh,0
Mohammad Ashraful,0.0,0.0,0.0,0,0.0,0,23.0,1,8,5,0,225,Bangladesh,0
Salman Butt,18.0,12.0,6.0,16,0.0,0,37.0,0,4,13,226,160,Pakistan,1
Nasir Jamshed,19.0,12.0,7.0,14,0.0,0,37.0,0,4,13,226,160,Pakistan,1
Younis Khan,0.0,0.0,0.0,0,0.0,0,37.0,0,4,13,226,160,Pakistan,1
Kamran Akmal,2.0,0.0,2.0,10,0.0,0,14.0,0,28,8,0,308,Pakistan,1
Salman Butt,12.0,4.0,8.0,21,0.0,0,14.0,0,28,8,0,308,Pakistan,1
Tamim Iqbal,13.0,8.0,5.0,25,0.0,0,13.0,0,8,12,309,285,Bangladesh,0
Shahriar Nafees,0.0,0.0,0.0,9,0.0,0,13.0,0,8,12,309,285,Bangladesh,0
Aftab Ahmed,0.0,0.0,0.0,0,0.0,0,13.0,0,8,12,309,285,Bangladesh,0
Shakib Al Hasan,1.0,0.0,1.0,6,0.0,0,15.0,3,12,5,0,210,Bangladesh,0
Mohammad Ashraful,4.0,0.0,4.0,7,0.0,0,15.0,3,12,5,0,210,Bangladesh,0
Mahmudullah,0.0,0.0,0.0,0,0.0,0,15.0,3,12,5,0,210,Bangladesh,0
Salman Butt,16.0,8.0,8.0,20,0.0,0,22.0,0,28,17,211,212,Pakistan,1
Kamran Akmal,6.0,4.0,2.0,11,0.0,0,22.0,0,28,17,211,212,Pakistan,1
Salman Butt,13.0,8.0,5.0,17,0.0,0,23.0,1,20,15,0,329,Pakistan,0
Younis Khan,0.0,0.0,0.0,0,0.0,0,23.0,1,20,15,0,329,Pakistan,0
Tamim Iqbal,5.0,0.0,5.0,12,0.0,0,11.0,2,12,18,330,179,Bangladesh,0
Shakib Al Hasan,0.0,0.0,0.0,0,0.0,0,11.0,2,12,18,330,179,Bangladesh,0
Mohammad Ashraful,0.0,0.0,0.0,0,0.0,0,11.0,2,12,18,330,179,Bangladesh,0
Mahmudullah,0.0,0.0,0.0,0,0.0,0,11.0,2,12,18,330,179,Bangladesh,0
Salman Butt,18.0,12.0,6.0,22,0.0,0,21.0,0,28,8,0,233,Pakistan,0
Kamran Akmal,3.0,0.0,3.0,8,0.0,0,21.0,0,28,8,0,233,Pakistan,0
Tamim Iqbal,12.0,4.0,8.0,17,0.0,0,19.0,0,8,6,234,163,Bangladesh,1
Shahriar Nafees,7.0,4.0,3.0,16,0.0,0,19.0,0,8,6,234,163,Bangladesh,1
Mohammad Ashraful,0.0,0.0,0.0,0,0.0,0,19.0,0,8,6,234,163,Bangladesh,1
G Gambhir,16.0,8.0,8.0,17,0.0,0,33.0,0,20,11,0,330,India,0
V Sehwag,17.0,12.0,5.0,15,0.0,0,33.0,0,20,11,0,330,India,0
Kamran Akmal,6.0,4.0,2.0,9,0.0,0,26.0,3,30,9,331,190,Pakistan,0
Misbah-ul-Haq,0.0,0.0,0.0,1,0.0,0,26.0,3,30,9,331,190,Pakistan,0
Shahriar Nafees,5.0,0.0,5.0,16,0.0,0,12.0,1,4,8,0,222,Bangladesh,1
Raqibul Hasan,0.0,0.0,0.0,0,0.0,0,12.0,1,4,8,0,222,Bangladesh,1
Mohammad Ashraful,7.0,4.0,3.0,10,0.0,0,12.0,1,4,8,0,222,Bangladesh,1
V Sehwag,18.0,8.0,10.0,16,0.0,0,26.0,0,44,12,223,223,India,0
G Gambhir,8.0,4.0,4.0,14,0.0,0,26.0,0,44,12,223,223,India,0
Salman Butt,7.0,4.0,3.0,13,0.0,0,13.0,0,16,10,0,315,Pakistan,0
Kamran Akmal,6.0,4.0,2.0,17,0.0,0,13.0,0,16,10,0,315,Pakistan,0
Younis Khan,0.0,0.0,0.0,0,0.0,0,13.0,0,16,10,0,315,Pakistan,0
G Gambhir,18.0,16.0,2.0,14,0.0,0,25.0,1,16,15,316,290,India,0
RG Sharma,5.0,4.0,1.0,9,0.0,0,25.0,1,16,15,316,290,India,0
SR Watson,19.0,12.0,7.0,22,0.0,0,20.0,1,12,8,0,260,Australia,0
CL White,1.0,0.0,1.0,3,0.0,0,20.0,1,12,8,0,260,Australia,0
MJ Prior,1.0,0.0,1.0,2,0.0,0,19.0,1,8,14,261,256,England,1
RS Bopara,6.0,4.0,2.0,17,0.0,0,19.0,1,8,14,261,256,England,1
SR Watson,6.0,4.0,2.0,13,0.0,0,19.0,0,8,13,0,249,Australia,0
TD Paine,13.0,8.0,5.0,18,0.0,0,19.0,0,8,13,0,249,Australia,0
RS Bopara,1.0,0.0,1.0,11,0.0,0,14.0,0,8,18,250,210,England,1
AJ Strauss,13.0,8.0,5.0,20,0.0,0,14.0,0,8,18,250,210,England,1
RS Bopara,3.0,0.0,3.0,9,0.0,0,20.0,0,14,8,0,228,England,1
AJ Strauss,17.0,12.0,5.0,21,0.0,0,20.0,0,14,8,0,228,England,1
MJ Prior,0.0,0.0,0.0,0,0.0,0,20.0,0,14,8,0,228,England,1
OA Shah,0.0,0.0,0.0,0,0.0,0,20.0,0,14,8,0,228,England,1
TD Paine,7.0,4.0,3.0,13,0.0,0,14.0,1,4,9,229,230,Australia,0
CL White,0.0,0.0,0.0,0,0.0,0,14.0,1,4,9,229,230,Australia,0
AJ Strauss,16.0,12.0,4.0,13,0.0,0,27.0,1,20,9,0,220,England,1
RS Bopara,0.0,0.0,0.0,1,0.0,0,27.0,1,20,9,0,220,England,1
TD Paine,2.0,0.0,2.0,11,0.0,0,19.0,0,16,12,221,221,Australia,0
SR Watson,17.0,12.0,5.0,19,0.0,0,19.0,0,16,12,221,221,Australia,0
RT Ponting,0.0,0.0,0.0,0,0.0,0,19.0,0,16,12,221,221,Australia,0
JL Denly,1.0,0.0,1.0,10,0.0,0,16.0,0,20,10,0,299,England,1
AJ Strauss,15.0,12.0,3.0,20,0.0,0,16.0,0,20,10,0,299,England,1
TD Paine,11.0,8.0,3.0,18,0.0,0,24.0,0,20,6,300,302,Australia,0
SR Watson,13.0,8.0,5.0,12,0.0,0,24.0,0,20,6,300,302,Australia,0
RT Ponting,0.0,0.0,0.0,0,0.0,0,24.0,0,20,6,300,302,Australia,0
TD Paine,9.0,4.0,5.0,21,0.0,0,13.0,1,12,5,0,296,Australia,0
RT Ponting,0.0,0.0,0.0,3,0.0,0,13.0,1,12,5,0,296,Australia,0
MEK Hussey,0.0,0.0,0.0,0,0.0,0,13.0,1,12,5,0,296,Australia,0
RS Bopara,10.0,4.0,6.0,13,0.0,0,21.0,1,10,9,297,185,England,1
JL Denly,11.0,8.0,3.0,17,0.0,0,21.0,1,10,9,297,185,England,1
MJ Clarke,0.0,0.0,0.0,2,0.0,0,20.0,2,4,6,0,176,Australia,0
RT Ponting,16.0,12.0,4.0,19,0.0,0,20.0,2,4,6,0,176,Australia,0
JL Denly,1.0,0.0,1.0,12,0.0,0,13.0,0,16,4,177,177,England,1
AJ Strauss,12.0,4.0,8.0,24,0.0,0,13.0,0,16,4,177,177,England,1
JL Ontong,5.0,4.0,1.0,10,0.0,0,26.0,0,12,16,0,283,South Africa,1
HM Amla,21.0,20.0,1.0,21,0.0,0,26.0,0,12,16,0,283,South Africa,1
Junaid Siddique,1.0,0.0,1.0,5,0.0,0,12.0,1,28,2,284,222,Bangladesh,0
Tamim Iqbal,10.0,4.0,6.0,17,0.0,0,12.0,1,28,2,284,222,Bangladesh,0
Mohammad Ashraful,0.0,0.0,0.0,0,0.0,0,12.0,1,28,2,284,222,Bangladesh,0
BJ Haddin,2.0,0.0,2.0,8,0.0,0,9.0,1,24,8,0,286,Australia,0
RT Ponting,6.0,0.0,6.0,17,0.0,0,9.0,1,24,8,0,286,Australia,0
GC Smith,8.0,4.0,4.0,8,0.0,0,20.0,1,16,9,287,145,South Africa,1
HH Gibbs,5.0,4.0,1.0,8,0.0,0,20.0,1,16,9,287,145,South Africa,1
MJ Clarke,5.0,0.0,5.0,13,0.0,0,14.0,2,8,6,0,131,Australia,0
MEK Hussey,0.0,0.0,0.0,0,0.0,0,14.0,2,8,6,0,131,Australia,0
DJ Hussey,0.0,0.0,0.0,7,0.0,0,14.0,2,8,6,0,131,Australia,0
JR Hopes,0.0,0.0,0.0,0,0.0,0,14.0,2,8,6,0,131,Australia,0
CJ Ferguson,0.0,0.0,0.0,0,0.0,0,14.0,2,8,6,0,131,Australia,0
GC Smith,8.0,4.0,4.0,12,0.0,0,15.0,1,24,9,132,132,South Africa,1
JH Kallis,5.0,4.0,1.0,12,0.0,0,15.0,1,24,9,132,132,South Africa,1
GC Smith,3.0,0.0,3.0,10,0.0,0,14.0,0,12,5,0,289,South Africa,1
HH Gibbs,11.0,4.0,7.0,20,0.0,0,14.0,0,12,5,0,289,South Africa,1
JH Kallis,0.0,0.0,0.0,0,0.0,0,14.0,0,12,5,0,289,South Africa,1
MJ Clarke,5.0,0.0,5.0,10,0.0,0,14.0,0,0,14,290,264,Australia,0
BJ Haddin,9.0,4.0,5.0,22,0.0,0,14.0,0,0,14,290,264,Australia,0
RT Ponting,0.0,0.0,0.0,0,0.0,0,14.0,0,0,14,290,264,Australia,0
GC Smith,6.0,0.0,6.0,13,0.0,0,15.0,0,20,8,0,317,South Africa,1
HH Gibbs,9.0,4.0,5.0,19,0.0,0,15.0,0,20,8,0,317,South Africa,1
BJ Haddin,14.0,8.0,6.0,11,0.0,0,28.0,0,4,11,318,256,Australia,0
MJ Clarke,14.0,8.0,6.0,20,0.0,0,28.0,0,4,11,318,256,Australia,0
BJ Haddin,12.0,8.0,4.0,14,0.0,0,27.0,0,24,19,0,303,Australia,0
MJ Clarke,15.0,8.0,7.0,16,0.0,0,27.0,0,24,19,0,303,Australia,0
GC Smith,7.0,0.0,7.0,10,0.0,0,26.0,0,20,9,304,256,South Africa,1
HH Gibbs,19.0,14.0,5.0,21,0.0,0,26.0,0,20,9,304,256,South Africa,1
JH Kallis,0.0,0.0,0.0,0,0.0,0,26.0,0,20,9,304,256,South Africa,1
SE Marsh,7.0,4.0,3.0,11,0.0,0,14.0,1,12,19,0,271,Australia,1
RT Ponting,1.0,0.0,1.0,8,0.0,0,14.0,1,12,19,0,271,Australia,1
JH Kallis,1.0,0.0,1.0,10,0.0,0,16.0,1,4,14,272,272,South Africa,0
HH Gibbs,14.0,8.0,6.0,19,0.0,0,16.0,1,4,14,272,272,South Africa,0
JP Duminy,0.0,0.0,0.0,0,0.0,0,16.0,1,4,14,272,272,South Africa,0
SE Marsh,8.0,4.0,4.0,18,0.0,0,17.0,1,12,7,0,249,Australia,1
RT Ponting,4.0,4.0,0.0,5,0.0,0,17.0,1,12,7,0,249,Australia,1
HM Amla,7.0,0.0,7.0,14,0.0,0,14.0,0,8,4,250,244,South Africa,0
HH Gibbs,7.0,0.0,7.0,16,0.0,0,14.0,0,8,4,250,244,South Africa,0
JH Kallis,0.0,0.0,0.0,0,0.0,0,14.0,0,8,4,250,244,South Africa,0
DA Warner,25.0,18.0,7.0,17,0.0,0,29.0,0,8,18,0,269,Australia,1
SE Marsh,4.0,0.0,4.0,14,0.0,0,29.0,0,8,18,0,269,Australia,1
HH Gibbs,10.0,8.0,2.0,11,0.0,0,23.0,0,26,8,270,270,South Africa,0
JH Kallis,0.0,0.0,0.0,0,0.0,0,23.0,0,26,8,270,270,South Africa,0
RT Ponting,10.0,8.0,2.0,7,0.0,0,29.0,2,24,9,0,222,Australia,1
MEK Hussey,5.0,4.0,1.0,7,0.0,0,29.0,2,24,9,0,222,Australia,1
HM Amla,12.0,4.0,8.0,18,0.0,0,29.0,0,20,9,223,223,South Africa,0
HH Gibbs,17.0,16.0,1.0,14,0.0,0,29.0,0,20,9,223,223,South Africa,0
JH Kallis,0.0,0.0,0.0,0,0.0,0,29.0,0,20,9,223,223,South Africa,0
HH Gibbs,7.0,0.0,7.0,13,0.0,0,23.0,0,4,6,0,288,South Africa,0
HM Amla,16.0,12.0,4.0,17,0.0,0,23.0,0,4,6,0,288,South Africa,0
ND McKenzie,0.0,0.0,0.0,0,0.0,0,23.0,0,4,6,0,288,South Africa,0
DA Warner,5.0,4.0,1.0,12,0.0,0,20.0,1,4,12,289,249,Australia,1
RT Ponting,10.0,8.0,2.0,10,0.0,0,20.0,1,4,12,289,249,Australia,1
MJ Clarke,0.0,0.0,0.0,0,0.0,0,20.0,1,4,12,289,249,Australia,1
MEK Hussey,0.0,0.0,0.0,0,0.0,0,20.0,1,4,12,289,249,Australia,1
DA Warner,3.0,0.0,3.0,8,0.0,0,14.0,0,0,12,0,181,Australia,1
SE Marsh,11.0,8.0,3.0,22,0.0,0,14.0,0,0,12,0,181,Australia,1
RT Ponting,0.0,0.0,0.0,0,0.0,0,14.0,0,0,12,0,181,Australia,1
MJ Clarke,0.0,0.0,0.0,0,0.0,0,14.0,0,0,12,0,181,Australia,1
MJ Guptill,6.0,4.0,2.0,12,0.0,0,10.0,1,6,4,182,182,New Zealand,0
PG Fulton,4.0,4.0,0.0,19,0.0,0,10.0,1,6,4,182,182,New Zealand,0
BJ Haddin,2.0,0.0,2.0,5,0.0,0,9.0,1,12,13,0,225,Australia,1
MJ Clarke,5.0,0.0,5.0,14,0.0,0,9.0,1,12,13,0,225,Australia,1
BB McCullum,9.0,4.0,5.0,14,0.0,0,19.0,1,12,7,226,226,New Zealand,0
PG Fulton,2.0,0.0,2.0,4,0.0,0,19.0,1,12,7,226,226,New Zealand,0
MJ Clarke,11.0,8.0,3.0,15,0.0,0,20.0,0,4,20,0,301,Australia,1
BJ Haddin,9.0,4.0,5.0,15,0.0,0,20.0,0,4,20,0,301,Australia,1
LRPL Taylor,0.0,0.0,0.0,0,0.0,0,12.0,1,8,10,302,269,New Zealand,0
GD Elliott,0.0,0.0,0.0,0,0.0,0,12.0,1,8,10,302,269,New Zealand,0
PG Fulton,6.0,4.0,2.0,14,0.0,0,12.0,1,8,10,302,269,New Zealand,0
BB McCullum,8.0,0.0,8.0,9,0.0,0,11.0,0,6,15,0,244,New Zealand,0
MJ Guptill,3.0,0.0,3.0,21,0.0,0,11.0,0,6,15,0,244,New Zealand,0
MJ Clarke,12.0,4.0,8.0,15,0.0,0,26.0,0,8,5,245,247,Australia,1
RT Ponting,0.0,0.0,0.0,0,0.0,0,26.0,0,8,5,245,247,Australia,1
BJ Haddin,14.0,12.0,2.0,16,0.0,0,26.0,0,8,5,245,247,Australia,1
RS Bopara,4.0,0.0,4.0,17,0.0,0,14.0,0,16,9,0,270,England,0
AJ Strauss,10.0,0.0,10.0,20,0.0,0,14.0,0,16,9,0,270,England,0
KP Pietersen,0.0,0.0,0.0,0,0.0,0,14.0,0,16,9,0,270,England,0
LMP Simmons,7.0,4.0,3.0,12,0.0,0,9.0,1,8,10,271,244,West Indies,1
RR Sarwan,0.0,0.0,0.0,7,0.0,0,9.0,1,8,10,271,244,West Indies,1
CH Gayle,20.0,16.0,4.0,19,0.0,0,23.0,1,8,8,0,264,West Indies,1
S Chanderpaul,0.0,0.0,0.0,0,0.0,0,23.0,1,8,8,0,264,West Indies,1
RR Sarwan,3.0,0.0,3.0,5,0.0,0,23.0,1,8,8,0,264,West Indies,1
AJ Strauss,3.0,0.0,3.0,8,0.0,0,21.0,1,20,8,265,243,England,0
KP Pietersen,4.0,4.0,0.0,3,0.0,0,21.0,1,20,8,265,243,England,0
OA Shah,0.0,0.0,0.0,0,0.0,0,21.0,1,20,8,265,243,England,0
RS Bopara,8.0,4.0,4.0,15,0.0,0,10.0,0,4,4,0,117,England,0
AJ Strauss,2.0,0.0,2.0,16,0.0,0,10.0,0,4,4,0,117,England,0
OA Shah,0.0,0.0,0.0,0,0.0,0,10.0,0,4,4,0,117,England,0
KP Pietersen,0.0,0.0,0.0,0,0.0,0,10.0,0,4,4,0,117,England,0
LMP Simmons,4.0,0.0,4.0,11,0.0,0,38.0,0,34,12,118,117,West Indies,1
CH Gayle,34.0,30.0,4.0,21,0.0,0,38.0,0,34,12,118,117,West Indies,1
CH Gayle,10.0,10.0,0.0,12,0.0,0,23.0,0,24,7,0,239,West Indies,1
LMP Simmons,13.0,10.0,3.0,18,0.0,0,23.0,0,24,7,0,239,West Indies,1
AJ Strauss,34.0,24.0,10.0,20,0.0,0,45.0,0,0,17,240,136,England,0
RS Bopara,11.0,0.0,11.0,13,0.0,0,45.0,0,0,17,240,136,England,0
RS Bopara,7.0,4.0,3.0,12,0.0,0,26.0,1,18,13,0,172,England,0
KP Pietersen,16.0,8.0,8.0,16,0.0,0,26.0,1,18,13,0,172,England,0
RR Sarwan,17.0,12.0,5.0,20,0.0,0,29.0,1,0,15,173,146,West Indies,1
LMP Simmons,12.0,8.0,4.0,8,0.0,0,29.0,1,0,15,173,146,West Indies,1
S Chanderpaul,0.0,0.0,0.0,0,0.0,0,29.0,1,0,15,173,146,West Indies,1
DJ Bravo,0.0,0.0,0.0,0,0.0,0,29.0,1,0,15,173,146,West Indies,1
G Gambhir,8.0,4.0,4.0,22,0.0,0,21.0,0,20,9,0,387,India,1
V Sehwag,13.0,12.0,1.0,11,0.0,0,21.0,0,20,9,0,387,India,1
IR Bell,13.0,8.0,5.0,15,0.0,0,17.0,2,4,11,388,229,England,0
KP Pietersen,0.0,0.0,0.0,1,0.0,0,17.0,2,4,11,388,229,England,0
RG Sharma,2.0,0.0,2.0,5,0.0,0,18.0,2,14,5,0,292,India,1
G Gambhir,11.0,8.0,3.0,12,0.0,0,18.0,2,14,5,0,292,India,1
Yuvraj Singh,0.0,0.0,0.0,0,0.0,0,18.0,2,14,5,0,292,India,1
MJ Prior,8.0,4.0,4.0,7,0.0,0,19.0,1,16,9,293,238,England,0
OA Shah,10.0,8.0,2.0,20,0.0,0,19.0,1,16,9,293,238,England,0
IR Bell,5.0,4.0,1.0,9,0.0,0,14.0,0,24,6,0,240,England,0
RS Bopara,9.0,8.0,1.0,21,0.0,0,14.0,0,24,6,0,240,England,0
