Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
BB McCullum,0,0,0,0,0,0,0,0,26,26,199,New Zealand,1
V Sibanda,0,0,0,0,0,0,0,0,15,15,0,Zimbabwe,1
H Masakadza,0,0,0,0,0,0,0,0,1,1,0,Zimbabwe,1
GC Smith,0,0,0,0,0,0,0,0,2,2,201,South Africa,0
LE Bosman,0,0,0,0,0,0,0,0,0,0,201,South Africa,0
GH Bodi,0,0,0,0,0,0,0,0,9,9,201,South Africa,0
H Masakadza,0,0,0,0,0,0,0,0,6,6,0,Zimbabwe,1
V Sibanda,0,0,0,0,0,0,0,0,4,4,0,Zimbabwe,1
GC Smith,0,0,0,0,0,0,0,0,13,13,232,South Africa,0
HH Gibbs,0,0,0,0,0,0,0,0,4,4,232,South Africa,0
GC Smith,0,0,0,0,0,0,0,0,9,9,0,South Africa,0
GH Bodi,0,0,0,0,0,0,0,0,8,8,0,South Africa,0
V Sibanda,0,0,0,0,0,0,0,0,16,16,284,Zimbabwe,1
H Masakadza,0,0,0,0,0,0,0,0,14,14,284,Zimbabwe,1
V Sibanda,0,0,0,0,0,0,0,0,10,10,0,Zimbabwe,1
BRM Taylor,0,0,0,0,0,0,0,0,5,5,0,Zimbabwe,1
CH Gayle,0,0,0,0,0,0,0,0,2,2,237,West Indies,0
DS Smith,0,0,0,0,0,0,0,0,5,5,237,West Indies,0
S Chanderpaul,0,0,0,0,0,0,0,0,4,4,237,West Indies,0
CH Gayle,0,0,0,0,0,0,0,0,3,3,0,West Indies,0
DS Smith,0,0,0,0,0,0,0,0,2,2,0,West Indies,0
RS Morton,0,0,0,0,0,0,0,0,3,3,0,West Indies,0
V Sibanda,0,0,0,0,0,0,0,0,0,0,155,Zimbabwe,1
BRM Taylor,0,0,0,0,0,0,0,0,8,8,155,Zimbabwe,1
V Sibanda,0,0,0,0,0,0,0,0,3,3,0,Zimbabwe,1
H Masakadza,0,0,0,0,0,0,0,0,4,4,0,Zimbabwe,1
DS Smith,0,0,0,0,0,0,0,0,0,0,221,West Indies,0
RS Morton,0,0,0,0,0,0,0,0,3,3,221,West Indies,0
BA Parchment,0,0,0,0,0,0,0,0,10,10,221,West Indies,0
WU Tharanga,0,0,0,0,0,0,0,0,3,3,0,Sri Lanka,0
ML Udawatte,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,0
KC Sangakkara,0,0,0,0,0,0,0,0,9,9,0,Sri Lanka,0
CH Gayle,0,0,0,0,0,0,0,0,6,6,227,West Indies,1
DS Smith,0,0,0,0,0,0,0,0,8,8,227,West Indies,1
WU Tharanga,0,0,0,0,0,0,0,0,14,14,0,Sri Lanka,0
ML Udawatte,0,0,0,0,0,0,0,0,4,4,0,Sri Lanka,0
CH Gayle,0,0,0,0,0,0,0,0,11,11,121,West Indies,1
DJ Bravo,0,0,0,0,0,0,0,0,2,2,121,West Indies,1
RR Sarwan,0,0,0,0,0,0,0,0,1,1,121,West Indies,1
SE Marsh,0,0,0,0,0,0,0,0,20,20,0,Australia,0
SR Watson,0,0,0,0,0,0,0,0,9,9,0,Australia,0
XM Marshall,0,0,0,0,0,0,0,0,6,6,182,West Indies,1
CH Gayle,0,0,0,0,0,0,0,0,6,6,182,West Indies,1
RR Sarwan,0,0,0,0,0,0,0,0,0,0,182,West Indies,1
SE Marsh,0,0,0,0,0,0,0,0,12,12,0,Australia,0
SR Watson,0,0,0,0,0,0,0,0,0,0,0,Australia,0
RT Ponting,0,0,0,0,0,0,0,0,7,7,0,Australia,0
XM Marshall,0,0,0,0,0,0,0,0,0,0,132,West Indies,1
ADS Fletcher,0,0,0,0,0,0,0,0,6,6,132,West Indies,1
CH Gayle,0,0,0,0,0,0,0,0,0,0,132,West Indies,1
CH Gayle,0,0,0,0,0,0,0,0,8,8,0,West Indies,1
XM Marshall,0,0,0,0,0,0,0,0,1,1,0,West Indies,1
SE Marsh,0,0,0,0,0,0,0,0,0,0,215,Australia,0
RT Ponting,0,0,0,0,0,0,0,0,8,8,215,Australia,0
SR Watson,0,0,0,0,0,0,0,0,8,8,215,Australia,0
SE Marsh,0,0,0,0,0,0,0,0,12,12,0,Australia,0
SR Watson,0,0,0,0,0,0,0,0,14,14,0,Australia,0
CH Gayle,0,0,0,0,0,0,0,0,11,11,257,West Indies,1
XM Marshall,0,0,0,0,0,0,0,0,0,0,257,West Indies,1
RR Sarwan,0,0,0,0,0,0,0,0,16,16,257,West Indies,1
SE Marsh,0,0,0,0,0,0,0,0,25,25,0,Australia,0
SR Watson,0,0,0,0,0,0,0,0,11,11,0,Australia,0
CH Gayle,0,0,0,0,0,0,0,0,5,5,162,West Indies,1
XM Marshall,0,0,0,0,0,0,0,0,7,7,162,West Indies,1
RR Sarwan,0,0,0,0,0,0,0,0,7,7,162,West Indies,1
Tamim Iqbal,0,0,0,0,0,0,0,0,15,15,0,Bangladesh,1
Junaid Siddique,0,0,0,0,0,0,0,0,5,5,0,Bangladesh,1
HH Gibbs,0,0,0,0,0,0,0,0,8,8,170,South Africa,0
GC Smith,0,0,0,0,0,0,0,0,6,6,170,South Africa,0
Tamim Iqbal,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,1
Mohammad Ashraful,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,1
Shahriar Nafees,0,0,0,0,0,0,0,0,4,4,0,Bangladesh,1
Nazimuddin,0,0,0,0,0,0,0,0,11,11,0,Bangladesh,1
GC Smith,0,0,0,0,0,0,0,0,9,9,166,South Africa,0
HH Gibbs,0,0,0,0,0,0,0,0,3,3,166,South Africa,0
HM Amla,0,0,0,0,0,0,0,0,1,1,166,South Africa,0
Tamim Iqbal,0,0,0,0,0,0,0,0,1,1,0,Bangladesh,1
Shahriar Nafees,0,0,0,0,0,0,0,0,7,7,0,Bangladesh,1
HH Gibbs,0,0,0,0,0,0,0,0,10,10,143,South Africa,0
GC Smith,0,0,0,0,0,0,0,0,8,8,143,South Africa,0
H Masakadza,0,0,0,0,0,0,0,0,26,26,0,Zimbabwe,0
C Zhuwao,0,0,0,0,0,0,0,0,14,14,0,Zimbabwe,0
WTS Porterfield,0,0,0,0,0,0,0,0,10,10,138,Ireland,0
NJ O'Brien,0,0,0,0,0,0,0,0,2,2,138,Ireland,0
GC Wilson,0,0,0,0,0,0,0,0,0,0,138,Ireland,0
AC Botha,0,0,0,0,0,0,0,0,0,0,138,Ireland,0
Salman Butt,0,0,0,0,0,0,0,0,2,2,0,Pakistan,0
Nasir Jamshed,0,0,0,0,0,0,0,0,25,25,0,Pakistan,0
V Sibanda,0,0,0,0,0,0,0,0,9,9,228,Zimbabwe,0
H Masakadza,0,0,0,0,0,0,0,0,9,9,228,Zimbabwe,0
V Sibanda,0,0,0,0,0,0,0,0,9,9,0,Zimbabwe,0
H Masakadza,0,0,0,0,0,0,0,0,7,7,0,Zimbabwe,0
CJ Chibhabha,0,0,0,0,0,0,0,0,0,0,0,Zimbabwe,0
Salman Butt,0,0,0,0,0,0,0,0,17,17,232,Pakistan,0
Nasir Jamshed,0,0,0,0,0,0,0,0,16,16,232,Pakistan,0
Salman Butt,0,0,0,0,0,0,0,0,1,1,0,Pakistan,1
Nasir Jamshed,0,0,0,0,0,0,0,0,5,5,0,Pakistan,1
V Sibanda,0,0,0,0,0,0,0,0,6,6,218,Zimbabwe,0
H Masakadza,0,0,0,0,0,0,0,0,4,4,218,Zimbabwe,0
SC Williams,0,0,0,0,0,0,0,0,0,0,218,Zimbabwe,0
V Sibanda,0,0,0,0,0,0,0,0,3,3,0,Zimbabwe,0
H Masakadza,0,0,0,0,0,0,0,0,2,2,0,Zimbabwe,0
SC Williams,0,0,0,0,0,0,0,0,1,1,0,Zimbabwe,0
Nasir Jamshed,0,0,0,0,0,0,0,0,11,11,239,Pakistan,1
Khalid Latif,0,0,0,0,0,0,0,0,6,6,239,Pakistan,1
Shoaib Malik,0,0,0,0,0,0,0,0,4,4,239,Pakistan,1
V Sibanda,0,0,0,0,0,0,0,0,11,11,0,Zimbabwe,0
H Masakadza,0,0,0,0,0,0,0,0,5,5,0,Zimbabwe,0
Nasir Jamshed,0,0,0,0,0,0,0,0,11,11,178,Pakistan,1
Khurram Manzoor,0,0,0,0,0,0,0,0,12,12,178,Pakistan,1
ST Jayasuriya,0,0,0,0,0,0,0,0,10,10,0,Sri Lanka,0
KC Sangakkara,0,0,0,0,0,0,0,0,19,19,0,Sri Lanka,0
Tamim Iqbal,0,0,0,0,0,0,0,0,9,9,207,Bangladesh,0
Nazimuddin,0,0,0,0,0,0,0,0,1,1,207,Bangladesh,0
Mohammad Ashraful,0,0,0,0,0,0,0,0,5,5,207,Bangladesh,0
Salman Butt,0,0,0,0,0,0,0,0,7,7,0,Pakistan,0
Shoaib Malik,0,0,0,0,0,0,0,0,6,6,0,Pakistan,0
G Gambhir,0,0,0,0,0,0,0,0,9,9,287,India,0
V Sehwag,0,0,0,0,0,0,0,0,1,1,287,India,0
SK Raina,0,0,0,0,0,0,0,0,13,13,287,India,0
Tamim Iqbal,0,0,0,0,0,0,0,0,13,13,0,Bangladesh,0
Nazimuddin,0,0,0,0,0,0,0,0,6,6,0,Bangladesh,0
G Gambhir,0,0,0,0,0,0,0,0,16,16,267,India,0
RV Uthappa,0,0,0,0,0,0,0,0,2,2,267,India,0
RG Sharma,0,0,0,0,0,0,0,0,6,6,267,India,0
ST Jayasuriya,0,0,0,0,0,0,0,0,8,8,0,Sri Lanka,0
KC Sangakkara,0,0,0,0,0,0,0,0,12,12,0,Sri Lanka,0
DPMD Jayawardene,0,0,0,0,0,0,0,0,1,1,0,Sri Lanka,0
Salman Butt,0,0,0,0,0,0,0,0,0,0,236,Pakistan,0
Younis Khan,0,0,0,0,0,0,0,0,18,18,236,Pakistan,0
Shoaib Malik,0,0,0,0,0,0,0,0,11,11,236,Pakistan,0
ST Jayasuriya,0,0,0,0,0,0,0,0,7,7,0,Sri Lanka,0
KC Sangakkara,0,0,0,0,0,0,0,0,10,10,0,Sri Lanka,0
Tamim Iqbal,0,0,0,0,0,0,0,0,8,8,161,Bangladesh,0
Nazimuddin,0,0,0,0,0,0,0,0,2,2,161,Bangladesh,0
Mohammad Ashraful,0,0,0,0,0,0,0,0,0,0,161,Bangladesh,0
G Gambhir,0,0,0,0,0,0,0,0,16,16,0,India,0
V Sehwag,0,0,0,0,0,0,0,0,18,18,0,India,0
Salman Butt,0,0,0,0,0,0,0,0,18,18,304,Pakistan,0
Nasir Jamshed,0,0,0,0,0,0,0,0,17,17,304,Pakistan,0
ST Jayasuriya,0,0,0,0,0,0,0,0,4,4,0,Sri Lanka,0
KC Sangakkara,0,0,0,0,0,0,0,0,7,7,0,Sri Lanka,0
DPMD Jayawardene,0,0,0,0,0,0,0,0,2,2,0,Sri Lanka,0
G Gambhir,0,0,0,0,0,0,0,0,19,19,290,India,0
V Sehwag,0,0,0,0,0,0,0,0,17,17,290,India,0
Tamim Iqbal,0,0,0,0,0,0,0,0,11,11,0,Bangladesh,0
Nazimuddin,0,0,0,0,0,0,0,0,3,3,0,Bangladesh,0
Mohammad Ashraful,0,0,0,0,0,0,0,0,7,7,0,Bangladesh,0
Salman Butt,0,0,0,0,0,0,0,0,9,9,109,Pakistan,0
Nasir Jamshed,0,0,0,0,0,0,0,0,13,13,109,Pakistan,0
ST Jayasuriya,0,0,0,0,0,0,0,0,11,11,0,Sri Lanka,0
KC Sangakkara,0,0,0,0,0,0,0,0,4,4,0,Sri Lanka,0
DPMD Jayawardene,0,0,0,0,0,0,0,0,8,8,0,Sri Lanka,0
G Gambhir,0,0,0,0,0,0,0,0,6,6,171,India,0
V Sehwag,0,0,0,0,0,0,0,0,28,28,171,India,0
SE Marsh,0,0,0,0,0,0,0,0,9,9,0,Australia,1
JR Hopes,0,0,0,0,0,0,0,0,11,11,0,Australia,1
Tamim Iqbal,0,0,0,0,0,0,0,0,18,18,70,Bangladesh,0
Mehrab Hossain jnr,0,0,0,0,0,0,0,0,0,0,70,Bangladesh,0
Mohammad Ashraful,0,0,0,0,0,0,0,0,0,0,70,Bangladesh,0
Tamim Iqbal,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,0
Junaid Siddique,0,0,0,0,0,0,0,0,4,4,0,Bangladesh,0
Mehrab Hossain jnr,0,0,0,0,0,0,0,0,1,1,0,Bangladesh,0
Mohammad Ashraful,0,0,0,0,0,0,0,0,3,3,0,Bangladesh,0
SE Marsh,0,0,0,0,0,0,0,0,7,7,108,Australia,1
SR Watson,0,0,0,0,0,0,0,0,11,11,108,Australia,1
SE Marsh,0,0,0,0,0,0,0,0,13,13,0,Australia,1
SR Watson,0,0,0,0,0,0,0,0,7,7,0,Australia,1
Tamim Iqbal,0,0,0,0,0,0,0,0,9,9,118,Bangladesh,0
Junaid Siddique,0,0,0,0,0,0,0,0,0,0,118,Bangladesh,0
Mohammad Ashraful,0,0,0,0,0,0,0,0,3,3,118,Bangladesh,0
G Gambhir,0,0,0,0,0,0,0,0,0,0,0,India,0
SK Raina,0,0,0,0,0,0,0,0,2,2,0,India,0
V Kohli,0,0,0,0,0,0,0,0,6,6,0,India,0
ST Jayasuriya,0,0,0,0,0,0,0,0,10,10,136,Sri Lanka,1
KC Sangakkara,0,0,0,0,0,0,0,0,7,7,136,Sri Lanka,1
ST Jayasuriya,0,0,0,0,0,0,0,0,6,6,0,Sri Lanka,1
KC Sangakkara,0,0,0,0,0,0,0,0,2,2,0,Sri Lanka,1
DPMD Jayawardene,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,1
IK Pathan,0,0,0,0,0,0,0,0,5,5,133,India,0
V Kohli,0,0,0,0,0,0,0,0,7,7,133,India,0
SK Raina,0,0,0,0,0,0,0,0,1,1,133,India,0
Yuvraj Singh,0,0,0,0,0,0,0,0,1,1,133,India,0
V Kohli,0,0,0,0,0,0,0,0,14,14,0,India,0
G Gambhir,0,0,0,0,0,0,0,0,5,5,0,India,0
ST Jayasuriya,0,0,0,0,0,0,0,0,13,13,199,Sri Lanka,1
KC Sangakkara,0,0,0,0,0,0,0,0,5,5,199,Sri Lanka,1
CK Kapugedera,0,0,0,0,0,0,0,0,4,4,199,Sri Lanka,1
ST Jayasuriya,0,0,0,0,0,0,0,0,1,1,0,Sri Lanka,1
SM Warnapura,0,0,0,0,0,0,0,0,2,2,0,Sri Lanka,1
ML Udawatte,0,0,0,0,0,0,0,0,4,4,0,Sri Lanka,1
V Kohli,0,0,0,0,0,0,0,0,8,8,97,India,0
G Gambhir,0,0,0,0,0,0,0,0,9,9,97,India,0
Salman Butt,0,0,0,0,0,0,0,0,11,11,0,Pakistan,1
Nasir Jamshed,0,0,0,0,0,0,0,0,15,15,0,Pakistan,1
Tamim Iqbal,0,0,0,0,0,0,0,0,5,5,110,Bangladesh,0
Shahriar Nafees,0,0,0,0,0,0,0,0,12,12,110,Bangladesh,0
Aftab Ahmed,0,0,0,0,0,0,0,0,1,1,110,Bangladesh,0
Tamim Iqbal,0,0,0,0,0,0,0,0,19,19,0,Bangladesh,0
Shahriar Nafees,0,0,0,0,0,0,0,0,4,4,0,Bangladesh,0
Aftab Ahmed,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,0
Salman Butt,0,0,0,0,0,0,0,0,18,18,147,Pakistan,1
Nasir Jamshed,0,0,0,0,0,0,0,0,19,19,147,Pakistan,1
Salman Butt,0,0,0,0,0,0,0,0,12,12,0,Pakistan,1
Kamran Akmal,0,0,0,0,0,0,0,0,2,2,0,Pakistan,1
Tamim Iqbal,0,0,0,0,0,0,0,0,13,13,267,Bangladesh,0
Shahriar Nafees,0,0,0,0,0,0,0,0,0,0,267,Bangladesh,0
Tamim Iqbal,0,0,0,0,0,0,0,0,10,10,0,Bangladesh,0
Junaid Siddique,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,0
Aftab Ahmed,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,0
Mohammad Ashraful,0,0,0,0,0,0,0,0,4,4,0,Bangladesh,0
Shakib Al Hasan,0,0,0,0,0,0,0,0,1,1,0,Bangladesh,0
Salman Butt,0,0,0,0,0,0,0,0,16,16,204,Pakistan,1
Kamran Akmal,0,0,0,0,0,0,0,0,6,6,204,Pakistan,1
Salman Butt,0,0,0,0,0,0,0,0,13,13,0,Pakistan,0
Kamran Akmal,0,0,0,0,0,0,0,0,10,10,0,Pakistan,0
Tamim Iqbal,0,0,0,0,0,0,0,0,5,5,162,Bangladesh,0
Junaid Siddique,0,0,0,0,0,0,0,0,6,6,162,Bangladesh,0
Aftab Ahmed,0,0,0,0,0,0,0,0,0,0,162,Bangladesh,0
Salman Butt,0,0,0,0,0,0,0,0,18,18,0,Pakistan,0
Kamran Akmal,0,0,0,0,0,0,0,0,3,3,0,Pakistan,0
Tamim Iqbal,0,0,0,0,0,0,0,0,12,12,151,Bangladesh,1
Shahriar Nafees,0,0,0,0,0,0,0,0,7,7,151,Bangladesh,1
G Gambhir,0,0,0,0,0,0,0,0,16,16,0,India,0
V Sehwag,0,0,0,0,0,0,0,0,17,17,0,India,0
Salman Butt,0,0,0,0,0,0,0,0,9,9,188,Pakistan,0
Kamran Akmal,0,0,0,0,0,0,0,0,6,6,188,Pakistan,0
Younis Khan,0,0,0,0,0,0,0,0,0,0,188,Pakistan,0
Mohammad Yousuf,0,0,0,0,0,0,0,0,11,11,188,Pakistan,0
Misbah-ul-Haq,0,0,0,0,0,0,0,0,0,0,188,Pakistan,0
Tamim Iqbal,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,1
Mohammad Ashraful,0,0,0,0,0,0,0,0,7,7,0,Bangladesh,1
Shahriar Nafees,0,0,0,0,0,0,0,0,5,5,0,Bangladesh,1
G Gambhir,0,0,0,0,0,0,0,0,8,8,219,India,0
V Sehwag,0,0,0,0,0,0,0,0,18,18,219,India,0
Salman Butt,0,0,0,0,0,0,0,0,7,7,0,Pakistan,0
Kamran Akmal,0,0,0,0,0,0,0,0,6,6,0,Pakistan,0
G Gambhir,0,0,0,0,0,0,0,0,18,18,271,India,0
V Sehwag,0,0,0,0,0,0,0,0,2,2,271,India,0
RG Sharma,0,0,0,0,0,0,0,0,5,5,271,India,0
SR Watson,0,0,0,0,0,0,0,0,19,19,0,Australia,0
TD Paine,0,0,0,0,0,0,0,0,0,0,0,Australia,0
CL White,0,0,0,0,0,0,0,0,1,1,0,Australia,0
AJ Strauss,0,0,0,0,0,0,0,0,12,12,241,England,1
RS Bopara,0,0,0,0,0,0,0,0,6,6,241,England,1
MJ Prior,0,0,0,0,0,0,0,0,1,1,241,England,1
SR Watson,0,0,0,0,0,0,0,0,6,6,0,Australia,0
TD Paine,0,0,0,0,0,0,0,0,13,13,0,Australia,0
AJ Strauss,0,0,0,0,0,0,0,0,13,13,197,England,1
RS Bopara,0,0,0,0,0,0,0,0,1,1,197,England,1
AJ Strauss,0,0,0,0,0,0,0,0,17,17,0,England,1
RS Bopara,0,0,0,0,0,0,0,0,3,3,0,England,1
SR Watson,0,0,0,0,0,0,0,0,7,7,222,Australia,0
TD Paine,0,0,0,0,0,0,0,0,7,7,222,Australia,0
AJ Strauss,0,0,0,0,0,0,0,0,16,16,0,England,1
JL Denly,0,0,0,0,0,0,0,0,11,11,0,England,1
RS Bopara,0,0,0,0,0,0,0,0,0,0,0,England,1
SR Watson,0,0,0,0,0,0,0,0,17,17,211,Australia,0
TD Paine,0,0,0,0,0,0,0,0,2,2,211,Australia,0
AJ Strauss,0,0,0,0,0,0,0,0,15,15,0,England,1
JL Denly,0,0,0,0,0,0,0,0,1,1,0,England,1
SR Watson,0,0,0,0,0,0,0,0,13,13,296,Australia,0
TD Paine,0,0,0,0,0,0,0,0,11,11,296,Australia,0
SR Watson,0,0,0,0,0,0,0,0,4,4,0,Australia,0
TD Paine,0,0,0,0,0,0,0,0,9,9,0,Australia,0
RT Ponting,0,0,0,0,0,0,0,0,0,0,0,Australia,0
AJ Strauss,0,0,0,0,0,0,0,0,0,0,172,England,1
RS Bopara,0,0,0,0,0,0,0,0,10,10,172,England,1
JL Denly,0,0,0,0,0,0,0,0,11,11,172,England,1
SR Watson,0,0,0,0,0,0,0,0,0,0,0,Australia,0
RT Ponting,0,0,0,0,0,0,0,0,16,16,0,Australia,0
TD Paine,0,0,0,0,0,0,0,0,4,4,0,Australia,0
MJ Clarke,0,0,0,0,0,0,0,0,0,0,0,Australia,0
AJ Strauss,0,0,0,0,0,0,0,0,12,12,157,England,1
JL Denly,0,0,0,0,0,0,0,0,1,1,157,England,1
HM Amla,0,0,0,0,0,0,0,0,21,21,0,South Africa,1
JL Ontong,0,0,0,0,0,0,0,0,5,5,0,South Africa,1
Tamim Iqbal,0,0,0,0,0,0,0,0,10,10,185,Bangladesh,0
Imrul Kayes,0,0,0,0,0,0,0,0,1,1,185,Bangladesh,0
Junaid Siddique,0,0,0,0,0,0,0,0,1,1,185,Bangladesh,0
BJ Haddin,0,0,0,0,0,0,0,0,2,2,0,Australia,0
MJ Clarke,0,0,0,0,0,0,0,0,1,1,0,Australia,0
RT Ponting,0,0,0,0,0,0,0,0,6,6,0,Australia,0
HM Amla,0,0,0,0,0,0,0,0,7,7,137,South Africa,1
GC Smith,0,0,0,0,0,0,0,0,8,8,137,South Africa,1
HH Gibbs,0,0,0,0,0,0,0,0,5,5,137,South Africa,1
BJ Haddin,0,0,0,0,0,0,0,0,1,1,0,Australia,0
MJ Clarke,0,0,0,0,0,0,0,0,5,5,0,Australia,0
RT Ponting,0,0,0,0,0,0,0,0,8,8,0,Australia,0
DJ Hussey,0,0,0,0,0,0,0,0,0,0,0,Australia,0
GC Smith,0,0,0,0,0,0,0,0,8,8,121,South Africa,1
HH Gibbs,0,0,0,0,0,0,0,0,2,2,121,South Africa,1
JH Kallis,0,0,0,0,0,0,0,0,5,5,121,South Africa,1
HH Gibbs,0,0,0,0,0,0,0,0,11,11,0,South Africa,1
GC Smith,0,0,0,0,0,0,0,0,3,3,0,South Africa,1
BJ Haddin,0,0,0,0,0,0,0,0,9,9,237,Australia,0
MJ Clarke,0,0,0,0,0,0,0,0,5,5,237,Australia,0
GC Smith,0,0,0,0,0,0,0,0,6,6,0,South Africa,1
HH Gibbs,0,0,0,0,0,0,0,0,9,9,0,South Africa,1
BJ Haddin,0,0,0,0,0,0,0,0,14,14,246,Australia,0
MJ Clarke,0,0,0,0,0,0,0,0,14,14,246,Australia,0
BJ Haddin,0,0,0,0,0,0,0,0,12,12,0,Australia,0
MJ Clarke,0,0,0,0,0,0,0,0,15,15,0,Australia,0
HH Gibbs,0,0,0,0,0,0,0,0,19,19,249,South Africa,1
GC Smith,0,0,0,0,0,0,0,0,7,7,249,South Africa,1
SE Marsh,0,0,0,0,0,0,0,0,7,7,0,Australia,1
MEK Hussey,0,0,0,0,0,0,0,0,6,6,0,Australia,1
RT Ponting,0,0,0,0,0,0,0,0,1,1,0,Australia,1
HH Gibbs,0,0,0,0,0,0,0,0,14,14,255,South Africa,0
HM Amla,0,0,0,0,0,0,0,0,1,1,255,South Africa,0
JH Kallis,0,0,0,0,0,0,0,0,1,1,255,South Africa,0
SE Marsh,0,0,0,0,0,0,0,0,8,8,0,Australia,1
DA Warner,0,0,0,0,0,0,0,0,5,5,0,Australia,1
RT Ponting,0,0,0,0,0,0,0,0,4,4,0,Australia,1
HH Gibbs,0,0,0,0,0,0,0,0,7,7,235,South Africa,0
HM Amla,0,0,0,0,0,0,0,0,7,7,235,South Africa,0
SE Marsh,0,0,0,0,0,0,0,0,4,4,0,Australia,1
DA Warner,0,0,0,0,0,0,0,0,25,25,0,Australia,1
HM Amla,0,0,0,0,0,0,0,0,13,13,254,South Africa,0
HH Gibbs,0,0,0,0,0,0,0,0,10,10,254,South Africa,0
SE Marsh,0,0,0,0,0,0,0,0,13,13,0,Australia,1
DA Warner,0,0,0,0,0,0,0,0,1,1,0,Australia,1
RT Ponting,0,0,0,0,0,0,0,0,10,10,0,Australia,1
MEK Hussey,0,0,0,0,0,0,0,0,5,5,0,Australia,1
HM Amla,0,0,0,0,0,0,0,0,12,12,214,South Africa,0
HH Gibbs,0,0,0,0,0,0,0,0,17,17,214,South Africa,0
HM Amla,0,0,0,0,0,0,0,0,16,16,0,South Africa,0
HH Gibbs,0,0,0,0,0,0,0,0,7,7,0,South Africa,0
SE Marsh,0,0,0,0,0,0,0,0,5,5,235,Australia,1
RT Ponting,0,0,0,0,0,0,0,0,10,10,235,Australia,1
DA Warner,0,0,0,0,0,0,0,0,5,5,235,Australia,1
SE Marsh,0,0,0,0,0,0,0,0,11,11,0,Australia,1
DA Warner,0,0,0,0,0,0,0,0,3,3,0,Australia,1
BB McCullum,0,0,0,0,0,0,0,0,0,0,160,New Zealand,0
PG Fulton,0,0,0,0,0,0,0,0,4,4,160,New Zealand,0
MJ Guptill,0,0,0,0,0,0,0,0,6,6,160,New Zealand,0
DA Warner,0,0,0,0,0,0,0,0,2,2,0,Australia,1
MJ Clarke,0,0,0,0,0,0,0,0,5,5,0,Australia,1
BJ Haddin,0,0,0,0,0,0,0,0,2,2,0,Australia,1
BB McCullum,0,0,0,0,0,0,0,0,9,9,207,New Zealand,0
MJ Guptill,0,0,0,0,0,0,0,0,8,8,207,New Zealand,0
PG Fulton,0,0,0,0,0,0,0,0,2,2,207,New Zealand,0
BJ Haddin,0,0,0,0,0,0,0,0,9,9,0,Australia,1
MJ Clarke,0,0,0,0,0,0,0,0,11,11,0,Australia,1
MJ Guptill,0,0,0,0,0,0,0,0,6,6,247,New Zealand,0
PG Fulton,0,0,0,0,0,0,0,0,6,6,247,New Zealand,0
BB McCullum,0,0,0,0,0,0,0,0,8,8,0,New Zealand,0
MJ Guptill,0,0,0,0,0,0,0,0,3,3,0,New Zealand,0
BJ Haddin,0,0,0,0,0,0,0,0,14,14,240,Australia,1
MJ Clarke,0,0,0,0,0,0,0,0,12,12,240,Australia,1
AJ Strauss,0,0,0,0,0,0,0,0,10,10,0,England,0
RS Bopara,0,0,0,0,0,0,0,0,4,4,0,England,0
CH Gayle,0,0,0,0,0,0,0,0,2,2,222,West Indies,1
LMP Simmons,0,0,0,0,0,0,0,0,7,7,222,West Indies,1
RR Sarwan,0,0,0,0,0,0,0,0,0,0,222,West Indies,1
CH Gayle,0,0,0,0,0,0,0,0,20,20,0,West Indies,1
LMP Simmons,0,0,0,0,0,0,0,0,0,0,0,West Indies,1
RR Sarwan,0,0,0,0,0,0,0,0,3,3,0,West Indies,1
AJ Strauss,0,0,0,0,0,0,0,0,3,3,220,England,0
RS Bopara,0,0,0,0,0,0,0,0,14,14,220,England,0
KP Pietersen,0,0,0,0,0,0,0,0,4,4,220,England,0
AJ Strauss,0,0,0,0,0,0,0,0,2,2,0,England,0
RS Bopara,0,0,0,0,0,0,0,0,8,8,0,England,0
CH Gayle,0,0,0,0,0,0,0,0,34,34,108,West Indies,1
LMP Simmons,0,0,0,0,0,0,0,0,4,4,108,West Indies,1
CH Gayle,0,0,0,0,0,0,0,0,10,10,0,West Indies,1
LMP Simmons,0,0,0,0,0,0,0,0,13,13,0,West Indies,1
AJ Strauss,0,0,0,0,0,0,0,0,34,34,129,England,0
RS Bopara,0,0,0,0,0,0,0,0,11,11,129,England,0
AJ Strauss,0,0,0,0,0,0,0,0,3,3,0,England,0
RS Bopara,0,0,0,0,0,0,0,0,7,7,0,England,0
KP Pietersen,0,0,0,0,0,0,0,0,16,16,0,England,0
CH Gayle,0,0,0,0,0,0,0,0,0,0,138,West Indies,1
RR Sarwan,0,0,0,0,0,0,0,0,17,17,138,West Indies,1
LMP Simmons,0,0,0,0,0,0,0,0,12,12,138,West Indies,1
G Gambhir,0,0,0,0,0,0,0,0,8,8,0,India,1
