Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
B Kumar,109,12.0,0,6.0
GJ Bailey,226,32.0,0,9.0
MO Jones,31,5.0,0,11.0
KW Richardson,9,1.0,0,2.0
JP Bray,23,2.0,0,16.0
R Dravid,82,12.0,0,10.0
PL Mommsen,15,1.0,0,8.0
RR Rossouw,36,6.0,0,9.0
B Geeves,10,1.0,0,11.0
SHT Kandamby,88,15.0,0,12.0
SB Styris,174,27.0,0,11.0
PJK Mooney,9,1.0,0,7.0
Raqibul Hasan,18,2.0,0,9.0
Fawad Alam,174,14.0,0,12.0
JM Kemp,55,7.0,0,8.0
AL Kandappah,11,1.0,0,8.0
Yuvraj Singh,220,35.0,0,10.0
Mohammad Nabi,24,5.0,0,7.0
Saqib Ali,13,2.0,0,11.0
Sharafuddin Ashraf,12,1.0,0,5.0
SW Masakadza,23,3.0,0,6.0
J Louw,17,4.0,0,7.0
MS Dhoni,1476,194.0,1.0,11.0
TM Dilshan,231,29.0,0,8.0
AJ Strauss,7,1.0,0,4.0
Fayyaz Ahmed,7,1.0,0,16.0
GO Jones,42,6.0,0,10.0
A Shahzad,18,2.0,0,5.0
S Prasanna,48,6.0,0,6.0
SCJ Broad,173,16.0,0,5.0
Danish Kaneria,2,1.0,0,4.0
Saad Nasim,14,1.0,0,10.0
NJ O'Brien,14,1.0,0,4.0
HMRKB Herath,64,4.0,0,5.0
NM Hauritz,209,20.0,0,9.0
Z Khan,146,19.0,0,7.0
SE Bond,69,4.0,0,6.0
Shahadat Hossain,31,4.0,0,5.0
SR Thompson,11,2.0,0,9.0
Tanwir Afzal,8,1.0,0,5.0
AD Russell,298,46.0,0,10.0
DT Tiripano,6,1.0,0,7.0
SW Tait,14,2.0,0,3.0
R Ashwin,262,33.0,0,7.0
TT Bresnan,273,35.0,0,6.0
CL White,369,43.0,1.0,11.0
YK Pathan,171,21.0,0,8.0
CK Hooper,0,1.0,0,1.0
Imran Farhat,9,1.0,0,12.0
CMW Read,20,2.0,0,19.0
AM Rahane,35,4.0,0,5.0
F Mutizwa,9,1.0,0,5.0
W Barresi,31,6.0,0,20.0
AU Rashid,99,14.0,0,7.0
Gulbadin Naib,62,7.0,0,10.0
AC Cummins,5,1.0,0,7.0
KM Jadhav,59,8.0,0,15.0
Amjad Javed,63,11.0,0,14.0
Mashrafe Mortaza,391,53.0,0,8.0
CD McMillan,37,5.0,0,7.0
GB Brent,63,4.0,0,7.0
DP Hyatt,2,1.0,0,4.0
PM Siddle,5,1.0,0,4.0
Sohail Tanvir,175,22.0,0,7.0
Mohammad Naveed,32,5.0,0,11.0
V Sibanda,21,4.0,0,7.0
RML Taylor,35,4.0,0,10.0
C Kieswetter,80,11.0,0,10.0
Abdul Razzaq,305,45.0,1.0,9.0
GR Codrington,11,2.0,0,7.0
DR Tuffey,45,5.0,0,7.0
Mohammad Irfan,15,2.0,0,3.0
Alok Kapali,33,6.0,0,13.0
DM Bravo,88,11.0,0,9.0
MS Sinclair,58,9.0,0,16.0
Mohammad Hafeez,118,16.0,0,9.0
Khurram Khan,10,1.0,0,5.0
S Matsikenyeri,126,15.0,0,9.0
PP Chawla,24,2.0,0,3.0
CS Baugh,65,5.0,0,8.0
RP Arnold,87,9.0,0,9.0
RMS Eranga,19,1.0,0,6.0
JM Bairstow,0,1.0,0,3.0
TS Nethula,12,1.0,0,3.0
PVD Chameera,19,2.0,0,5.0
TG Southee,154,15.0,0,4.0
SE Marsh,9,1.0,0,13.0
AD Mascarenhas,88,11.0,0,11.0
BRM Taylor,172,19.0,0,12.0
CA Ingram,72,11.0,0,10.0
SC Ganguly,8,1.0,0,5.0
DR Brown,17,3.0,0,11.0
TM Dowlin,13,1.0,0,12.0
MV Boucher,353,41.0,0,10.0
Kamran Hussain,23,2.0,0,16.0
PJ Ongondo,18,1.0,0,7.0
AD Mathews,843,89.0,1.0,11.0
A Mithun,10,2.0,0,7.0
NT Broom,33,5.0,0,7.0
Junaid Khan,29,2.0,0,4.0
Mominul Haque,46,5.0,0,11.0
Yasir Shah,17,1.0,0,5.0
TL Best,14,1.0,0,6.0
R Vinay Kumar,40,5.0,0,5.0
GC Wilson,139,18.0,0,11.0
Iftikhar Anjum,94,10.0,0,5.0
Bilawal Bhatti,30,4.0,0,6.0
LJ Wright,104,14.0,0,6.0
SI Mahmood,22,2.0,0,5.0
TA Boult,27,3.0,0,3.0
MR Gillespie,50,5.0,0,8.0
RL Bhudia,15,2.0,0,10.0
JD Nel,10,1.0,0,17.0
RW Chakabva,28,4.0,0,7.0
Mohammad Rafique,33,1.0,0,7.0
S Chanderpaul,155,15.0,0,9.0
SP Narine,85,11.0,0,5.0
DA Warner,19,1.0,0,8.0
Usman Limbada,9,2.0,0,13.0
J Mubarak,50,3.0,0,13.0
TAM Siriwardana,53,7.0,0,15.0
A Bagai,31,6.0,0,8.0
SP Patil,16,1.0,0,9.0
KC Sangakkara,294,46.0,0,9.0
Fawad Ahmed,4,1.0,0,2.0
AT Rayudu,66,6.0,0,11.0
SR Tendulkar,128,15.0,0,7.0
RK Kleinveldt,28,6.0,0,6.0
NFI McCallum,29,4.0,0,18.0
BCJ Cutting,23,3.0,0,14.0
CD Collymore,20,2.0,0,5.0
Mustafizur Rahman,11,2.0,0,5.0
MM Ali,37,4.0,0,4.0
T Mupariwa,22,3.0,0,3.0
T Panyangara,54,7.0,0,7.0
Naumanullah,4,1.0,0,4.0
Tanvir Ahmed,18,3.0,0,12.0
Younis Khan,54,7.0,0,8.0
Wahab Riaz,219,29.0,0,8.0
Afsar Zazai,21,1.0,0,11.0
WW Hinds,16,2.0,0,11.0
F du Plessis,147,17.0,0,9.0
SKW Kelly,7,1.0,0,5.0
WU Tharanga,54,6.0,0,6.0
Imran Tahir,49,7.0,0,6.0
AN Petersen,31,4.0,0,8.0
NL McCullum,251,26.0,0,8.0
M Ntini,38,4.0,0,4.0
A Flintoff,89,11.0,0,12.0
I Wardlaw,13,1.0,0,3.0
G Gambhir,28,3.0,0,9.0
S Sreesanth,28,2.0,0,5.0
Sarfraz Ahmed,132,11.0,0,9.0
Anwar Ali,95,13.0,0,12.0
Imad Wasim,22,3.0,0,17.0
BP Nash,5,1.0,0,8.0
CR Woakes,88,9.0,0,7.0
RT Lyons,5,1.0,0,3.0
Anamul Haque,48,8.0,0,14.0
RS Morton,83,8.0,0,10.0
Hasti Gul,23,3.0,0,11.0
FH Edwards,30,3.0,0,7.0
M Muralitharan,108,13.0,0,4.0
GS Ballance,4,1.0,0,3.0
AF Milne,51,3.0,0,9.0
Sabbir Rahman,129,18.0,0,9.0
PW Borren,69,9.0,0,12.0
MM Sharma,7,1.0,0,2.0
Shafiul Islam,67,7.0,0,5.0
GD Elliott,178,23.0,0,9.0
AG Cremer,100,11.0,0,5.0
Shoaib Akhtar,21,2.0,0,3.0
I Sharma,29,2.0,0,4.0
ML Hayden,52,9.0,0,12.0
AR White,30,4.0,0,5.0
GA Lamb,20,2.0,0,4.0
Shahid Afridi,491,68.0,1.0,8.0
LL Tsotsobe,28,4.0,0,3.0
JK Kamande,20,3.0,0,7.0
Shafiqullah,24,3.0,0,7.0
Mohammad Shahzad,9,2.0,0,9.0
U Bhatti,51,7.0,0,6.0
Zulfiqar Babar,19,1.0,0,8.0
Mohammad Rizwan,85,9.0,0,18.0
DW Steyn,133,12.0,0,6.0
BJ Watling,21,2.0,0,7.0
Kamran Akmal,185,26.0,0,7.0
CJ McKay,61,6.0,0,7.0
CRD Fernando,35,2.0,0,5.0
SPD Smith,189,23.0,0,7.0
IR Bell,64,6.0,0,6.0
JW Dernbach,7,1.0,0,3.0
MF Maharoof,210,25.0,0,8.0
Mudassar Bukhari,43,4.0,0,7.0
D Ramdin,151,16.0,0,7.0
JE Taylor,80,10.0,0,6.0
JEC Franklin,276,34.0,0,9.0
Jahurul Islam,5,1.0,0,9.0
S Dhaniram,17,2.0,0,5.0
MKDI Amerasinghe,5,1.0,0,1.0
KAJ Roach,117,10.0,0,7.0
Junaid Siddiqui,7,1.0,0,6.0
Ehsan Adil,21,2.0,0,8.0
GP Swann,163,17.0,0,6.0
Adnan Akmal,38,3.0,0,12.0
Naved-ul-Hasan,89,10.0,0,7.0
RS Bopara,302,31.0,0,9.0
Mohammed Shami,67,9.0,0,5.0
Haris Sohail,48,5.0,0,12.0
Shoaib Malik,198,24.0,0,6.0
RW Price,84,9.0,0,5.0
DC Thomas,34,3.0,0,9.0
RDM Leverock,19,1.0,0,4.0
HS Baidwan,13,1.0,0,6.0
WD Parnell,126,12.0,0,8.0
JH Stander,20,2.0,0,13.0
MS Wade,144,17.0,0,7.0
CK Langeveldt,42,4.0,0,5.0
RD Berrington,51,4.0,0,10.0
Dawlat Zadran,64,8.0,0,5.0
KD Mills,254,33.0,0,6.0
MR Marsh,184,22.0,1.0,10.0
Dolar Mahmud,25,3.0,0,5.0
JWM Dalrymple,66,5.0,0,5.0
KMDN Kulasekara,423,39.0,0,7.0
K Weeraratne,15,2.0,0,5.0
Suhrawadi Shuvo,61,9.0,0,8.0
RR Sarwan,72,7.0,0,10.0
Arafat Sunny,32,4.0,0,4.0
Salman Butt,21,2.0,0,7.0
MJ Prior,59,7.0,0,7.0
J Botha,226,28.0,0,6.0
DA Miller,395,49.0,1.0,10.0
RT Ponting,36,1.0,0,6.0
CJ Ferguson,67,9.0,0,7.0
MJ Clarke,246,22.0,0,8.0
RR Patel,24,4.0,0,6.0
IH Romaine,10,1.0,0,7.0
GH Dockrell,74,7.0,0,4.0
GJ Maxwell,226,35.0,0,8.0
RJ Nicol,37,6.0,0,15.0
KAD Hurdle,14,2.0,0,5.0
RJ Peterson,200,28.0,0,9.0
Usman Ghani,3,1.0,0,7.0
DES Maxwell,33,4.0,0,11.0
T Mishra,23,2.0,0,13.0
MA Starc,38,3.0,0,4.0
UT Yadav,21,3.0,0,5.0
SJ Harmison,20,1.0,0,5.0
J Lewis,17,1.0,0,6.0
MN Waller,40,4.0,0,5.0
R Rampaul,106,15.0,0,7.0
D Langford-Smith,36,3.0,0,6.0
BW Hilfenhaus,21,2.0,0,4.0
RN ten Doeschate,14,2.0,0,8.0
KD Karthik,64,8.0,0,5.0
CA Young,11,2.0,0,7.0
PA Browne,22,2.0,0,15.0
JM Anderson,69,5.0,0,5.0
TL Chatara,23,3.0,0,6.0
PA Nixon,157,22.0,0,9.0
Raza-ur-Rehman,16,3.0,0,7.0
Mohammad Amir,51,7.0,0,5.0
S Randiv,20,2.0,0,5.0
NM Lyon,12,2.0,0,3.0
TC Mutombodzi,6,1.0,0,3.0
JP Faulkner,377,48.0,1.0,9.0
RN Lewis,58,6.0,0,9.0
F Behardien,262,34.0,1.0,11.0
NN Odhiambo,20,4.0,0,13.0
MS Chapman,28,4.0,0,20.0
Nasir Hossain,173,22.0,0,7.0
HH Gibbs,65,7.0,0,11.0
TT Samaraweera,85,11.0,0,6.0
JS Patel,27,2.0,0,7.0
FDM Karunaratne,12,1.0,0,10.0
LN Onyango,10,1.0,0,6.0
Misbah-ul-Haq,481,54.0,0,10.0
DBL Powell,30,2.0,0,4.0
LS Baker,10,2.0,0,5.0
Shakib Al Hasan,217,33.0,0,9.0
Shahriar Nafees,14,1.0,0,15.0
HJH Marshall,1,1.0,0,3.0
MH Cross,19,2.0,0,14.0
KS Williamson,164,21.0,0,12.0
K Rabada,16,2.0,0,8.0
Asad Ali,9,1.0,0,6.0
LPC Silva,134,14.0,0,6.0
P Utseya,374,38.0,0,9.0
GJ Hopkins,15,1.0,0,5.0
PJC Hoffmann,23,4.0,0,7.0
AR Patel,50,5.0,0,5.0
L Ronchi,201,25.0,0,7.0
WPUJC Vaas,83,7.0,0,5.0
BJ Haddin,287,35.0,0,8.0
XJ Doherty,51,1.0,0,4.0
AN Cook,21,2.0,0,10.0
E Otieno,15,2.0,0,10.0
BC Lara,31,4.0,0,7.0
PJ Hughes,25,4.0,0,8.0
JF Mooney,147,19.0,0,8.0
DT Christian,104,12.0,0,10.0
RM Haq,26,2.0,0,10.0
CJ Jordan,65,5.0,0,6.0
BM Wheeler,51,6.0,0,8.0
T Taibu,69,6.0,0,7.0
MD Bates,9,1.0,0,9.0
SMSM Senanayake,114,17.0,0,5.0
KTGD Prasad,66,5.0,0,11.0
AM Ellis,32,2.0,0,5.0
AB de Villiers,511,83.0,2.0,10.0
A Nel,86,12.0,0,6.0
JE Root,56,8.0,0,6.0
SM Sharif,28,2.0,0,9.0
TM Odoyo,81,10.0,0,11.0
DT Johnston,111,13.0,0,8.0
BV Vitori,30,5.0,0,5.0
HA Varaiya,12,1.0,0,5.0
AC Voges,147,12.0,0,12.0
KJ O'Brien,65,7.0,0,6.0
RG Sharma,364,53.0,2.0,8.0
EJG Morgan,379,49.0,0,8.0
A Nehra,42,4.0,0,5.0
Harbhajan Singh,274,28.0,0,6.0
KDK Vithanage,25,4.0,0,10.0
JO Holder,49,6.0,0,7.0
GD Drummond,27,4.0,0,15.0
Hamid Hassan,21,4.0,0,6.0
SS Pathirana,9,1.0,0,12.0
Umar Akmal,318,46.0,0,9.0
CS MacLeod,6,1.0,0,2.0
MH Yardy,59,7.0,0,7.0
PJ Cummins,22,3.0,0,5.0
JC Tredwell,58,8.0,0,4.0
CM Wright,13,1.0,0,6.0
MN Samuels,176,24.0,0,9.0
MK Pandey,34,3.0,0,9.0
SF Mire,8,1.0,0,10.0
STR Binny,76,11.0,0,9.0
Dhiman Ghosh,26,2.0,0,7.0
MA Leask,10,1.0,0,9.0
TJ Murtagh,40,5.0,0,7.0
CO Obuya,15,2.0,0,12.0
DR Smith,72,11.0,0,6.0
BB McCullum,327,38.0,1.0,11.0
SK Raina,459,58.0,0,8.0
BA Stokes,70,10.0,0,8.0
P Kumar,120,11.0,0,6.0
OA Shah,160,22.0,0,11.0
V Kohli,223,30.0,0,8.0
SE Findlay,8,1.0,0,8.0
WP Saha,10,1.0,0,5.0
