Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Target,Team
LRPL Taylor,76,42,34,93,162,2,21,0,0,New Zealand
DL Vettori,0,0,0,0,162,2,21,0,0,New Zealand
KC Sangakkara,31,16,15,37,213,2,25,0,260,Sri Lanka
DPMD Jayawardene,28,20,8,30,213,2,25,0,261,Sri Lanka
MS Atapattu,0,0,0,0,213,2,25,0,262,Sri Lanka
PDRL Perera,0,0,0,0,86,7,20,2,0,Sri Lanka
KC Sangakkara,31,8,23,60,131,3,17,0,0,Sri Lanka
MS Atapattu,25,8,17,58,131,3,17,0,0,Sri Lanka
CL White,7,0,7,10,72,3,20,2,0,Australia
SR Watson,0,0,0,3,72,3,20,2,0,Australia
GB Hogg,0,0,0,0,72,3,20,2,0,Australia
MEK Hussey,67,40,27,64,140,3,33,0,0,Australia
BJ Hodge,30,16,14,33,140,3,33,0,0,Australia
LRPL Taylor,113,70,43,124,161,3,28,0,317,New Zealand
PG Fulton,27,4,23,34,161,3,28,0,318,New Zealand
CD McMillan,0,0,0,0,161,3,28,0,319,New Zealand
BJ Haddin,25,14,11,22,142,1,42,0,0,Australia
ML Hayden,91,40,51,119,142,1,42,0,0,Australia
BJ Hodge,0,0,0,0,142,1,42,0,0,Australia
CD McMillan,105,78,27,81,196,5,29,0,324,New Zealand
BB McCullum,38,8,30,51,196,5,29,0,325,New Zealand
CJ Chibhabha,37,12,25,67,107,2,18,1,0,Zimbabwe
S Matsikenyeri,0,0,0,0,107,2,18,1,0,Zimbabwe
BRM Taylor,2,0,2,10,107,2,18,1,0,Zimbabwe
HH Dippenaar,69,20,49,107,125,3,20,1,181,South Africa
MV Boucher,5,4,1,6,125,3,20,1,182,South Africa
SM Pollock,0,0,0,0,125,3,20,1,183,South Africa
SR Tendulkar,85,50,35,114,150,1,25,0,0,India
IK Pathan,64,36,28,67,150,1,25,0,0,India
V Sehwag,0,0,0,0,150,1,25,0,0,India
MS Dhoni,0,0,0,0,150,1,25,0,0,India
BJ Haddin,17,4,13,30,115,5,28,0,0,Australia
MEK Hussey,46,20,26,50,115,5,28,0,0,Australia
BC Lara,68,36,32,70,161,2,16,1,241,West Indies
DJ Bravo,5,0,5,21,161,2,16,1,242,West Indies
Harbhajan Singh,35,16,19,58,108,6,25,0,0,India
RP Singh,0,0,0,0,108,6,25,0,0,India
SR Tendulkar,64,28,36,108,108,6,25,0,0,India
S Sreesanth,0,0,0,0,108,6,25,0,0,India
MM Patel,0,0,0,0,108,6,25,0,0,India
CS Baugh,0,0,0,0,91,7,18,1,133,West Indies
BC Lara,23,16,7,30,91,7,18,1,134,West Indies
CD Collymore,0,0,0,0,91,7,18,1,135,West Indies
GB Hogg,3,0,3,9,106,5,16,1,0,Australia
BJ Haddin,18,6,12,34,106,5,16,1,0,Australia
MS Dhoni,22,6,16,31,113,5,25,0,169,India
D Mongia,48,20,28,67,113,5,25,0,170,India
AB Agarkar,0,0,0,0,113,5,25,0,171,India
Harbhajan Singh,0,0,0,0,113,5,25,0,172,India
DR Martyn,44,20,24,68,89,3,21,0,0,Australia
A Symonds,17,0,17,41,89,3,21,0,0,Australia
MJ Clarke,0,0,0,0,89,3,21,0,0,Australia
MV Boucher,25,8,17,16,201,2,38,0,0,South Africa
JH Kallis,46,20,26,54,201,2,38,0,0,South Africa
JM Kemp,0,0,0,0,201,2,38,0,0,South Africa
T Duffin,53,8,45,106,102,2,22,0,225,Zimbabwe
H Masakadza,24,4,20,28,102,2,22,0,226,Zimbabwe
D Ramdin,2,0,2,11,70,5,11,1,0,West Indies
RS Morton,7,4,3,16,70,5,11,1,0,West Indies
Abdul Razzaq,8,4,4,18,80,5,12,0,140,Pakistan
Inzamam-ul-Haq,15,0,15,59,80,5,12,0,141,Pakistan
LMP Simmons,53,20,33,107,115,3,18,1,0,West Indies
RS Morton,6,0,6,14,115,3,18,1,0,West Indies
DR Smith,0,0,0,0,115,3,18,1,0,West Indies
Abdul Razzaq,0,0,0,6,83,4,22,1,0,Pakistan
Yasir Hameed,60,12,48,103,83,4,22,1,0,Pakistan
BC Lara,19,0,19,28,116,3,24,0,0,West Indies
S Chanderpaul,71,28,43,105,116,3,24,0,0,West Indies
Mohammad Hafeez,69,26,43,87,148,1,18,0,231,Pakistan
Yasir Hameed,41,4,37,70,148,1,18,0,232,Pakistan
Shoaib Malik,0,0,0,0,148,1,18,0,233,Pakistan
KP Pietersen,29,4,25,40,113,2,19,0,0,England
IR Bell,40,8,32,61,113,2,19,0,0,England
OA Shah,0,0,0,0,113,2,19,0,0,England
S Chanderpaul,45,16,29,82,106,8,9,1,126,West Indies
FH Edwards,0,0,0,0,106,8,9,1,127,West Indies
S Chanderpaul,48,22,26,85,110,2,25,0,0,West Indies
MN Samuels,34,16,18,67,110,2,25,0,0,West Indies
OA Shah,43,14,29,60,110,5,35,0,191,England
MH Yardy,19,4,15,36,110,5,35,0,192,England
AD Mascarenhas,0,0,0,0,110,5,35,0,193,England
SCJ Broad,0,0,0,0,110,5,35,0,194,England
RJ Sidebottom,0,0,0,0,110,5,35,0,195,England
CH Gayle,64,28,36,110,121,3,19,0,0,West Indies
RS Morton,21,8,13,41,121,3,19,0,0,West Indies
LE Plunkett,0,0,0,1,128,4,18,3,178,England
SCJ Broad,0,0,0,6,128,4,18,3,179,England
MS Panesar,0,0,0,0,128,4,18,3,180,England
JM Anderson,0,0,0,0,128,4,18,3,181,England
IR Bell,71,30,41,73,139,1,34,0,0,England
AN Cook,83,24,59,108,139,1,34,0,0,England
AB Agarkar,2,0,2,12,86,4,8,2,165,India
KD Karthik,5,0,5,14,86,4,8,2,166,India
PP Chawla,0,0,0,0,86,4,8,2,167,India
R Dravid,10,4,6,9,158,1,27,1,0,India
Yuvraj Singh,37,20,17,40,158,1,27,1,0,India
RS Bopara,6,0,6,8,165,4,22,1,293,England
IR Bell,51,24,27,84,165,4,22,1,294,England
AD Mascarenhas,0,0,0,0,165,4,22,1,295,England
PD Collingwood,28,10,18,41,125,3,28,0,0,England
IR Bell,42,14,28,56,125,3,28,0,0,England
OA Shah,0,0,0,0,125,3,28,0,0,England
Yuvraj Singh,24,12,12,18,130,3,34,1,225,India
MS Dhoni,4,0,4,8,130,3,34,1,226,India
RR Powar,0,0,0,0,130,3,34,1,227,India
MS Dhoni,10,4,6,12,94,4,22,0,0,India
Yuvraj Singh,37,12,25,69,94,4,22,0,0,India
AB Agarkar,0,0,0,0,94,4,22,0,0,India
RS Bopara,25,8,17,48,126,7,19,0,195,England
SCJ Broad,14,0,14,31,126,7,19,0,196,England
Yuvraj Singh,21,12,9,22,160,2,29,0,0,India
G Gambhir,38,16,22,51,160,2,29,0,0,India
PD Collingwood,76,36,40,56,166,5,40,2,231,England
J Lewis,9,8,1,6,166,5,40,2,232,England
JM Anderson,0,0,0,0,166,5,40,2,233,England
LJ Wright,16,10,6,17,125,4,27,1,0,England
OA Shah,27,8,19,44,125,4,27,1,0,England
R Dravid,2,0,2,2,176,2,24,1,300,India
G Gambhir,33,14,19,43,176,2,24,1,301,India
MS Dhoni,0,0,0,0,176,2,24,1,302,India
MS Dhoni,13,0,13,29,111,5,15,1,0,India
RR Powar,6,0,6,15,111,5,15,1,0,India
PP Chawla,0,0,0,0,111,5,15,1,0,India
Z Khan,0,0,0,0,111,5,15,1,0,India
PD Collingwood,61,34,27,68,128,3,32,0,172,England
KP Pietersen,63,26,37,96,128,3,32,0,173,England
E Chigumbura,21,10,11,48,83,5,14,0,0,Zimbabwe
CJ Chibhabha,31,12,19,88,83,5,14,0,0,Zimbabwe
HP Rinke,0,0,0,0,83,5,14,0,0,Zimbabwe
SC Williams,29,4,25,44,99,3,15,0,0,Zimbabwe
H Masakadza,28,8,20,66,99,3,15,0,0,Zimbabwe
E Chigumbura,0,0,0,0,99,3,15,0,0,Zimbabwe
Habibul Bashar,5,4,1,4,136,2,32,1,205,Bangladesh
Mehrab Hossain jnr,48,12,36,99,136,2,32,1,206,Bangladesh
Mohammad Ashraful,0,0,0,0,136,2,32,1,207,Bangladesh
Mohammad Ashraful,15,8,7,26,115,4,18,1,0,Bangladesh
Khaled Mashud,0,0,0,2,115,4,18,1,0,Bangladesh
SC Williams,40,4,36,81,91,4,15,0,178,Zimbabwe
E Chigumbura,29,8,21,64,91,4,15,0,179,Zimbabwe
KM Dabengwa,0,0,0,0,91,4,15,0,180,Zimbabwe
P Utseya,1,0,1,3,81,6,16,2,0,Zimbabwe
KM Dabengwa,24,4,20,56,81,6,16,2,0,Zimbabwe
S Matsikenyeri,67,28,39,102,105,2,26,0,0,Zimbabwe
E Chigumbura,27,10,17,39,105,2,26,0,0,Zimbabwe
SC Williams,0,0,0,0,105,2,26,0,0,Zimbabwe
ML Nkala,0,0,0,0,105,2,26,0,0,Zimbabwe
Habibul Bashar,6,0,6,19,95,3,16,1,165,Bangladesh
Shakib Al Hasan,9,4,5,11,95,3,16,1,166,Bangladesh
Mashrafe Mortaza,0,0,0,0,95,3,16,1,167,Bangladesh
Farhad Reza,0,0,0,0,95,3,16,1,168,Bangladesh
SR Tendulkar,57,8,49,61,181,3,26,1,0,India
Yuvraj Singh,0,0,0,2,181,3,26,1,0,India
KD Karthik,0,0,0,0,181,3,26,1,0,India
BC Lara,64,42,22,68,175,3,22,1,241,West Indies
LMP Simmons,1,0,1,5,175,3,22,1,242,West Indies
R Dravid,54,20,34,85,148,2,26,0,0,India
SR Tendulkar,24,8,16,30,148,2,26,0,0,India
IDR Bradshaw,1,0,1,3,137,5,14,3,175,West Indies
RR Emrit,4,0,4,14,137,5,14,3,176,West Indies
TM Dilshan,55,28,27,64,125,4,26,0,0,Sri Lanka
KC Sangakkara,57,38,19,90,125,4,26,0,0,Sri Lanka
RP Arnold,0,0,0,0,125,4,26,0,0,Sri Lanka
MS Dhoni,13,0,13,24,151,5,15,0,231,India
KD Karthik,6,0,6,17,151,5,15,0,232,India
LPC Silva,52,22,30,72,132,5,18,0,0,Sri Lanka
RP Arnold,21,6,15,32,132,5,18,0,0,Sri Lanka
MF Maharoof,0,0,0,0,132,5,18,0,0,Sri Lanka
Yuvraj Singh,53,26,27,63,166,3,33,0,253,India
SC Ganguly,47,26,21,59,166,3,33,0,254,India
RP Arnold,26,12,14,39,101,5,28,0,0,Sri Lanka
TM Dilshan,28,16,12,35,101,5,28,0,0,Sri Lanka
MS Dhoni,24,0,24,37,120,4,27,0,220,India
R Dravid,41,16,25,56,120,4,27,0,221,India
Shakib Al Hasan,36,8,28,53,124,2,21,0,0,Bangladesh
Javed Omar,64,30,34,108,124,2,21,0,0,Bangladesh
Mohammad Ashraful,0,0,0,0,124,2,21,0,0,Bangladesh
KD Karthik,19,0,19,25,142,5,27,0,241,India
MS Dhoni,59,24,35,76,142,5,27,0,242,India
G Gambhir,86,36,50,102,146,2,25,1,0,India
R Dravid,4,0,4,11,146,2,25,1,0,India
D Mongia,0,0,0,0,146,2,25,1,0,India
Mushfiqur Rahim,35,18,17,42,117,5,21,0,222,Bangladesh
Habibul Bashar,28,6,22,65,117,5,21,0,223,Bangladesh
Mashrafe Mortaza,0,0,0,0,117,5,21,0,224,Bangladesh
LPC Silva,6,0,6,4,141,2,23,1,0,Sri Lanka
DPMD Jayawardene,39,8,31,50,141,2,23,1,0,Sri Lanka
OA Shah,34,4,30,50,102,4,33,1,0,England
RS Bopara,0,0,0,0,102,4,33,1,0,England
GP Swann,0,0,0,0,102,4,33,1,0,England
J Mubarak,25,8,17,43,103,6,9,3,152,Sri Lanka
CRD Fernando,0,0,0,1,103,6,9,3,153,Sri Lanka
LPC Silva,44,12,32,84,91,3,16,0,0,Sri Lanka
KC Sangakkara,56,12,44,90,91,3,16,0,0,Sri Lanka
AN Cook,66,20,46,98,122,2,21,0,198,England
KP Pietersen,33,8,25,49,122,2,21,0,199,England
LPC Silva,48,20,28,77,126,5,18,0,0,Sri Lanka
J Mubarak,5,0,5,13,126,5,18,0,0,Sri Lanka
KS Lokuarachchi,0,0,0,0,126,5,18,0,0,Sri Lanka
WPUJC Vaas,0,0,0,0,126,5,18,0,0,Sri Lanka
LRPL Taylor,25,6,19,32,130,3,21,0,0,New Zealand
BB McCullum,96,54,42,104,130,3,21,0,0,New Zealand
JDP Oram,0,0,0,0,130,3,21,0,0,New Zealand
RT Ponting,86,48,38,91,177,2,25,0,252,Australia
MJ Clarke,48,24,24,76,177,2,25,0,253,Australia
A Symonds,0,0,0,0,177,2,25,0,254,Australia
RT Ponting,89,38,51,98,143,3,28,0,0,Australia
A Symonds,37,12,25,51,143,3,28,0,0,Australia
BJ Haddin,0,0,0,0,143,3,28,0,0,Australia
MJ Clarke,29,6,23,43,136,2,16,1,0,Australia
A Symonds,11,0,11,14,136,2,16,1,0,Australia
MEK Hussey,0,0,0,0,136,2,16,1,0,Australia
MEK Hussey,42,8,34,64,89,6,24,0,0,Australia
B Lee,7,0,7,30,89,6,24,0,0,Australia
MG Johnson,0,0,0,0,89,6,24,0,0,Australia
RG Sharma,11,0,11,31,101,5,12,0,154,India
MS Dhoni,5,0,5,20,101,5,12,0,155,India
AC Gilchrist,94,48,46,109,147,2,18,0,0,Australia
MJ Clarke,42,16,26,66,147,2,18,0,0,Australia
A Symonds,0,0,0,0,147,2,18,0,0,Australia
MEK Hussey,0,0,0,0,147,2,18,0,0,Australia
KC Sangakkara,58,16,42,88,112,4,20,1,163,Sri Lanka
MF Maharoof,4,4,0,5,112,4,20,1,164,Sri Lanka
WPUJC Vaas,0,0,0,0,112,4,20,1,165,Sri Lanka
KMDN Kulasekara,0,0,0,0,112,4,20,1,166,Sri Lanka
GB Hogg,5,0,5,17,103,5,13,1,0,Australia
MJ Clarke,46,16,30,81,103,5,13,1,0,Australia
Harbhajan Singh,1,0,1,2,111,5,15,1,143,India
RV Uthappa,8,0,8,27,111,5,15,1,144,India
S Sreesanth,0,0,0,0,111,5,15,1,145,India
I Sharma,0,0,0,0,111,5,15,1,146,India
MM Patel,0,0,0,0,111,5,15,1,147,India
KC Sangakkara,64,12,52,113,107,2,27,0,0,Sri Lanka
DPMD Jayawardene,66,22,44,94,107,2,27,0,0,Sri Lanka
CK Kapugedera,0,0,0,0,107,2,27,0,0,Sri Lanka
LPC Silva,0,0,0,0,107,2,27,0,0,Sri Lanka
MS Dhoni,20,0,20,33,122,4,27,1,216,India
IK Pathan,4,4,0,7,122,4,27,1,217,India
MJ Clarke,28,4,24,48,82,4,18,0,0,Australia
MEK Hussey,28,4,24,59,82,4,18,0,0,Australia
RT Ponting,92,30,62,93,174,2,23,1,0,Australia
A Symonds,4,0,4,12,174,2,23,1,0,Australia
G Gambhir,95,36,59,104,142,4,29,1,273,India
RV Uthappa,15,6,9,20,142,4,29,1,274,India
IK Pathan,0,0,0,0,142,4,29,1,275,India
SL Malinga,7,0,7,24,99,7,18,0,0,Sri Lanka
CK Kapugedera,24,8,16,54,99,7,18,0,0,Sri Lanka
M Muralitharan,0,0,0,0,99,7,18,0,0,Sri Lanka
LPC Silva,7,4,3,9,107,4,23,1,0,Sri Lanka
TM Dilshan,32,4,28,46,107,4,23,1,0,Sri Lanka
MG Johnson,1,0,1,1,140,7,13,1,200,Australia
B Lee,7,4,3,18,140,7,13,1,201,Australia
NW Bracken,0,0,0,0,140,7,13,1,202,Australia
JR Hopes,6,0,6,21,136,5,13,0,0,Australia
MEK Hussey,18,0,18,38,136,5,13,0,0,Australia
GB Hogg,0,0,0,0,136,5,13,0,0,Australia
SR Tendulkar,88,32,56,94,130,3,31,0,229,India
RG Sharma,43,16,27,62,130,3,31,0,230,India
SR Tendulkar,79,24,55,113,132,2,30,1,0,India
MS Dhoni,0,0,0,0,132,2,30,1,0,India
RG Sharma,0,0,0,0,132,2,30,1,0,India
MEK Hussey,23,4,19,23,131,5,22,0,241,Australia
JR Hopes,13,0,13,31,131,5,22,0,242,Australia
NJ O'Brien,27,8,19,54,79,5,13,1,0,Ireland
DT Johnston,0,0,0,3,79,5,13,1,0,Ireland
R Dravid,44,12,32,66,101,2,25,0,0,India
SR Tendulkar,69,32,37,118,101,2,25,0,0,India
JH Kallis,52,12,40,66,141,4,19,1,232,South Africa
AJ Hall,1,0,1,1,141,4,19,1,233,South Africa
VD Philander,0,0,0,0,141,4,19,1,234,South Africa
MV Boucher,4,0,4,11,106,3,20,1,0,South Africa
MN van Wyk,63,30,33,104,106,3,20,1,0,South Africa
Yuvraj Singh,1,0,1,7,134,1,10,3,219,India
KD Karthik,6,4,2,8,134,1,10,3,220,India
LPC Silva,40,26,14,57,109,3,21,0,0,Sri Lanka
WU Tharanga,51,24,27,101,109,3,21,0,0,Sri Lanka
TM Dilshan,0,0,0,0,109,3,21,0,0,Sri Lanka
Mushfiqur Rahim,27,8,19,45,109,6,23,2,156,Bangladesh
Abdur Razzak,7,6,1,7,109,6,23,2,157,Bangladesh
Syed Rasel,0,0,0,0,109,6,23,2,158,Bangladesh
Aftab Ahmed,37,8,29,69,74,4,13,1,0,Bangladesh
Shakib Al Hasan,8,4,4,17,74,4,13,1,0,Bangladesh
Farhad Reza,0,0,0,0,74,4,13,1,0,Bangladesh
J Mubarak,53,16,37,70,125,4,34,1,0,Sri Lanka
DPMD Jayawardene,20,8,12,15,125,4,34,1,0,Sri Lanka
MF Maharoof,0,0,0,0,125,4,34,1,0,Sri Lanka
UDU Chandana,0,0,0,0,125,4,34,1,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,125,4,34,1,0,Sri Lanka
CRD Fernando,0,0,0,0,125,4,34,1,0,Sri Lanka
Shahadat Hossain,1,0,1,2,102,5,24,4,131,Bangladesh
Syed Rasel,0,0,0,0,102,5,24,4,132,Bangladesh
PD Collingwood,30,12,18,36,129,3,16,0,0,England
KP Pietersen,54,22,32,73,129,3,16,0,0,England
GJ Hopkins,6,0,6,15,114,5,22,0,179,New Zealand
DR Flynn,32,12,20,32,114,5,22,0,180,New Zealand
DL Vettori,0,0,0,0,114,5,22,0,181,New Zealand
GD Elliott,26,4,22,62,68,6,17,0,0,New Zealand
DL Vettori,11,8,3,19,68,6,17,0,0,New Zealand
KD Mills,0,0,0,0,68,6,17,0,0,New Zealand
PD Collingwood,25,12,13,63,91,6,15,0,137,England
GP Swann,28,16,12,43,91,6,15,0,138,England
SCJ Broad,0,0,0,0,91,6,15,0,139,England
OA Shah,24,12,12,44,123,4,30,0,0,England
RS Bopara,51,24,27,71,123,4,30,0,0,England
TR Ambrose,0,0,0,0,123,4,30,0,0,England
SB Styris,67,32,35,85,126,4,35,1,229,New Zealand
GD Elliott,0,0,0,0,126,4,35,1,230,New Zealand
DL Vettori,0,0,0,0,126,4,35,1,231,New Zealand
KD Mills,0,0,0,0,126,4,35,1,232,New Zealand
JDP Oram,11,4,7,12,100,3,24,1,0,New Zealand
SB Styris,29,4,25,46,100,3,24,1,0,New Zealand
OA Shah,30,8,22,42,104,4,21,2,194,England
GP Swann,0,0,0,2,104,4,21,2,195,England
SCJ Broad,0,0,0,0,104,4,21,2,196,England
KP Pietersen,30,0,30,43,109,3,23,0,0,England
A Flintoff,13,4,9,22,109,3,23,0,0,England
JP Duminy,9,0,9,15,140,4,28,1,233,South Africa
J Botha,9,4,5,11,140,4,28,1,234,South Africa
VD Philander,0,0,0,0,140,4,28,1,235,South Africa
A Flintoff,19,8,11,31,144,4,24,1,0,England
SR Patel,1,0,1,2,144,4,24,1,0,England
M Morkel,2,0,2,3,110,5,28,2,161,South Africa
J Botha,4,0,4,7,110,5,28,2,162,South Africa
DW Steyn,0,0,0,0,110,5,28,2,163,South Africa
BJ Haddin,13,6,7,16,145,3,27,1,0,Australia
A Symonds,54,32,22,53,145,3,27,1,0,Australia
MS Dhoni,33,10,23,52,140,6,20,2,196,India
Z Khan,0,0,0,0,140,6,20,2,197,India
S Sreesanth,0,0,0,0,140,6,20,2,198,India
MJ Clarke,33,8,25,47,130,3,34,0,0,Australia
A Symonds,17,4,13,20,130,3,34,0,0,Australia
MS Dhoni,28,12,16,33,136,4,25,0,231,India
Yuvraj Singh,84,46,38,90,136,4,25,0,232,India
RG Sharma,0,0,0,0,136,4,25,0,233,India
IK Pathan,0,0,0,0,136,4,25,0,234,India
Harbhajan Singh,0,0,0,0,136,4,25,0,235,India
Yuvraj Singh,38,20,18,55,104,1,36,0,0,India
SR Tendulkar,61,20,41,105,104,1,36,0,0,India
MS Dhoni,0,0,0,0,104,1,36,0,0,India
A Symonds,35,10,25,50,164,3,17,1,266,Australia
BJ Hodge,1,0,1,6,164,3,17,1,267,Australia
RP Singh,8,4,4,17,90,9,19,0,0,India
Z Khan,13,0,13,27,90,9,19,0,0,India
BJ Haddin,20,6,14,44,157,4,28,0,0,Australia
A Symonds,45,22,23,48,157,4,28,0,0,Australia
JR Hopes,0,0,0,0,157,4,28,0,0,Australia
SC Ganguly,84,40,44,109,165,1,23,1,280,India
R Dravid,3,0,3,5,165,1,23,1,281,India
Yuvraj Singh,0,0,0,0,165,1,23,1,282,India
MS Dhoni,0,0,0,0,165,1,23,1,283,India
MG Johnson,9,4,5,12,124,5,17,3,0,Australia
JR Hopes,21,12,9,21,124,5,17,3,0,Australia
NW Bracken,0,0,0,0,124,5,17,3,0,Australia
Harbhajan Singh,19,4,15,47,97,6,19,1,160,India
M Kartik,0,0,0,0,97,6,19,1,161,India
Z Khan,9,4,5,15,97,6,19,1,162,India
Mohammad Yousuf,23,0,23,45,100,3,30,0,0,Pakistan
Shahid Afridi,20,6,14,22,100,3,30,0,0,Pakistan
Shoaib Malik,0,0,0,0,100,3,30,0,0,Pakistan
MS Dhoni,36,20,16,51,140,3,16,0,225,India
Yuvraj Singh,33,16,17,49,140,3,16,0,226,India
Yuvraj Singh,15,4,11,25,170,3,30,0,0,India
V Sehwag,23,4,19,31,170,3,30,0,0,India
MS Dhoni,0,0,0,0,170,3,30,0,0,India
RV Uthappa,0,0,0,0,170,3,30,0,0,India
Younis Khan,75,30,45,86,136,3,31,1,297,Pakistan
Misbah-ul-Haq,5,0,5,8,136,3,31,1,298,Pakistan
MS Dhoni,24,16,8,24,125,3,32,0,0,India
Yuvraj Singh,40,20,20,66,125,3,32,0,0,India
Misbah-ul-Haq,11,0,11,23,130,4,20,0,236,Pakistan
Salman Butt,78,44,34,105,130,4,20,0,237,Pakistan
Mohammad Yousuf,37,12,25,51,126,3,19,1,0,Pakistan
Misbah-ul-Haq,8,4,4,9,126,3,19,1,0,Pakistan
Yuvraj Singh,27,12,15,31,150,4,31,0,247,India
MS Dhoni,6,0,6,11,150,4,31,0,248,India
Mohammad Yousuf,46,12,34,56,127,3,29,0,0,Pakistan
Shoaib Malik,53,14,39,67,127,3,29,0,0,Pakistan
MS Dhoni,15,0,15,23,143,5,27,0,261,India
Yuvraj Singh,50,18,32,64,143,5,27,0,262,India
IK Pathan,0,0,0,0,143,5,27,0,263,India
P Kumar,0,0,0,0,143,5,27,0,264,India
SB Styris,33,4,29,35,111,2,29,0,0,New Zealand
JM How,61,36,25,97,111,2,29,0,0,New Zealand
LRPL Taylor,0,0,0,0,111,2,29,0,0,New Zealand
AB de Villiers,75,32,43,95,115,3,23,0,236,South Africa
JP Duminy,18,4,14,36,115,3,23,0,237,South Africa
MV Boucher,0,0,0,0,115,3,23,0,238,South Africa
SM Pollock,33,16,17,47,80,5,31,0,0,South Africa
MV Boucher,21,0,21,51,80,5,31,0,0,South Africa
SB Styris,17,14,3,10,155,1,28,1,204,New Zealand
JM How,76,44,32,107,155,1,28,1,205,New Zealand
LRPL Taylor,0,0,0,0,155,1,28,1,206,New Zealand
JDP Oram,1,0,1,3,104,4,19,1,0,New Zealand
MS Sinclair,26,4,22,40,104,4,19,1,0,New Zealand
JP Duminy,1,0,1,4,171,1,12,2,234,South Africa
MV Boucher,0,0,0,0,171,1,12,2,235,South Africa
JH Kallis,10,4,6,20,171,1,12,2,236,South Africa
DJG Sammy,50,22,28,50,107,6,43,1,0,West Indies
R Rampaul,2,0,2,4,107,6,43,1,0,West Indies
DBL Powell,0,0,0,0,107,6,43,1,0,West Indies
JP Duminy,20,4,16,37,134,3,18,0,0,South Africa
GC Smith,75,40,35,97,134,3,18,0,0,South Africa
MV Boucher,0,0,0,0,134,3,18,0,0,South Africa
DJG Sammy,2,0,2,6,90,4,4,2,160,West Indies
S Chanderpaul,18,0,18,45,90,4,4,2,161,West Indies
R Rampaul,0,0,0,0,90,4,4,2,162,West Indies
RS Morton,5,0,5,18,104,3,18,0,0,West Indies
MN Samuels,25,6,19,41,104,3,18,0,0,West Indies
DJ Bravo,0,0,0,0,104,3,18,0,0,West Indies
JH Kallis,78,36,42,95,143,2,28,1,247,South Africa
JP Duminy,4,0,4,7,143,2,28,1,248,South Africa
S Chanderpaul,22,8,14,29,116,3,22,0,0,West Indies
DJ Bravo,16,4,12,28,116,3,22,0,0,West Indies
PA Browne,0,0,0,0,116,3,22,0,0,West Indies
DJG Sammy,0,0,0,0,116,3,22,0,0,West Indies
JP Duminy,33,12,21,47,154,3,33,0,254,South Africa
AB de Villiers,64,24,40,70,154,3,33,0,255,South Africa
SM Pollock,0,0,0,0,154,3,33,0,256,South Africa
DJ Bravo,13,8,5,18,150,3,19,0,0,West Indies
PA Browne,12,4,8,34,150,3,19,0,0,West Indies
RS Morton,0,0,0,0,150,3,19,0,0,West Indies
AB de Villiers,33,8,25,51,130,2,24,0,0,South Africa
HH Gibbs,79,40,39,112,130,2,24,0,0,South Africa
Mohammad Yousuf,53,12,41,74,134,5,18,0,244,Pakistan
Shahid Afridi,0,0,0,0,134,5,18,0,245,Pakistan
Kamran Akmal,27,8,19,45,134,5,18,0,246,Pakistan
Sohail Tanvir,0,0,0,0,134,5,18,0,247,Pakistan
Shoaib Malik,51,24,27,43,138,3,22,0,0,Pakistan
Mohammad Yousuf,75,24,51,104,138,3,22,0,0,Pakistan
Misbah-ul-Haq,0,0,0,0,138,3,22,0,0,Pakistan
SM Pollock,8,4,4,15,116,5,14,1,221,South Africa
JA Morkel,0,0,0,4,116,5,14,1,222,South Africa
JM Kemp,22,6,16,52,101,3,21,1,0,South Africa
MV Boucher,3,0,3,4,101,3,21,1,0,South Africa
Shoaib Malik,30,6,24,52,113,3,10,0,190,Pakistan
Mohammad Yousuf,33,4,29,76,113,3,10,0,191,Pakistan
Misbah-ul-Haq,0,0,0,0,113,3,10,0,192,Pakistan
Younis Khan,74,32,42,104,117,3,18,1,0,Pakistan
Misbah-ul-Haq,1,0,1,10,117,3,18,1,0,Pakistan
Kamran Akmal,0,0,0,0,117,3,18,1,0,Pakistan
Abdur Rehman,0,0,0,0,117,3,18,1,0,Pakistan
GC Smith,78,28,50,100,162,1,41,0,218,South Africa
SM Pollock,86,38,48,81,162,1,41,0,219,South Africa
JH Kallis,0,0,0,0,162,1,41,0,220,South Africa
AB de Villiers,0,0,0,0,162,1,41,0,221,South Africa
JH Kallis,55,12,43,99,128,3,17,0,0,South Africa
JP Duminy,19,4,15,35,128,3,17,0,0,South Africa
Shoaib Malik,7,0,7,12,145,3,20,1,211,Pakistan
Misbah-ul-Haq,6,0,6,6,145,3,20,1,212,Pakistan
Mashrafe Mortaza,3,0,3,7,148,6,5,1,0,Bangladesh
Farhad Reza,0,0,0,11,148,6,5,1,0,Bangladesh
JM How,76,22,54,108,125,1,26,1,198,New Zealand
SB Styris,0,0,0,0,125,1,26,1,199,New Zealand
LRPL Taylor,0,0,0,0,125,1,26,1,200,New Zealand
SB Styris,28,4,24,32,176,2,22,0,0,New Zealand
PG Fulton,61,20,41,70,176,2,22,0,0,New Zealand
LRPL Taylor,0,0,0,0,176,2,22,0,0,New Zealand
Shakib Al Hasan,14,4,10,21,110,4,22,0,168,Bangladesh
Aftab Ahmed,35,12,23,64,110,4,22,0,169,Bangladesh
