Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Runs Made,Team,Home
GC Smith,29.0,20.0,9.0,40,44.0,1,27.0,0,4,22,253,256,South Africa,1
BA Parchment,24.0,12.0,12.0,37,39.0,0,24.0,0,10,8,0,263,West Indies,0
S Chattergoon,39.0,34.0,5.0,53,39.0,0,24.0,0,10,8,0,263,West Indies,0
AB de Villiers,9.0,4.0,5.0,14,53.0,0,27.0,2,18,13,264,266,South Africa,1
HH Gibbs,20.0,14.0,6.0,35,53.0,0,27.0,2,18,13,264,266,South Africa,1
S Chanderpaul,27.0,12.0,15.0,40,48.0,1,40.0,0,4,22,0,295,West Indies,0
DS Smith,59.0,50.0,9.0,40,48.0,1,40.0,0,4,22,0,295,West Indies,0
JH Kallis,38.0,24.0,14.0,37,47.0,1,49.0,0,18,16,296,211,South Africa,1
HH Gibbs,53.0,34.0,19.0,55,47.0,1,49.0,0,18,16,296,211,South Africa,1
JH Kallis,1.0,0.0,1.0,3,36.0,0,30.0,1,4,10,0,294,South Africa,0
HH Gibbs,31.0,24.0,7.0,48,36.0,0,30.0,1,4,10,0,294,South Africa,0
AB de Villiers,0.0,0.0,0.0,0,36.0,0,30.0,1,4,10,0,294,South Africa,0
Mohammad Yousuf,8.0,0.0,8.0,19,47.0,3,21.0,1,0,19,295,249,Pakistan,1
Misbah-ul-Haq,8.0,4.0,4.0,15,47.0,3,21.0,1,0,19,295,249,Pakistan,1
Mohammad Yousuf,23.0,12.0,11.0,35,25.0,2,24.0,0,0,21,0,265,Pakistan,1
Younis Khan,24.0,12.0,12.0,40,25.0,2,24.0,0,0,21,0,265,Pakistan,1
Shoaib Malik,0.0,0.0,0.0,0,25.0,2,24.0,0,0,21,0,265,Pakistan,1
AB de Villiers,33.0,16.0,17.0,47,45.0,2,25.0,0,0,8,266,240,South Africa,0
GC Smith,37.0,16.0,21.0,44,45.0,2,25.0,0,0,8,266,240,South Africa,0
JM Kemp,0.0,0.0,0.0,0,45.0,2,25.0,0,0,8,266,240,South Africa,0
AB de Villiers,1.0,0.0,1.0,2,39.0,1,12.0,1,8,10,0,197,South Africa,0
GC Smith,18.0,12.0,6.0,32,39.0,1,12.0,1,8,10,0,197,South Africa,0
JM Kemp,0.0,0.0,0.0,0,39.0,1,12.0,1,8,10,0,197,South Africa,0
Younis Khan,5.0,0.0,5.0,12,49.0,1,10.0,1,4,9,198,202,Pakistan,1
Shoaib Malik,0.0,0.0,0.0,0,49.0,1,10.0,1,4,9,198,202,Pakistan,1
Mohammad Yousuf,4.0,0.0,4.0,15,49.0,1,10.0,1,4,9,198,202,Pakistan,1
Younis Khan,28.0,18.0,10.0,43,23.0,2,20.0,1,8,14,0,230,Pakistan,1
Shoaib Malik,0.0,0.0,0.0,5,23.0,2,20.0,1,8,14,0,230,Pakistan,1
SM Pollock,23.0,16.0,7.0,25,60.0,0,30.0,1,4,10,231,233,South Africa,0
GC Smith,28.0,12.0,16.0,33,60.0,0,30.0,1,4,10,231,233,South Africa,0
JH Kallis,21.0,8.0,13.0,43,43.0,1,22.0,0,8,7,0,233,South Africa,0
HH Gibbs,44.0,32.0,12.0,53,43.0,1,22.0,0,8,7,0,233,South Africa,0
AB de Villiers,0.0,0.0,0.0,0,43.0,1,22.0,0,8,7,0,233,South Africa,0
Mohammad Yousuf,18.0,12.0,6.0,26,49.0,2,27.0,0,4,10,234,219,Pakistan,1
Younis Khan,17.0,8.0,9.0,24,49.0,2,27.0,0,4,10,234,219,Pakistan,1
Mohammad Ashraful,25.0,22.0,3.0,13,31.0,1,33.0,1,8,14,0,201,Bangladesh,0
Tamim Iqbal,18.0,8.0,10.0,34,31.0,1,33.0,1,8,14,0,201,Bangladesh,0
JM How,37.0,12.0,25.0,53,39.0,0,19.0,0,16,12,202,203,New Zealand,1
BB McCullum,21.0,12.0,9.0,39,39.0,0,19.0,0,16,12,202,203,New Zealand,1
PG Fulton,0.0,0.0,0.0,0,39.0,0,19.0,0,16,12,202,203,New Zealand,1
PG Fulton,2.0,0.0,2.0,9,42.0,0,37.0,1,32,9,0,335,New Zealand,1
JM How,42.0,28.0,14.0,51,42.0,0,37.0,1,32,9,0,335,New Zealand,1
Aftab Ahmed,0.0,0.0,0.0,5,41.0,0,20.0,3,4,3,336,181,Bangladesh,0
Tushar Imran,0.0,0.0,0.0,0,41.0,0,20.0,3,4,3,336,181,Bangladesh,0
Tamim Iqbal,13.0,0.0,13.0,53,15.0,1,23.0,0,0,6,0,93,Bangladesh,0
Aftab Ahmed,0.0,0.0,0.0,0,15.0,1,23.0,0,0,6,0,93,Bangladesh,0
Mohammad Ashraful,24.0,12.0,12.0,28,15.0,1,23.0,0,0,6,0,93,Bangladesh,0
Tushar Imran,0.0,0.0,0.0,0,15.0,1,23.0,0,0,6,0,93,Bangladesh,0
Shakib Al Hasan,0.0,0.0,0.0,0,15.0,1,23.0,0,0,6,0,93,Bangladesh,0
P Mustard,23.0,8.0,15.0,43,29.0,1,12.0,1,0,13,0,130,England,0
KP Pietersen,2.0,0.0,2.0,7,29.0,1,12.0,1,0,13,0,130,England,0
PD Collingwood,0.0,0.0,0.0,0,29.0,1,12.0,1,0,13,0,130,England,0
BB McCullum,34.0,22.0,12.0,36,43.0,0,26.0,1,4,9,131,131,New Zealand,1
JM How,4.0,0.0,4.0,5,43.0,0,26.0,1,4,9,131,131,New Zealand,1
LRPL Taylor,0.0,0.0,0.0,0,43.0,0,26.0,1,4,9,131,131,New Zealand,1
KP Pietersen,29.0,22.0,7.0,32,66.0,2,16.0,0,4,6,0,158,England,0
AN Cook,40.0,20.0,20.0,50,66.0,2,16.0,0,4,6,0,158,England,0
PD Collingwood,0.0,0.0,0.0,0,66.0,2,16.0,0,4,6,0,158,England,0
OA Shah,0.0,0.0,0.0,0,66.0,2,16.0,0,4,6,0,158,England,0
RS Bopara,0.0,0.0,0.0,0,66.0,2,16.0,0,4,6,0,158,England,0
BB McCullum,69.0,58.0,11.0,39,83.0,0,58.0,0,4,14,159,165,New Zealand,1
JD Ryder,72.0,56.0,16.0,52,83.0,0,58.0,0,4,14,159,165,New Zealand,1
LRPL Taylor,10.0,4.0,6.0,13,36.0,1,14.0,3,0,9,0,234,New Zealand,1
PG Fulton,0.0,0.0,0.0,1,36.0,1,14.0,3,0,9,0,234,New Zealand,1
IR Bell,31.0,24.0,7.0,36,42.0,2,23.0,0,12,13,235,229,England,0
KP Pietersen,10.0,4.0,6.0,21,42.0,2,23.0,0,12,13,235,229,England,0
P Mustard,48.0,36.0,12.0,46,43.0,0,39.0,0,18,16,0,340,England,0
AN Cook,34.0,20.0,14.0,47,43.0,0,39.0,0,18,16,0,340,England,0
BB McCullum,38.0,22.0,16.0,42,68.0,0,21.0,1,16,13,341,340,New Zealand,1
JM How,12.0,8.0,4.0,20,68.0,0,21.0,1,16,13,341,340,New Zealand,1
AN Cook,29.0,16.0,13.0,45,31.0,1,25.0,1,8,17,0,242,England,0
KP Pietersen,1.0,0.0,1.0,4,31.0,1,25.0,1,8,17,0,242,England,0
BB McCullum,76.0,56.0,20.0,40,89.0,0,20.0,1,20,8,243,213,New Zealand,1
JM How,9.0,4.0,5.0,18,89.0,0,20.0,1,20,8,243,213,New Zealand,1
LRPL Taylor,0.0,0.0,0.0,0,89.0,0,20.0,1,20,8,243,213,New Zealand,1
T Taibu,13.0,8.0,5.0,16,23.0,2,20.0,0,12,6,0,206,Zimbabwe,1
BRM Taylor,7.0,0.0,7.0,27,23.0,2,20.0,0,12,6,0,206,Zimbabwe,1
GC Smith,32.0,16.0,16.0,39,26.0,1,25.0,0,24,6,207,210,South Africa,0
AB de Villiers,0.0,0.0,0.0,0,26.0,1,25.0,0,24,6,207,210,South Africa,0
GH Bodi,19.0,8.0,11.0,51,26.0,1,25.0,0,24,6,207,210,South Africa,0
BRM Taylor,6.0,0.0,6.0,27,23.0,1,17.0,0,10,4,0,247,Zimbabwe,1
H Masakadza,29.0,24.0,5.0,49,23.0,1,17.0,0,10,4,0,247,Zimbabwe,1
T Taibu,0.0,0.0,0.0,0,23.0,1,17.0,0,10,4,0,247,Zimbabwe,1
HH Gibbs,24.0,16.0,8.0,31,44.0,0,36.0,0,12,16,248,251,South Africa,0
GC Smith,56.0,36.0,20.0,63,44.0,0,36.0,0,12,16,248,251,South Africa,0
AB de Villiers,9.0,8.0,1.0,11,52.0,1,21.0,1,20,6,0,323,South Africa,0
JA Morkel,8.0,4.0,4.0,17,52.0,1,21.0,1,20,6,0,323,South Africa,0
H Masakadza,32.0,24.0,8.0,41,41.0,0,35.0,1,22,4,324,295,Zimbabwe,1
BRM Taylor,3.0,0.0,3.0,8,41.0,0,35.0,1,22,4,324,295,Zimbabwe,1
T Taibu,0.0,0.0,0.0,0,41.0,0,35.0,1,22,4,324,295,Zimbabwe,1
CJ Chibhabha,15.0,12.0,3.0,28,38.0,1,20.0,1,14,5,0,274,Zimbabwe,1
T Taibu,2.0,0.0,2.0,8,38.0,1,20.0,1,14,5,0,274,Zimbabwe,1
H Masakadza,0.0,0.0,0.0,0,38.0,1,20.0,1,14,5,0,274,Zimbabwe,1
S Chanderpaul,38.0,16.0,22.0,40,30.0,2,27.0,0,8,8,275,244,West Indies,0
MN Samuels,12.0,4.0,8.0,29,30.0,2,27.0,0,8,8,275,244,West Indies,0
RS Morton,0.0,0.0,0.0,0,30.0,2,27.0,0,8,8,275,244,West Indies,0
RS Morton,30.0,14.0,16.0,34,44.0,1,28.0,0,4,20,0,286,West Indies,0
CH Gayle,40.0,28.0,12.0,56,44.0,1,28.0,0,4,20,0,286,West Indies,0
H Masakadza,0.0,0.0,0.0,0,37.0,1,13.0,2,4,3,287,176,Zimbabwe,1
T Taibu,0.0,0.0,0.0,4,37.0,1,13.0,2,4,3,287,176,Zimbabwe,1
S Matsikenyeri,0.0,0.0,0.0,0,37.0,1,13.0,2,4,3,287,176,Zimbabwe,1
V Sibanda,45.0,28.0,17.0,65,24.0,0,33.0,0,4,13,0,232,Zimbabwe,1
H Masakadza,12.0,4.0,8.0,29,24.0,0,33.0,0,4,13,0,232,Zimbabwe,1
RS Morton,31.0,14.0,17.0,45,45.0,1,11.0,1,20,10,233,234,West Indies,0
MN Samuels,0.0,0.0,0.0,5,45.0,1,11.0,1,20,10,233,234,West Indies,0
LPC Silva,7.0,4.0,3.0,12,34.0,2,9.0,3,8,5,0,235,Sri Lanka,0
CK Kapugedera,0.0,0.0,0.0,1,34.0,2,9.0,3,8,5,0,235,Sri Lanka,0
RR Sarwan,4.0,4.0,0.0,3,38.0,0,18.0,1,8,12,236,236,West Indies,1
CH Gayle,38.0,34.0,4.0,57,38.0,0,18.0,1,8,12,236,236,West Indies,1
KC Sangakkara,7.0,0.0,7.0,19,34.0,1,11.0,0,8,6,0,112,Sri Lanka,0
WU Tharanga,24.0,12.0,12.0,51,34.0,1,11.0,0,8,6,0,112,Sri Lanka,0
MN Samuels,24.0,8.0,16.0,31,56.0,3,17.0,0,26,18,113,125,West Indies,1
S Chanderpaul,35.0,20.0,15.0,28,56.0,3,17.0,0,26,18,113,125,West Indies,1
RT Ponting,1.0,0.0,1.0,5,50.0,0,33.0,1,0,9,0,273,Australia,0
SE Marsh,51.0,30.0,21.0,59,50.0,0,33.0,1,0,9,0,273,Australia,0
MJ Clarke,0.0,0.0,0.0,0,50.0,0,33.0,1,0,9,0,273,Australia,0
DJ Bravo,15.0,4.0,11.0,26,34.0,3,15.0,0,16,10,274,189,West Indies,1
ADS Fletcher,6.0,0.0,6.0,19,34.0,3,15.0,0,16,10,274,189,West Indies,1
KA Pollard,0.0,0.0,0.0,0,34.0,3,15.0,0,16,10,274,189,West Indies,1
MJ Clarke,11.0,8.0,3.0,27,35.0,3,2.0,0,0,10,0,213,Australia,0
MEK Hussey,1.0,0.0,1.0,21,35.0,3,2.0,0,0,10,0,213,Australia,0
ADS Fletcher,19.0,12.0,7.0,44,20.0,2,15.0,0,0,5,214,140,West Indies,1
DJ Bravo,0.0,0.0,0.0,0,20.0,2,15.0,0,0,5,214,140,West Indies,1
S Chanderpaul,6.0,4.0,2.0,26,20.0,2,15.0,0,0,5,214,140,West Indies,1
CH Gayle,40.0,28.0,12.0,45,35.0,0,28.0,0,14,13,0,223,West Indies,1
XM Marshall,23.0,12.0,11.0,49,35.0,0,28.0,0,14,13,0,223,West Indies,1
RR Sarwan,0.0,0.0,0.0,0,35.0,0,28.0,0,14,13,0,223,West Indies,1
SR Watson,56.0,36.0,20.0,51,49.0,1,43.0,0,8,12,224,227,Australia,0
RT Ponting,36.0,24.0,12.0,36,49.0,1,43.0,0,8,12,224,227,Australia,0
MJ Clarke,3.0,0.0,3.0,12,40.0,1,14.0,1,16,17,0,282,Australia,0
MEK Hussey,15.0,4.0,11.0,23,40.0,1,14.0,1,16,17,0,282,Australia,0
RR Sarwan,25.0,12.0,13.0,50,49.0,1,23.0,0,4,20,283,281,West Indies,1
CH Gayle,47.0,28.0,19.0,41,49.0,1,23.0,0,4,20,283,281,West Indies,1
SE Marsh,42.0,28.0,14.0,44,59.0,0,18.0,1,48,13,0,341,Australia,0
L Ronchi,6.0,4.0,2.0,7,59.0,0,18.0,1,48,13,0,341,Australia,0
MJ Clarke,0.0,0.0,0.0,0,59.0,0,18.0,1,48,13,0,341,Australia,0
SE Findlay,12.0,8.0,4.0,9,42.0,2,26.0,1,4,12,342,172,West Indies,1
S Chanderpaul,27.0,12.0,15.0,35,42.0,2,26.0,1,4,12,342,172,West Indies,1
Tamim Iqbal,36.0,16.0,20.0,42,34.0,1,20.0,1,12,3,0,178,Bangladesh,1
Mohammad Ashraful,0.0,0.0,0.0,6,34.0,1,20.0,1,12,3,0,178,Bangladesh,1
GC Smith,34.0,24.0,10.0,49,28.0,0,27.0,0,16,10,179,180,South Africa,0
HH Gibbs,21.0,16.0,5.0,45,28.0,0,27.0,0,16,10,179,180,South Africa,0
Shakib Al Hasan,12.0,8.0,4.0,25,22.0,4,26.0,0,0,10,0,173,Bangladesh,1
Raqibul Hasan,20.0,8.0,12.0,34,22.0,4,26.0,0,0,10,0,173,Bangladesh,1
GC Smith,26.0,12.0,14.0,41,35.0,1,16.0,1,0,15,174,179,South Africa,0
AB de Villiers,6.0,4.0,2.0,8,35.0,1,16.0,1,0,15,174,179,South Africa,0
JP Duminy,0.0,0.0,0.0,0,35.0,1,16.0,1,0,15,174,179,South Africa,0
Mohammad Ashraful,9.0,4.0,5.0,10,34.0,1,21.0,1,4,11,0,143,Bangladesh,1
Nazimuddin,13.0,8.0,5.0,19,34.0,1,21.0,1,4,11,0,143,Bangladesh,1
Shakib Al Hasan,0.0,0.0,0.0,0,34.0,1,21.0,1,4,11,0,143,Bangladesh,1
Raqibul Hasan,0.0,0.0,0.0,0,34.0,1,21.0,1,4,11,0,143,Bangladesh,1
GC Smith,14.0,4.0,10.0,34,32.0,1,8.0,0,10,9,144,147,South Africa,0
AN Petersen,16.0,8.0,8.0,39,32.0,1,8.0,0,10,9,144,147,South Africa,0
AB de Villiers,0.0,0.0,0.0,0,32.0,1,8.0,0,10,9,144,147,South Africa,0
H Masakadza,69.0,58.0,11.0,59,71.0,1,17.0,0,4,16,0,303,Zimbabwe,0
CJ Chibhabha,3.0,0.0,3.0,13,71.0,1,17.0,0,4,16,0,303,Zimbabwe,0
T Taibu,0.0,0.0,0.0,0,71.0,1,17.0,0,4,16,0,303,Zimbabwe,0
KJ O'Brien,1.0,0.0,1.0,4,34.0,3,11.0,1,0,10,304,147,Ireland,0
AR White,11.0,0.0,11.0,24,34.0,3,11.0,1,0,10,304,147,Ireland,0
AR Cusack,0.0,0.0,0.0,0,34.0,3,11.0,1,0,10,304,147,Ireland,0
Younis Khan,19.0,8.0,11.0,26,51.0,1,33.0,1,8,15,0,347,Pakistan,0
Mohammad Yousuf,0.0,0.0,0.0,1,51.0,1,33.0,1,8,15,0,347,Pakistan,0
CJ Chibhabha,9.0,4.0,5.0,20,39.0,1,24.0,0,16,22,348,243,Zimbabwe,0
V Sibanda,40.0,32.0,8.0,45,39.0,1,24.0,0,16,22,348,243,Zimbabwe,0
T Taibu,0.0,0.0,0.0,0,39.0,1,24.0,0,16,22,348,243,Zimbabwe,0
T Taibu,15.0,4.0,11.0,29,38.0,2,25.0,0,12,17,0,238,Zimbabwe,0
H Masakadza,39.0,28.0,11.0,45,38.0,2,25.0,0,12,17,0,238,Zimbabwe,0
Nasir Jamshed,60.0,52.0,8.0,48,64.0,1,30.0,0,12,20,239,239,Pakistan,0
Younis Khan,17.0,4.0,13.0,15,64.0,1,30.0,0,12,20,239,239,Pakistan,0
Younis Khan,3.0,0.0,3.0,3,20.0,0,27.0,1,12,9,0,272,Pakistan,1
Nasir Jamshed,21.0,10.0,11.0,43,20.0,0,27.0,1,12,9,0,272,Pakistan,1
Mohammad Yousuf,0.0,0.0,0.0,0,20.0,0,27.0,1,12,9,0,272,Pakistan,1
Shoaib Malik,0.0,0.0,0.0,0,20.0,0,27.0,1,12,9,0,272,Pakistan,1
BRM Taylor,1.0,0.0,1.0,3,29.0,2,17.0,1,4,19,273,235,Zimbabwe,0
SC Williams,19.0,12.0,7.0,42,29.0,2,17.0,1,4,19,273,235,Zimbabwe,0
SC Williams,24.0,8.0,16.0,38,19.0,2,29.0,0,18,15,0,244,Zimbabwe,0
T Taibu,19.0,12.0,7.0,33,19.0,2,29.0,0,18,15,0,244,Zimbabwe,0
Shoaib Malik,37.0,28.0,9.0,33,44.0,1,23.0,1,4,15,245,245,Pakistan,1
Mohammad Yousuf,0.0,0.0,0.0,2,44.0,1,23.0,1,4,15,245,245,Pakistan,1
BRM Taylor,0.0,0.0,0.0,3,25.0,1,12.0,2,8,9,0,181,Zimbabwe,0
SC Williams,8.0,4.0,4.0,31,25.0,1,12.0,2,8,9,0,181,Zimbabwe,0
CJ Chibhabha,0.0,0.0,0.0,0,25.0,1,12.0,2,8,9,0,181,Zimbabwe,0
E Chigumbura,0.0,0.0,0.0,0,25.0,1,12.0,2,8,9,0,181,Zimbabwe,0
Younis Khan,37.0,30.0,7.0,32,50.0,1,35.0,0,16,17,182,187,Pakistan,1
Khurram Manzoor,29.0,16.0,13.0,43,50.0,1,35.0,0,16,17,182,187,Pakistan,1
KC Sangakkara,33.0,16.0,17.0,45,75.0,0,30.0,1,44,6,0,357,Sri Lanka,0
DPMD Jayawardene,0.0,0.0,0.0,1,75.0,0,30.0,1,44,6,0,357,Sri Lanka,0
Raqibul Hasan,8.0,0.0,8.0,12,32.0,2,30.0,1,8,18,358,226,Bangladesh,0
Mushfiqur Rahim,17.0,12.0,5.0,13,32.0,2,30.0,1,8,18,358,226,Bangladesh,0
Salman Butt,26.0,12.0,14.0,49,26.0,0,30.0,0,20,9,0,299,Pakistan,0
Shoaib Malik,30.0,20.0,10.0,42,26.0,0,30.0,0,20,9,0,299,Pakistan,0
SK Raina,49.0,34.0,15.0,39,65.0,1,39.0,0,32,9,300,301,India,0
V Sehwag,46.0,32.0,14.0,40,65.0,1,39.0,0,32,9,300,301,India,0
Tamim Iqbal,45.0,20.0,25.0,53,55.0,1,21.0,1,12,7,0,283,Bangladesh,0
Raqibul Hasan,5.0,4.0,1.0,7,55.0,1,21.0,1,12,7,0,283,Bangladesh,0
Mushfiqur Rahim,0.0,0.0,0.0,0,55.0,1,21.0,1,12,7,0,283,Bangladesh,0
G Gambhir,56.0,34.0,22.0,44,54.0,2,38.0,0,18,9,284,284,India,0
SK Raina,12.0,4.0,8.0,12,54.0,2,38.0,0,18,9,284,284,India,0
KC Sangakkara,18.0,8.0,10.0,30,42.0,1,18.0,1,14,13,0,302,Sri Lanka,0
CK Kapugedera,5.0,4.0,1.0,8,42.0,1,18.0,1,14,13,0,302,Sri Lanka,0
Shoaib Malik,24.0,12.0,12.0,37,41.0,1,29.0,0,8,6,303,238,Pakistan,0
Younis Khan,46.0,28.0,18.0,52,41.0,1,29.0,0,8,6,303,238,Pakistan,0
Mohammad Yousuf,0.0,0.0,0.0,0,41.0,1,29.0,0,8,6,303,238,Pakistan,0
ST Jayasuriya,86.0,78.0,8.0,46,66.0,0,52.0,0,8,18,0,332,Sri Lanka,0
KC Sangakkara,32.0,24.0,8.0,48,66.0,0,52.0,0,8,18,0,332,Sri Lanka,0
Nazimuddin,38.0,30.0,8.0,50,38.0,1,36.0,1,12,14,333,174,Bangladesh,0
Raqibul Hasan,14.0,12.0,2.0,11,38.0,1,36.0,1,12,14,333,174,Bangladesh,0
Mushfiqur Rahim,0.0,0.0,0.0,0,38.0,1,36.0,1,12,14,333,174,Bangladesh,0
Yuvraj Singh,11.0,4.0,7.0,15,81.0,0,16.0,3,18,13,0,308,India,0
MS Dhoni,1.0,0.0,1.0,4,81.0,0,16.0,3,18,13,0,308,India,0
RG Sharma,0.0,0.0,0.0,0,81.0,0,16.0,3,18,13,0,308,India,0
Younis Khan,14.0,4.0,10.0,29,78.0,1,19.0,0,16,16,309,309,Pakistan,0
Nasir Jamshed,47.0,32.0,15.0,33,78.0,1,19.0,0,16,16,309,309,Pakistan,0
Mohammad Yousuf,0.0,0.0,0.0,0,78.0,1,19.0,0,16,16,309,309,Pakistan,0
CK Kapugedera,7.0,4.0,3.0,8,49.0,1,30.0,1,20,8,0,308,Sri Lanka,0
DPMD Jayawardene,22.0,8.0,14.0,35,49.0,1,30.0,1,20,8,0,308,Sri Lanka,0
G Gambhir,52.0,36.0,16.0,49,66.0,0,37.0,1,8,16,309,310,India,0
SK Raina,9.0,4.0,5.0,12,66.0,0,37.0,1,8,16,309,310,India,0
Mushfiqur Rahim,3.0,0.0,3.0,11,41.0,2,21.0,2,0,5,0,115,Bangladesh,0
Alok Kapali,16.0,16.0,0.0,16,41.0,2,21.0,2,0,5,0,115,Bangladesh,0
Mahmudullah,0.0,0.0,0.0,0,41.0,2,21.0,2,0,5,0,115,Bangladesh,0
Nasir Jamshed,36.0,22.0,14.0,45,44.0,0,21.0,0,30,13,116,116,Pakistan,0
Salman Butt,29.0,20.0,9.0,48,44.0,0,21.0,0,30,13,116,116,Pakistan,0
ST Jayasuriya,61.0,40.0,21.0,52,50.0,2,33.0,2,38,12,0,273,Sri Lanka,0
TM Dilshan,2.0,0.0,2.0,3,50.0,2,33.0,2,38,12,0,273,Sri Lanka,0
RG Sharma,3.0,0.0,3.0,6,76.0,3,19.0,1,8,6,274,173,India,0
RV Uthappa,0.0,0.0,0.0,0,76.0,3,19.0,1,8,6,274,173,India,0
MS Dhoni,10.0,4.0,6.0,12,76.0,3,19.0,1,8,6,274,173,India,0
MJ Clarke,3.0,0.0,3.0,16,38.0,0,11.0,1,8,10,0,254,Australia,1
SE Marsh,24.0,4.0,20.0,47,38.0,0,11.0,1,8,10,0,254,Australia,1
MEK Hussey,0.0,0.0,0.0,0,38.0,0,11.0,1,8,10,0,254,Australia,1
Alok Kapali,1.0,0.0,1.0,1,29.0,2,13.0,2,8,3,255,74,Bangladesh,0
Raqibul Hasan,8.0,0.0,8.0,22,29.0,2,13.0,2,8,3,255,74,Bangladesh,0
Dhiman Ghosh,0.0,0.0,0.0,0,29.0,2,13.0,2,8,3,255,74,Bangladesh,0
Junaid Siddique,14.0,0.0,14.0,36,20.0,3,10.0,0,8,10,0,117,Bangladesh,0
Shakib Al Hasan,12.0,8.0,4.0,40,20.0,3,10.0,0,8,10,0,117,Bangladesh,0
Alok Kapali,0.0,0.0,0.0,0,20.0,3,10.0,0,8,10,0,117,Bangladesh,0
Dhiman Ghosh,0.0,0.0,0.0,0,20.0,3,10.0,0,8,10,0,117,Bangladesh,0
Abdur Razzak,0.0,0.0,0.0,0,20.0,3,10.0,0,8,10,0,117,Bangladesh,0
SE Marsh,40.0,28.0,12.0,55,50.0,0,21.0,2,0,14,118,118,Australia,1
MEK Hussey,1.0,0.0,1.0,2,50.0,0,21.0,2,0,14,118,118,Australia,1
SR Watson,18.0,8.0,10.0,25,41.0,1,14.0,0,0,16,0,198,Australia,1
MJ Clarke,7.0,0.0,7.0,31,41.0,1,14.0,0,0,16,0,198,Australia,1
Tamim Iqbal,44.0,16.0,28.0,49,37.0,3,35.0,0,10,11,199,125,Bangladesh,0
Shakib Al Hasan,25.0,20.0,5.0,26,37.0,3,35.0,0,10,11,199,125,Bangladesh,0
Mahmudullah,0.0,0.0,0.0,0,37.0,3,35.0,0,10,11,199,125,Bangladesh,0
Dhiman Ghosh,0.0,0.0,0.0,0,37.0,3,35.0,0,10,11,199,125,Bangladesh,0
RG Sharma,4.0,0.0,4.0,13,28.0,2,13.0,1,20,9,0,146,India,0
Yuvraj Singh,8.0,4.0,4.0,18,28.0,2,13.0,1,20,9,0,146,India,0
MS Dhoni,0.0,0.0,0.0,0,28.0,2,13.0,1,20,9,0,146,India,0
DPMD Jayawardene,12.0,8.0,4.0,23,32.0,1,12.0,1,16,6,147,147,Sri Lanka,1
CK Kapugedera,3.0,0.0,3.0,14,32.0,1,12.0,1,16,6,147,147,Sri Lanka,1
TM Dilshan,14.0,12.0,2.0,25,12.0,4,23.0,1,4,4,0,142,Sri Lanka,1
KMDN Kulasekara,4.0,4.0,0.0,4,12.0,4,23.0,1,4,4,0,142,Sri Lanka,1
T Thushara,0.0,0.0,0.0,0,12.0,4,23.0,1,4,4,0,142,Sri Lanka,1
V Kohli,23.0,16.0,7.0,47,26.0,2,25.0,1,8,11,143,143,India,0
MS Dhoni,2.0,0.0,2.0,1,26.0,2,25.0,1,8,11,143,143,India,0
RG Sharma,0.0,0.0,0.0,0,26.0,2,25.0,1,8,11,143,143,India,0
S Badrinath,0.0,0.0,0.0,0,33.0,2,21.0,1,4,7,0,237,India,0
SK Raina,9.0,8.0,1.0,16,33.0,2,21.0,1,4,7,0,237,India,0
DPMD Jayawardene,5.0,0.0,5.0,23,40.0,4,16.0,0,4,8,238,204,Sri Lanka,1
TM Dilshan,16.0,12.0,4.0,19,40.0,4,16.0,0,4,8,238,204,Sri Lanka,1
WPUJC Vaas,0.0,0.0,0.0,0,40.0,4,16.0,0,4,8,238,204,Sri Lanka,1
KMDN Kulasekara,0.0,0.0,0.0,0,40.0,4,16.0,0,4,8,238,204,Sri Lanka,1
SM Warnapura,24.0,12.0,12.0,35,27.0,1,36.0,0,4,9,0,227,Sri Lanka,1
ML Udawatte,38.0,24.0,14.0,48,27.0,1,36.0,0,4,9,0,227,Sri Lanka,1
KC Sangakkara,0.0,0.0,0.0,0,27.0,1,36.0,0,4,9,0,227,Sri Lanka,1
DPMD Jayawardene,0.0,0.0,0.0,0,27.0,1,36.0,0,4,9,0,227,Sri Lanka,1
CK Kapugedera,0.0,0.0,0.0,0,27.0,1,36.0,0,4,9,0,227,Sri Lanka,1
RG Sharma,0.0,0.0,0.0,0,40.0,1,25.0,2,4,12,228,103,India,0
Yuvraj Singh,13.0,8.0,5.0,15,40.0,1,25.0,2,4,12,228,103,India,0
MS Dhoni,0.0,0.0,0.0,0,40.0,1,25.0,2,4,12,228,103,India,0
IK Pathan,0.0,0.0,0.0,0,40.0,1,25.0,2,4,12,228,103,India,0
Z Khan,0.0,0.0,0.0,0,40.0,1,25.0,2,4,12,228,103,India,0
Salman Butt,26.0,12.0,14.0,50,36.0,1,19.0,1,4,19,0,322,Pakistan,1
Mohammad Yousuf,8.0,0.0,8.0,14,36.0,1,19.0,1,4,19,0,322,Pakistan,1
Shoaib Malik,0.0,0.0,0.0,0,36.0,1,19.0,1,4,19,0,322,Pakistan,1
Mohammad Ashraful,4.0,0.0,4.0,17,40.0,2,12.0,1,4,5,323,129,Bangladesh,0
Raqibul Hasan,5.0,0.0,5.0,16,40.0,2,12.0,1,4,5,323,129,Bangladesh,0
