Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
Mohammad Ashraful,230,23.0,0,10.0
AR Cusack,36,4.0,0,9.0
Farhad Reza,28,4.0,0,11.0
NR Kumar,13,1.0,0,9.0
TD Paine,60,5.0,0,12.0
PJ Moor,32,3.0,0,9.0
KA Pollard,180,20.0,0,9.0
SM Davies,27,2.0,0,13.0
SR Watson,517,51.0,0,13.0
NLTC Perera,14,3.0,0,5.0
R McLaren,17,1.0,0,7.0
JC Buttler,44,4.0,0,6.0
GC Smith,397,39.0,0,12.0
MK Tiwary,35,1.0,0,11.0
Inzamam-ul-Haq,45,9.0,0,10.0
MEK Hussey,272,27.0,0,10.0
L Vincent,83,13.0,0,16.0
JDP Oram,25,3.0,0,8.0
Asghar Stanikzai,51,5.0,0,15.0
Khurram Manzoor,44,5.0,0,16.0
DJ Bravo,222,22.0,0,10.0
Shamsur Rahman,50,7.0,0,8.0
BJ Hodge,24,2.0,0,14.0
DJ Willey,6,1.0,0,5.0
HM Amla,698,46.0,0,13.0
AA Mulla,7,1.0,0,5.0
GJ Bailey,254,15.0,0,12.0
JP Bray,17,2.0,0,12.0
R Dravid,173,23.0,0,11.0
PL Mommsen,58,6.0,0,13.0
RR Rossouw,94,11.0,0,12.0
SHT Kandamby,84,5.0,0,13.0
SB Styris,216,23.0,0,12.0
TLW Cooper,45,3.0,0,12.0
Raqibul Hasan,193,16.0,0,12.0
AJ Redmond,29,3.0,0,9.0
JM Kemp,36,3.0,0,11.0
WTS Porterfield,151,12.0,0,13.0
Yuvraj Singh,515,64.0,0,12.0
Mohammad Nabi,92,7.0,0,9.0
Tushar Imran,5,1.0,0,12.0
DS Smith,90,6.0,0,14.0
MS Dhoni,480,41.0,0,11.0
MA Ouma,31,4.0,0,7.0
TM Dilshan,879,73.0,0,12.0
AJ Strauss,282,25.0,0,12.0
Nasir Jamal,14,1.0,0,16.0
SCJ Broad,6,1.0,0,5.0
NJ O'Brien,202,16.0,0,12.0
A Balbirnie,51,5.0,0,13.0
BA Parchment,14,2.0,0,21.0
Mohammad Yousuf,335,36.0,0,12.0
Ahmed Shehzad,320,30.0,0,14.0
SR Thompson,23,3.0,0,8.0
Sharjeel Khan,13,2.0,0,12.0
AD Russell,81,12.0,0,10.0
Babar Azam,66,8.0,0,15.0
ADS Fletcher,21,2.0,0,8.0
PR Stirling,87,12.0,0,13.0
GEF Barnett,19,1.0,0,17.0
CL White,173,12.0,0,10.0
YK Pathan,29,3.0,0,11.0
Imran Nazir,18,2.0,0,11.0
Imran Farhat,128,14.0,0,13.0
TWM Latham,127,10.0,0,11.0
AM Rahane,283,26.0,0,12.0
F Mutizwa,16,1.0,0,7.0
W Barresi,56,6.0,0,14.0
AU Rashid,4,1.0,0,7.0
Khalid Latif,9,1.0,0,8.0
Amjad Javed,14,2.0,0,9.0
Mashrafe Mortaza,16,1.0,0,8.0
CD McMillan,51,9.0,0,9.0
GB Brent,9,1.0,0,9.0
M Vijay,30,1.0,0,11.0
DP Hyatt,15,2.0,0,9.0
SC Ganguly,160,19.0,0,14.0
JL Denly,37,3.0,0,13.0
AP Devcich,12,1.0,0,12.0
V Sibanda,211,23.0,0,13.0
Aftab Ahmed,109,13.0,0,9.0
C Kieswetter,67,7.0,0,8.0
Abdul Razzaq,12,2.0,0,5.0
FRJ Coleman,26,3.0,0,13.0
Nazimuddin,19,2.0,0,9.0
AR Berenger,21,3.0,0,15.0
Alok Kapali,23,4.0,0,10.0
DM Bravo,306,28.0,0,12.0
GD Elliott,178,11.0,0,10.0
Mohammad Hafeez,641,63.0,0,13.0
MW Machan,91,11.0,0,13.0
Khurram Khan,63,8.0,0,12.0
GH Bodi,8,2.0,0,6.0
S Matsikenyeri,42,3.0,0,8.0
D Ramdin,132,9.0,0,9.0
Haris Sohail,105,7.0,0,15.0
S Dhawan,327,34.0,0,12.0
JM Bairstow,30,4.0,0,14.0
Abdul Jabbar,9,2.0,0,12.0
SE Marsh,232,17.0,0,13.0
BRM Taylor,516,45.0,0,13.0
CA Ingram,79,7.0,0,15.0
DR Brown,8,2.0,0,16.0
TM Dowlin,35,4.0,0,11.0
MV Boucher,68,10.0,0,11.0
J Charles,129,14.0,0,11.0
AD Mathews,249,25.0,0,10.0
KJ Coetzer,53,7.0,0,12.0
Mominul Haque,96,12.0,0,14.0
AN Kervezee,42,7.0,0,13.0
GC Wilson,66,5.0,0,10.0
Hashmatullah Shahidi,16,1.0,0,16.0
Salman Butt,232,24.0,0,13.0
Mehrab Hossain jnr,21,4.0,0,15.0
RW Chakabva,59,5.0,0,14.0
S Chanderpaul,288,20.0,0,13.0
DA Warner,303,34.0,0,14.0
J Mubarak,12,1.0,0,9.0
TAM Siriwardana,33,4.0,0,13.0
EJG Morgan,459,45.0,0,11.0
KC Sangakkara,1270,121.0,0,12.0
Irfan Ahmed,4,1.0,0,11.0
AT Rayudu,100,7.0,0,12.0
SR Tendulkar,519,60.0,0,14.0
NFI McCallum,38,4.0,0,11.0
DM Richards,24,3.0,0,16.0
Rahmat Shah,9,1.0,0,11.0
MM Ali,55,5.0,0,12.0
Younis Khan,494,34.0,0,12.0
AB Barath,25,2.0,0,12.0
MN van Wyk,75,6.0,0,12.0
WW Hinds,24,3.0,0,18.0
F du Plessis,407,38.0,0,11.0
WU Tharanga,493,50.0,0,12.0
SM Warnapura,6,1.0,0,10.0
AN Petersen,37,7.0,0,11.0
AC Botha,22,2.0,0,11.0
DG Brownlie,24,1.0,0,8.0
Noor Ali Zadran,32,2.0,0,11.0
S Badrinath,12,1.0,0,6.0
JJ Tucker,62,11.0,0,11.0
NL McCullum,19,1.0,0,5.0
DL Hemp,27,4.0,0,9.0
IA Karim,29,4.0,0,14.0
A Flintoff,51,8.0,0,7.0
ES Szwarczynski,24,2.0,0,9.0
JA Burns,12,1.0,0,19.0
G Gambhir,587,49.0,0,12.0
NJ Astle,28,3.0,0,13.0
Faisal Iqbal,1,1.0,0,5.0
Sarfraz Ahmed,101,10.0,0,9.0
HM Nicholls,49,5.0,0,9.0
S Chattergoon,38,6.0,0,12.0
Naeem Islam,39,4.0,0,9.0
Anamul Haque,132,16.0,0,14.0
RS Morton,62,4.0,0,9.0
KJ O'Brien,132,19.0,0,11.0
CJO Smith,70,12.0,0,10.0
Zain Abbas,8,1.0,0,16.0
PW Borren,13,2.0,0,9.0
JD Ryder,159,18.0,0,13.0
MA Vermeulen,13,2.0,0,16.0
RV Uthappa,75,10.0,0,13.0
TC Bastiampillai,13,2.0,0,16.0
MN Waller,66,6.0,0,9.0
AJ Finch,210,23.0,0,12.0
ML Hayden,241,27.0,0,13.0
Rajin Saleh,14,2.0,0,8.0
AR White,27,1.0,0,8.0
GA Lamb,41,2.0,0,14.0
Shahid Afridi,60,7.0,0,6.0
BB Chari,19,1.0,0,15.0
JK Kamande,21,2.0,0,11.0
SP Fleming,106,14.0,0,14.0
JJ Roy,30,3.0,0,11.0
Mohammad Rizwan,12,2.0,0,10.0
CO Obuya,61,3.0,0,11.0
BJ Watling,47,5.0,0,12.0
Kamran Akmal,236,30.0,0,10.0
SPD Smith,212,16.0,0,12.0
ME Trescothick,39,5.0,0,14.0
JJ Atkinson,12,2.0,0,10.0
Qaiser Ali,8,1.0,0,16.0
Raza-ur-Rehman,16,2.0,0,20.0
JEC Franklin,31,4.0,0,7.0
Jahurul Islam,57,5.0,0,10.0
MS Atapattu,11,1.0,0,16.0
Junaid Siddique,84,4.0,0,11.0
Mohammad Shahzad,70,7.0,0,11.0
HH Dippenaar,21,3.0,0,10.0
RS Bopara,254,23.0,0,10.0
Shoaib Malik,275,26.0,0,10.0
Nasir Jamshed,184,20.0,0,13.0
A Bagai,55,4.0,0,13.0
DC Thomas,10,1.0,0,8.0
R Gunasekera,31,2.0,0,16.0
MP Vaughan,31,1.0,0,12.0
Rizwan Cheema,9,1.0,0,5.0
JH Stander,7,1.0,0,6.0
MS Wade,115,9.0,0,13.0
D Daesrath,12,2.0,0,16.0
RD Berrington,36,3.0,0,14.0
Dawlat Zadran,5,1.0,0,4.0
JWM Dalrymple,18,2.0,0,7.0
KMDN Kulasekara,16,1.0,0,8.0
RG Aga,30,3.0,0,14.0
RR Sarwan,313,29.0,0,12.0
Q de Kock,219,18.0,0,12.0
Yasir Hameed,15,1.0,0,17.0
MJ Prior,112,8.0,0,11.0
J Botha,24,4.0,0,15.0
DA Miller,134,15.0,0,10.0
JJ Celestine,8,2.0,0,6.0
RT Ponting,599,48.0,0,12.0
Yasir Arafat,6,1.0,0,15.0
MJ Clarke,650,61.0,0,11.0
Habibul Bashar,41,3.0,0,11.0
RR Patel,18,2.0,0,12.0
IH Romaine,28,2.0,0,8.0
GJ Maxwell,103,14.0,0,8.0
RJ Nicol,57,7.0,0,13.0
RJ Peterson,20,1.0,0,16.0
Usman Ghani,30,4.0,0,13.0
SO Tikolo,106,10.0,0,12.0
JM Davison,20,1.0,0,13.0
T Mishra,63,7.0,0,12.0
MR Marsh,24,1.0,0,6.0
DR Chumney,11,1.0,0,9.0
RN ten Doeschate,74,9.0,0,10.0
KD Karthik,106,9.0,0,11.0
AG Prince,21,2.0,0,8.0
PA Browne,10,1.0,0,9.0
JDS Neesham,13,1.0,0,8.0
TBM de Leede,12,2.0,0,17.0
S Randiv,13,2.0,0,4.0
RM Haq,32,4.0,0,17.0
Fawad Alam,55,1.0,0,9.0
JL Carter,63,9.0,0,12.0
F Behardien,25,3.0,0,10.0
P Mustard,26,3.0,0,12.0
Nasir Hossain,30,2.0,0,7.0
HH Gibbs,215,22.0,0,11.0
B Zuiderent,30,4.0,0,11.0
AL Kandappah,9,1.0,0,10.0
HJW Gardiner,12,2.0,0,8.0
TT Samaraweera,53,8.0,0,14.0
AA Obanda,49,5.0,0,14.0
SM Katich,8,1.0,0,10.0
Misbah-ul-Haq,396,35.0,0,11.0
Shakib Al Hasan,392,32.0,0,10.0
Shahriar Nafees,100,14.0,0,12.0
HJH Marshall,15,2.0,0,6.0
MH Cross,19,4.0,0,14.0
Amjad Ali,47,5.0,0,16.0
Javed Omar,21,3.0,0,11.0
KS Williamson,609,65.0,0,12.0
Soumya Sarkar,99,13.0,0,13.0
LPC Silva,83,7.0,0,14.0
P Utseya,57,5.0,0,11.0
GJ Hopkins,12,2.0,0,7.0
AR Patel,4,2.0,0,6.0
L Ronchi,129,22.0,1.0,10.0
BJ Haddin,247,26.0,0,13.0
XJ Doherty,1,1.0,0,8.0
AN Cook,412,43.0,0,12.0
BC Lara,86,12.0,0,12.0
RD Shah,20,3.0,0,14.0
Nizakat Khan,13,2.0,0,20.0
PJ Hughes,65,2.0,0,12.0
JF Mooney,38,3.0,0,8.0
PA Patel,30,1.0,0,7.0
JP Faulkner,27,4.0,0,8.0
CJ Jordan,7,1.0,0,2.0
MB Loye,16,3.0,0,17.0
T Taibu,256,22.0,0,11.0
Litton Das,28,3.0,0,12.0
AB de Villiers,1010,103.0,0,12.0
A Nel,8,3.0,0,4.0
TM Odoyo,33,4.0,0,9.0
JE Root,373,31.0,0,13.0
AC Voges,44,2.0,0,9.0
GS Ballance,61,2.0,0,13.0
RG Sharma,503,43.0,0,11.0
DR Flynn,13,1.0,0,10.0
Harbhajan Singh,19,1.0,0,7.0
KDK Vithanage,7,1.0,0,8.0
Umar Amin,17,2.0,0,10.0
JO Holder,18,2.0,0,7.0
Umar Akmal,219,17.0,0,11.0
M Kaif,20,1.0,0,15.0
CS MacLeod,45,6.0,0,18.0
Sohail Khan,4,1.0,0,5.0
MG Johnson,31,2.0,0,16.0
DA Minors,24,2.0,0,10.0
Imrul Kayes,201,20.0,0,14.0
MN Samuels,520,62.0,0,13.0
AD Hales,105,10.0,0,12.0
Dhiman Ghosh,7,1.0,0,4.0
DW Steyn,5,1.0,0,5.0
DR Smith,75,9.0,0,8.0
BB McCullum,316,28.0,0,12.0
SK Raina,389,37.0,0,11.0
BA Stokes,71,4.0,0,12.0
OA Shah,146,10.0,0,10.0
Azhar Ali,146,11.0,0,12.0
V Kohli,965,82.0,0,12.0
SE Findlay,12,2.0,0,13.0
WP Saha,4,1.0,0,9.0
