Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
Samiullah Shenwari,104,9.0,0,11.0
JDS Neesham,8,1.0,0,3.0
RA Jadeja,173,21.0,0,12.0
LD Chandimal,278,13.0,0,11.0
BMAJ Mendis,26,1.0,0,7.0
SMA Priyanjan,46,5.0,0,13.0
JP Duminy,512,31.0,0,10.0
NO Miller,37,5.0,0,7.0
LJ Wright,99,10.0,0,13.0
DJ Hussey,261,20.0,0,12.0
SR Patel,51,4.0,0,11.0
SM Pollock,102,10.0,0,11.0
PD Collingwood,567,44.0,0,13.0
Asad Shafiq,212,14.0,0,12.0
PJ Forrest,40,4.0,0,11.0
AJ Hall,12,1.0,0,11.0
Sikandar Raza,123,8.0,0,12.0
IK Pathan,65,9.0,0,10.0
AC Gilchrist,70,7.0,0,11.0
M Morkel,5,1.0,0,3.0
ST Jayasuriya,131,18.0,0,12.0
CJ Chibhabha,120,7.0,0,11.0
Tamim Iqbal,262,23.0,0,12.0
JM How,69,8.0,0,12.0
Mohammad Tauqir,9,2.0,0,16.0
DR Martyn,23,3.0,0,15.0
Sohaib Maqsood,131,12.0,0,11.0
DT Johnston,25,3.0,0,7.0
JWA Taylor,118,11.0,0,11.0
Karim Sadiq,30,3.0,0,16.0
LMP Simmons,154,13.0,0,12.0
Soumya Sarkar,40,6.0,0,6.0
EC Joyce,160,13.0,0,13.0
Mushfiqur Rahim,510,36.0,0,11.0
Mohammad Ashraful,206,23.0,0,12.0
Sohag Gazi,9,1.0,0,3.0
AR Cusack,32,4.0,0,11.0
Farhad Reza,117,18.0,0,11.0
TD Paine,37,3.0,0,16.0
IS Billcliff,18,1.0,0,21.0
KA Pollard,258,27.0,0,10.0
CT Mutombodzi,23,1.0,0,8.0
SR Watson,336,34.0,0,11.0
NLTC Perera,48,3.0,0,8.0
SO Ngoche,13,1.0,0,13.0
R McLaren,32,2.0,0,9.0
KJ Abbott,11,2.0,0,14.0
JC Buttler,159,14.0,0,9.0
KM Dabengwa,40,1.0,0,16.0
GC Smith,168,11.0,0,11.0
MK Tiwary,40,4.0,0,14.0
Inzamam-ul-Haq,43,2.0,0,10.0
MEK Hussey,522,31.0,0,11.0
MM Ali,53,4.0,0,12.0
JDP Oram,188,20.0,0,13.0
Asghar Stanikzai,61,3.0,0,14.0
Khurram Manzoor,21,1.0,0,16.0
DJ Bravo,319,28.0,0,11.0
BJ Hodge,52,6.0,0,14.0
HM Amla,446,21.0,0,13.0
AA Mulla,21,3.0,0,19.0
GJ Bailey,346,28.0,0,12.0
R Dravid,116,3.0,0,12.0
PL Mommsen,40,2.0,0,10.0
RR Rossouw,117,15.0,0,11.0
GA Rogers,14,4.0,0,19.0
SHT Kandamby,101,6.0,0,13.0
SB Styris,284,19.0,0,12.0
TLW Cooper,43,7.0,0,10.0
Raqibul Hasan,148,9.0,0,10.0
Fawad Alam,136,9.0,0,12.0
HM Nicholls,31,2.0,0,11.0
JM Kemp,85,7.0,0,12.0
AL Kandappah,15,1.0,0,19.0
Yuvraj Singh,662,79.0,0,13.0
Mohammad Nabi,156,16.0,0,10.0
Tushar Imran,10,2.0,0,8.0
DS Smith,61,7.0,0,11.0
SW Masakadza,33,5.0,0,7.0
MS Dhoni,964,79.0,0,12.0
TM Dilshan,632,53.0,0,12.0
AJ Strauss,134,6.0,0,11.0
Nasir Jamal,46,4.0,0,14.0
SCJ Broad,54,4.0,0,10.0
NJ O'Brien,138,9.0,0,10.0
A Balbirnie,51,4.0,0,11.0
Mohammad Yousuf,307,16.0,0,13.0
Z Khan,15,1.0,0,8.0
A Bagai,91,9.0,0,12.0
Ahmed Shehzad,217,18.0,0,12.0
SR Thompson,25,3.0,0,12.0
AD Russell,105,17.0,0,7.0
Babar Azam,41,4.0,0,10.0
R Ashwin,40,2.0,0,8.0
PR Stirling,40,1.0,0,11.0
CL White,239,19.0,0,11.0
KM Jadhav,10,2.0,0,17.0
YK Pathan,91,14.0,0,8.0
Imran Nazir,21,3.0,0,15.0
Imran Farhat,39,1.0,0,12.0
TWM Latham,71,6.0,0,9.0
AM Rahane,159,14.0,0,10.0
RD McCann,11,1.0,0,12.0
Khalid Latif,11,1.0,0,15.0
Amjad Javed,6,1.0,0,14.0
Mashrafe Mortaza,73,7.0,0,9.0
CD McMillan,84,10.0,0,14.0
GB Brent,11,1.0,0,17.0
M Vijay,17,1.0,0,17.0
JPR Lamsam,6,1.0,0,15.0
SC Ganguly,120,14.0,0,11.0
JL Denly,19,2.0,0,8.0
V Sibanda,82,8.0,0,12.0
Aftab Ahmed,61,6.0,0,10.0
RML Taylor,20,2.0,0,14.0
C Kieswetter,29,2.0,0,11.0
Abdul Razzaq,37,1.0,0,8.0
MA Carberry,16,2.0,0,18.0
AR Berenger,6,1.0,0,7.0
Alok Kapali,29,2.0,0,8.0
DM Bravo,244,23.0,0,11.0
MS Sinclair,14,1.0,0,15.0
Mohammad Hafeez,346,31.0,0,12.0
MW Machan,19,1.0,0,10.0
JL Pattinson,10,1.0,0,14.0
Khurram Khan,70,5.0,0,12.0
S Matsikenyeri,128,12.0,0,11.0
D Ramdin,266,22.0,0,9.0
CS Baugh,25,2.0,0,13.0
RP Arnold,25,3.0,0,16.0
S Dhawan,243,29.0,0,11.0
JM Bairstow,48,5.0,0,10.0
TG Southee,15,2.0,0,3.0
SE Marsh,139,8.0,0,12.0
AD Mascarenhas,30,1.0,0,15.0
BRM Taylor,373,33.0,0,13.0
CA Ingram,81,9.0,0,15.0
CS MacLeod,35,1.0,0,9.0
MV Boucher,146,10.0,0,9.0
J Charles,56,6.0,0,10.0
PJ Ongondo,8,1.0,0,5.0
AD Mathews,426,31.0,0,13.0
E Schiferli,4,1.0,0,3.0
NT Broom,64,4.0,0,11.0
KJ Coetzer,41,5.0,0,12.0
Mominul Haque,24,1.0,0,10.0
AN Kervezee,25,4.0,0,6.0
TL Best,7,1.0,0,14.0
R Vinay Kumar,12,1.0,0,15.0
GH Worker,14,2.0,0,15.0
GC Wilson,87,5.0,0,10.0
SI Mahmood,16,3.0,0,18.0
TA Boult,4,1.0,0,6.0
Saeed Ajmal,7,1.0,0,10.0
RW Chakabva,43,3.0,0,11.0
Mohammad Rafique,6,1.0,0,4.0
S Chanderpaul,299,21.0,0,13.0
DA Warner,134,11.0,0,12.0
FL Reifer,27,3.0,0,14.0
J Mubarak,54,5.0,0,10.0
TAM Siriwardana,46,4.0,0,14.0
EJG Morgan,651,70.0,0,12.0
SL Stewart,14,1.0,0,14.0
DA Miller,253,22.0,0,11.0
SP Patil,15,1.0,0,8.0
KC Sangakkara,1203,108.0,0,13.0
Irfan Ahmed,7,1.0,0,15.0
AT Rayudu,133,11.0,0,11.0
SR Tendulkar,285,29.0,0,12.0
NFI McCallum,31,3.0,0,15.0
BCJ Cutting,8,1.0,0,13.0
CD Collymore,8,1.0,0,8.0
GM Hamilton,11,1.0,0,13.0
L Vincent,59,4.0,0,12.0
Younis Khan,439,35.0,0,10.0
Afsar Zazai,31,1.0,0,13.0
F du Plessis,349,29.0,0,11.0
WU Tharanga,270,17.0,0,13.0
AN Petersen,31,1.0,0,11.0
Noor Ali Zadran,18,1.0,0,11.0
JJ Tucker,23,3.0,0,10.0
NL McCullum,112,10.0,0,8.0
DL Hemp,35,4.0,0,14.0
IA Karim,31,4.0,0,16.0
A Flintoff,88,10.0,0,9.0
ES Szwarczynski,36,2.0,0,13.0
G Gambhir,415,33.0,0,13.0
NJ Astle,19,1.0,0,11.0
Sarfraz Ahmed,117,10.0,0,11.0
Munir Dar,4,2.0,0,3.0
Anwar Ali,10,1.0,0,6.0
CR Woakes,60,4.0,0,9.0
Naeem Islam,128,11.0,0,12.0
Ahmed Raza,8,1.0,0,4.0
Anamul Haque,74,5.0,0,15.0
RS Morton,83,6.0,0,11.0
M Muralitharan,7,1.0,0,6.0
KJ O'Brien,192,17.0,0,12.0
MMA Jonkman,5,1.0,0,18.0
CJO Smith,27,4.0,0,8.0
Sabbir Rahman,43,5.0,0,9.0
Liton Das,5,1.0,0,3.0
PW Borren,57,7.0,0,9.0
JD Ryder,45,4.0,0,12.0
IDR Bradshaw,7,1.0,0,16.0
RV Uthappa,26,3.0,0,9.0
TC Bastiampillai,7,1.0,0,9.0
GD Elliott,328,28.0,0,13.0
AG Cremer,51,4.0,0,8.0
AJ Finch,139,11.0,0,14.0
ML Hayden,120,11.0,0,10.0
AR White,50,2.0,0,14.0
Shahid Afridi,420,47.0,0,9.0
BB Chari,8,1.0,0,15.0
JK Kamande,24,1.0,0,9.0
SP Fleming,89,11.0,0,13.0
PM Seelaar,10,2.0,0,7.0
JJ Roy,22,2.0,0,15.0
Mohammad Rizwan,52,7.0,0,12.0
CO Obuya,125,11.0,0,14.0
BJ Watling,47,4.0,0,11.0
Kamran Akmal,97,6.0,0,10.0
SPD Smith,259,18.0,0,12.0
IR Bell,458,33.0,0,11.0
C Munro,20,1.0,0,8.0
MF Maharoof,45,3.0,0,11.0
Qaiser Ali,6,1.0,0,10.0
Raza-ur-Rehman,21,4.0,0,14.0
JE Taylor,28,3.0,0,6.0
JEC Franklin,89,4.0,0,10.0
Jahurul Islam,26,2.0,0,11.0
MS Atapattu,20,2.0,0,13.0
Junaid Siddique,43,2.0,0,12.0
S Dhaniram,29,2.0,0,8.0
J Edness,20,3.0,0,15.0
KAJ Roach,25,3.0,0,7.0
Mohammad Shahzad,31,5.0,0,6.0
GP Swann,44,5.0,0,9.0
Naved-ul-Hasan,12,1.0,0,6.0
RS Bopara,275,19.0,0,10.0
Haris Sohail,79,7.0,0,9.0
Shoaib Malik,416,34.0,0,12.0
Nasir Jamshed,92,7.0,0,12.0
Shuvagoto Hom,18,2.0,0,14.0
RW Price,15,1.0,0,8.0
MA Ouma,25,1.0,0,13.0
DC Thomas,22,2.0,0,9.0
R Gunasekera,40,5.0,0,12.0
Rizwan Cheema,29,4.0,0,12.0
WD Parnell,29,4.0,0,11.0
TT Bresnan,45,3.0,0,11.0
MS Wade,68,5.0,0,10.0
RD Berrington,93,7.0,0,11.0
Dawlat Zadran,12,1.0,0,15.0
KD Mills,65,11.0,0,15.0
JWM Dalrymple,40,3.0,0,14.0
KMDN Kulasekara,60,8.0,0,10.0
TG Gordon,4,1.0,0,11.0
RR Sarwan,206,13.0,0,12.0
WB Rankin,9,1.0,0,10.0
Q de Kock,126,12.0,0,13.0
Salman Butt,106,8.0,0,13.0
MJ Prior,92,8.0,0,10.0
J Botha,21,3.0,0,8.0
LP van Troost,8,1.0,0,9.0
RT Ponting,534,43.0,0,12.0
MJ Clarke,794,68.0,0,13.0
GH Dockrell,1,1.0,0,1.0
GJ Maxwell,170,18.0,0,11.0
L Sreekumar,8,1.0,0,8.0
RJ Nicol,23,1.0,0,8.0
Usman Ghani,13,2.0,0,16.0
SO Tikolo,42,4.0,0,11.0
T Mishra,59,5.0,0,11.0
MR Marsh,116,14.0,0,10.0
MN Waller,167,17.0,0,13.0
R Rampaul,25,4.0,0,11.0
DR Chumney,10,1.0,0,15.0
RN ten Doeschate,67,7.0,0,12.0
KD Karthik,108,9.0,0,10.0
AG Prince,46,4.0,0,16.0
PA Browne,9,1.0,0,14.0
RT Crandon,5,1.0,0,7.0
Mohammad Amir,7,1.0,0,17.0
S Randiv,36,3.0,0,10.0
JP Faulkner,32,4.0,0,15.0
JL Carter,25,1.0,0,8.0
F Behardien,64,2.0,0,12.0
NN Odhiambo,43,5.0,0,11.0
Nasir Hossain,167,19.0,0,11.0
IG Butler,4,1.0,0,15.0
WTS Porterfield,88,6.0,0,12.0
HJW Gardiner,23,3.0,0,15.0
TT Samaraweera,96,11.0,0,11.0
FDM Karunaratne,26,2.0,0,13.0
AA Obanda,42,4.0,0,13.0
Misbah-ul-Haq,685,48.0,0,12.0
Shakib Al Hasan,639,48.0,0,12.0
Shahriar Nafees,53,4.0,0,15.0
HJH Marshall,20,2.0,0,16.0
MH Cross,28,2.0,0,11.0
Amjad Ali,25,3.0,0,9.0
Javed Omar,12,1.0,0,16.0
ZE Surkari,18,1.0,0,12.0
KS Williamson,447,37.0,0,12.0
K Karate,6,1.0,0,17.0
LPC Silva,144,9.0,0,12.0
P Utseya,67,4.0,0,10.0
GJ Hopkins,29,2.0,0,7.0
AR Patel,16,1.0,0,13.0
L Ronchi,66,6.0,0,9.0
WPUJC Vaas,18,3.0,0,7.0
BJ Haddin,144,13.0,0,10.0
XJ Doherty,5,1.0,0,7.0
AN Cook,134,10.0,0,10.0
BC Lara,155,17.0,0,14.0
RD Shah,12,1.0,0,21.0
PJ Hughes,73,9.0,0,11.0
JF Mooney,44,2.0,0,10.0
HS Modi,8,1.0,0,16.0
Mohammad Sami,6,1.0,0,15.0
T Taibu,214,15.0,0,12.0
SMSM Senanayake,32,4.0,0,11.0
AB de Villiers,1042,76.0,0,12.0
Aamer Yamin,19,3.0,0,22.0
SM Sharif,11,2.0,0,16.0
TM Odoyo,57,4.0,0,11.0
JE Root,308,20.0,0,11.0
Imad Wasim,14,2.0,0,16.0
AC Voges,94,8.0,0,12.0
GS Ballance,50,5.0,0,12.0
RG Sharma,517,46.0,0,12.0
DR Flynn,36,3.0,0,10.0
A Nehra,7,1.0,0,6.0
Harbhajan Singh,48,3.0,0,8.0
KDK Vithanage,5,1.0,0,5.0
JO Holder,71,10.0,0,10.0
GD Drummond,0,1.0,0,3.0
Umar Akmal,520,44.0,0,13.0
M Kaif,27,2.0,0,12.0
MH Yardy,35,1.0,0,10.0
Hamza Tariq,23,4.0,0,7.0
DA Minors,8,2.0,0,15.0
Imrul Kayes,137,11.0,0,13.0
MN Samuels,351,34.0,0,10.0
MK Pandey,32,3.0,0,14.0
SF Mire,32,2.0,0,8.0
AD Hales,56,7.0,0,14.0
STR Binny,22,3.0,0,16.0
Dhiman Ghosh,17,1.0,0,11.0
Jubair Hossain,5,1.0,0,4.0
DW Steyn,8,1.0,0,5.0
DR Smith,45,7.0,0,13.0
BB McCullum,249,21.0,0,12.0
AB Agarkar,17,2.0,0,11.0
SK Raina,721,62.0,0,12.0
BA Stokes,95,13.0,0,12.0
P Kumar,11,2.0,0,6.0
OA Shah,186,12.0,0,11.0
Azhar Ali,108,9.0,0,12.0
V Kohli,921,86.0,0,13.0
