Team,Total Matches Played,Runs Scored,Wickets Lost,Got All Out,Runs Conceded,Opponent Wickets Taken,Opponent All Out,Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Runs Made,Home,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average,Strike Rate,Matches Played,ClusterID
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,ME Trescothick,0,0,0,0,0,0,0,0,16,6,0,301,0,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,EC Joyce,0,0,0,0,0,0,0,0,16,6,0,301,0,3.08571,0.2,28.3429,68.6505,35,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,DI Joyce,0,0,0,0,0,0,0,0,8,7,302,263,1,1.33333,0,9.66667,47.541,3,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AC Botha,0,0,0,0,0,0,0,0,8,7,302,263,1,1.25,0.0833333,14.3333,53.75,12,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,JP Bray,0,0,0,0,0,0,0,0,8,7,302,263,1,2.7,0.1,23.4,63.0728,10,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,ME Trescothick,0,0,0,0,0,0,0,0,4,5,0,166,1,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,AJ Strauss,0,0,0,0,0,0,0,0,4,5,0,166,1,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,IR Bell,0,0,0,0,0,0,0,0,4,5,0,166,1,3.63433,0.246269,35.3806,75.6623,134,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Shoaib Malik,0,0,0,0,0,0,0,0,4,12,167,169,0,2.77551,0.193878,28.7041,81.4418,98,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Hafeez,0,0,0,0,0,0,0,0,4,12,167,169,0,4.04511,0.255639,34.3534,78.0625,133,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Younis Khan,0,0,0,0,0,0,0,0,4,12,167,169,0,2.64655,0.215517,28.5,73.2713,116,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,ME Trescothick,0,0,0,0,0,0,0,0,12,15,0,271,1,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,IR Bell,0,0,0,0,0,0,0,0,12,15,0,271,1,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,AJ Strauss,0,0,0,0,0,0,0,0,12,15,0,271,1,3.93243,0.27027,33.9054,79.8028,74,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Shoaib Malik,0,0,0,0,0,0,0,0,14,9,272,274,0,2.77551,0.193878,28.7041,81.4418,98,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Hafeez,0,0,0,0,0,0,0,0,14,9,272,274,0,4.04511,0.255639,34.3534,78.0625,133,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Younis Khan,0,0,0,0,0,0,0,0,14,9,272,274,0,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Hafeez,0,0,0,0,0,0,0,0,18,3,0,235,0,4.04511,0.255639,34.3534,78.0625,133,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Shahid Afridi,0,0,0,0,0,0,0,0,18,3,0,235,0,2.72917,0.0972222,21.4097,127.766,144,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Younis Khan,0,0,0,0,0,0,0,0,18,3,0,235,0,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Yousuf,0,0,0,0,0,0,0,0,18,3,0,235,0,3.27586,0.275862,36.7931,73.9176,58,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,AJ Strauss,0,0,0,0,0,0,0,0,16,2,236,237,1,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,EC Joyce,0,0,0,0,0,0,0,0,16,2,236,237,1,3.08571,0.2,28.3429,68.6505,35,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Hafeez,0,0,0,0,0,0,0,0,0,5,0,154,0,4.04511,0.255639,34.3534,78.0625,133,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Imran Farhat,0,0,0,0,0,0,0,0,0,5,0,154,0,3.03333,0.266667,27.0333,62.9658,30,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,AJ Strauss,0,0,0,0,0,0,0,0,24,3,155,155,1,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,EC Joyce,0,0,0,0,0,0,0,0,24,3,155,155,1,3.08571,0.2,28.3429,68.6505,35,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,IR Bell,0,0,0,0,0,0,0,0,24,3,155,155,1,3.63433,0.246269,35.3806,75.6623,134,4
