Team,Total Matches Played,Runs Scored,Wickets Lost,Got All Out,Runs Conceded,Opponent Wickets Taken,Opponent All Out,Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Runs Made,Home,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average,Strike Rate,Matches Played,ClusterID
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,27,8,19,40,99,4,24,0,4,11,258,237,1,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,ME Trescothick,67,30,37,95,99,4,24,0,4,11,258,237,1,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,GO Jones,0,0,0,0,99,4,24,0,4,11,258,237,1,1.5,0,15.5,110.714,6,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,ST Jayasuriya,86,52,34,98,128,1,39,0,4,12,0,319,0,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,64,26,38,65,128,1,39,0,4,12,0,319,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,0,0,0,0,128,1,39,0,4,12,0,319,0,4.33659,0.360976,41.9854,80.6276,205,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,KP Pietersen,71,42,29,73,131,3,32,0,0,18,320,273,1,3.69892,0.236559,33.4946,82.2117,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,PD Collingwood,25,4,21,30,131,3,32,0,0,18,320,273,1,2.62366,0.193548,30.5161,76.8065,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,0,0,0,0,131,3,32,0,0,18,320,273,1,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,PD Collingwood,20,8,12,25,101,3,19,0,4,15,0,261,1,2.62366,0.193548,30.5161,76.8065,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,IR Bell,26,0,26,62,101,3,19,0,4,15,0,261,1,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,0,0,0,0,101,3,19,0,4,15,0,261,1,1.41667,0.0833333,19,73.7864,24,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,21,0,21,39,149,2,20,0,12,12,262,265,0,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,84,52,32,91,149,2,20,0,12,12,262,265,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,TM Dilshan,0,0,0,4,144,2,15,1,8,19,0,318,0,4.60199,0.273632,38.3632,86.0219,201,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,78,24,54,67,144,2,15,1,8,19,0,318,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,RP Arnold,0,0,0,0,144,2,15,1,8,19,0,318,0,1.14286,0.142857,16.4286,73.2484,14,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,VS Solanki,2,0,2,3,145,2,16,2,0,15,319,285,1,2,0,27,101.887,2,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,1,0,1,7,145,2,16,2,0,15,319,285,1,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,GO Jones,0,0,0,0,145,2,16,2,0,15,319,285,1,1.5,0,15.5,110.714,6,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,AJ Strauss,7,0,7,10,131,1,26,1,14,22,0,321,1,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,ME Trescothick,91,60,31,95,131,1,26,1,14,22,0,321,1,6.625,0.375,49.5,87.4172,8,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,ST Jayasuriya,148,104,44,97,209,0,44,0,0,17,322,324,0,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,WU Tharanga,105,62,43,98,209,0,44,0,0,17,322,324,0,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,0,0,0,0,209,0,44,0,0,17,322,324,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,0,0,0,0,209,0,44,0,0,17,322,324,0,4.33659,0.360976,41.9854,80.6276,205,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,M Kaif,38,4,34,63,134,2,30,1,8,17,0,245,0,1.77778,0.222222,23.8889,61.4286,9,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,MS Dhoni,3,0,3,6,134,2,30,1,8,17,0,245,0,3.47872,0.292553,36.7713,84.1612,188,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,S Chanderpaul,1,0,1,10,105,3,14,1,16,12,246,248,1,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,RR Sarwan,62,36,26,64,105,3,14,1,16,12,246,248,1,2.8254,0.222222,29.1429,69.1005,63,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,Yuvraj Singh,47,20,27,73,87,3,20,0,0,14,0,217,0,4.05833,0.258333,32.525,83.8093,120,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,M Kaif,27,12,15,40,87,3,20,0,0,14,0,217,0,1.77778,0.222222,23.8889,61.4286,9,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,MS Dhoni,0,0,0,0,87,3,20,0,0,14,0,217,0,3.47872,0.292553,36.7713,84.1612,188,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DJ Bravo,15,4,11,23,87,3,24,0,8,19,218,218,1,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,35,12,23,70,87,3,24,0,8,19,218,218,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,15,4,11,35,95,2,14,0,0,22,0,255,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,RR Sarwan,43,4,39,91,95,2,14,0,0,22,0,255,1,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DJ Bravo,0,0,0,0,95,2,14,0,0,22,0,255,1,2.35514,0.11215,23.1589,80.9011,107,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,M Kaif,10,4,6,25,122,4,18,0,4,16,256,236,0,1.77778,0.222222,23.8889,61.4286,9,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,V Sehwag,72,38,34,87,122,4,18,0,4,16,256,236,0,5.88636,0.238636,38.8295,108.649,88,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,SK Raina,0,0,0,0,122,4,18,0,4,16,256,236,0,3.11111,0.216374,28.9064,91.8944,171,0
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,MN Samuels,18,10,8,26,72,3,22,0,24,11,0,241,1,3.74757,0.23301,31.6214,74.5821,103,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,6,4,2,25,72,3,22,0,24,11,0,241,1,3.35714,0.178571,29.3571,75.7604,28,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Shoaib Malik,5,4,1,4,79,3,23,1,4,15,242,187,0,2.77551,0.193878,28.7041,81.4418,98,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Inzamam-ul-Haq,34,16,18,61,79,3,23,1,4,15,242,187,0,3.16667,0,26.9167,70.989,12,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Kamran Akmal,0,0,0,0,79,3,23,1,4,15,242,187,0,3.01124,0.11236,23.0787,81.4433,89,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Naved-ul-Hasan,0,0,0,0,79,3,23,1,4,15,242,187,0,1.15,0,11.35,83.4559,20,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,JP Bray,63,36,27,86,90,5,14,0,4,13,0,221,0,2.7,0.1,23.4,63.0728,10,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AR White,8,0,8,24,90,5,14,0,4,13,0,221,0,1.17647,0,14.1765,59.9502,17,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,S Matsikenyeri,16,14,2,18,99,3,26,2,12,12,222,221,0,2,0.106383,19.9787,75.7869,47,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,BRM Taylor,0,0,0,0,99,3,26,2,12,12,222,221,0,3.3,0.26,33.56,76.3421,100,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,KP Pietersen,47,22,25,69,76,3,27,0,0,19,0,209,0,3.69892,0.236559,33.4946,82.2117,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,PD Collingwood,25,8,17,43,76,3,27,0,0,19,0,209,0,2.62366,0.193548,30.5161,76.8065,93,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,JDP Oram,34,14,20,47,104,4,23,0,0,20,210,210,0,2.70833,0.1875,25.0417,95.8533,48,0
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,SB Styris,59,24,35,85,104,4,23,0,0,20,210,210,0,3.20755,0.264151,33.8302,78.7094,53,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,Yuvraj Singh,10,0,10,20,61,4,18,0,12,13,0,191,0,4.05833,0.258333,32.525,83.8093,120,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,SC Ganguly,37,12,25,90,61,4,18,0,12,13,0,191,0,4.56,0.36,36.8,68.2999,25,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Mushfiqur Rahim,22,6,16,52,100,3,12,0,16,7,192,192,0,2.61111,0.18254,27.7778,75.2526,126,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Shakib Al Hasan,29,8,21,60,100,3,12,0,16,7,192,192,0,2.86992,0.252033,29.9106,79.0163,123,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Kamran Akmal,27,16,11,44,60,6,22,0,0,6,0,132,0,3.01124,0.11236,23.0787,81.4433,89,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Sami,0,0,0,0,60,6,22,0,0,6,0,132,0,1.75,0,16,56.6372,4,3
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Iftikhar Anjum,0,0,0,0,60,6,22,0,0,6,0,132,0,0.666667,0,7.33333,58.7786,21,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,KJ O'Brien,1,0,1,19,65,4,12,0,18,7,133,133,0,2.64706,0.0588235,22.3824,79.4363,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,NJ O'Brien,58,20,38,93,65,4,12,0,18,7,133,133,0,2.55882,0.176471,25.5882,69.378,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AR White,0,0,0,0,65,4,12,0,18,7,133,133,0,1.17647,0,14.1765,59.9502,17,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,WK McCallan,0,0,0,0,65,4,12,0,18,7,133,133,0,0.692308,0,7.69231,56.8182,13,3
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,BRM Taylor,34,10,24,91,60,4,27,0,0,14,0,202,0,3.3,0.26,33.56,76.3421,100,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,SC Williams,24,8,16,35,60,4,27,0,0,14,0,202,0,2.56923,0.276923,28.5385,80.7927,65,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,5,0,5,15,88,3,14,0,0,13,203,204,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,MN Samuels,24,12,12,42,88,3,14,0,0,13,203,204,1,3.74757,0.23301,31.6214,74.5821,103,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DJ Bravo,0,0,0,0,88,3,14,0,0,13,203,204,1,2.35514,0.11215,23.1589,80.9011,107,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,6,0,6,10,121,1,22,0,14,21,0,318,0,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,28,10,18,59,121,1,22,0,14,21,0,318,0,3.20833,0.244792,31.6979,79.1109,192,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Mohammad Ashraful,22,12,10,39,61,5,14,2,4,18,319,112,0,2.17722,0.113924,19.4557,63.9085,79,1
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Mohammad Rafique,0,0,0,2,61,5,14,2,4,18,319,112,0,0.5,0,8.16667,63.2258,12,1
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Abdur Razzak,0,0,0,0,61,5,14,2,4,18,319,112,0,0.849315,0.0136986,8.39726,73.8554,73,1
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Yousuf,2,0,2,7,125,2,31,1,8,20,0,349,0,3.27586,0.275862,36.7931,73.9176,58,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Imran Nazir,81,48,33,84,125,2,31,1,8,20,0,349,0,4.66667,0.133333,29,96.0265,15,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Younis Khan,0,0,0,0,125,2,31,1,8,20,0,349,0,2.64655,0.215517,28.5,73.2713,116,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,LPC Silva,16,4,12,22,77,3,26,0,0,20,0,254,0,2.55556,0.244444,26.0222,69.4543,45,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,WU Tharanga,59,24,35,85,77,3,26,0,0,20,0,254,0,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,TM Dilshan,0,0,0,0,77,3,26,0,0,20,0,254,0,4.60199,0.273632,38.3632,86.0219,201,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,R Dravid,28,8,20,61,97,4,16,2,0,17,255,185,0,2.83721,0.255814,29.8605,72.7067,43,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,AB Agarkar,6,0,6,8,97,4,16,2,0,17,255,185,0,0.3125,0,5.75,44.6602,16,3
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,Harbhajan Singh,0,0,0,0,97,4,16,2,0,17,255,185,0,0.901639,0,9.98361,76.4115,61,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AC Botha,14,4,10,28,83,4,7,0,10,12,0,183,0,1.25,0.0833333,14.3333,53.75,12,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,KJ O'Brien,6,0,6,27,83,4,7,0,10,12,0,183,0,2.64706,0.0588235,22.3824,79.4363,34,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,S Chanderpaul,85,60,25,89,121,1,22,1,4,14,184,190,1,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,MN Samuels,4,4,0,8,121,1,22,1,4,14,184,190,1,3.74757,0.23301,31.6214,74.5821,103,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,MJ Clarke,13,0,13,23,171,2,21,0,26,12,0,377,0,3.10294,0.301471,35.9265,74.0303,136,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,RT Ponting,36,18,18,50,171,2,21,0,26,12,0,377,0,4.17431,0.33945,38.1009,80.8606,109,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,HH Gibbs,9,4,5,14,169,1,25,0,6,16,378,294,0,4.61538,0.307692,35.6923,83.4157,52,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,JH Kallis,21,12,9,31,169,1,25,0,6,16,378,294,0,3.58621,0.356322,37.2644,76.4442,87,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,AG Prince,0,0,0,0,169,1,25,0,6,16,378,294,0,1.14286,0,18.1429,76.506,7,1
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,MV Boucher,0,0,0,0,169,1,25,0,6,16,378,294,0,2.21053,0.0877193,22.2281,89.3512,57,0
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,MJ Clarke,39,16,23,44,118,2,39,0,14,17,0,322,0,3.10294,0.301471,35.9265,74.0303,136,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,ML Hayden,76,28,48,96,118,2,39,0,14,17,0,322,0,6.37838,0.378378,50.6757,83.3333,37,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,A Symonds,0,0,0,0,118,2,39,0,14,17,0,322,0,3.44186,0.302326,32.0465,91.5615,43,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,D Ramdin,5,4,1,7,82,3,22,2,18,23,323,219,1,1.7439,0.097561,19.1951,81.1759,82,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,50,28,22,67,82,3,22,2,18,23,323,219,1,3.35714,0.178571,29.3571,75.7604,28,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,RP Arnold,5,0,5,17,92,5,15,0,0,21,0,209,0,1.14286,0.142857,16.4286,73.2484,14,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,TM Dilshan,15,4,11,28,92,5,15,0,0,21,0,209,0,4.60199,0.273632,38.3632,86.0219,201,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,JH Kallis,60,16,44,68,127,2,19,0,0,15,210,212,0,3.58621,0.356322,37.2644,76.4442,87,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,HH Gibbs,27,4,23,43,127,2,19,0,0,15,210,212,0,4.61538,0.307692,35.6923,83.4157,52,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,MV Boucher,0,0,0,0,127,2,19,0,0,15,210,212,0,2.21053,0.0877193,22.2281,89.3512,57,0
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,JM Kemp,0,0,0,0,127,2,19,0,0,15,210,212,0,2.3,0.15,23.55,66.5254,20,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,18,0,18,27,85,4,25,0,8,15,0,177,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DJ Bravo,16,0,16,24,85,4,25,0,8,15,0,177,1,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,D Ramdin,0,0,0,0,85,4,25,0,8,15,0,177,1,1.7439,0.097561,19.1951,81.1759,82,1
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,SB Styris,40,8,32,60,83,3,35,0,4,15,178,179,0,3.20755,0.264151,33.8302,78.7094,53,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,CD McMillan,18,12,6,31,83,3,35,0,4,15,178,179,0,3.8125,0.1875,29.75,83.9506,16,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,A Flintoff,9,4,5,16,92,3,20,1,8,12,0,266,0,2.4375,0.09375,22.5,86.5385,32,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,PD Collingwood,17,8,9,30,92,3,20,1,8,12,0,266,0,2.62366,0.193548,30.5161,76.8065,93,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,NJ O'Brien,53,16,37,70,88,3,16,1,0,16,267,218,0,2.55882,0.176471,25.5882,69.378,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,KJ O'Brien,0,0,0,0,88,3,16,1,0,16,267,218,0,2.64706,0.0588235,22.3824,79.4363,34,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,45,6,39,77,107,2,30,0,20,20,0,303,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,ST Jayasuriya,77,48,29,80,107,2,30,0,20,20,0,303,0,4.91549,0.211268,33.9859,98.4898,71,0
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,RR Sarwan,23,0,23,54,72,3,18,0,16,21,304,190,1,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,S Chanderpaul,34,10,24,81,72,3,18,0,16,21,304,190,1,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,MN Samuels,0,0,0,0,72,3,18,0,16,21,304,190,1,3.74757,0.23301,31.6214,74.5821,103,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Habibul Bashar,2,0,2,8,79,2,18,1,0,17,0,174,0,1.125,0,15.25,51.2605,16,3
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Shakib Al Hasan,17,4,13,28,79,2,18,1,0,17,0,174,0,2.86992,0.252033,29.9106,79.0163,123,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Mohammad Ashraful,0,0,0,0,79,2,18,1,0,17,0,174,0,2.17722,0.113924,19.4557,63.9085,79,1
