Team,Total Matches Played,Runs Scored,Wickets Lost,Got All Out,Runs Conceded,Opponent Wickets Taken,Opponent All Out,Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Runs Made,Home,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average,Strike Rate,Matches Played,ClusterID
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,20,4,16,43,144,4,18,0,8,22,0,271,1,1.41667,0.0833333,19,73.7864,24,1
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Younis Khan,94,54,40,103,140,2,32,0,18,10,272,274,0,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Yousuf,57,20,37,94,140,2,32,0,18,10,272,274,0,3.27586,0.275862,36.7931,73.9176,58,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Inzamam-ul-Haq,0,0,0,0,140,2,32,0,18,10,272,274,0,3.16667,0,26.9167,70.989,12,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Shahid Afridi,0,0,0,0,140,2,32,0,18,10,272,274,0,2.72917,0.0972222,21.4097,127.766,144,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Kamran Akmal,4,0,4,11,106,5,13,1,4,12,0,235,0,3.01124,0.11236,23.0787,81.4433,89,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Abdul Razzaq,8,0,8,20,106,5,13,1,4,12,0,235,0,2.225,0.075,20.475,82.0641,40,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Shoaib Akhtar,0,0,0,0,106,5,13,1,4,12,0,235,0,0.421053,0,3.21053,67.033,19,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,IR Bell,64,32,32,84,142,2,17,0,16,10,236,237,1,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,KP Pietersen,4,0,4,8,142,2,17,0,16,10,236,237,1,3.69892,0.236559,33.4946,82.2117,93,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Younis Khan,26,8,18,57,71,6,16,1,4,11,0,154,0,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Naved-ul-Hasan,4,0,4,10,71,6,16,1,4,11,0,154,0,1.15,0,11.35,83.4559,20,1
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Iftikhar Anjum,0,0,0,0,71,6,16,1,4,11,0,154,0,0.666667,0,7.33333,58.7786,21,3
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,RP Arnold,2,0,2,6,133,3,23,1,4,14,0,257,0,1.14286,0.142857,16.4286,73.2484,14,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,WU Tharanga,91,48,43,122,133,3,23,1,4,14,0,257,0,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,CK Kapugedera,0,0,0,0,133,3,23,1,4,14,0,257,0,1.74138,0.12069,21.1379,68.6066,58,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,GO Jones,5,0,5,6,123,4,15,1,4,26,258,237,1,1.5,0,15.5,110.714,6,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,37,12,25,60,123,4,15,1,4,26,258,237,1,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,TT Bresnan,0,0,0,0,123,4,15,1,4,26,258,237,1,1.52381,0.015873,13.8095,88.4146,63,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,3,0,3,4,167,1,16,1,18,17,0,319,0,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,ST Jayasuriya,97,56,41,121,167,1,16,1,18,17,0,319,0,4.91549,0.211268,33.9859,98.4898,71,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,PD Collingwood,36,4,32,46,163,3,18,1,4,28,320,273,1,2.62366,0.193548,30.5161,76.8065,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,5,0,5,9,163,3,18,1,4,28,320,273,1,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,GO Jones,0,0,0,0,163,3,18,1,4,28,320,273,1,1.5,0,15.5,110.714,6,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,3,0,3,7,120,3,19,1,8,15,0,261,1,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,IR Bell,29,0,29,68,120,3,19,1,8,15,0,261,1,3.63433,0.246269,35.3806,75.6623,134,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,26,0,26,51,169,2,24,0,24,16,262,265,0,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,103,64,39,110,169,2,24,0,24,16,262,265,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,91,28,63,84,159,3,27,1,8,14,0,318,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,RP Arnold,7,0,7,7,159,3,27,1,8,14,0,318,0,1.14286,0.142857,16.4286,73.2484,14,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,MF Maharoof,0,0,0,0,159,3,27,1,8,14,0,318,0,1.38889,0.0277778,14.3611,81.2893,36,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,WPUJC Vaas,0,0,0,0,159,3,27,1,8,14,0,318,0,0.653846,0,8.65385,66.1765,26,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,GO Jones,1,0,1,1,161,4,15,1,14,21,319,285,1,1.5,0,15.5,110.714,6,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,7,0,7,22,161,4,15,1,14,21,319,285,1,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,AJ Strauss,21,4,17,26,157,2,36,0,8,19,0,321,1,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,ME Trescothick,113,70,43,110,157,2,36,0,8,19,0,321,1,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,VS Solanki,0,0,0,0,157,2,36,0,8,19,0,321,1,2,0,27,101.887,2,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,0,0,0,0,157,2,36,0,8,19,0,321,1,1.41667,0.0833333,19,73.7864,24,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,4,0,4,7,253,0,17,2,20,6,322,324,0,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,5,0,5,11,253,0,17,2,20,6,322,324,0,3.20833,0.244792,31.6979,79.1109,192,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,M Kaif,54,8,46,80,164,3,25,0,0,11,0,245,0,1.77778,0.222222,23.8889,61.4286,9,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,MS Dhoni,12,4,8,19,164,3,25,0,0,11,0,245,0,3.47872,0.292553,36.7713,84.1612,188,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,IK Pathan,0,0,0,0,164,3,25,0,0,11,0,245,0,1.875,0.025,16.85,78.2811,40,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,RR Sarwan,72,40,32,79,119,4,28,0,4,14,246,248,1,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,S Chanderpaul,19,12,7,25,119,4,28,0,4,14,246,248,1,3.57143,0.396825,40.8254,68.0783,63,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,MS Dhoni,3,0,3,11,107,3,14,1,8,16,0,217,0,3.47872,0.292553,36.7713,84.1612,188,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,M Kaif,33,12,21,54,107,3,14,1,8,16,0,217,0,1.77778,0.222222,23.8889,61.4286,9,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DJ Bravo,29,4,25,40,111,3,27,0,22,15,218,218,1,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,48,20,28,83,111,3,27,0,22,15,218,218,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DJ Bravo,5,0,5,4,109,2,22,1,6,18,0,255,1,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,23,4,19,49,109,2,22,1,6,18,0,255,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,WW Hinds,0,0,0,0,109,2,22,1,6,18,0,255,1,1.11111,0,12,38.9892,9,3
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,V Sehwag,88,42,46,103,140,4,20,1,4,14,256,236,0,5.88636,0.238636,38.8295,108.649,88,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,SK Raina,2,0,2,13,140,4,20,1,4,14,256,236,0,3.11111,0.216374,28.9064,91.8944,171,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,AB Agarkar,0,0,0,0,140,4,20,1,4,14,256,236,0,0.3125,0,5.75,44.6602,16,3
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,Harbhajan Singh,0,0,0,0,140,4,20,1,4,14,256,236,0,0.901639,0,9.98361,76.4115,61,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,MN Samuels,35,24,11,39,94,3,35,0,0,19,0,241,1,3.74757,0.23301,31.6214,74.5821,103,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,24,14,10,43,94,3,35,0,0,19,0,241,1,3.35714,0.178571,29.3571,75.7604,28,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Shoaib Malik,19,8,11,21,102,4,19,2,4,15,242,187,0,2.77551,0.193878,28.7041,81.4418,98,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Naved-ul-Hasan,3,0,3,7,102,4,19,2,4,15,242,187,0,1.15,0,11.35,83.4559,20,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AR White,17,4,13,37,104,5,17,0,16,15,0,221,0,1.17647,0,14.1765,59.9502,17,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,JP Bray,71,36,35,103,104,5,17,0,16,15,0,221,0,2.7,0.1,23.4,63.0728,10,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,DT Johnston,0,0,0,0,104,5,17,0,16,15,0,221,0,1.27273,0,12.1818,74.2382,22,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,BRM Taylor,8,4,4,13,125,5,24,0,12,5,222,221,0,3.3,0.26,33.56,76.3421,100,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,S Matsikenyeri,32,22,10,36,125,5,24,0,12,5,222,221,0,2,0.106383,19.9787,75.7869,47,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,KP Pietersen,60,22,38,90,103,3,19,1,4,8,0,209,0,3.69892,0.236559,33.4946,82.2117,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,JWM Dalrymple,0,0,0,0,103,3,19,1,4,8,0,209,0,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,A Flintoff,0,0,0,0,103,3,19,1,4,8,0,209,0,2.4375,0.09375,22.5,86.5385,32,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,PA Nixon,0,0,0,0,103,3,19,1,4,8,0,209,0,1.35294,0,16,79.3003,17,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,LE Plunkett,0,0,0,0,103,3,19,1,4,8,0,209,0,1.38095,0,13.1905,113.992,21,0
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,JDP Oram,46,14,32,64,127,4,20,0,12,14,210,210,0,2.70833,0.1875,25.0417,95.8533,48,0
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,SB Styris,67,24,43,100,127,4,20,0,12,14,210,210,0,3.20755,0.264151,33.8302,78.7094,53,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,Yuvraj Singh,25,8,17,36,79,4,25,0,0,20,0,191,0,4.05833,0.258333,32.525,83.8093,120,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,SC Ganguly,47,16,31,105,79,4,25,0,0,20,0,191,0,4.56,0.36,36.8,68.2999,25,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Mushfiqur Rahim,29,10,19,67,112,3,23,0,12,5,192,192,0,2.61111,0.18254,27.7778,75.2526,126,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Shakib Al Hasan,45,20,25,76,112,3,23,0,12,5,192,192,0,2.86992,0.252033,29.9106,79.0163,123,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Habibul Bashar,0,0,0,0,112,3,23,0,12,5,192,192,0,1.125,0,15.25,51.2605,16,3
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Mohammad Sami,3,0,3,14,82,6,6,2,4,5,0,132,0,1.75,0,16,56.6372,4,3
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Iftikhar Anjum,3,0,3,14,82,6,6,2,4,5,0,132,0,0.666667,0,7.33333,58.7786,21,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,KJ O'Brien,8,4,4,28,77,4,25,3,4,5,133,133,0,2.64706,0.0588235,22.3824,79.4363,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,DT Johnston,0,0,0,0,77,4,25,3,4,5,133,133,0,1.27273,0,12.1818,74.2382,22,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,SC Williams,30,8,22,44,87,4,14,0,8,15,0,202,0,2.56923,0.276923,28.5385,80.7927,65,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,BRM Taylor,42,10,32,113,87,4,14,0,8,15,0,202,0,3.3,0.26,33.56,76.3421,100,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,12,0,12,30,102,3,13,1,14,14,203,204,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DJ Bravo,2,0,2,7,102,3,13,1,14,14,203,204,1,2.35514,0.11215,23.1589,80.9011,107,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,45,20,25,69,143,1,35,0,16,12,0,318,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,KC Sangakkara,24,4,20,31,143,1,35,0,16,12,0,318,0,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,LPC Silva,0,0,0,0,143,1,35,0,16,12,0,318,0,2.55556,0.244444,26.0222,69.4543,45,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Mohammad Ashraful,37,16,21,53,75,7,22,1,8,0,319,112,0,2.17722,0.113924,19.4557,63.9085,79,1
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Abdur Razzak,0,0,0,1,75,7,22,1,8,0,319,112,0,0.849315,0.0136986,8.39726,73.8554,73,1
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,Syed Rasel,0,0,0,0,75,7,22,1,8,0,319,112,0,0.222222,0,2.88889,37.6812,18,3
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Imran Nazir,99,56,43,96,156,3,28,1,42,12,0,349,0,4.66667,0.133333,29,96.0265,15,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,Younis Khan,9,0,9,15,156,3,28,1,42,12,0,349,0,2.64655,0.215517,28.5,73.2713,116,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,TM Dilshan,6,0,6,8,103,3,20,1,12,19,0,254,0,4.60199,0.273632,38.3632,86.0219,201,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,LPC Silva,25,4,21,37,103,3,20,1,12,19,0,254,0,2.55556,0.244444,26.0222,69.4543,45,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,Harbhajan Singh,1,0,1,1,113,6,17,1,16,7,255,185,0,0.901639,0,9.98361,76.4115,61,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,R Dravid,40,8,32,73,113,6,17,1,16,7,255,185,0,2.83721,0.255814,29.8605,72.7067,43,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,Z Khan,0,0,0,0,113,6,17,1,16,7,255,185,0,0.974359,0,8.35897,60.9346,39,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,MM Patel,0,0,0,0,113,6,17,1,16,7,255,185,0,0.363636,0,3.22727,66.9811,22,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AC Botha,25,10,15,40,90,4,22,0,0,10,0,183,0,1.25,0.0833333,14.3333,53.75,12,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,KJ O'Brien,17,4,13,46,90,4,22,0,0,10,0,183,0,2.64706,0.0588235,22.3824,79.4363,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AR White,0,0,0,0,90,4,22,0,0,10,0,183,0,1.17647,0,14.1765,59.9502,17,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,WK McCallan,0,0,0,0,90,4,22,0,0,10,0,183,0,0.692308,0,7.69231,56.8182,13,3
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,S Chanderpaul,94,60,34,106,143,2,18,0,16,6,184,190,1,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,MN Samuels,13,8,5,22,143,2,18,0,16,6,184,190,1,3.74757,0.23301,31.6214,74.5821,103,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,RT Ponting,52,26,26,63,192,2,38,0,24,20,0,377,0,4.17431,0.33945,38.1009,80.8606,109,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,MJ Clarke,35,18,17,40,192,2,38,0,24,20,0,377,0,3.10294,0.301471,35.9265,74.0303,136,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,MV Boucher,4,0,4,11,194,1,22,2,14,14,378,294,0,2.21053,0.0877193,22.2281,89.3512,57,0
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,JH Kallis,30,12,18,42,194,1,22,2,14,14,378,294,0,3.58621,0.356322,37.2644,76.4442,87,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,JM Kemp,0,0,0,0,194,1,22,2,14,14,378,294,0,2.3,0.15,23.55,66.5254,20,1
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,A Symonds,10,4,6,16,157,2,31,1,4,16,0,322,0,3.44186,0.302326,32.0465,91.5615,43,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,ML Hayden,95,38,57,108,157,2,31,1,4,16,0,322,0,6.37838,0.378378,50.6757,83.3333,37,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,MEK Hussey,0,0,0,0,157,2,31,1,4,16,0,322,0,2.7563,0.260504,34.084,82.4893,119,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,D Ramdin,19,12,7,18,104,5,41,0,10,17,323,219,1,1.7439,0.097561,19.1951,81.1759,82,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,77,38,39,86,104,5,41,0,10,17,323,219,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,DR Smith,0,0,0,0,104,5,41,0,10,17,323,219,1,2.5,0.12,17.96,84.5574,50,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,JE Taylor,0,0,0,0,104,5,41,0,10,17,323,219,1,0.903226,0,6.96774,83.3977,31,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,RP Arnold,14,0,14,34,107,5,21,0,8,19,0,209,0,1.14286,0.142857,16.4286,73.2484,14,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,TM Dilshan,27,4,23,42,107,5,21,0,8,19,0,209,0,4.60199,0.273632,38.3632,86.0219,201,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,JH Kallis,69,16,53,85,146,2,15,2,0,13,210,212,0,3.58621,0.356322,37.2644,76.4442,87,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,JM Kemp,2,0,2,5,146,2,15,2,0,13,210,212,0,2.3,0.15,23.55,66.5254,20,1
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,SM Pollock,0,0,0,0,146,2,15,2,0,13,210,212,0,1.58621,0.0689655,16.931,82.3826,29,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,BC Lara,33,4,29,43,110,4,23,1,4,9,0,177,1,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,D Ramdin,6,4,2,8,110,4,23,1,4,9,0,177,1,1.7439,0.097561,19.1951,81.1759,82,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,LMP Simmons,0,0,0,0,110,4,23,1,4,9,0,177,1,3.3125,0.28125,30.5938,71.4338,64,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,SB Styris,51,12,39,74,118,3,19,0,16,20,178,179,0,3.20755,0.264151,33.8302,78.7094,53,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,CD McMillan,26,12,14,48,118,3,19,0,16,20,178,179,0,3.8125,0.1875,29.75,83.9506,16,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,PD Collingwood,25,8,17,40,112,4,20,0,8,15,0,266,0,2.62366,0.193548,30.5161,76.8065,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,A Flintoff,21,12,9,38,112,4,20,0,8,15,0,266,0,2.4375,0.09375,22.5,86.5385,32,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,KJ O'Brien,7,0,7,16,104,4,16,0,10,8,267,218,0,2.64706,0.0588235,22.3824,79.4363,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,NJ O'Brien,62,16,46,84,104,4,16,0,10,8,267,218,0,2.55882,0.176471,25.5882,69.378,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,AR White,0,0,0,0,104,4,16,0,10,8,267,218,0,1.17647,0,14.1765,59.9502,17,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,DT Johnston,0,0,0,0,104,4,16,0,10,8,267,218,0,1.27273,0,12.1818,74.2382,22,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,ST Jayasuriya,102,60,42,99,137,2,40,0,4,23,0,303,0,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,DPMD Jayawardene,60,14,46,90,137,2,40,0,4,23,0,303,0,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,LPC Silva,0,0,0,0,137,2,40,0,4,23,0,303,0,2.55556,0.244444,26.0222,69.4543,45,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,S Chanderpaul,48,16,32,95,90,3,37,1,12,13,304,190,1,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,MN Samuels,2,0,2,2,90,3,37,1,12,13,304,190,1,3.74757,0.23301,31.6214,74.5821,103,4
