Match Index,Batsman,Player Total Runs ,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment, Total HR till Segment, Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Team,Home,Segment
18,CD McMillan,27.0,12.0,15.0,32,40.0,3,26.0,0,0.0,8.0,8,36,38,74,210,210,13,New Zealand,0,4
18,SB Styris,32.0,20.0,12.0,41,40.0,3,26.0,0,0.0,8.0,8,36,38,74,210,210,13,New Zealand,0,4
18,JDP Oram,0.0,0.0,0.0,0,40.0,3,26.0,0,0.0,8.0,8,36,38,74,210,210,13,New Zealand,0,4
19,Shoaib Malik,1.0,0.0,1.0,8,29.0,2,15.0,2,4.0,1.0,5,28,21,49,0,132,19,Pakistan,0,4
19,Imran Nazir,23.0,12.0,11.0,48,29.0,2,15.0,2,4.0,1.0,5,28,21,49,0,132,19,Pakistan,0,4
19,Kamran Akmal,0.0,0.0,0.0,0,29.0,2,15.0,2,4.0,1.0,5,28,21,49,0,132,19,Pakistan,0,4
19,NJ O'Brien,25.0,8.0,17.0,38,31.0,2,9.0,0,4.0,8.0,12,16,36,52,133,133,5,Ireland,0,4
19,WTS Porterfield,10.0,4.0,6.0,37,31.0,2,9.0,0,4.0,8.0,12,16,36,52,133,133,5,Ireland,0,4
23,BRM Taylor,11.0,4.0,7.0,37,23.0,3,16.0,0,0.0,10.0,10,20,29,49,0,202,13,Zimbabwe,0,4
23,S Matsikenyeri,15.0,8.0,7.0,25,23.0,3,16.0,0,0.0,10.0,10,20,29,49,0,202,13,Zimbabwe,0,4
23,SC Williams,0.0,0.0,0.0,0,23.0,3,16.0,0,0.0,10.0,10,20,29,49,0,202,13,Zimbabwe,0,4
23,CH Gayle,36.0,30.0,6.0,45,21.0,0,33.0,0,0.0,9.0,9,42,21,63,203,204,13,West Indies,1,4
23,S Chanderpaul,18.0,12.0,6.0,52,21.0,0,33.0,0,0.0,9.0,9,42,21,63,203,204,13,West Indies,1,4
23,RR Sarwan,0.0,0.0,0.0,0,21.0,0,33.0,0,0.0,9.0,9,42,21,63,203,204,13,West Indies,1,4
23,MN Samuels,0.0,0.0,0.0,0,21.0,0,33.0,0,0.0,9.0,9,42,21,63,203,204,13,West Indies,1,4
26,DPMD Jayawardene,2.0,0.0,2.0,4,55.0,0,36.0,1,8.0,8.0,16,64,43,107,0,318,15,Sri Lanka,0,4
26,ST Jayasuriya,63.0,44.0,19.0,53,55.0,0,36.0,1,8.0,8.0,16,64,43,107,0,318,15,Sri Lanka,0,4
26,Shakib Al Hasan,2.0,0.0,2.0,18,25.0,3,2.0,1,8.0,9.0,17,24,20,44,319,112,5,Bangladesh,0,4
26,Habibul Bashar,1.0,0.0,1.0,15,25.0,3,2.0,1,8.0,9.0,17,24,20,44,319,112,5,Bangladesh,0,4
26,Mohammad Ashraful,0.0,0.0,0.0,0,25.0,3,2.0,1,8.0,9.0,17,24,20,44,319,112,5,Bangladesh,0,4
27,Imran Nazir,33.0,22.0,11.0,40,31.0,1,33.0,0,12.0,13.0,25,52,37,89,0,349,9,Pakistan,0,4
27,Shoaib Malik,16.0,10.0,6.0,26,31.0,1,33.0,0,12.0,13.0,25,52,37,89,0,349,9,Pakistan,0,4
27,Inzamam-ul-Haq,0.0,0.0,0.0,0,31.0,1,33.0,0,12.0,13.0,25,52,37,89,0,349,9,Pakistan,0,4
27,E Chigumbura,27.0,24.0,3.0,10,23.0,3,51.0,2,12.0,9.0,21,52,43,95,350,99,4,Zimbabwe,0,4
27,GB Brent,0.0,0.0,0.0,0,23.0,3,51.0,2,12.0,9.0,21,52,43,95,350,99,4,Zimbabwe,0,4
27,SC Williams,4.0,0.0,4.0,6,23.0,3,51.0,2,12.0,9.0,21,52,43,95,350,99,4,Zimbabwe,0,4
27,P Utseya,0.0,0.0,0.0,0,23.0,3,51.0,2,12.0,9.0,21,52,43,95,350,99,4,Zimbabwe,0,4
27,T Mupariwa,0.0,0.0,0.0,0,23.0,3,51.0,2,12.0,9.0,21,52,43,95,350,99,4,Zimbabwe,0,4
27,CB Mpofu,0.0,0.0,0.0,0,23.0,3,51.0,2,12.0,9.0,21,52,43,95,350,99,4,Zimbabwe,0,4
29,WU Tharanga,24.0,12.0,12.0,39,28.0,1,14.0,1,8.0,9.0,17,28,31,59,0,254,19,Sri Lanka,0,4
29,KC Sangakkara,5.0,4.0,1.0,12,28.0,1,14.0,1,8.0,9.0,17,28,31,59,0,254,19,Sri Lanka,0,4
29,V Sehwag,32.0,22.0,10.0,29,40.0,1,22.0,2,8.0,14.0,22,46,38,84,255,185,5,India,0,4
29,R Dravid,5.0,4.0,1.0,9,40.0,1,22.0,2,8.0,14.0,22,46,38,84,255,185,5,India,0,4
30,EJG Morgan,18.0,6.0,12.0,31,39.0,1,13.0,0,8.0,5.0,13,38,27,65,0,183,10,Ireland,0,4
30,JP Bray,34.0,24.0,10.0,58,39.0,1,13.0,0,8.0,5.0,13,38,27,65,0,183,10,Ireland,0,4
30,NJ O'Brien,0.0,0.0,0.0,0,39.0,1,13.0,0,8.0,5.0,13,38,27,65,0,183,10,Ireland,0,4
30,S Chanderpaul,34.0,20.0,14.0,48,50.0,1,9.0,0,38.0,10.0,48,70,37,107,184,190,5,West Indies,1,4
30,RR Sarwan,7.0,0.0,7.0,32,50.0,1,9.0,0,38.0,10.0,48,70,37,107,184,190,5,West Indies,1,4
31,ML Hayden,64.0,50.0,14.0,47,77.0,0,29.0,1,38.0,5.0,43,118,31,149,0,377,2,Australia,0,4
31,RT Ponting,0.0,0.0,0.0,1,77.0,0,29.0,1,38.0,5.0,43,118,31,149,0,377,2,Australia,0,4
31,GC Smith,48.0,36.0,12.0,36,70.0,0,40.0,0,30.0,11.0,41,112,39,151,378,294,3,South Africa,0,4
31,AB de Villiers,62.0,46.0,16.0,57,70.0,0,40.0,0,30.0,11.0,41,112,39,151,378,294,3,South Africa,0,4
34,ML Hayden,26.0,12.0,14.0,46,48.0,1,20.0,1,8.0,11.0,19,42,45,87,0,322,9,Australia,0,4
34,MJ Clarke,0.0,0.0,0.0,1,48.0,1,20.0,1,8.0,11.0,19,42,45,87,0,322,9,Australia,0,4
34,BC Lara,8.0,0.0,8.0,20,15.0,3,15.0,0,12.0,6.0,18,16,32,48,323,219,6,West Indies,1,4
34,RR Sarwan,11.0,0.0,11.0,27,15.0,3,15.0,0,12.0,6.0,18,16,32,48,323,219,6,West Indies,1,4
35,KC Sangakkara,13.0,8.0,5.0,18,44.0,1,19.0,2,8.0,11.0,19,44,38,82,0,209,4,Sri Lanka,0,4
35,LPC Silva,0.0,0.0,0.0,2,44.0,1,19.0,2,8.0,11.0,19,44,38,82,0,209,4,Sri Lanka,0,4
35,GC Smith,55.0,34.0,21.0,54,44.0,1,41.0,0,0.0,16.0,16,46,55,101,210,212,4,South Africa,0,4
35,JH Kallis,30.0,12.0,18.0,33,44.0,1,41.0,0,0.0,16.0,16,46,55,101,210,212,4,South Africa,0,4
35,HH Gibbs,0.0,0.0,0.0,0,44.0,1,41.0,0,0.0,16.0,16,46,55,101,210,212,4,South Africa,0,4
36,RR Sarwan,11.0,4.0,7.0,22,24.0,1,25.0,0,12.0,13.0,25,44,30,74,0,177,4,West Indies,1,4
36,CH Gayle,34.0,28.0,6.0,43,24.0,1,25.0,0,12.0,13.0,25,44,30,74,0,177,4,West Indies,1,4
36,MN Samuels,0.0,0.0,0.0,0,24.0,1,25.0,0,12.0,13.0,25,44,30,74,0,177,4,West Indies,1,4
36,SB Styris,1.0,0.0,1.0,17,35.0,2,11.0,0,10.0,15.0,25,38,33,71,178,179,4,New Zealand,0,4
36,SP Fleming,30.0,20.0,10.0,50,35.0,2,11.0,0,10.0,15.0,25,38,33,71,178,179,4,New Zealand,0,4
37,Shakib Al Hasan,23.0,6.0,17.0,33,37.0,4,20.0,0,4.0,19.0,23,18,62,80,0,104,6,Bangladesh,0,4
37,Habibul Bashar,13.0,0.0,13.0,26,37.0,4,20.0,0,4.0,19.0,23,18,62,80,0,104,6,Bangladesh,0,4
37,Mashrafe Mortaza,0.0,0.0,0.0,0,37.0,4,20.0,0,4.0,19.0,23,18,62,80,0,104,6,Bangladesh,0,4
38,DPMD Jayawardene,10.0,0.0,10.0,25,28.0,2,11.0,0,30.0,12.0,42,42,39,81,0,303,12,Sri Lanka,0,4
38,ST Jayasuriya,14.0,4.0,10.0,38,28.0,2,11.0,0,30.0,12.0,42,42,39,81,0,303,12,Sri Lanka,0,4
38,S Chanderpaul,4.0,0.0,4.0,28,34.0,2,8.0,1,0.0,15.0,15,16,41,57,304,190,8,West Indies,1,4
38,RR Sarwan,5.0,0.0,5.0,15,34.0,2,8.0,1,0.0,15.0,15,16,41,57,304,190,8,West Indies,1,4
39,Javed Omar,13.0,8.0,5.0,39,23.0,0,17.0,0,8.0,11.0,19,32,27,59,0,174,5,Bangladesh,0,4
39,Tamim Iqbal,27.0,16.0,11.0,51,23.0,0,17.0,0,8.0,11.0,19,32,27,59,0,174,5,Bangladesh,0,4
39,Aftab Ahmed,0.0,0.0,0.0,0,23.0,0,17.0,0,8.0,11.0,19,32,27,59,0,174,5,Bangladesh,0,4
39,Shakib Al Hasan,0.0,0.0,0.0,0,23.0,0,17.0,0,8.0,11.0,19,32,27,59,0,174,5,Bangladesh,0,4
39,SP Fleming,39.0,20.0,19.0,46,44.0,1,16.0,0,16.0,10.0,26,44,42,86,175,178,5,New Zealand,0,4
39,HJH Marshall,6.0,0.0,6.0,15,44.0,1,16.0,0,16.0,10.0,26,44,42,86,175,178,5,New Zealand,0,4
40,NJ O'Brien,1.0,0.0,1.0,12,17.0,1,14.0,1,16.0,11.0,27,28,30,58,0,152,5,Ireland,0,4
40,EJG Morgan,16.0,8.0,8.0,38,17.0,1,14.0,1,16.0,11.0,27,28,30,58,0,152,5,Ireland,0,4
40,AR White,0.0,0.0,0.0,0,17.0,1,14.0,1,16.0,11.0,27,28,30,58,0,152,5,Ireland,0,4
40,JH Kallis,32.0,24.0,8.0,37,60.0,1,19.0,1,4.0,8.0,12,56,35,91,153,165,4,South Africa,0,4
40,HH Gibbs,6.0,4.0,2.0,8,60.0,1,19.0,1,4.0,8.0,12,56,35,91,153,165,4,South Africa,0,4
40,AG Prince,0.0,0.0,0.0,0,60.0,1,19.0,1,4.0,8.0,12,56,35,91,153,165,4,South Africa,0,4
41,KC Sangakkara,11.0,4.0,7.0,22,42.0,1,13.0,0,4.0,14.0,18,30,43,73,0,235,7,Sri Lanka,0,4
41,WU Tharanga,19.0,0.0,19.0,44,42.0,1,13.0,0,4.0,14.0,18,30,43,73,0,235,7,Sri Lanka,0,4
41,DPMD Jayawardene,0.0,0.0,0.0,0,42.0,1,13.0,0,4.0,14.0,18,30,43,73,0,235,7,Sri Lanka,0,4
41,KP Pietersen,27.0,18.0,9.0,24,33.0,2,36.0,0,0.0,15.0,15,38,46,84,236,233,0,England,0,4
41,IR Bell,32.0,16.0,16.0,42,33.0,2,36.0,0,0.0,15.0,15,38,46,84,236,233,0,England,0,4
42,Tamim Iqbal,27.0,16.0,11.0,45,33.0,0,11.0,1,12.0,8.0,20,36,28,64,0,251,9,Bangladesh,0,4
42,Habibul Bashar,0.0,0.0,0.0,5,33.0,0,11.0,1,12.0,8.0,20,36,28,64,0,251,9,Bangladesh,0,4
42,Shakib Al Hasan,0.0,0.0,0.0,0,33.0,0,11.0,1,12.0,8.0,20,36,28,64,0,251,9,Bangladesh,0,4
42,Mohammad Ashraful,0.0,0.0,0.0,0,33.0,0,11.0,1,12.0,8.0,20,36,28,64,0,251,9,Bangladesh,0,4
42,AB de Villiers,14.0,4.0,10.0,33,36.0,1,22.0,0,0.0,4.0,4,32,30,62,252,184,5,South Africa,0,4
42,JH Kallis,32.0,24.0,8.0,35,36.0,1,22.0,0,0.0,4.0,4,32,30,62,252,184,5,South Africa,0,4
42,JM Kemp,0.0,0.0,0.0,0,36.0,1,22.0,0,0.0,4.0,4,32,30,62,252,184,5,South Africa,0,4
42,AG Prince,0.0,0.0,0.0,0,36.0,1,22.0,0,0.0,4.0,4,32,30,62,252,184,5,South Africa,0,4
43,KP Pietersen,23.0,18.0,5.0,24,34.0,2,35.0,0,8.0,19.0,27,50,46,96,0,247,5,England,0,4
43,IR Bell,34.0,20.0,14.0,50,34.0,2,35.0,0,8.0,19.0,27,50,46,96,0,247,5,England,0,4
43,ML Hayden,34.0,24.0,10.0,44,48.0,0,19.0,1,8.0,12.0,20,56,31,87,248,248,4,Australia,0,4
43,RT Ponting,6.0,4.0,2.0,12,48.0,0,19.0,1,8.0,12.0,20,56,31,87,248,248,4,Australia,0,4
43,MJ Clarke,0.0,0.0,0.0,0,48.0,0,19.0,1,8.0,12.0,20,56,31,87,248,248,4,Australia,0,4
44,PG Fulton,32.0,24.0,8.0,51,51.0,1,15.0,1,8.0,13.0,21,48,39,87,0,263,7,New Zealand,0,4
44,SB Styris,8.0,4.0,4.0,13,51.0,1,15.0,1,8.0,13.0,21,48,39,87,0,263,7,New Zealand,0,4
44,CD McMillan,0.0,0.0,0.0,0,51.0,1,15.0,1,8.0,13.0,21,48,39,87,0,263,7,New Zealand,0,4
44,NJ O'Brien,3.0,0.0,3.0,22,24.0,2,13.0,1,14.0,9.0,23,26,34,60,264,134,8,Ireland,0,4
44,KJ O'Brien,7.0,4.0,3.0,6,24.0,2,13.0,1,14.0,9.0,23,26,34,60,264,134,8,Ireland,0,4
45,AB de Villiers,33.0,16.0,17.0,46,31.0,1,49.0,0,14.0,12.0,26,56,50,106,0,356,7,South Africa,0,4
45,JH Kallis,40.0,26.0,14.0,26,31.0,1,49.0,0,14.0,12.0,26,56,50,106,0,356,7,South Africa,0,4
45,BC Lara,10.0,0.0,10.0,12,61.0,1,26.0,2,16.0,17.0,33,48,72,120,357,289,0,West Indies,1,4
45,RR Sarwan,8.0,4.0,4.0,9,61.0,1,26.0,2,16.0,17.0,33,48,72,120,357,289,0,West Indies,1,4
45,DJ Bravo,0.0,0.0,0.0,0,61.0,1,26.0,2,16.0,17.0,33,48,72,120,357,289,0,West Indies,1,4
46,PG Fulton,19.0,12.0,7.0,42,17.0,2,24.0,0,16.0,10.0,26,40,27,67,0,219,4,New Zealand,0,4
46,SB Styris,22.0,12.0,10.0,43,17.0,2,24.0,0,16.0,10.0,26,40,27,67,0,219,4,New Zealand,0,4
46,CD McMillan,0.0,0.0,0.0,0,17.0,2,24.0,0,16.0,10.0,26,40,27,67,0,219,4,New Zealand,0,4
46,ST Jayasuriya,42.0,18.0,24.0,44,49.0,1,23.0,0,0.0,15.0,15,26,61,87,220,222,19,Sri Lanka,0,4
46,KC Sangakkara,19.0,4.0,15.0,28,49.0,1,23.0,0,0.0,15.0,15,26,61,87,220,222,19,Sri Lanka,0,4
47,DT Johnston,14.0,8.0,6.0,16,22.0,4,19.0,2,4.0,14.0,18,24,35,59,0,91,13,Ireland,0,4
47,JF Mooney,0.0,0.0,0.0,0,22.0,4,19.0,2,4.0,14.0,18,24,35,59,0,91,13,Ireland,0,4
47,WK McCallan,3.0,0.0,3.0,8,22.0,4,19.0,2,4.0,14.0,18,24,35,59,0,91,13,Ireland,0,4
48,JH Kallis,14.0,6.0,8.0,42,10.0,2,20.0,0,4.0,14.0,18,20,28,48,0,193,4,South Africa,0,4
48,HH Gibbs,15.0,10.0,5.0,32,10.0,2,20.0,0,4.0,14.0,18,20,28,48,0,193,4,South Africa,0,4
48,SP Fleming,16.0,4.0,12.0,32,37.0,1,9.0,1,8.0,9.0,17,28,35,63,194,196,3,New Zealand,0,4
48,SB Styris,4.0,0.0,4.0,10,37.0,1,9.0,1,8.0,9.0,17,28,35,63,194,196,3,New Zealand,0,4
49,JP Bray,11.0,0.0,11.0,35,26.0,0,21.0,0,8.0,9.0,17,16,48,64,0,243,11,Ireland,0,4
49,WTS Porterfield,36.0,8.0,28.0,60,26.0,0,21.0,0,8.0,9.0,17,16,48,64,0,243,11,Ireland,0,4
49,Tamim Iqbal,17.0,8.0,9.0,49,32.0,1,16.0,2,22.0,10.0,32,52,28,80,244,169,13,Bangladesh,0,4
49,Mohammad Ashraful,9.0,8.0,1.0,9,32.0,1,16.0,2,22.0,10.0,32,52,28,80,244,169,13,Bangladesh,0,4
50,LPC Silva,15.0,12.0,3.0,32,22.0,3,24.0,0,0.0,13.0,13,28,31,59,0,226,13,Sri Lanka,0,4
50,DPMD Jayawardene,13.0,8.0,5.0,24,22.0,3,24.0,0,0.0,13.0,13,28,31,59,0,226,13,Sri Lanka,0,4
50,RT Ponting,6.0,0.0,6.0,12,53.0,0,25.0,2,20.0,9.0,29,68,39,107,227,232,7,Australia,0,4
50,MJ Clarke,1.0,0.0,1.0,3,53.0,0,25.0,2,20.0,9.0,29,68,39,107,227,232,7,Australia,0,4
51,AJ Strauss,19.0,10.0,9.0,21,27.0,1,18.0,1,8.0,8.0,16,34,27,61,0,154,3,England,0,4
51,KP Pietersen,2.0,0.0,2.0,9,27.0,1,18.0,1,8.0,8.0,16,34,27,61,0,154,3,England,0,4
51,PD Collingwood,0.0,0.0,0.0,0,27.0,1,18.0,1,8.0,8.0,16,34,27,61,0,154,3,England,0,4
51,GC Smith,56.0,24.0,32.0,41,77.0,1,31.0,0,28.0,12.0,40,92,56,148,155,157,9,South Africa,0,4
51,JH Kallis,10.0,8.0,2.0,16,77.0,1,31.0,0,28.0,12.0,40,92,56,148,155,157,9,South Africa,0,4
52,NJ O'Brien,2.0,0.0,2.0,16,31.0,3,7.0,0,0.0,5.0,5,20,23,43,0,77,6,Ireland,0,4
52,WTS Porterfield,16.0,4.0,12.0,43,31.0,3,7.0,0,0.0,5.0,5,20,23,43,0,77,6,Ireland,0,4
52,KJ O'Brien,0.0,0.0,0.0,0,31.0,3,7.0,0,0.0,5.0,5,20,23,43,0,77,6,Ireland,0,4
52,KED Carroll,0.0,0.0,0.0,0,31.0,3,7.0,0,0.0,5.0,5,20,23,43,0,77,6,Ireland,0,4
52,DT Johnston,0.0,0.0,0.0,0,31.0,3,7.0,0,0.0,5.0,5,20,23,43,0,77,6,Ireland,0,4
52,WK McCallan,0.0,0.0,0.0,0,31.0,3,7.0,0,0.0,5.0,5,20,23,43,0,77,6,Ireland,0,4
53,MN Samuels,10.0,4.0,6.0,40,15.0,2,9.0,0,8.0,12.0,20,16,28,44,0,230,3,West Indies,1,4
53,S Chanderpaul,8.0,4.0,4.0,28,15.0,2,9.0,0,8.0,12.0,20,16,28,44,0,230,3,West Indies,1,4
53,Javed Omar,15.0,4.0,11.0,50,18.0,2,12.0,2,4.0,8.0,12,12,30,42,231,131,6,Bangladesh,0,4
