Team,Total Matches Played,Runs Scored,Wickets Lost,Got All Out,Runs Conceded,Opponent Wickets Taken,Opponent All Out,Match Index,Batsman,Player Total Runs,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment,Total HR till Segment,Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Home,Segment,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average,Strike Rate,Matches Played,ClusterID
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,3,Inzamam-ul-Haq,18,14,4,10,172,2,28,2,6,21,27,112,115,227,272,274,18,0,9,3.16667,0,26.9167,70.989,12,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,3,Shahid Afridi,0,0,0,1,172,2,28,2,6,21,27,112,115,227,272,274,18,0,9,2.72917,0.0972222,21.4097,127.766,144,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,3,Abdul Razzaq,0,0,0,0,172,2,28,2,6,21,27,112,115,227,272,274,18,0,9,2.225,0.075,20.475,82.0641,40,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,4,Abdul Razzaq,18,4,14,34,119,6,16,1,10,10,20,64,91,155,0,235,10,0,9,2.225,0.075,20.475,82.0641,40,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,4,Shoaib Akhtar,0,0,0,5,119,6,16,1,10,10,20,64,91,155,0,235,10,0,9,0.421053,0,3.21053,67.033,19,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,4,IR Bell,74,36,38,100,159,2,26,0,12,11,23,108,100,208,236,237,19,1,9,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,4,KP Pietersen,20,12,8,23,159,2,26,0,12,11,23,108,100,208,236,237,19,1,9,3.69892,0.236559,33.4946,82.2117,93,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,5,Younis Khan,37,12,25,70,87,7,15,1,4,9,13,34,81,115,0,154,22,0,9,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,5,Iftikhar Anjum,0,0,0,2,87,7,15,1,4,9,13,34,81,115,0,154,22,0,9,0.666667,0,7.33333,58.7786,21,3
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,6,WPUJC Vaas,0,0,0,0,156,4,18,2,0,17,17,74,117,191,0,257,34,0,9,0.653846,0,8.65385,66.1765,26,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,6,WU Tharanga,102,52,50,137,156,4,18,2,0,17,17,74,117,191,0,257,34,0,9,3.93985,0.263158,32.9699,71.6035,133,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,TT Bresnan,1,0,1,1,138,5,30,1,8,20,28,66,130,196,258,237,10,1,9,1.52381,0.015873,13.8095,88.4146,63,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,JWM Dalrymple,52,16,36,72,138,5,30,1,8,20,28,66,130,196,258,237,10,1,9,1.41667,0.0833333,19,73.7864,24,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,KC Sangakkara,24,10,14,21,183,2,35,0,20,16,36,128,126,254,0,319,27,0,9,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,ST Jayasuriya,111,64,47,135,183,2,35,0,20,16,36,128,126,254,0,319,27,0,9,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,TM Dilshan,0,0,0,0,183,2,35,0,20,16,36,128,126,254,0,319,27,0,9,4.60199,0.273632,38.3632,86.0219,201,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,JWM Dalrymple,17,0,17,22,181,4,32,1,24,11,35,112,136,248,320,273,11,1,9,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,GO Jones,0,0,0,1,181,4,32,1,24,11,35,112,136,248,320,273,11,1,9,1.5,0,15.5,110.714,6,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,TT Bresnan,0,0,0,0,181,4,32,1,24,11,35,112,136,248,320,273,11,1,9,1.52381,0.015873,13.8095,88.4146,63,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,SI Mahmood,0,0,0,0,181,4,32,1,24,11,35,112,136,248,320,273,11,1,9,0.888889,0,7.11111,81.0127,9,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,8,JWM Dalrymple,10,0,10,18,139,4,23,0,18,22,40,78,124,202,0,261,14,1,9,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,8,IR Bell,45,8,37,87,139,4,23,0,18,22,40,78,124,202,0,261,14,1,9,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,8,GO Jones,0,0,0,0,139,4,23,0,18,22,40,78,124,202,0,261,14,1,9,1.5,0,15.5,110.714,6,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,8,DPMD Jayawardene,118,72,46,124,193,2,40,0,8,7,15,146,102,248,262,265,17,0,9,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,8,KC Sangakkara,51,16,35,68,193,2,40,0,8,7,15,146,102,248,262,265,17,0,9,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,9,MF Maharoof,10,0,10,21,186,4,22,2,8,17,25,80,153,233,0,318,28,0,9,1.38889,0.0277778,14.3611,81.2893,36,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,9,WPUJC Vaas,3,0,3,5,186,4,22,2,8,17,25,80,153,233,0,318,28,0,9,0.653846,0,8.65385,66.1765,26,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,9,HMCM Bandara,0,0,0,0,186,4,22,2,8,17,25,80,153,233,0,318,28,0,9,1,0,12.2857,80.3738,7,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,9,TT Bresnan,0,0,0,0,176,5,35,1,8,27,35,112,134,246,319,285,8,1,9,1.52381,0.015873,13.8095,88.4146,63,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,9,JWM Dalrymple,20,4,16,33,176,5,35,1,8,27,35,112,134,246,319,285,8,1,9,1.41667,0.0833333,19,73.7864,24,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,9,LE Plunkett,0,0,0,0,176,5,35,1,8,27,35,112,134,246,319,285,8,1,9,1.38095,0,13.1905,113.992,21,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,10,IK Pathan,0,0,0,2,189,3,11,2,0,11,11,82,129,211,0,245,15,0,9,1.875,0.025,16.85,78.2811,40,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,10,RR Powar,0,0,0,0,189,3,11,2,0,11,11,82,129,211,0,245,15,0,9,0.333333,0,5.77778,51.4851,9,3
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,10,AB Agarkar,0,0,0,0,189,3,11,2,0,11,11,82,129,211,0,245,15,0,9,0.3125,0,5.75,44.6602,16,3
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,S Chanderpaul,27,12,15,40,147,4,18,0,6,25,31,96,100,196,246,248,16,1,9,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,RR Sarwan,82,44,38,94,147,4,18,0,6,25,31,96,100,196,246,248,16,1,9,2.8254,0.222222,29.1429,69.1005,63,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,M Kaif,45,16,29,69,121,4,24,0,8,10,18,60,103,163,0,217,15,0,9,1.77778,0.222222,23.8889,61.4286,9,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,MS Dhoni,15,4,11,26,121,4,24,0,8,10,18,60,103,163,0,217,15,0,9,3.47872,0.292553,36.7713,84.1612,188,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,11,WW Hinds,0,0,0,0,138,3,37,1,22,7,29,110,94,204,218,218,14,1,9,1.11111,0,12,38.9892,9,3
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,11,DJ Bravo,45,8,37,53,138,3,37,1,22,7,29,110,94,204,218,218,14,1,9,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,12,DJ Bravo,13,0,13,13,131,3,24,1,4,27,31,58,128,186,0,255,20,1,9,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,12,WW Hinds,3,0,3,9,131,3,24,1,4,27,31,58,128,186,0,255,20,1,9,1.11111,0,12,38.9892,9,3
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,12,AB Agarkar,8,0,8,16,160,5,18,2,8,15,23,86,115,201,256,236,20,0,9,0.3125,0,5.75,44.6602,16,3
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,12,Harbhajan Singh,3,0,3,6,160,5,18,2,8,15,23,86,115,201,256,236,20,0,9,0.901639,0,9.98361,76.4115,61,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,MN Samuels,46,24,22,57,129,3,19,0,18,10,28,100,76,176,0,241,8,1,9,3.74757,0.23301,31.6214,74.5821,103,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,BC Lara,32,14,18,55,129,3,19,0,18,10,28,100,76,176,0,241,8,1,9,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,DJ Bravo,0,0,0,0,129,3,19,0,18,10,28,100,76,176,0,241,8,1,9,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,D Ramdin,0,0,0,0,129,3,19,0,18,10,28,100,76,176,0,241,8,1,9,1.7439,0.097561,19.1951,81.1759,82,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,DR Smith,0,0,0,0,129,3,19,0,18,10,28,100,76,176,0,241,8,1,9,2.5,0.12,17.96,84.5574,50,1
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,13,Shoaib Malik,30,12,18,30,121,6,19,0,14,17,31,68,103,171,242,187,4,0,9,2.77551,0.193878,28.7041,81.4418,98,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,13,Naved-ul-Hasan,11,0,11,28,121,6,19,0,14,17,31,68,103,171,242,187,4,0,9,1.15,0,11.35,83.4559,20,1
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,13,Iftikhar Anjum,0,0,0,0,121,6,19,0,14,17,31,68,103,171,242,187,4,0,9,0.666667,0,7.33333,58.7786,21,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,DT Johnston,8,4,4,8,121,5,31,1,8,12,20,88,84,172,0,221,10,0,9,1.27273,0,12.1818,74.2382,22,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,JP Bray,83,40,43,114,121,5,31,1,8,12,20,88,84,172,0,221,10,0,9,2.7,0.1,23.4,63.0728,10,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,WK McCallan,0,0,0,0,121,5,31,1,8,12,20,88,84,172,0,221,10,0,9,0.692308,0,7.69231,56.8182,13,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,D Langford-Smith,0,0,0,0,121,5,31,1,8,12,20,88,84,172,0,221,10,0,9,0.888889,0,8.66667,92.8571,9,0
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,BRM Taylor,14,8,6,31,149,5,17,0,16,16,32,110,88,198,222,221,10,0,9,3.3,0.26,33.56,76.3421,100,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,S Matsikenyeri,43,30,13,48,149,5,17,0,16,16,32,110,88,198,222,221,10,0,9,2,0.106383,19.9787,75.7869,47,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,GB Brent,0,0,0,0,149,5,17,0,16,16,32,110,88,198,222,221,10,0,9,0.75,0.0625,10.5,61.5385,16,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,PA Nixon,8,4,4,10,122,4,12,3,4,13,17,50,101,151,0,209,11,0,9,1.35294,0,16,79.3003,17,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,LE Plunkett,1,0,1,4,122,4,12,3,4,13,17,50,101,151,0,209,11,0,9,1.38095,0,13.1905,113.992,21,0
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,18,SB Styris,86,36,50,113,147,4,26,0,8,3,11,74,110,184,210,210,26,0,9,3.20755,0.264151,33.8302,78.7094,53,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,18,JDP Oram,53,14,39,82,147,4,26,0,8,3,11,74,110,184,210,210,26,0,9,2.70833,0.1875,25.0417,95.8533,48,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Mohammad Sami,8,4,4,25,88,8,9,0,0,5,5,52,50,102,0,132,29,0,9,1.75,0,16,56.6372,4,3
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Iftikhar Anjum,7,0,7,34,88,8,9,0,0,5,5,52,50,102,0,132,29,0,9,0.666667,0,7.33333,58.7786,21,3
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Umar Gul,0,0,0,0,88,8,9,0,0,5,5,52,50,102,0,132,29,0,9,0.77193,0,7.14035,68.2886,57,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,19,KJ O'Brien,14,8,6,49,102,7,9,0,6,2,8,52,67,119,133,133,14,0,9,2.64706,0.0588235,22.3824,79.4363,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,19,DT Johnston,3,0,3,12,102,7,9,0,6,2,8,52,67,119,133,133,14,0,9,1.27273,0,12.1818,74.2382,22,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,SC Williams,46,16,30,59,101,4,23,0,16,9,25,58,91,149,0,202,18,0,9,2.56923,0.276923,28.5385,80.7927,65,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,BRM Taylor,49,10,39,128,101,4,23,0,16,9,25,58,91,149,0,202,18,0,9,3.3,0.26,33.56,76.3421,100,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,E Chigumbura,0,0,0,0,101,4,23,0,16,9,25,58,91,149,0,202,18,0,9,2.28947,0.114035,22.7895,77.7844,114,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,DJ Bravo,18,10,8,21,115,4,28,0,10,10,20,86,77,163,203,204,21,1,9,2.35514,0.11215,23.1589,80.9011,107,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,BC Lara,24,4,20,47,115,4,28,0,10,10,20,86,77,163,203,204,21,1,9,3.35714,0.178571,29.3571,75.7604,28,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,26,LPC Silva,13,10,3,14,178,1,28,1,16,19,35,116,125,241,0,318,22,0,9,2.55556,0.244444,26.0222,69.4543,45,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,26,KC Sangakkara,38,10,28,45,178,1,28,1,16,19,35,116,125,241,0,318,22,0,9,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,26,ST Jayasuriya,83,48,35,79,178,1,28,1,16,19,35,116,125,241,0,318,22,0,9,4.91549,0.211268,33.9859,98.4898,71,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Younis Khan,27,10,17,30,184,4,54,0,26,21,47,172,113,285,0,349,13,0,9,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Shahid Afridi,0,0,0,0,184,4,54,0,26,21,47,172,113,285,0,349,13,0,9,2.72917,0.0972222,21.4097,127.766,144,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Imran Nazir,135,88,47,112,184,4,54,0,26,21,47,172,113,285,0,349,13,0,9,4.66667,0.133333,29,96.0265,15,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Mohammad Sami,0,0,0,0,184,4,54,0,26,21,47,172,113,285,0,349,13,0,9,1.75,0,16,56.6372,4,3
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Iftikhar Anjum,0,0,0,0,184,4,54,0,26,21,47,172,113,285,0,349,13,0,9,0.666667,0,7.33333,58.7786,21,3
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,29,TM Dilshan,21,4,17,25,123,4,31,0,12,19,31,64,121,185,0,254,27,0,9,4.60199,0.273632,38.3632,86.0219,201,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,29,LPC Silva,41,12,29,51,123,4,31,0,12,19,31,64,121,185,0,254,27,0,9,2.55556,0.244444,26.0222,69.4543,45,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,29,Harbhajan Singh,3,0,3,10,130,7,23,2,14,10,24,76,101,177,255,185,8,0,9,0.901639,0,9.98361,76.4115,61,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,29,MM Patel,0,0,0,6,130,7,23,2,14,10,24,76,101,177,255,185,8,0,9,0.363636,0,3.22727,66.9811,22,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,30,WK McCallan,1,0,1,2,112,4,10,2,4,12,16,60,78,138,0,183,19,0,9,0.692308,0,7.69231,56.8182,13,3
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,30,AR White,6,0,6,11,112,4,10,2,4,12,16,60,78,138,0,183,19,0,9,1.17647,0,14.1765,59.9502,17,1
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,31,MJ Clarke,58,32,26,57,230,2,44,0,18,22,40,196,118,314,0,377,14,0,9,3.10294,0.301471,35.9265,74.0303,136,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,31,RT Ponting,73,36,37,77,230,2,44,0,18,22,40,196,118,314,0,377,14,0,9,4.17431,0.33945,38.1009,80.8606,109,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,JH Kallis,39,16,23,53,216,3,28,1,8,10,18,160,102,262,378,294,17,0,9,3.58621,0.356322,37.2644,76.4442,87,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,JM Kemp,1,0,1,4,216,3,28,1,8,10,18,160,102,262,378,294,17,0,9,2.3,0.15,23.55,66.5254,20,1
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,GC Smith,72,48,24,68,216,3,28,1,8,10,18,160,102,262,378,294,17,0,9,3.97,0.29,33.57,79.6819,100,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,SM Pollock,0,0,0,0,216,3,28,1,8,10,18,160,102,262,378,294,17,0,9,1.58621,0.0689655,16.931,82.3826,29,1
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,AJ Hall,0,0,0,0,216,3,28,1,8,10,18,160,102,262,378,294,17,0,9,1.4,0.1,14.4,87.8049,10,0
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,CK Langeveldt,0,0,0,0,216,3,28,1,8,10,18,160,102,262,378,294,17,0,9,0.571429,0,4.71429,59.4595,14,3
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,34,ML Hayden,105,38,67,119,188,3,20,1,24,20,44,108,144,252,0,322,15,0,9,6.37838,0.378378,50.6757,83.3333,37,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,34,MEK Hussey,7,4,3,17,188,3,20,1,24,20,44,108,144,252,0,322,15,0,9,2.7563,0.260504,34.084,82.4893,119,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,34,SR Watson,0,0,0,0,188,3,20,1,24,20,44,108,144,252,0,322,15,0,9,4.71318,0.286822,37.7907,90.0943,129,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,D Ramdin,35,16,19,31,145,5,27,2,12,19,31,84,119,203,323,219,16,1,9,1.7439,0.097561,19.1951,81.1759,82,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,JE Taylor,2,0,2,8,145,5,27,2,12,19,31,84,119,203,323,219,16,1,9,0.903226,0,6.96774,83.3977,31,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,DBL Powell,0,0,0,0,145,5,27,2,12,19,31,84,119,203,323,219,16,1,9,0.529412,0,5.76471,77.1654,17,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,CD Collymore,0,0,0,0,145,5,27,2,12,19,31,84,119,203,323,219,16,1,9,0.333333,0,3.22222,59.1837,9,3
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,35,RP Arnold,28,4,24,49,128,5,27,0,8,18,26,68,113,181,0,209,8,0,9,1.14286,0.142857,16.4286,73.2484,14,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,35,TM Dilshan,40,8,32,57,128,5,27,0,8,18,26,68,113,181,0,209,8,0,9,4.60199,0.273632,38.3632,86.0219,201,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,JH Kallis,78,16,62,97,161,4,13,1,4,15,19,58,135,193,210,212,13,0,9,3.58621,0.356322,37.2644,76.4442,87,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,SM Pollock,1,0,1,7,161,4,13,1,4,15,19,58,135,193,210,212,13,0,9,1.58621,0.0689655,16.931,82.3826,29,1
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,AJ Hall,0,0,0,0,161,4,13,1,4,15,19,58,135,193,210,212,13,0,9,1.4,0.1,14.4,87.8049,10,0
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,LMP Simmons,1,0,1,13,133,5,13,1,14,8,22,70,98,168,0,177,9,1,9,3.3125,0.28125,30.5938,71.4338,64,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,D Ramdin,14,8,6,19,133,5,13,1,14,8,22,70,98,168,0,177,9,1,9,1.7439,0.097561,19.1951,81.1759,82,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,DR Smith,0,0,0,0,133,5,13,1,14,8,22,70,98,168,0,177,9,1,9,2.5,0.12,17.96,84.5574,50,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,DBL Powell,0,0,0,0,133,5,13,1,14,8,22,70,98,168,0,177,9,1,9,0.529412,0,5.76471,77.1654,17,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,CD Collymore,0,0,0,0,133,5,13,1,14,8,22,70,98,168,0,177,9,1,9,0.333333,0,3.22222,59.1837,9,3
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,38,LPC Silva,4,0,4,6,177,2,27,1,0,30,30,86,148,234,0,303,24,0,9,2.55556,0.244444,26.0222,69.4543,45,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,38,DPMD Jayawardene,70,14,56,103,177,2,27,1,0,30,30,86,148,234,0,303,24,0,9,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,38,TM Dilshan,0,0,0,0,177,2,27,1,0,30,30,86,148,234,0,303,24,0,9,4.60199,0.273632,38.3632,86.0219,201,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,38,IDR Bradshaw,2,0,2,7,127,4,25,3,14,13,27,68,111,179,304,190,11,1,9,0.571429,0,7.14286,47.619,7,3
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,38,S Chanderpaul,68,28,40,108,127,4,25,3,14,13,27,68,111,179,304,190,11,1,9,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,38,JE Taylor,0,0,0,0,127,4,25,3,14,13,27,68,111,179,304,190,11,1,9,0.903226,0,6.96774,83.3977,31,1
