Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
Mohammad Yousuf,93,40,53,90,216,4,47,0,4,11,0,Pakistan,1
Misbah-ul-Haq,31,16,15,22,216,4,47,0,0,7,0,Pakistan,1
Shahid Afridi,0,0,0,0,216,4,47,0,20,7,0,Pakistan,1
Mahmudullah,41,12,29,67,161,6,20,0,12,5,0,Bangladesh,0
Dhiman Ghosh,23,4,19,40,161,6,20,0,0,4,0,Bangladesh,0
Mashrafe Mortaza,0,0,0,0,161,6,20,0,0,1,0,Bangladesh,0
Abdur Razzak,0,0,0,0,161,6,20,0,0,1,0,Bangladesh,0
Salman Butt,120,56,64,118,233,4,38,1,4,8,0,Pakistan,1
Misbah-ul-Haq,1,0,1,1,233,4,38,1,4,5,0,Pakistan,1
Sohail Tanvir,0,0,0,0,233,4,38,1,0,1,0,Pakistan,1
Fawad Alam,0,0,0,0,233,4,38,1,0,2,0,Pakistan,1
Iftikhar Anjum,0,0,0,0,233,4,38,1,4,1,0,Pakistan,1
Farhad Reza,13,4,9,10,191,4,38,1,0,0,267,Bangladesh,0
Mashrafe Mortaza,0,0,0,0,191,4,38,1,8,7,267,Bangladesh,0
Shakib Al Hasan,71,24,47,70,191,4,38,1,0,4,267,Bangladesh,0
Dhiman Ghosh,0,0,0,0,191,4,38,1,8,10,267,Bangladesh,0
Mashrafe Mortaza,36,4,32,63,147,8,31,0,0,2,0,Bangladesh,0
Shakib Al Hasan,98,32,66,112,147,8,31,0,0,10,0,Bangladesh,0
Shahadat Hossain,0,0,0,0,147,8,31,0,0,1,0,Bangladesh,0
Misbah-ul-Haq,10,4,6,7,241,3,31,2,12,13,0,Pakistan,0
Shoaib Malik,21,4,17,23,241,3,31,2,4,2,0,Pakistan,0
Naumanullah,0,0,0,0,241,3,31,2,4,1,0,Pakistan,0
Wahab Riaz,0,0,0,0,241,3,31,2,0,3,0,Pakistan,0
Mohammad Asif,0,0,0,0,241,3,31,2,0,5,0,Pakistan,0
Umar Gul,0,0,0,0,241,3,31,2,0,1,0,Pakistan,0
SK Raina,7,0,7,16,224,4,29,2,12,7,0,India,0
IK Pathan,4,0,4,5,224,4,29,2,4,10,0,India,0
P Kumar,0,0,0,0,224,4,29,2,0,6,0,India,0
PP Chawla,0,0,0,0,224,4,29,2,0,0,0,India,0
Mahmudullah,20,8,12,23,153,5,28,1,0,4,0,Bangladesh,1
Farhad Reza,1,0,1,3,153,5,28,1,0,4,0,Bangladesh,1
Mashrafe Mortaza,0,0,0,0,153,5,28,1,6,7,0,Bangladesh,1
Abdur Razzak,0,0,0,0,153,5,28,1,4,4,0,Bangladesh,1
Dolar Mahmud,0,0,0,0,153,5,28,1,0,0,0,Bangladesh,1
CJ Ferguson,53,8,45,64,173,3,31,1,12,6,0,Australia,0
MEK Hussey,7,4,3,7,173,3,31,1,8,5,0,Australia,0
JR Hopes,0,0,0,0,173,3,31,1,4,14,0,Australia,0
LJ Wright,32,18,14,22,156,5,40,1,4,2,241,England,1
AU Rashid,10,4,6,9,156,5,40,1,12,9,241,England,1
GP Swann,0,0,0,0,156,5,40,1,0,4,241,England,1
RJ Sidebottom,0,0,0,0,156,5,40,1,8,5,241,England,1
MG Johnson,12,4,8,7,162,5,30,2,16,15,0,Australia,0
B Lee,0,0,0,2,162,5,30,2,0,0,0,Australia,0
NM Hauritz,0,0,0,0,162,5,30,2,0,10,0,Australia,0
PD Collingwood,53,12,41,81,175,7,18,2,0,3,197,England,1
JM Anderson,0,0,0,3,175,7,18,2,0,0,197,England,1
RJ Sidebottom,2,0,2,9,166,6,17,2,8,14,0,England,1
TT Bresnan,17,4,13,26,166,6,17,2,8,6,0,England,1
CJ Ferguson,8,4,4,6,156,2,42,1,8,4,222,Australia,0
CL White,102,42,60,119,156,2,42,1,0,3,222,Australia,0
MEK Hussey,0,0,0,0,156,2,42,1,8,0,222,Australia,0
TT Bresnan,5,0,5,5,169,5,35,3,4,2,0,England,1
AU Rashid,4,4,0,3,169,5,35,3,0,0,0,England,1
RJ Sidebottom,0,0,0,0,169,5,35,3,0,2,0,England,1
SCJ Broad,7,0,7,10,202,5,42,1,8,7,0,England,1
EJG Morgan,52,30,22,38,202,5,42,1,4,2,0,England,1
AU Rashid,0,0,0,0,202,5,42,1,12,6,0,England,1
TT Bresnan,0,0,0,0,202,5,42,1,4,0,0,England,1
RJ Sidebottom,0,0,0,0,202,5,42,1,0,3,0,England,1
CL White,11,8,3,6,225,4,40,2,8,5,296,Australia,0
MG Johnson,1,0,1,1,225,4,40,2,10,7,296,Australia,0
CL White,17,12,5,13,188,3,35,2,14,4,0,Australia,0
JR Hopes,14,12,2,8,188,3,35,2,16,8,0,Australia,0
B Lee,0,0,0,0,188,3,35,2,0,0,0,Australia,0
NM Hauritz,0,0,0,0,188,3,35,2,0,1,0,Australia,0
PM Siddle,0,0,0,0,188,3,35,2,4,4,0,Australia,0
BW Hilfenhaus,1,0,1,8,145,6,25,3,0,1,0,Australia,0
MEK Hussey,49,18,31,53,145,6,25,3,0,0,0,Australia,0
J Botha,6,4,2,9,188,5,22,1,16,1,0,South Africa,1
JA Morkel,13,0,13,27,188,5,22,1,14,4,0,South Africa,1
J Louw,0,0,0,0,188,5,22,1,22,1,0,South Africa,1
M Morkel,0,0,0,0,188,5,22,1,4,2,0,South Africa,1
JR Hopes,37,20,17,33,188,5,36,0,0,1,0,Australia,0
MEK Hussey,53,12,41,66,188,5,36,0,24,6,0,Australia,0
MG Johnson,0,0,0,0,188,5,36,0,0,1,0,Australia,0
NM Hauritz,0,0,0,0,188,5,36,0,12,8,0,Australia,0
MV Boucher,2,0,2,3,191,3,33,2,16,10,0,South Africa,1
JA Morkel,6,0,6,12,191,3,33,2,14,9,0,South Africa,1
RE van der Merwe,0,0,0,0,191,3,33,2,6,0,0,South Africa,1
MG Johnson,0,0,0,0,160,5,39,1,6,3,237,Australia,0
JR Hopes,45,12,33,47,160,5,39,1,8,10,237,Australia,0
B Geeves,0,0,0,0,160,5,39,1,4,6,237,Australia,0
JP Duminy,7,0,7,5,221,3,30,2,16,17,0,South Africa,1
MV Boucher,9,4,5,17,221,3,30,2,14,6,0,South Africa,1
NM Hauritz,3,0,3,4,200,5,45,3,0,0,246,Australia,0
SM Harwood,0,0,0,0,200,5,45,3,0,0,246,Australia,0
MEK Hussey,27,4,23,41,235,6,14,1,16,6,0,Australia,0
NM Hauritz,5,0,5,15,235,6,14,1,10,9,0,Australia,0
M Ntini,2,0,2,3,211,5,30,4,6,1,249,South Africa,1
M Morkel,15,8,7,12,211,5,30,4,0,0,249,South Africa,1
DJ Hussey,46,16,30,47,177,4,40,1,4,2,0,Australia,1
BJ Haddin,0,0,0,0,177,4,40,1,8,11,0,Australia,1
JR Hopes,0,0,0,0,177,4,40,1,0,2,0,Australia,1
NW Bracken,0,0,0,0,177,4,40,1,4,8,0,Australia,1
BW Hilfenhaus,0,0,0,0,177,4,40,1,0,1,0,Australia,1
JA Morkel,3,0,3,4,188,3,17,4,22,15,255,South Africa,0
J Botha,0,0,0,5,188,3,17,4,4,8,255,South Africa,0
BJ Haddin,15,4,11,18,188,4,22,2,0,8,0,Australia,1
JR Hopes,0,0,0,1,188,4,22,2,0,8,0,Australia,1
RJ Harris,0,0,0,0,188,4,22,2,0,7,0,Australia,1
JP Duminy,29,8,21,29,160,4,25,1,4,2,235,South Africa,0
MV Boucher,5,0,5,13,160,4,25,1,14,18,235,South Africa,0
JA Morkel,0,0,0,0,160,4,25,1,8,3,235,South Africa,0
DJ Hussey,36,8,28,44,197,5,25,0,0,0,0,Australia,1
MG Johnson,0,0,0,0,197,5,25,0,8,2,0,Australia,1
JR Hopes,27,8,19,47,197,5,25,0,0,6,0,Australia,1
NM Hauritz,0,0,0,0,197,5,25,0,4,3,0,Australia,1
NW Bracken,0,0,0,0,197,5,25,0,0,6,0,Australia,1
SW Tait,0,0,0,0,197,5,25,0,0,0,0,Australia,1
MV Boucher,30,4,26,44,194,6,40,0,0,1,254,South Africa,0
JA Morkel,26,16,10,17,194,6,40,0,14,0,254,South Africa,0
J Botha,0,0,0,0,194,6,40,0,4,0,254,South Africa,0
JR Hopes,36,10,26,39,180,6,20,2,4,2,0,Australia,1
BW Hilfenhaus,2,0,2,10,180,6,20,2,0,3,0,Australia,1
SW Tait,0,0,0,0,180,6,20,2,0,4,0,Australia,1
JP Duminy,31,18,13,25,182,3,40,2,12,17,0,South Africa,0
VB van Jaarsveld,3,0,3,3,182,3,40,2,0,2,0,South Africa,0
J Botha,0,0,0,0,182,3,40,2,8,6,0,South Africa,0
MG Johnson,2,0,2,4,178,6,37,1,0,3,235,Australia,1
BJ Haddin,53,22,31,44,178,6,37,1,4,6,235,Australia,1
NW Bracken,0,0,0,0,178,6,37,1,0,5,235,Australia,1
BW Hilfenhaus,0,0,0,0,178,6,37,1,0,1,235,Australia,1
MG Johnson,2,0,2,2,136,6,16,3,12,6,0,Australia,1
SW Tait,0,0,0,3,136,6,16,3,8,1,0,Australia,1
KD Mills,25,12,13,32,106,5,33,0,0,1,160,New Zealand,0
LRPL Taylor,57,26,31,88,106,5,33,0,4,3,160,New Zealand,0
DL Vettori,0,0,0,0,106,5,33,0,0,7,160,New Zealand,0
TG Southee,0,0,0,0,106,5,33,0,0,3,160,New Zealand,0
JS Patel,0,0,0,0,106,5,33,0,0,2,160,New Zealand,0
MEK Hussey,33,16,17,20,221,5,44,0,8,10,0,Australia,1
CJ Ferguson,26,16,10,21,221,5,44,0,0,2,0,Australia,1
JR Hopes,0,0,0,0,221,5,44,0,0,8,0,Australia,1
MG Johnson,0,0,0,0,221,5,44,0,0,1,0,Australia,1
NW Bracken,0,0,0,0,221,5,44,0,0,3,0,Australia,1
BB McCullum,30,18,12,24,204,7,28,1,0,6,247,New Zealand,0
JS Patel,1,0,1,2,204,7,28,1,6,2,247,New Zealand,0
IE O'Brien,0,0,0,0,204,7,28,1,0,0,247,New Zealand,0
LRPL Taylor,56,24,32,62,159,5,24,1,12,8,0,New Zealand,0
KD Mills,7,0,7,15,159,5,24,1,10,6,0,New Zealand,0
DL Vettori,0,0,0,0,159,5,24,1,0,6,0,New Zealand,0
TG Southee,0,0,0,0,159,5,24,1,0,7,0,New Zealand,0
MEK Hussey,59,22,37,62,177,3,35,1,6,10,240,Australia,1
CJ Ferguson,2,0,2,2,177,3,35,1,8,3,240,Australia,1
MJ Prior,2,0,2,8,183,3,13,2,16,8,0,England,0
PD Collingwood,57,16,41,71,183,3,13,2,8,4,0,England,0
SCJ Broad,0,0,0,0,183,3,13,2,0,8,0,England,0
GJ Batty,0,0,0,0,183,3,13,2,0,2,0,England,0
D Ramdin,9,0,9,11,187,3,28,2,0,2,222,West Indies,1
KA Pollard,38,20,18,33,187,3,28,2,4,0,222,West Indies,1
DJ Bravo,19,6,13,18,191,4,30,0,0,0,0,West Indies,1
D Ramdin,0,0,0,0,191,4,30,0,0,1,0,West Indies,1
DJG Sammy,0,0,0,0,191,4,30,0,4,7,0,West Indies,1
S Chanderpaul,100,36,64,131,191,4,30,0,4,8,0,West Indies,1
NO Miller,0,0,0,0,191,4,30,0,0,0,0,West Indies,1
FH Edwards,0,0,0,0,191,4,30,0,0,3,0,West Indies,1
SJ Harmison,13,0,13,11,165,7,33,1,0,5,220,England,0
AJ Strauss,97,24,73,128,165,7,33,1,4,4,220,England,0
JM Anderson,0,0,0,0,165,7,33,1,4,4,220,England,0
DJ Bravo,58,32,26,66,166,6,39,1,8,3,0,West Indies,1
FH Edwards,0,0,0,2,166,6,39,1,0,0,0,West Indies,1
LS Baker,0,0,0,0,166,6,39,1,8,3,0,West Indies,1
NO Miller,7,4,3,9,166,6,39,1,0,3,0,West Indies,1
Harbhajan Singh,4,0,4,6,197,5,37,1,0,4,0,India,1
YK Pathan,19,10,9,15,197,5,37,1,22,9,0,India,1
Z Khan,0,0,0,0,197,5,37,1,0,1,0,India,1
RP Singh,0,0,0,0,197,5,37,1,0,4,0,India,1
MM Patel,0,0,0,0,197,5,37,1,0,0,0,India,1
SJ Harmison,0,0,0,0,177,6,38,2,4,2,228,England,0
SCJ Broad,17,14,3,8,177,6,38,2,4,1,228,England,0
JM Anderson,0,0,0,0,177,6,38,2,0,1,228,England,0
MJ Prior,2,0,2,6,174,5,29,1,0,3,0,England,0
SR Patel,15,4,11,23,174,5,29,1,6,5,0,England,0
SCJ Broad,0,0,0,0,174,5,29,1,0,0,0,England,0
GP Swann,0,0,0,0,174,5,29,1,0,5,0,England,0
JM Anderson,0,0,0,0,174,5,29,1,0,1,0,England,0
KP Pietersen,97,42,55,114,178,4,32,0,4,10,0,England,0
OA Shah,38,20,18,41,178,4,32,0,16,12,0,England,0
S Badrinath,5,0,5,9,206,3,24,2,0,1,0,India,0
RG Sharma,7,0,7,10,206,3,24,2,0,11,0,India,0
Harbhajan Singh,0,0,0,0,206,3,24,2,0,2,0,India,0
P Kumar,0,0,0,0,206,3,24,2,0,2,0,India,0
MM Patel,0,0,0,0,206,3,24,2,0,1,0,India,0
Z Khan,0,0,0,0,206,3,24,2,0,0,0,India,0
T Thushara,37,20,17,25,170,7,22,2,0,3,197,Sri Lanka,1
M Muralitharan,0,0,0,2,170,7,22,2,0,1,197,Sri Lanka,1
GD Elliott,18,4,14,22,181,5,39,0,14,3,0,New Zealand,1
PD McGlashan,48,26,22,39,181,5,39,0,4,4,0,New Zealand,1
S Chanderpaul,23,8,15,25,213,3,39,1,10,3,0,West Indies,0
CS Baugh,2,0,2,3,213,3,39,1,0,3,0,West Indies,0
BP Nash,0,0,0,0,213,3,39,1,4,5,0,West Indies,0
JE Taylor,0,0,0,0,213,3,39,1,0,3,0,West Indies,0
DBL Powell,0,0,0,0,213,3,39,1,0,0,0,West Indies,0
NO Miller,0,0,0,0,213,3,39,1,0,0,0,West Indies,0
Shoaib Malik,60,30,30,44,194,4,37,1,0,6,277,Pakistan,0
Fawad Alam,11,0,11,12,194,4,37,1,4,11,277,Pakistan,0
Kamran Akmal,0,0,0,0,194,4,37,1,18,6,277,Pakistan,0
Sohail Tanvir,12,4,8,13,171,5,24,2,12,2,0,Pakistan,0
Iftikhar Anjum,7,0,7,10,171,5,24,2,0,0,0,Pakistan,0
Umar Gul,0,0,0,0,171,5,24,2,6,7,0,Pakistan,0
Saeed Ajmal,0,0,0,0,171,5,24,2,4,0,0,Pakistan,0
S Chanderpaul,100,24,76,142,141,5,29,2,0,7,187,West Indies,0
NO Miller,9,4,5,11,141,5,29,2,0,3,187,West Indies,0
DBL Powell,0,0,0,0,141,5,29,2,0,6,187,West Indies,0
LS Baker,0,0,0,0,141,5,29,2,0,0,187,West Indies,0
AD Mathews,16,0,16,19,87,5,23,0,6,9,0,Sri Lanka,0
KMDN Kulasekara,0,0,0,0,87,5,23,0,0,1,0,Sri Lanka,0
M Muralitharan,0,0,0,0,87,5,23,0,0,5,0,Sri Lanka,0
BAW Mendis,0,0,0,0,87,5,23,0,0,0,0,Sri Lanka,0
CRD Fernando,0,0,0,0,87,5,23,0,0,2,0,Sri Lanka,0
MS Dhoni,36,10,26,41,242,5,24,0,4,1,0,India,0
YK Pathan,15,4,11,24,242,5,24,0,16,9,0,India,0
Harbhajan Singh,0,0,0,0,242,5,24,0,12,9,0,India,0
D Ramdin,17,4,13,17,236,7,35,1,6,6,291,West Indies,1
SJ Benn,0,0,0,0,236,7,35,1,4,3,291,West Indies,1
LS Baker,0,0,0,0,236,7,35,1,0,0,291,West Indies,1
RW Price,0,0,0,0,134,6,15,1,8,9,0,Zimbabwe,0
E Chigumbura,40,12,28,84,134,6,15,1,14,10,0,Zimbabwe,0
T Mupariwa,0,0,0,0,134,6,15,1,0,1,0,Zimbabwe,0
EC Rainsford,0,0,0,0,134,6,15,1,0,0,0,Zimbabwe,0
Nazmul Hossain,2,0,2,10,133,8,22,1,0,1,158,Bangladesh,1
Mahbubul Alam,21,10,11,23,133,8,22,1,0,1,158,Bangladesh,1
MJ Prior,84,20,64,86,224,2,41,2,0,3,0,England,1
PD Collingwood,5,4,1,2,224,2,41,2,10,8,0,England,1
EJG Morgan,0,0,0,0,224,2,41,2,0,6,0,England,1
TT Bresnan,0,0,0,0,224,2,41,2,8,1,0,England,1
SCJ Broad,0,0,0,0,224,2,41,2,0,6,0,England,1
SJ Benn,13,10,3,14,193,6,34,2,8,10,262,West Indies,0
R Rampaul,4,0,4,5,193,6,34,2,10,2,262,West Indies,0
FH Edwards,0,0,0,0,193,6,34,2,0,4,262,West Indies,0
GP Swann,0,0,0,0,128,6,39,1,0,5,0,England,0
AU Rashid,5,0,5,12,128,6,39,1,0,2,0,England,0
TT Bresnan,0,0,0,0,128,6,39,1,8,6,0,England,0
RJ Sidebottom,0,0,0,0,128,6,39,1,0,5,0,England,0
MF Maharoof,11,4,7,8,198,4,31,1,4,2,0,Sri Lanka,0
CK Kapugedera,24,8,16,29,198,4,31,1,12,8,0,Sri Lanka,0
T Thushara,0,0,0,0,198,4,31,1,0,8,0,Sri Lanka,0
M Muralitharan,0,0,0,0,198,4,31,1,4,7,0,Sri Lanka,0
TM Dilshan,108,20,88,123,210,2,36,1,20,9,0,Sri Lanka,0
DPMD Jayawardene,11,8,3,8,210,2,36,1,4,3,0,Sri Lanka,0
CK Kapugedera,0,0,0,0,210,2,36,1,0,0,0,Sri Lanka,0
MF Maharoof,0,0,0,0,210,2,36,1,4,4,0,Sri Lanka,0
MF Maharoof,20,8,12,18,171,4,28,0,6,9,0,Sri Lanka,1
DPMD Jayawardene,11,0,11,19,171,4,28,0,0,0,0,Sri Lanka,1
CK Kapugedera,0,0,0,0,171,4,28,0,6,9,0,Sri Lanka,1
T Thushara,0,0,0,0,171,4,28,0,6,6,0,Sri Lanka,1
MS Dhoni,46,12,34,53,178,4,26,0,8,7,231,India,0
RG Sharma,14,4,10,23,178,4,26,0,8,3,231,India,0
Z Khan,2,0,2,10,203,5,13,2,6,9,0,India,0
P Kumar,0,0,0,4,203,5,13,2,4,11,0,India,0
T Thushara,3,0,3,2,158,4,43,2,0,4,224,Sri Lanka,1
SHT Kandamby,79,28,51,121,158,4,43,2,8,6,224,Sri Lanka,1
M Muralitharan,0,0,0,0,158,4,43,2,0,3,224,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,158,4,43,2,0,1,224,Sri Lanka,1
YK Pathan,21,10,11,19,270,5,29,0,24,14,0,India,0
MS Dhoni,19,0,19,34,270,5,29,0,4,12,0,India,0
SK Raina,27,12,15,23,229,4,38,0,10,12,0,India,0
G Gambhir,136,54,82,144,229,4,38,0,8,6,0,India,0
RG Sharma,0,0,0,0,229,4,38,0,0,4,0,India,0
KMDN Kulasekara,13,8,5,11,199,6,25,3,20,6,258,Sri Lanka,1
CRD Fernando,2,0,2,7,199,6,25,3,4,3,258,Sri Lanka,1
MF Maharoof,8,4,4,8,239,2,24,4,14,10,0,Sri Lanka,1
T Thushara,10,4,6,9,239,2,24,4,0,1,0,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,239,2,24,4,4,6,0,Sri Lanka,1
M Muralitharan,0,0,0,0,239,2,24,4,0,3,0,Sri Lanka,1
RA Jadeja,42,8,34,65,200,7,20,1,12,6,243,India,0
L Balaji,7,4,3,9,200,7,20,1,0,0,243,India,0
I Sharma,0,0,0,0,200,7,20,1,0,4,243,India,0
RE van der Merwe,2,0,2,5,174,6,32,1,0,3,0,South Africa,1
MV Boucher,17,4,13,25,174,6,32,1,4,9,0,South Africa,1
DW Steyn,0,0,0,0,174,6,32,1,6,6,0,South Africa,1
CK Langeveldt,0,0,0,0,174,6,32,1,4,2,0,South Africa,1
PD Collingwood,99,36,63,108,183,2,45,1,4,2,240,England,0
EJG Morgan,22,18,4,15,183,2,45,1,4,1,240,England,0
AB de Villiers,111,48,63,80,234,3,54,0,8,2,0,South Africa,1
AN Petersen,31,8,23,27,234,3,54,0,12,8,0,South Africa,1
MV Boucher,0,0,0,0,234,3,54,0,14,8,0,South Africa,1
R McLaren,0,0,0,0,234,3,54,0,0,0,0,South Africa,1
Umar Gul,7,4,3,10,158,5,41,2,0,3,0,Pakistan,0
Shoaib Akhtar,24,22,2,12,158,5,41,2,0,1,0,Pakistan,0
Saeed Ajmal,0,0,0,0,158,5,41,2,0,0,0,Pakistan,0
Iftikhar Anjum,0,0,0,0,158,5,41,2,0,1,0,Pakistan,0
CJ Ferguson,9,4,5,10,168,4,24,0,0,1,194,Australia,0
NM Hauritz,0,0,0,0,144,5,18,1,6,13,0,Australia,0
DJ Hussey,7,0,7,15,144,5,18,1,0,3,0,Australia,0
NW Bracken,0,0,0,0,144,5,18,1,0,2,0,Australia,0
Sohail Tanvir,8,4,4,18,134,6,16,1,0,3,156,Pakistan,0
Shoaib Malik,28,8,20,53,134,6,16,1,0,2,156,Pakistan,0
Saeed Ajmal,0,0,0,0,134,6,16,1,0,0,156,Pakistan,0
Umar Gul,0,0,0,0,134,6,16,1,0,0,156,Pakistan,0
Sohail Tanvir,0,0,0,0,149,6,21,1,4,5,0,Pakistan,0
Yasir Arafat,16,10,6,26,149,6,21,1,4,3,0,Pakistan,0
Shoaib Akhtar,0,0,0,0,149,6,21,1,0,2,0,Pakistan,0
Saeed Ajmal,0,0,0,0,149,6,21,1,0,0,0,Pakistan,0
CJ Ferguson,24,8,16,31,181,4,22,0,8,9,0,Australia,0
SR Watson,97,36,61,130,181,4,22,0,0,19,0,Australia,0
Misbah-ul-Haq,63,28,35,75,192,3,21,0,12,1,239,Pakistan,0
Kamran Akmal,104,40,64,112,192,3,21,0,12,0,239,Pakistan,0
Shakib Al Hasan,39,0,39,53,161,5,28,0,12,3,0,Bangladesh,0
Mahmudullah,34,16,18,37,161,5,28,0,4,4,0,Bangladesh,0
Naeem Islam,0,0,0,0,161,5,28,0,0,7,0,Bangladesh,0
Abdur Razzak,0,0,0,0,161,5,28,0,0,0,0,Bangladesh,0
Syed Rasel,0,0,0,0,161,5,28,0,0,7,0,Bangladesh,0
Rubel Hossain,0,0,0,0,161,5,28,0,0,1,0,Bangladesh,0
DC Thomas,20,4,16,28,186,7,24,1,4,5,0,West Indies,1
KAJ Roach,2,0,2,5,186,7,24,1,4,4,0,West Indies,1
GC Tonge,0,0,0,0,186,7,24,1,0,1,0,West Indies,1
Mahmudullah,32,4,28,61,176,6,31,0,10,9,240,Bangladesh,0
Naeem Islam,19,12,7,16,176,6,31,0,6,1,240,Bangladesh,0
Abdur Razzak,0,0,0,0,176,6,31,0,0,6,240,Bangladesh,0
AD Mathews,30,4,26,41,145,6,21,1,8,5,0,Sri Lanka,1
M Muralitharan,1,0,1,1,145,6,21,1,22,9,0,Sri Lanka,1
T Thushara,0,0,0,0,145,6,21,1,4,4,0,Sri Lanka,1
SL Malinga,0,0,0,0,145,6,21,1,0,4,0,Sri Lanka,1
Saeed Ajmal,14,4,10,17,110,9,22,0,0,2,0,Pakistan,0
Mohammad Amir,16,8,8,27,110,9,22,0,4,4,0,Pakistan,0
Abdul Razzaq,17,10,7,17,196,6,44,1,6,7,0,Pakistan,0
Naved-ul-Hasan,10,6,4,10,196,6,44,1,10,10,0,Pakistan,0
Mohammad Amir,0,0,0,0,196,6,44,1,0,4,0,Pakistan,0
KC Sangakkara,25,8,17,25,229,3,27,1,8,4,277,Sri Lanka,1
CK Kapugedera,0,0,0,5,229,3,27,1,4,4,277,Sri Lanka,1
Younis Khan,77,12,65,102,199,4,39,0,4,8,0,Pakistan,0
Umar Akmal,66,24,42,55,199,4,39,0,24,12,0,Pakistan,0
Shahid Afridi,0,0,0,0,199,4,39,0,0,2,0,Pakistan,0
Misbah-ul-Haq,53,12,41,65,211,5,18,1,8,12,0,Pakistan,0
Naved-ul-Hasan,11,0,11,16,211,5,18,1,16,6,0,Pakistan,0
AD Mathews,40,12,28,51,141,5,35,0,4,7,0,Sri Lanka,1
TT Samaraweera,92,36,56,115,141,5,35,0,4,8,0,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,141,5,35,0,4,2,0,Sri Lanka,1
T Thushara,0,0,0,0,141,5,35,0,0,6,0,Sri Lanka,1
CK Kapugedera,33,8,25,39,205,5,35,0,0,3,0,Sri Lanka,1
SHT Kandamby,45,12,33,52,205,5,35,0,32,14,0,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,205,5,35,0,0,3,0,Sri Lanka,1
SE Bond,8,4,4,9,136,8,11,1,0,2,0,New Zealand,0
IG Butler,5,0,5,25,136,8,11,1,0,1,0,New Zealand,0
MG Johnson,5,0,5,6,173,4,20,2,8,8,0,Australia,1
MEK Hussey,12,0,12,16,173,4,20,2,8,8,0,Australia,1
NM Hauritz,0,0,0,0,173,4,20,2,0,6,0,Australia,1
RJ Harris,0,0,0,0,173,4,20,2,0,2,0,Australia,1
MEK Hussey,8,4,4,8,210,3,40,2,6,9,0,Australia,1
JR Hopes,7,4,3,4,210,3,40,2,20,15,0,Australia,1
MG Johnson,0,0,0,0,210,3,40,2,4,3,0,Australia,1
KA Pollard,53,24,29,50,179,6,39,0,4,5,258,West Indies,0
DR Smith,34,14,20,47,179,6,39,0,16,9,258,West Indies,0
DJG Sammy,0,0,0,0,179,6,39,0,0,0,258,West Indies,0
NO Miller,0,0,0,0,179,6,39,0,4,1,258,West Indies,0
AC Voges,27,8,19,25,216,4,34,1,10,8,0,Australia,1
JR Hopes,10,4,6,7,216,4,34,1,36,11,0,Australia,1
Shahid Afridi,28,20,8,15,199,4,38,3,18,2,0,Pakistan,0
Naved-ul-Hasan,4,4,0,5,199,4,38,3,0,4,0,Pakistan,0
Saeed Ajmal,0,0,0,0,199,4,38,3,0,2,0,Pakistan,0
Mohammad Asif,0,0,0,0,199,4,38,3,0,0,0,Pakistan,0
CL White,100,52,48,85,182,4,46,0,4,1,253,Australia,1
MEK Hussey,23,4,19,26,182,4,46,0,4,8,253,Australia,1
BJ Haddin,0,0,0,0,182,4,46,0,0,7,253,Australia,1
CL White,36,14,22,44,183,4,30,0,8,11,0,Australia,1
MEK Hussey,29,4,25,34,183,4,30,0,0,0,0,Australia,1
BJ Haddin,0,0,0,0,183,4,30,0,12,15,0,Australia,1
NM Hauritz,0,0,0,0,183,4,30,0,0,1,0,Australia,1
MJ Clarke,66,8,58,77,187,3,35,1,4,10,0,Australia,1
MEK Hussey,12,8,4,10,187,3,35,1,18,19,0,Australia,1
NM Hauritz,0,0,0,0,187,3,35,1,0,0,0,Australia,1
BJ Haddin,0,0,0,0,187,3,35,1,0,1,0,Australia,1
Naved-ul-Hasan,33,18,15,27,180,6,48,2,0,0,233,Pakistan,0
Mohammad Asif,0,0,0,0,180,6,48,2,0,1,233,Pakistan,0
Saeed Ajmal,5,4,1,4,180,6,48,2,0,3,233,Pakistan,0
NM Hauritz,19,10,9,21,181,6,32,0,18,16,0,Australia,1
MEK Hussey,50,4,46,66,181,6,32,0,12,5,0,Australia,1
RJ Harris,0,0,0,0,181,6,32,0,0,4,0,Australia,1
P Utseya,7,0,7,8,154,6,28,2,0,7,0,Zimbabwe,1
RW Price,2,0,2,6,154,6,28,2,6,3,0,Zimbabwe,1
AG Cremer,0,0,0,0,154,6,28,2,0,1,0,Zimbabwe,1
Shakib Al Hasan,94,56,38,62,202,3,59,2,8,2,0,Bangladesh,0
Mushfiqur Rahim,4,0,4,3,202,3,59,2,8,11,0,Bangladesh,0
Mahmudullah,0,0,0,0,202,3,59,2,4,2,0,Bangladesh,0
Enamul Haque jnr,0,0,0,0,202,3,59,2,0,5,0,Bangladesh,0
Nazmul Hossain,0,0,0,0,202,3,59,2,0,1,0,Bangladesh,0
RW Price,4,0,4,4,216,7,42,1,0,1,262,Zimbabwe,1
E Chigumbura,29,18,11,17,216,7,42,1,0,2,262,Zimbabwe,1
