Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
Salman Butt,95,44,51,103,202,4,31,0,12,13,0,Pakistan,1
Misbah-ul-Haq,0,0,0,0,202,4,31,0,0,1,0,Pakistan,1
Mahmudullah,23,4,19,34,162,4,29,0,0,1,267,Bangladesh,0
Shakib Al Hasan,47,12,35,53,162,4,29,0,12,12,267,Bangladesh,0
Farhad Reza,0,0,0,0,162,4,29,0,4,9,267,Bangladesh,0
Shakib Al Hasan,78,24,54,97,129,8,18,0,8,12,0,Bangladesh,0
Mashrafe Mortaza,25,4,21,46,129,8,18,0,0,11,0,Bangladesh,0
Mohammad Yousuf,28,0,28,45,151,2,24,0,8,1,204,Pakistan,1
Bazid Khan,37,6,31,78,151,2,24,0,8,6,204,Pakistan,1
Fawad Alam,0,0,0,0,151,2,24,0,4,1,204,Pakistan,1
Mohammad Yousuf,21,10,11,15,202,2,39,1,0,1,0,Pakistan,0
Shoaib Malik,5,0,5,7,202,2,39,1,4,12,0,Pakistan,0
Shahid Afridi,0,0,0,0,202,2,39,1,0,4,0,Pakistan,0
Misbah-ul-Haq,0,0,0,0,202,2,39,1,4,6,0,Pakistan,0
Abdur Razzak,31,20,11,34,135,9,24,0,0,2,162,Bangladesh,0
Yuvraj Singh,53,30,23,57,199,3,25,1,0,2,0,India,0
MS Dhoni,8,4,4,14,199,3,25,1,16,0,0,India,0
SK Raina,0,0,0,0,199,3,25,1,0,7,0,India,0
IK Pathan,0,0,0,0,199,3,25,1,0,4,0,India,0
Raqibul Hasan,80,20,60,110,126,4,27,1,0,9,0,Bangladesh,1
Mahmudullah,2,0,2,7,126,4,27,1,8,10,0,Bangladesh,1
Farhad Reza,0,0,0,0,126,4,27,1,0,1,0,Bangladesh,1
MJ Clarke,39,12,27,64,150,3,23,0,0,6,0,Australia,0
CJ Ferguson,35,4,31,49,150,3,23,0,4,14,0,Australia,0
MEK Hussey,0,0,0,0,150,3,23,0,4,3,0,Australia,0
LJ Wright,4,0,4,5,137,3,19,2,18,10,241,England,1
SCJ Broad,0,0,0,1,137,3,19,2,0,2,241,England,1
AU Rashid,0,0,0,0,137,3,19,2,4,6,241,England,1
JR Hopes,9,4,5,12,143,4,19,1,0,2,0,Australia,0
CJ Ferguson,39,12,27,45,143,4,19,1,8,8,0,Australia,0
MG Johnson,0,0,0,0,143,4,19,1,4,8,0,Australia,0
B Lee,0,0,0,0,143,4,19,1,0,0,0,Australia,0
GP Swann,8,0,8,12,155,6,20,1,0,6,197,England,1
PD Collingwood,41,8,33,65,155,6,20,1,4,8,197,England,1
RJ Sidebottom,0,0,0,0,155,6,20,1,0,0,197,England,1
JM Anderson,0,0,0,0,155,6,20,1,0,0,197,England,1
EJG Morgan,39,10,29,50,140,5,26,1,0,4,0,England,1
TT Bresnan,9,4,5,14,140,5,26,1,0,8,0,England,1
GP Swann,0,0,0,0,140,5,26,1,0,3,0,England,1
RJ Sidebottom,0,0,0,0,140,5,26,1,0,2,0,England,1
CL White,78,34,44,103,136,2,20,0,8,16,222,Australia,0
MJ Clarke,42,0,42,86,136,2,20,0,4,6,222,Australia,0
CJ Ferguson,0,0,0,0,136,2,20,0,4,4,222,Australia,0
OA Shah,26,4,22,42,144,4,25,1,8,5,0,England,1
LJ Wright,1,0,1,2,144,4,25,1,8,3,0,England,1
SCJ Broad,0,0,0,0,144,4,25,1,0,2,0,England,1
AU Rashid,0,0,0,0,144,4,25,1,4,0,0,England,1
TT Bresnan,0,0,0,0,144,4,25,1,0,5,0,England,1
MJ Clarke,51,24,27,71,163,3,26,0,8,3,211,Australia,0
CJ Ferguson,13,4,9,20,163,3,26,0,4,6,211,Australia,0
EJG Morgan,32,20,12,25,167,4,35,1,10,10,0,England,1
AD Mascarenhas,4,0,4,6,167,4,35,1,12,3,0,England,1
SCJ Broad,0,0,0,0,167,4,35,1,0,7,0,England,1
RT Ponting,111,62,49,105,199,2,26,2,12,3,296,Australia,0
CJ Ferguson,4,4,0,3,199,2,26,2,4,9,296,Australia,0
CL White,0,0,0,0,199,2,26,2,8,3,296,Australia,0
MG Johnson,0,0,0,0,199,2,26,2,0,1,296,Australia,0
TD Paine,111,62,49,149,161,2,27,1,0,0,0,Australia,0
CL White,0,0,0,0,161,2,27,1,12,5,0,Australia,0
CJ Ferguson,2,0,2,3,161,2,27,1,0,4,0,Australia,0
JR Hopes,0,0,0,0,161,2,27,1,12,2,0,Australia,0
TT Bresnan,29,12,17,35,146,8,22,1,0,2,172,England,1
JM Anderson,0,0,0,4,146,8,22,1,0,1,172,England,1
MEK Hussey,32,8,24,44,130,5,15,1,10,7,0,Australia,0
MG Johnson,6,0,6,14,130,5,15,1,4,0,0,Australia,0
B Lee,0,0,0,0,130,5,15,1,0,0,0,Australia,0
NM Hauritz,0,0,0,0,130,5,15,1,0,3,0,Australia,0
BW Hilfenhaus,0,0,0,0,130,5,15,1,0,1,0,Australia,0
PD Collingwood,13,8,5,21,137,5,19,1,0,0,157,England,1
JA Morkel,7,0,7,16,170,4,18,1,0,6,0,South Africa,1
JP Duminy,26,12,14,28,170,4,18,1,4,6,0,South Africa,1
J Botha,0,0,0,0,170,4,18,1,4,2,0,South Africa,1
Syed Rasel,1,0,1,2,150,6,20,3,4,2,185,Bangladesh,0
Naeem Islam,17,14,3,18,150,6,20,3,4,4,185,Bangladesh,0
MEK Hussey,39,12,27,50,165,5,23,0,0,14,0,Australia,0
JR Hopes,15,8,7,19,165,5,23,0,12,10,0,Australia,0
JP Duminy,7,0,7,11,156,2,35,1,14,11,0,South Africa,1
AB de Villiers,80,28,52,85,156,2,35,1,0,0,0,South Africa,1
JA Morkel,0,0,0,0,156,2,35,1,0,6,0,South Africa,1
MV Boucher,0,0,0,0,156,2,35,1,0,2,0,South Africa,1
JR Hopes,22,4,18,30,130,5,30,0,8,15,237,Australia,0
CJ Ferguson,47,16,31,56,130,5,30,0,8,8,237,Australia,0
AB de Villiers,70,30,40,65,186,2,35,1,12,2,0,South Africa,1
JA Morkel,4,0,4,5,186,2,35,1,0,0,0,South Africa,1
MV Boucher,0,0,0,0,186,2,35,1,4,5,0,South Africa,1
JP Duminy,0,0,0,0,186,2,35,1,0,7,0,South Africa,1
RT Ponting,37,0,37,62,171,4,29,1,16,0,246,Australia,0
JR Hopes,10,0,10,16,171,4,29,1,12,9,246,Australia,0
MG Johnson,0,0,0,0,171,4,29,1,0,5,246,Australia,0
NM Hauritz,0,0,0,0,171,4,29,1,0,3,246,Australia,0
NW Bracken,0,0,0,0,171,4,29,1,0,0,246,Australia,0
MG Johnson,1,0,1,2,202,3,33,3,0,1,0,Australia,0
MEK Hussey,19,4,15,30,202,3,33,3,0,8,0,Australia,0
NM Hauritz,0,0,0,0,202,3,33,3,0,5,0,Australia,0
JA Morkel,2,0,2,2,183,3,28,2,0,3,249,South Africa,1
AB de Villiers,31,4,27,35,183,3,28,2,4,3,249,South Africa,1
RE van der Merwe,0,0,0,0,183,3,28,2,0,3,249,South Africa,1
M Morkel,0,0,0,0,183,3,28,2,8,7,249,South Africa,1
DW Steyn,0,0,0,0,183,3,28,2,0,0,249,South Africa,1
M Ntini,0,0,0,0,183,3,28,2,0,2,249,South Africa,1
CL White,3,0,3,8,160,3,17,1,8,10,0,Australia,1
DJ Hussey,24,4,20,33,160,3,17,1,12,10,0,Australia,1
ND McKenzie,57,24,33,72,156,3,32,0,0,6,255,South Africa,0
JP Duminy,67,0,67,92,156,3,32,0,0,4,255,South Africa,0
MV Boucher,0,0,0,0,156,3,32,0,0,0,255,South Africa,0
VB van Jaarsveld,0,0,0,0,156,3,32,0,0,4,255,South Africa,0
JA Morkel,0,0,0,0,156,3,32,0,0,3,255,South Africa,0
J Botha,0,0,0,0,156,3,32,0,0,0,255,South Africa,0
DJ Hussey,12,4,8,23,169,3,19,1,0,7,0,Australia,1
CL White,1,0,1,3,169,3,19,1,0,0,0,Australia,1
BJ Haddin,0,0,0,0,169,3,19,1,4,11,0,Australia,1
JR Hopes,0,0,0,0,169,3,19,1,0,0,0,Australia,1
JP Duminy,11,4,7,16,139,3,21,1,4,14,235,South Africa,0
ND McKenzie,6,0,6,10,139,3,21,1,0,2,235,South Africa,0
MV Boucher,0,0,0,0,139,3,21,1,0,5,235,South Africa,0
JR Hopes,14,4,10,27,180,5,17,0,4,9,0,Australia,1
DJ Hussey,24,4,20,33,180,5,17,0,4,8,0,Australia,1
JA Morkel,0,0,0,0,169,5,25,1,16,10,254,South Africa,0
MV Boucher,16,0,16,30,169,5,25,1,4,10,254,South Africa,0
CL White,30,10,20,53,156,6,24,0,0,0,0,Australia,1
MG Johnson,0,0,0,0,156,6,24,0,0,0,0,Australia,1
BW Hilfenhaus,0,0,0,0,156,6,24,0,0,2,0,Australia,1
JR Hopes,18,0,18,27,156,6,24,0,10,8,0,Australia,1
HM Amla,97,30,67,118,153,2,29,1,0,0,0,South Africa,0
JA Morkel,0,0,0,0,153,2,29,1,8,6,0,South Africa,0
JP Duminy,8,4,4,12,153,2,29,1,14,9,0,South Africa,0
VB van Jaarsveld,0,0,0,0,153,2,29,1,0,3,0,South Africa,0
BJ Haddin,23,6,17,27,136,5,42,1,16,14,235,Australia,1
JR Hopes,6,0,6,4,136,5,42,1,0,5,235,Australia,1
MG Johnson,0,0,0,0,136,5,42,1,0,2,235,Australia,1
JR Hopes,9,4,5,16,114,6,22,0,0,9,0,Australia,1
MEK Hussey,44,10,34,59,114,6,22,0,0,5,0,Australia,1
MG Johnson,0,0,0,0,114,6,22,0,0,2,0,Australia,1
NW Bracken,0,0,0,0,114,6,22,0,0,0,0,Australia,1
SW Tait,0,0,0,0,114,6,22,0,0,0,0,Australia,1
KD Mills,6,0,6,17,87,4,19,1,12,7,160,New Zealand,0
LRPL Taylor,43,20,23,73,87,4,19,1,6,8,160,New Zealand,0
MEK Hussey,10,4,6,6,186,3,35,2,12,11,0,Australia,1
CJ Ferguson,5,4,1,5,186,3,35,2,12,9,0,Australia,1
GD Elliott,98,28,70,109,150,6,54,1,4,13,247,New Zealand,0
BB McCullum,20,14,6,13,150,6,54,1,4,6,247,New Zealand,0
JS Patel,0,0,0,0,150,6,54,1,0,1,247,New Zealand,0
NT Broom,5,0,5,17,139,5,20,0,4,2,0,New Zealand,0
LRPL Taylor,45,20,25,55,139,5,20,0,4,7,0,New Zealand,0
KD Mills,0,0,0,0,139,5,20,0,0,7,0,New Zealand,0
MEK Hussey,47,22,25,47,144,3,33,0,0,12,240,Australia,1
DJ Hussey,58,12,46,83,144,3,33,0,12,9,240,Australia,1
CJ Ferguson,0,0,0,0,144,3,33,0,0,2,240,Australia,1
PD Collingwood,48,16,32,58,160,3,23,0,0,9,0,England,0
OA Shah,60,20,40,81,160,3,23,0,0,2,0,England,0
AD Mascarenhas,0,0,0,0,160,3,23,0,0,0,0,England,0
MJ Prior,0,0,0,0,160,3,23,0,0,2,0,England,0
KA Pollard,21,12,9,19,139,3,48,0,8,9,222,West Indies,1
S Chanderpaul,45,30,15,30,139,3,48,0,0,1,222,West Indies,1
DJ Bravo,0,0,0,0,139,3,48,0,0,1,222,West Indies,1
D Ramdin,0,0,0,0,139,3,48,0,0,9,222,West Indies,1
S Chanderpaul,89,36,53,119,149,3,42,1,0,11,0,West Indies,1
DJ Bravo,0,0,0,0,149,3,42,1,6,13,0,West Indies,1
AJ Strauss,81,20,61,111,138,5,27,2,4,12,220,England,0
GJ Batty,1,0,1,4,138,5,27,2,4,0,220,England,0
SJ Harmison,0,0,0,0,138,5,27,2,0,13,220,England,0
AD Mascarenhas,34,12,22,71,83,8,13,0,0,2,0,England,0
GJ Batty,17,0,17,47,83,8,13,0,0,0,0,England,0
JM Anderson,0,0,0,0,83,8,13,0,0,0,0,England,0
DJ Bravo,26,8,18,45,143,6,23,0,24,8,0,West Indies,1
DJG Sammy,6,0,6,14,143,6,23,0,0,0,0,West Indies,1
NO Miller,0,0,0,0,143,6,23,0,4,3,0,West Indies,1
FH Edwards,0,0,0,0,143,6,23,0,0,0,0,West Indies,1
YK Pathan,3,0,3,4,172,4,25,1,10,6,0,India,1
Yuvraj Singh,101,60,41,111,172,4,25,1,12,5,0,India,1
Harbhajan Singh,0,0,0,0,172,4,25,1,0,4,0,India,1
SR Patel,2,0,2,7,152,3,25,3,10,8,228,England,0
RS Bopara,0,0,0,1,152,3,25,3,0,3,228,England,0
SCJ Broad,0,0,0,0,152,3,25,3,14,3,228,England,0
SR Patel,5,0,5,13,157,4,17,1,4,6,0,England,0
OA Shah,23,0,23,28,157,4,17,1,8,9,0,England,0
MJ Prior,0,0,0,0,157,4,17,1,0,2,0,England,0
OA Shah,20,12,8,25,161,4,17,0,8,10,0,England,0
KP Pietersen,83,42,41,100,161,4,17,0,0,14,0,England,0
SK Raina,41,24,17,44,195,3,38,0,8,4,259,India,1
MS Dhoni,45,16,29,57,195,3,38,0,4,1,259,India,1
RG Sharma,0,0,0,0,195,3,38,0,4,4,259,India,1
MS Dhoni,63,16,47,73,175,3,31,0,0,8,0,India,0
SK Raina,72,26,46,77,175,3,31,0,4,0,0,India,0
RG Sharma,0,0,0,0,175,3,31,0,0,7,0,India,0
S Badrinath,0,0,0,0,175,3,31,0,0,5,0,India,0
T Thushara,18,12,6,10,144,6,26,1,8,11,197,Sri Lanka,1
KMDN Kulasekara,11,0,11,21,144,6,26,1,0,1,197,Sri Lanka,1
BAW Mendis,0,0,0,0,144,6,26,1,0,2,197,Sri Lanka,1
M Muralitharan,0,0,0,0,144,6,26,1,0,0,197,Sri Lanka,1
PD McGlashan,22,12,10,19,154,4,27,1,14,12,0,New Zealand,1
GD Elliott,5,0,5,9,154,4,27,1,4,9,0,New Zealand,1
NO Miller,24,8,16,32,101,9,18,0,0,1,0,West Indies,0
FH Edwards,12,4,8,21,101,9,18,0,0,1,0,West Indies,0
S Chanderpaul,10,0,10,12,189,2,24,1,8,5,0,West Indies,0
XM Marshall,2,0,2,8,189,2,24,1,16,8,0,West Indies,0
CS Baugh,0,0,0,0,189,2,24,1,0,2,0,West Indies,0
Shoaib Malik,38,16,22,31,158,3,36,1,14,8,277,Pakistan,0
Shahid Afridi,0,0,0,0,158,3,36,1,0,4,277,Pakistan,0
Fawad Alam,0,0,0,0,158,3,36,1,0,11,277,Pakistan,0
Shahid Afridi,24,10,14,20,133,5,38,0,0,4,0,Pakistan,0
Kamran Akmal,44,4,40,51,133,5,38,0,0,1,0,Pakistan,0
Sohail Tanvir,0,0,0,0,133,5,38,0,4,8,0,Pakistan,0
Iftikhar Anjum,0,0,0,0,133,5,38,0,0,7,0,Pakistan,0
S Chanderpaul,81,20,61,126,113,4,28,1,4,15,187,West Indies,0
CS Baugh,2,0,2,6,113,4,28,1,0,1,187,West Indies,0
JE Taylor,0,0,0,0,113,4,28,1,0,0,187,West Indies,0
NO Miller,0,0,0,0,113,4,28,1,4,5,187,West Indies,0
AD Mathews,2,0,2,3,75,4,12,1,0,14,0,Sri Lanka,0
SHT Kandamby,31,0,31,86,75,4,12,1,0,9,0,Sri Lanka,0
KM Dabengwa,39,10,29,92,92,6,14,0,0,0,110,Zimbabwe,1
RW Price,0,0,0,0,92,6,14,0,0,3,110,Zimbabwe,1
P Utseya,31,0,31,93,92,6,14,0,0,0,110,Zimbabwe,1
T Mupariwa,0,0,0,0,92,6,14,0,0,0,110,Zimbabwe,1
YK Pathan,3,0,3,8,209,3,33,2,4,8,0,India,0
MS Dhoni,24,6,18,27,209,3,33,2,4,8,0,India,0
DE Bernard,1,0,1,4,202,4,34,3,4,14,291,West Indies,1
D Ramdin,0,0,0,2,202,4,34,3,4,13,291,West Indies,1
E Chigumbura,29,8,21,70,118,5,16,1,4,7,0,Zimbabwe,0
P Utseya,5,0,5,12,118,5,16,1,0,4,0,Zimbabwe,0
Naeem Islam,18,4,14,47,121,7,12,1,0,3,158,Bangladesh,1
Mahbubul Alam,4,0,4,10,121,7,12,1,10,7,158,Bangladesh,1
Nazmul Hossain,0,0,0,0,121,7,12,1,0,2,158,Bangladesh,1
OA Shah,55,22,33,51,179,2,45,0,6,14,0,England,1
MJ Prior,68,16,52,72,179,2,45,0,4,12,0,England,1
AD Mascarenhas,0,0,0,0,179,2,45,0,0,0,0,England,1
PD Collingwood,0,0,0,0,179,2,45,0,4,1,0,England,1
KA Pollard,10,4,6,7,153,4,40,2,0,2,262,West Indies,0
JE Taylor,3,0,3,3,153,4,40,2,12,3,262,West Indies,0
SJ Benn,0,0,0,0,153,4,40,2,10,3,262,West Indies,0
R Rampaul,0,0,0,0,153,4,40,2,0,4,262,West Indies,0
AU Rashid,0,0,0,0,108,4,20,2,0,5,0,England,0
LJ Wright,2,0,2,8,108,4,20,2,24,10,0,England,0
DPMD Jayawardene,20,4,16,27,177,3,21,1,0,4,0,Sri Lanka,0
CK Kapugedera,8,0,8,13,177,3,21,1,8,8,0,Sri Lanka,0
MF Maharoof,0,0,0,0,177,3,21,1,4,7,0,Sri Lanka,0
TM Dilshan,88,12,76,108,176,2,34,0,8,12,0,Sri Lanka,0
SHT Kandamby,27,8,19,26,176,2,34,0,0,5,0,Sri Lanka,0
DPMD Jayawardene,0,0,0,0,176,2,34,0,8,3,0,Sri Lanka,0
DPMD Jayawardene,2,0,2,2,146,2,25,2,0,9,0,Sri Lanka,1
MF Maharoof,1,0,1,4,146,2,25,2,8,11,0,Sri Lanka,1
RG Sharma,3,0,3,6,160,3,18,1,4,7,231,India,0
MS Dhoni,31,8,23,39,160,3,18,1,4,11,231,India,0
MS Dhoni,18,0,18,22,179,5,24,0,0,5,0,India,0
YK Pathan,15,4,11,24,179,5,24,0,4,2,0,India,0
Z Khan,0,0,0,0,179,5,24,0,0,2,0,India,0
P Kumar,0,0,0,0,179,5,24,0,0,0,0,India,0
CK Kapugedera,18,4,14,22,130,4,28,0,8,5,224,Sri Lanka,1
SHT Kandamby,59,16,43,105,130,4,28,0,12,8,224,Sri Lanka,1
MF Maharoof,0,0,0,0,130,4,28,0,4,3,224,Sri Lanka,1
T Thushara,0,0,0,0,130,4,28,0,0,3,224,Sri Lanka,1
YK Pathan,1,0,1,2,255,4,15,1,10,10,0,India,0
MS Dhoni,10,0,10,21,255,4,15,1,0,9,0,India,0
BAW Mendis,6,0,6,17,181,8,12,1,0,2,209,Sri Lanka,1
CRD Fernando,6,4,2,11,181,8,12,1,10,3,209,Sri Lanka,1
G Gambhir,110,38,72,125,195,4,34,0,16,10,0,India,0
SK Raina,15,8,7,11,195,4,34,0,4,8,0,India,0
CK Kapugedera,16,0,16,26,170,5,29,1,0,0,258,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,170,5,29,1,8,5,258,Sri Lanka,1
MF Maharoof,18,12,6,16,170,5,29,1,4,6,258,Sri Lanka,1
M Muralitharan,0,0,0,0,170,5,29,1,0,0,258,Sri Lanka,1
CRD Fernando,0,0,0,0,170,5,29,1,0,2,258,Sri Lanka,1
SHT Kandamby,24,12,12,22,209,2,30,0,0,2,0,Sri Lanka,1
TM Dilshan,94,36,58,116,209,2,30,0,0,3,0,Sri Lanka,1
DPMD Jayawardene,0,0,0,0,209,2,30,0,0,1,0,Sri Lanka,1
CK Kapugedera,0,0,0,0,209,2,30,0,0,0,0,Sri Lanka,1
T Thushara,0,0,0,0,209,2,30,0,4,6,0,Sri Lanka,1
MF Maharoof,0,0,0,0,209,2,30,0,4,4,0,Sri Lanka,1
IK Pathan,5,0,5,10,181,6,19,1,0,3,243,India,0
RA Jadeja,32,8,24,55,181,6,19,1,0,10,243,India,0
L Balaji,0,0,0,0,181,6,19,1,4,3,243,India,0
MV Boucher,4,0,4,13,156,5,18,1,4,9,0,South Africa,1
AN Petersen,47,18,29,52,156,5,18,1,8,9,0,South Africa,1
RE van der Merwe,0,0,0,0,156,5,18,1,0,2,0,South Africa,1
IJL Trott,81,28,53,120,151,2,32,0,4,2,240,England,0
PD Collingwood,82,26,56,97,151,2,32,0,10,7,240,England,0
EJG Morgan,0,0,0,0,151,2,32,0,18,4,240,England,0
AB de Villiers,73,20,53,61,206,2,28,1,28,10,0,South Africa,1
AN Petersen,15,4,11,16,206,2,28,1,4,12,0,South Africa,1
GP Swann,1,0,1,2,186,5,36,4,0,5,229,England,0
JM Anderson,0,0,0,0,186,5,36,4,0,1,229,England,0
Umar Gul,1,0,1,2,127,5,14,1,4,3,160,Pakistan,0
Misbah-ul-Haq,19,8,11,54,127,5,14,1,8,3,160,Pakistan,0
Kamran Akmal,19,8,11,21,126,5,32,0,0,0,0,Pakistan,0
Umar Gul,0,0,0,0,126,5,32,0,4,3,0,Pakistan,0
Shahid Afridi,31,18,13,33,126,5,32,0,8,2,0,Pakistan,0
Shoaib Akhtar,0,0,0,0,126,5,32,0,22,2,0,Pakistan,0
MJ Clarke,24,4,20,53,146,3,22,1,8,7,194,Australia,0
CJ Ferguson,0,0,0,0,146,3,22,1,4,5,194,Australia,0
CJ Ferguson,30,12,18,49,116,4,28,1,4,7,0,Australia,0
DJ Hussey,0,0,0,3,116,4,28,1,0,7,0,Australia,0
Yasir Arafat,3,0,3,14,126,5,8,1,0,0,156,Pakistan,0
Sohail Tanvir,0,0,0,0,126,5,8,1,4,4,156,Pakistan,0
Shoaib Malik,20,4,16,44,126,5,8,1,4,4,156,Pakistan,0
Shahid Afridi,34,20,14,29,133,4,16,2,0,6,0,Pakistan,0
Yasir Arafat,1,0,1,7,133,4,16,2,10,5,0,Pakistan,0
SR Watson,74,26,48,133,132,2,26,0,8,3,187,Australia,0
MJ Clarke,83,44,39,110,132,2,26,0,12,5,187,Australia,0
SR Watson,87,32,55,114,157,3,24,1,4,6,0,Australia,0
CJ Ferguson,12,4,8,15,157,3,24,1,4,8,0,Australia,0
Misbah-ul-Haq,53,24,29,65,160,3,32,0,4,6,239,Pakistan,0
Kamran Akmal,93,36,57,92,160,3,32,0,4,7,239,Pakistan,0
Shakib Al Hasan,30,0,30,41,135,4,26,1,0,9,0,Bangladesh,0
Mahmudullah,15,6,9,16,135,4,26,1,10,9,0,Bangladesh,0
DJG Sammy,22,0,22,30,136,6,37,1,0,6,188,West Indies,1
NO Miller,8,8,0,2,136,6,37,1,0,8,188,West Indies,1
KAJ Roach,0,0,0,0,136,6,37,1,0,0,188,West Indies,1
NT Pascal,0,0,0,0,136,6,37,1,0,0,188,West Indies,1
DC Thomas,5,0,5,10,167,5,19,2,4,11,0,West Indies,1
NO Miller,6,4,2,7,167,5,19,2,0,7,0,West Indies,1
KAJ Roach,0,0,0,0,167,5,19,2,0,2,0,West Indies,1
Mahmudullah,20,4,16,45,151,5,25,1,0,12,240,Bangladesh,0
Naeem Islam,0,0,0,2,151,5,25,1,12,7,240,Bangladesh,0
AD Mathews,18,4,14,23,125,6,20,0,0,12,0,Sri Lanka,1
KMDN Kulasekara,8,0,8,21,125,6,20,0,4,4,0,Sri Lanka,1
M Muralitharan,0,0,0,0,125,6,20,0,0,1,0,Sri Lanka,1
Mohammad Amir,7,0,7,13,118,6,26,2,8,8,186,Pakistan,0
Umar Gul,8,4,4,6,118,6,26,2,20,5,186,Pakistan,0
Mohammad Amir,6,4,2,9,95,7,15,2,4,6,0,Pakistan,0
Saeed Ajmal,2,0,2,4,95,7,15,2,4,8,0,Pakistan,0
CK Kapugedera,51,26,25,84,117,4,19,0,12,4,160,Sri Lanka,1
TT Samaraweera,31,8,23,59,117,4,19,0,0,7,160,Sri Lanka,1
Umar Akmal,49,16,33,59,159,5,37,1,16,1,0,Pakistan,0
Abdul Razzaq,0,0,0,3,159,5,37,1,10,7,0,Pakistan,0
Naved-ul-Hasan,0,0,0,0,159,5,37,1,6,4,0,Pakistan,0
SHT Kandamby,13,4,9,15,203,2,26,1,8,11,277,Sri Lanka,1
KC Sangakkara,17,4,13,20,203,2,26,1,4,4,277,Sri Lanka,1
CK Kapugedera,0,0,0,0,203,2,26,1,0,0,277,Sri Lanka,1
Younis Khan,58,8,50,86,167,4,32,0,4,15,0,Pakistan,0
Umar Akmal,46,16,30,41,167,4,32,0,8,12,0,Pakistan,0
Shahid Afridi,5,4,1,2,187,3,24,2,0,0,0,Pakistan,0
Naved-ul-Hasan,0,0,0,0,187,3,24,2,0,11,0,Pakistan,0
Misbah-ul-Haq,46,12,34,51,187,3,24,2,0,7,0,Pakistan,0
TT Samaraweera,65,16,49,95,109,5,32,0,20,7,0,Sri Lanka,1
AD Mathews,32,12,20,41,109,5,32,0,0,8,0,Sri Lanka,1
CK Kapugedera,18,0,18,28,185,5,20,0,8,7,0,Sri Lanka,1
SHT Kandamby,25,8,17,33,185,5,20,0,4,16,0,Sri Lanka,1
DL Vettori,23,4,19,32,126,7,10,1,0,2,0,New Zealand,0
IG Butler,4,0,4,9,126,7,10,1,0,1,0,New Zealand,0
SE Bond,0,0,0,0,126,7,10,1,4,4,0,New Zealand,0
MS Dhoni,34,16,18,63,131,4,18,0,0,1,153,India,0
SK Raina,43,24,19,53,131,4,18,0,0,2,153,India,0
MEK Hussey,5,0,5,7,153,3,20,1,0,7,0,Australia,1
CL White,22,4,18,35,153,3,20,1,0,0,0,Australia,1
BJ Haddin,0,0,0,0,153,3,20,1,0,8,0,Australia,1
MG Johnson,0,0,0,0,153,3,20,1,0,5,0,Australia,1
AC Voges,0,0,0,0,190,2,20,1,10,6,0,Australia,1
RT Ponting,97,32,65,105,190,2,20,1,4,5,0,Australia,1
MEK Hussey,0,0,0,0,190,2,20,1,4,4,0,Australia,1
JR Hopes,0,0,0,0,190,2,20,1,4,3,0,Australia,1
KA Pollard,30,10,20,36,154,6,25,0,14,9,258,West Indies,0
DR Smith,18,8,10,31,154,6,25,0,6,10,258,West Indies,0
CL White,16,4,12,25,194,3,22,1,0,6,0,Australia,1
AC Voges,9,4,5,10,194,3,22,1,4,14,0,Australia,1
JR Hopes,0,0,0,0,194,3,22,1,4,6,0,Australia,1
Shoaib Malik,28,8,20,33,174,4,25,0,0,0,0,Pakistan,0
Shahid Afridi,0,0,0,0,174,4,25,0,20,8,0,Pakistan,0
Younis Khan,40,4,36,66,174,4,25,0,0,6,0,Pakistan,0
Mohammad Amir,0,0,0,0,174,4,25,0,0,0,0,Pakistan,0
Naved-ul-Hasan,0,0,0,0,174,4,25,0,4,0,0,Pakistan,0
MEK Hussey,6,0,6,12,155,3,27,1,4,13,253,Australia,1
CL White,71,30,41,69,155,3,27,1,22,7,253,Australia,1
MEK Hussey,14,0,14,17,159,3,24,1,4,11,0,Australia,1
CL White,21,4,17,31,159,3,24,1,10,5,0,Australia,1
MJ Clarke,46,0,46,63,153,3,34,0,8,12,0,Australia,1
CL White,25,12,13,25,153,3,34,0,0,3,0,Australia,1
MEK Hussey,0,0,0,0,153,3,34,0,8,4,0,Australia,1
Shahid Afridi,19,4,15,20,153,5,27,1,18,3,233,Pakistan,0
Naved-ul-Hasan,11,4,7,12,153,5,27,1,14,8,233,Pakistan,0
Umar Gul,0,0,0,0,153,5,27,1,0,0,233,Pakistan,0
Saeed Ajmal,0,0,0,0,153,5,27,1,4,1,233,Pakistan,0
MEK Hussey,37,0,37,55,151,5,30,1,4,9,0,Australia,1
NM Hauritz,0,0,0,2,151,5,30,1,10,9,0,Australia,1
MA Vermeulen,84,24,60,122,129,5,25,1,0,8,0,Zimbabwe,1
E Chigumbura,9,8,1,8,129,5,25,1,6,5,0,Zimbabwe,1
P Utseya,0,0,0,0,129,5,25,1,0,7,0,Zimbabwe,1
RW Price,0,0,0,0,129,5,25,1,0,2,0,Zimbabwe,1
Shakib Al Hasan,55,28,27,44,157,3,45,0,28,11,0,Bangladesh,0
Raqibul Hasan,19,8,11,19,157,3,45,0,12,4,0,Bangladesh,0
Naeem Islam,0,0,0,0,157,3,45,0,0,0,0,Bangladesh,0
