Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
MJ Prior,0,0,0,0,103,1,18,3,8,2,157,England,1
JH Kallis,37,8,29,58,122,2,15,1,0,13,0,South Africa,1
JP Duminy,3,0,3,8,122,2,15,1,8,5,0,South Africa,1
MV Boucher,0,0,0,0,122,2,15,1,4,3,0,South Africa,1
Shakib Al Hasan,31,12,19,54,91,4,24,0,12,5,185,Bangladesh,0
Mohammad Ashraful,56,28,28,72,91,4,24,0,12,5,185,Bangladesh,0
Raqibul Hasan,0,0,0,0,91,4,24,0,0,0,185,Bangladesh,0
Naeem Islam,0,0,0,0,91,4,24,0,0,1,185,Bangladesh,0
CJ Ferguson,12,0,12,27,118,4,25,0,8,5,0,Australia,0
MEK Hussey,22,8,14,25,118,4,25,0,4,5,0,Australia,0
JR Hopes,0,0,0,0,118,4,25,0,0,0,0,Australia,0
JA Morkel,8,4,4,13,106,5,20,2,4,2,137,South Africa,1
M Morkel,1,0,1,4,106,5,20,2,0,1,137,South Africa,1
DW Steyn,0,0,0,0,106,5,20,2,0,1,137,South Africa,1
M Ntini,0,0,0,0,106,5,20,2,0,2,137,South Africa,1
JH Kallis,55,20,35,66,94,2,32,0,0,13,0,South Africa,1
AB de Villiers,37,8,29,55,94,2,32,0,4,13,0,South Africa,1
DJ Hussey,20,0,20,31,84,4,26,0,0,0,237,Australia,0
CJ Ferguson,19,4,15,27,84,4,26,0,4,9,237,Australia,0
JR Hopes,0,0,0,0,84,4,26,0,0,7,237,Australia,0
AB de Villiers,33,10,23,35,119,2,21,0,16,6,0,South Africa,1
HH Gibbs,70,24,46,94,119,2,21,0,16,8,0,South Africa,1
RT Ponting,17,0,17,28,139,2,16,2,0,11,246,Australia,0
DJ Hussey,5,0,5,9,139,2,16,2,0,5,246,Australia,0
CJ Ferguson,38,20,18,28,147,2,37,0,0,3,0,Australia,0
RT Ponting,18,4,14,28,147,2,37,0,0,9,0,Australia,0
MEK Hussey,0,0,0,0,147,2,37,0,0,6,0,Australia,0
JH Kallis,52,26,26,59,133,1,25,1,4,8,249,South Africa,1
AB de Villiers,4,0,4,5,133,1,25,1,0,12,249,South Africa,1
JP Duminy,0,0,0,0,133,1,25,1,0,1,249,South Africa,1
MJ Clarke,18,4,14,29,114,2,26,0,0,1,0,Australia,1
DJ Hussey,0,0,0,0,114,2,26,0,0,11,0,Australia,1
SE Marsh,70,22,48,86,114,2,26,0,0,8,0,Australia,1
ND McKenzie,21,8,13,39,106,3,18,0,8,8,255,South Africa,0
JP Duminy,39,0,39,65,106,3,18,0,0,16,255,South Africa,0
MEK Hussey,5,4,1,4,125,1,26,1,4,10,0,Australia,1
SE Marsh,77,36,41,98,125,1,26,1,0,1,0,Australia,1
DJ Hussey,0,0,0,0,125,1,26,1,0,3,0,Australia,1
JH Kallis,56,16,40,82,93,2,20,0,4,12,235,South Africa,0
AB de Villiers,30,4,26,45,93,2,20,0,0,8,235,South Africa,0
JP Duminy,0,0,0,0,93,2,20,0,0,2,235,South Africa,0
BJ Haddin,1,0,1,5,142,2,19,2,0,5,0,Australia,1
DJ Hussey,7,0,7,10,142,2,19,2,4,6,0,Australia,1
JR Hopes,0,0,0,0,142,2,19,2,0,4,0,Australia,1
ND McKenzie,4,0,4,4,138,3,20,2,0,6,254,South Africa,0
MV Boucher,3,0,3,6,138,3,20,2,0,5,254,South Africa,0
DJ Hussey,20,8,12,27,122,5,17,0,4,0,0,Australia,1
JR Hopes,0,0,0,0,122,5,17,0,0,7,0,Australia,1
CL White,11,4,7,23,122,5,17,0,0,6,0,Australia,1
HM Amla,59,16,43,80,129,2,40,0,4,5,214,South Africa,0
AB de Villiers,59,22,37,61,129,2,40,0,8,10,214,South Africa,0
HM Amla,73,22,51,94,96,2,33,0,0,10,0,South Africa,0
AB de Villiers,39,12,27,48,96,2,33,0,0,14,0,South Africa,0
MEK Hussey,43,4,39,66,90,4,25,1,8,7,235,Australia,1
BJ Haddin,1,0,1,1,90,4,25,1,0,6,235,Australia,1
BJ Haddin,25,10,15,45,72,5,24,0,0,6,0,Australia,1
MEK Hussey,19,0,19,23,72,5,24,0,4,8,0,Australia,1
LRPL Taylor,26,12,14,53,54,4,11,0,0,4,160,New Zealand,0
NT Broom,11,0,11,27,54,4,11,0,8,10,160,New Zealand,0
BJ Haddin,86,40,46,94,141,1,25,0,6,7,0,Australia,1
RT Ponting,16,4,12,17,141,1,25,0,0,0,0,Australia,1
DJ Hussey,0,0,0,0,141,1,25,0,4,3,0,Australia,1
CL White,0,0,0,0,141,1,25,0,0,0,0,Australia,1
GD Elliott,63,12,51,81,91,3,35,0,4,9,247,New Zealand,0
NT Broom,13,0,13,20,91,3,35,0,0,2,247,New Zealand,0
KD Mills,0,0,0,0,91,3,35,0,0,2,247,New Zealand,0
DL Vettori,0,0,0,0,91,3,35,0,0,2,247,New Zealand,0
TG Southee,0,0,0,0,91,3,35,0,0,5,247,New Zealand,0
GD Elliott,9,0,9,16,88,3,22,0,8,9,0,New Zealand,0
LRPL Taylor,18,6,12,29,88,3,22,0,8,4,0,New Zealand,0
CD Cumming,0,0,0,0,88,3,22,0,0,0,0,New Zealand,0
MEK Hussey,16,10,6,20,97,3,28,0,4,9,240,Australia,1
DJ Hussey,37,8,29,49,97,3,28,0,0,6,240,Australia,1
OA Shah,43,16,27,56,113,3,19,0,0,7,0,England,0
PD Collingwood,14,0,14,19,113,3,19,0,12,9,0,England,0
RR Sarwan,57,20,37,77,88,1,27,0,0,0,222,West Indies,1
S Chanderpaul,0,0,0,0,88,1,27,0,4,7,222,West Indies,1
LMP Simmons,56,22,34,95,88,1,27,0,4,2,222,West Indies,1
KA Pollard,0,0,0,0,88,1,27,0,6,1,222,West Indies,1
S Chanderpaul,45,12,33,78,108,2,22,0,0,10,0,West Indies,1
RR Sarwan,65,28,37,77,108,2,22,0,0,9,0,West Indies,1
KA Pollard,0,0,0,0,108,2,22,0,0,0,0,West Indies,1
AD Mascarenhas,18,4,14,22,96,5,20,0,0,11,220,England,0
AJ Strauss,47,12,35,72,96,5,20,0,0,11,220,England,0
GJ Batty,5,0,5,18,57,8,13,0,0,4,0,England,0
AD Mascarenhas,20,8,12,40,57,8,13,0,4,5,0,England,0
DJ Bravo,4,0,4,11,124,3,12,1,0,5,0,West Indies,1
S Chanderpaul,25,0,25,46,124,3,12,1,0,2,0,West Indies,1
KA Pollard,0,0,0,0,124,3,12,1,0,0,0,West Indies,1
DJG Sammy,0,0,0,0,124,3,12,1,0,0,0,West Indies,1
Yuvraj Singh,74,48,26,81,119,3,33,1,8,6,0,India,1
MS Dhoni,0,0,0,0,119,3,33,1,0,6,0,India,1
KP Pietersen,13,4,9,28,101,2,11,1,0,9,228,England,0
A Flintoff,2,0,2,10,101,2,11,1,26,5,228,England,0
A Flintoff,15,4,11,23,120,3,16,1,4,6,0,England,0
OA Shah,1,0,1,3,120,3,16,1,0,11,0,England,0
MS Dhoni,8,4,4,21,122,3,14,1,4,2,191,India,1
Yuvraj Singh,17,4,13,17,122,3,14,1,10,11,191,India,1
KP Pietersen,65,38,27,68,110,2,30,1,4,7,0,England,0
A Flintoff,0,0,0,0,110,2,30,1,0,0,0,England,0
OA Shah,0,0,0,0,110,2,30,1,8,2,0,England,0
SK Raina,8,4,4,16,150,3,20,0,8,5,259,India,1
MS Dhoni,15,4,11,25,150,3,20,0,4,8,259,India,1
MS Dhoni,30,12,18,38,110,3,31,0,0,14,0,India,0
SK Raina,40,12,28,51,110,3,31,0,8,12,0,India,0
WPUJC Vaas,1,0,1,2,104,4,20,1,4,9,197,Sri Lanka,1
CK Kapugedera,29,4,25,30,104,4,20,1,0,1,197,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,104,4,20,1,0,6,197,Sri Lanka,1
MS Dhoni,49,12,37,65,138,3,49,0,12,12,0,India,0
SK Raina,39,24,15,25,138,3,49,0,20,7,0,India,0
MJ Guptill,11,0,11,28,112,2,19,0,0,11,0,New Zealand,1
BB McCullum,69,40,29,86,112,2,19,0,0,8,0,New Zealand,1
JDP Oram,0,0,0,0,112,2,19,0,0,1,0,New Zealand,1
PD McGlashan,0,0,0,0,112,2,19,0,0,3,0,New Zealand,1
RG Sharma,30,6,24,58,94,6,14,1,4,6,0,India,0
Z Khan,4,0,4,6,94,6,14,1,0,1,0,India,0
P Kumar,0,0,0,0,94,6,14,1,4,2,0,India,0
I Sharma,0,0,0,0,94,6,14,1,0,1,0,India,0
S Chanderpaul,31,8,23,66,62,6,7,2,8,6,0,West Indies,0
NO Miller,0,0,0,4,62,6,7,2,8,9,0,West Indies,0
FH Edwards,0,0,0,0,62,6,7,2,0,1,0,West Indies,0
CH Gayle,102,70,32,93,143,1,22,0,4,7,0,West Indies,0
RR Sarwan,30,8,22,36,143,1,22,0,4,9,0,West Indies,0
Younis Khan,38,8,30,38,107,1,25,1,4,9,277,Pakistan,0
Misbah-ul-Haq,1,0,1,1,107,1,25,1,0,6,277,Pakistan,0
Shoaib Malik,0,0,0,0,107,1,25,1,0,7,277,Pakistan,0
Misbah-ul-Haq,45,4,41,81,89,4,18,0,0,7,0,Pakistan,0
Kamran Akmal,11,0,11,19,89,4,18,0,0,15,0,Pakistan,0
Shahid Afridi,0,0,0,0,89,4,18,0,0,4,0,Pakistan,0
XM Marshall,1,0,1,3,73,2,25,1,0,0,187,West Indies,0
SE Findlay,0,0,0,0,73,2,25,1,4,3,187,West Indies,0
S Chanderpaul,52,12,40,99,73,2,25,1,0,8,187,West Indies,0
T Taibu,35,8,27,58,85,3,20,6,0,1,0,Zimbabwe,1
CB Mpofu,0,0,0,1,85,3,20,6,0,0,0,Zimbabwe,1
KC Sangakkara,38,16,22,88,83,3,24,0,4,4,116,Sri Lanka,0
CK Kapugedera,16,12,4,14,83,3,24,0,0,0,116,Sri Lanka,0
J Mubarak,0,0,0,0,83,3,24,0,0,0,116,Sri Lanka,0
SC Williams,9,0,9,33,46,7,7,1,0,1,0,Zimbabwe,1
T Mupariwa,1,0,1,8,46,7,7,1,0,0,0,Zimbabwe,1
CB Mpofu,0,0,0,0,46,7,7,1,0,1,0,Zimbabwe,1
SHT Kandamby,16,0,16,51,53,4,11,0,0,8,0,Sri Lanka,0
J Mubarak,10,4,6,21,53,4,11,0,0,3,0,Sri Lanka,0
P Utseya,16,0,16,62,56,6,11,0,0,9,110,Zimbabwe,1
KM Dabengwa,15,0,15,63,56,6,11,0,10,6,110,Zimbabwe,1
Yuvraj Singh,75,38,37,78,132,2,29,1,32,7,0,India,0
MS Dhoni,2,0,2,4,132,2,29,1,0,9,0,India,0
S Chanderpaul,40,16,24,42,141,3,29,0,8,8,291,West Indies,1
DJ Bravo,6,0,6,15,141,3,29,0,0,2,291,West Indies,1
DM Bravo,0,0,0,0,141,3,29,0,8,6,291,West Indies,1
E Chigumbura,8,4,4,39,92,5,10,0,0,10,0,Zimbabwe,0
KM Dabengwa,4,0,4,8,92,5,10,0,0,6,0,Zimbabwe,0
Shakib Al Hasan,43,12,31,55,88,4,15,2,0,9,158,Bangladesh,1
Naeem Islam,4,0,4,18,88,4,15,2,4,5,158,Bangladesh,1
Mashrafe Mortaza,0,0,0,0,88,4,15,2,0,0,158,Bangladesh,1
M Muralitharan,5,4,1,6,108,4,24,5,0,1,0,Sri Lanka,0
BAW Mendis,0,0,0,0,108,4,24,5,0,0,0,Sri Lanka,0
RW Price,1,0,1,8,84,6,3,1,4,2,0,Zimbabwe,0
KM Dabengwa,3,0,3,24,84,6,3,1,4,2,0,Zimbabwe,0
EC Rainsford,0,0,0,0,84,6,3,1,0,0,0,Zimbabwe,0
Shakib Al Hasan,30,16,14,32,74,4,19,0,0,3,107,Bangladesh,1
Mushfiqur Rahim,10,4,6,20,74,4,19,0,8,2,107,Bangladesh,1
JE Taylor,1,0,1,2,107,4,13,2,0,0,0,West Indies,0
DJG Sammy,0,0,0,0,107,4,13,2,8,3,0,West Indies,0
KA Pollard,3,0,3,6,107,4,13,2,0,5,0,West Indies,0
PD Collingwood,35,18,17,34,93,3,24,0,4,8,146,England,1
OA Shah,24,4,20,49,93,3,24,0,8,6,146,England,1
EJG Morgan,0,0,0,0,93,3,24,0,0,1,146,England,1
OA Shah,17,4,13,20,126,2,27,0,0,11,0,England,1
MJ Prior,35,4,31,41,126,2,27,0,4,11,0,England,1
S Chanderpaul,42,12,30,79,105,4,24,0,4,10,262,West Indies,0
D Ramdin,20,4,16,27,105,4,24,0,4,6,262,West Indies,0
OA Shah,3,0,3,7,67,3,23,1,0,8,0,England,0
JL Denly,49,8,41,86,67,3,23,1,0,10,0,England,0
SHT Kandamby,44,8,36,58,123,2,32,1,8,7,0,Sri Lanka,0
DPMD Jayawardene,0,0,0,0,123,2,32,1,0,7,0,Sri Lanka,0
Shahid Afridi,12,4,8,15,122,5,19,2,0,2,150,Pakistan,0
Umar Gul,0,0,0,5,122,5,19,2,0,0,150,Pakistan,0
Iftikhar Anjum,0,0,0,0,122,5,19,2,4,1,150,Pakistan,0
Shoaib Akhtar,0,0,0,0,122,5,19,2,0,1,150,Pakistan,0
KC Sangakkara,46,8,38,53,120,1,33,0,0,4,0,Sri Lanka,0
TM Dilshan,62,8,54,80,120,1,33,0,0,12,0,Sri Lanka,0
SHT Kandamby,0,0,0,0,120,1,33,0,0,7,0,Sri Lanka,0
ST Jayasuriya,74,38,36,87,88,1,35,1,8,11,0,Sri Lanka,1
SHT Kandamby,5,0,5,7,88,1,35,1,0,4,0,Sri Lanka,1
MS Dhoni,7,4,3,7,116,2,22,1,4,7,231,India,0
Yuvraj Singh,10,4,6,18,116,2,22,1,4,7,231,India,0
Yuvraj Singh,53,30,23,80,131,3,25,0,4,9,0,India,0
SK Raina,28,6,22,41,131,3,25,0,0,1,0,India,0
MS Dhoni,0,0,0,0,131,3,25,0,0,6,0,India,0
YK Pathan,0,0,0,0,131,3,25,0,0,3,0,India,0
SHT Kandamby,42,12,30,76,90,3,18,0,0,6,224,Sri Lanka,1
DPMD Jayawardene,37,4,33,67,90,3,18,0,6,9,224,Sri Lanka,1
CK Kapugedera,0,0,0,0,90,3,18,0,0,1,224,Sri Lanka,1
Yuvraj Singh,111,70,41,95,182,2,38,0,4,2,0,India,0
V Sehwag,92,56,36,73,182,2,38,0,12,12,0,India,0
MS Dhoni,0,0,0,0,182,2,38,0,0,5,0,India,0
KC Sangakkara,74,32,42,76,142,5,21,0,4,5,209,Sri Lanka,1
MF Maharoof,16,4,12,29,142,5,21,0,0,6,209,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,142,5,21,0,0,3,209,Sri Lanka,1
M Muralitharan,0,0,0,0,142,5,21,0,0,0,209,Sri Lanka,1
MS Dhoni,85,28,57,85,137,1,30,0,0,9,0,India,0
G Gambhir,77,26,51,94,137,1,30,0,4,7,0,India,0
Yuvraj Singh,0,0,0,0,137,1,30,0,4,1,0,India,0
YK Pathan,0,0,0,0,137,1,30,0,0,0,0,India,0
SK Raina,0,0,0,0,137,1,30,0,0,3,0,India,0
SHT Kandamby,9,0,9,13,132,2,23,1,0,1,258,Sri Lanka,1
KC Sangakkara,53,16,37,68,132,2,23,1,0,3,258,Sri Lanka,1
CK Kapugedera,0,0,0,0,132,2,23,1,0,9,258,Sri Lanka,1
AD Mathews,0,0,0,0,132,2,23,1,0,2,258,Sri Lanka,1
TM Dilshan,70,28,42,87,144,1,34,0,4,9,0,Sri Lanka,1
KC Sangakkara,71,32,39,63,144,1,34,0,6,7,0,Sri Lanka,1
SHT Kandamby,0,0,0,0,144,1,34,0,0,5,0,Sri Lanka,1
RA Jadeja,4,0,4,19,135,5,15,1,4,11,243,India,0
MS Dhoni,36,10,26,43,135,5,15,1,6,10,243,India,0
AN Petersen,18,4,14,24,115,3,16,1,6,10,0,South Africa,1
R McLaren,1,0,1,6,115,3,16,1,0,4,0,South Africa,1
JA Morkel,0,0,0,0,115,3,16,1,0,5,0,South Africa,1
IJL Trott,57,20,37,90,102,2,27,0,4,8,240,England,0
PD Collingwood,52,18,34,67,102,2,27,0,0,10,240,England,0
AB de Villiers,44,16,28,34,148,1,35,0,0,16,0,South Africa,1
HM Amla,85,28,57,91,148,1,35,0,0,1,0,South Africa,1
JP Duminy,0,0,0,0,148,1,35,0,0,6,0,South Africa,1
PD Collingwood,53,22,31,54,134,4,34,1,8,8,229,England,0
MJ Prior,13,4,9,10,134,4,34,1,0,2,229,England,0
JR Hopes,6,0,6,13,105,6,8,2,8,9,0,Australia,0
SR Clark,1,0,1,8,105,6,8,2,0,1,0,Australia,0
BW Hilfenhaus,0,0,0,0,105,6,8,2,0,1,0,Australia,0
Shahid Afridi,1,0,1,2,82,3,15,1,20,3,160,Pakistan,0
Misbah-ul-Haq,8,4,4,23,82,3,15,1,4,3,160,Pakistan,0
Nasir Jamshed,0,0,0,0,82,3,15,1,0,0,160,Pakistan,0
Shahid Afridi,8,4,4,8,87,3,23,1,4,4,0,Pakistan,0
Salman Butt,51,24,27,98,87,3,23,1,0,6,0,Pakistan,0
Kamran Akmal,0,0,0,0,87,3,23,1,0,2,0,Pakistan,0
MJ Clarke,6,0,6,21,94,3,24,0,4,5,194,Australia,0
A Symonds,26,8,18,34,94,3,24,0,10,9,194,Australia,0
MJ Clarke,43,24,19,69,87,4,17,0,0,4,0,Australia,0
CJ Ferguson,13,8,5,16,87,4,17,0,0,8,0,Australia,0
Shoaib Malik,10,4,6,15,97,2,16,3,0,5,156,Pakistan,0
Kamran Akmal,0,0,0,5,97,2,16,3,0,8,156,Pakistan,0
Shoaib Malik,20,4,16,22,76,3,29,0,0,7,0,Pakistan,0
Ahmed Shehzad,42,8,34,73,76,3,29,0,0,1,0,Pakistan,0
Shahid Afridi,0,0,0,0,76,3,29,0,12,8,0,Pakistan,0
SR Watson,44,8,36,95,88,2,15,0,10,8,187,Australia,0
MJ Clarke,58,36,22,82,88,2,15,0,0,11,187,Australia,0
SR Watson,71,32,39,87,125,2,15,1,0,8,0,Australia,0
A Symonds,2,0,2,5,125,2,15,1,0,9,0,Australia,0
Kamran Akmal,53,20,33,57,119,3,18,0,8,10,239,Pakistan,0
Misbah-ul-Haq,38,20,18,36,119,3,18,0,0,5,239,Pakistan,0
Mohammad Ashraful,54,20,34,92,95,3,20,0,0,3,0,Bangladesh,0
Shakib Al Hasan,13,0,13,19,95,3,20,0,0,10,0,Bangladesh,0
Mushfiqur Rahim,0,0,0,0,95,3,20,0,0,7,0,Bangladesh,0
DE Bernard,37,12,25,55,101,4,22,1,0,1,188,West Indies,1
DJG Sammy,2,0,2,4,101,4,22,1,0,8,188,West Indies,1
RN Lewis,0,0,0,0,101,4,22,1,0,4,188,West Indies,1
FL Reifer,27,14,13,58,104,4,21,1,4,8,0,West Indies,1
DJG Sammy,3,0,3,7,104,4,21,1,28,2,0,West Indies,1
Mahmudullah,3,0,3,10,124,4,10,1,4,6,240,Bangladesh,0
Mushfiqur Rahim,6,0,6,17,124,4,10,1,4,3,240,Bangladesh,0
DPMD Jayawardene,28,4,24,42,97,3,16,1,0,5,0,Sri Lanka,1
TT Samaraweera,9,4,5,17,97,3,16,1,0,1,0,Sri Lanka,1
AD Mathews,0,0,0,0,97,3,16,1,0,5,0,Sri Lanka,1
KMDN Kulasekara,0,0,0,0,97,3,16,1,0,1,0,Sri Lanka,1
Fawad Alam,19,0,19,37,90,5,18,1,0,2,186,Pakistan,0
Abdul Razzaq,8,0,8,15,90,5,18,1,4,4,186,Pakistan,0
Abdul Razzaq,6,0,6,19,69,5,10,2,4,5,0,Pakistan,0
Umar Gul,2,0,2,7,69,5,10,2,0,7,0,Pakistan,0
CK Kapugedera,29,16,13,51,80,4,21,0,6,6,160,Sri Lanka,1
TT Samaraweera,18,8,10,31,80,4,21,0,0,4,160,Sri Lanka,1
Fawad Alam,11,4,7,27,116,4,18,0,0,2,0,Pakistan,0
Umar Akmal,21,8,13,28,116,4,18,0,0,10,0,Pakistan,0
Shahid Afridi,0,0,0,0,116,4,18,0,8,5,0,Pakistan,0
DPMD Jayawardene,105,54,51,96,143,0,31,0,8,10,277,Sri Lanka,1
WU Tharanga,69,36,33,88,143,0,31,0,0,7,277,Sri Lanka,1
KC Sangakkara,0,0,0,0,143,0,31,0,0,4,277,Sri Lanka,1
TT Samaraweera,0,0,0,0,143,0,31,0,0,0,277,Sri Lanka,1
Younis Khan,37,8,29,54,120,3,25,1,0,7,0,Pakistan,0
Umar Akmal,13,6,7,11,120,3,25,1,0,15,0,Pakistan,0
TT Samaraweera,0,0,0,0,136,3,19,1,0,2,172,Sri Lanka,1
WU Tharanga,74,34,40,85,136,3,19,1,4,2,172,Sri Lanka,1
AD Mathews,0,0,0,0,136,3,19,1,0,4,172,Sri Lanka,1
HMCM Bandara,0,0,0,0,136,3,19,1,0,0,172,Sri Lanka,1
T Thushara,0,0,0,0,136,3,19,1,0,0,172,Sri Lanka,1
Younis Khan,55,12,43,78,120,3,32,0,8,8,0,Pakistan,0
Misbah-ul-Haq,19,0,19,24,120,3,32,0,12,7,0,Pakistan,0
SHT Kandamby,32,8,24,56,96,8,18,0,4,6,134,Sri Lanka,1
HMCM Bandara,22,0,22,36,96,8,18,0,4,5,134,Sri Lanka,1
BAW Mendis,0,0,0,0,96,8,18,0,0,0,134,Sri Lanka,1
TT Samaraweera,39,8,31,66,67,4,24,1,4,7,0,Sri Lanka,1
AD Mathews,8,4,4,10,67,4,24,1,0,7,0,Sri Lanka,1
GD Elliott,37,8,29,72,61,6,17,1,0,4,103,New Zealand,0
IG Butler,8,4,4,15,61,6,17,1,6,10,103,New Zealand,0
DR Tuffey,0,0,0,0,61,6,17,1,0,2,103,New Zealand,0
AD Mathews,18,4,14,33,131,3,31,1,0,1,0,Sri Lanka,1
SHT Kandamby,1,0,1,4,131,3,31,1,4,10,0,Sri Lanka,1
CK Kapugedera,0,0,0,0,131,3,31,1,0,8,0,Sri Lanka,1
RP Singh,4,0,4,9,112,5,12,3,0,5,153,India,0
A Nehra,1,0,1,3,112,5,12,3,0,0,153,India,0
I Sharma,0,0,0,0,112,5,12,3,8,4,153,India,0
DL Vettori,3,0,3,6,83,5,21,1,4,11,0,New Zealand,0
NT Broom,19,0,19,22,83,5,21,1,0,2,0,New Zealand,0
KD Mills,0,0,0,0,83,5,21,1,0,5,0,New Zealand,0
SK Raina,14,6,8,20,82,4,23,0,14,5,153,India,0
MS Dhoni,19,8,11,36,82,4,23,0,4,3,153,India,0
MJ Clarke,3,0,3,6,106,1,25,2,0,10,0,Australia,1
CL White,0,0,0,6,106,1,25,2,4,8,0,Australia,1
D Ramdin,14,8,6,10,89,5,21,1,0,3,122,West Indies,0
DR Smith,6,4,2,19,89,5,21,1,0,1,122,West Indies,0
NO Miller,0,0,0,0,89,5,21,1,0,4,122,West Indies,0
R Rampaul,0,0,0,0,89,5,21,1,0,3,122,West Indies,0
NO Miller,1,0,1,2,84,6,22,1,4,1,0,West Indies,0
DR Smith,13,0,13,31,84,6,22,1,4,5,0,West Indies,0
R Rampaul,0,0,0,0,84,6,22,1,12,2,0,West Indies,0
CL White,39,14,25,45,135,2,28,0,0,12,0,Australia,1
RT Ponting,74,28,46,78,135,2,28,0,4,11,0,Australia,1
KA Pollard,9,4,5,8,114,4,22,1,6,7,258,West Indies,0
D Ramdin,11,0,11,19,114,4,22,1,4,0,258,West Indies,0
DR Smith,0,0,0,0,114,4,22,1,0,1,258,West Indies,0
RT Ponting,48,10,38,46,135,2,32,0,8,5,0,Australia,1
MJ Clarke,36,6,30,44,135,2,32,0,0,9,0,Australia,1
CL White,0,0,0,0,135,2,32,0,4,1,0,Australia,1
NO Miller,9,4,5,6,120,6,26,2,0,13,195,West Indies,0
DJG Sammy,16,10,6,22,120,6,26,2,16,10,195,West Indies,0
Younis Khan,19,4,15,39,119,3,31,0,0,8,0,Pakistan,0
Umar Akmal,23,12,11,22,119,3,31,0,0,0,0,Pakistan,0
Shoaib Malik,0,0,0,0,119,3,31,0,4,12,0,Pakistan,0
MJ Clarke,49,4,45,58,103,3,34,0,0,8,253,Australia,1
CL White,41,22,19,40,103,3,34,0,0,10,253,Australia,1
MJ Clarke,11,0,11,19,117,2,17,1,8,6,0,Australia,1
CL White,0,0,0,2,117,2,17,1,4,7,0,Australia,1
Mohammad Yousuf,44,14,30,79,66,7,23,0,4,10,123,Pakistan,0
Naved-ul-Hasan,12,6,6,12,66,7,23,0,10,5,123,Pakistan,0
Umar Gul,0,0,0,0,66,7,23,0,0,0,123,Pakistan,0
MJ Clarke,26,0,26,36,120,2,20,0,0,9,0,Australia,1
SE Marsh,81,28,53,106,120,2,20,0,0,2,0,Australia,1
CL White,0,0,0,0,120,2,20,0,0,2,0,Australia,1
Umar Akmal,52,8,44,67,99,4,32,0,4,3,233,Pakistan,0
Fawad Alam,21,4,17,36,99,4,32,0,0,9,233,Pakistan,0
Shahid Afridi,0,0,0,0,99,4,32,0,0,6,233,Pakistan,0
MEK Hussey,12,0,12,24,115,4,19,0,0,11,0,Australia,1
CL White,38,18,20,52,115,4,19,0,0,6,0,Australia,1
Shahid Afridi,24,20,4,7,80,4,36,3,4,1,134,Pakistan,0
Iftikhar Anjum,0,0,0,3,80,4,36,3,0,3,134,Pakistan,0
Saeed Ajmal,0,0,0,0,80,4,36,3,0,7,134,Pakistan,0
Mohammad Asif,0,0,0,0,80,4,36,3,0,0,134,Pakistan,0
MA Vermeulen,64,20,44,93,86,3,26,1,0,11,0,Zimbabwe,1
SC Williams,2,0,2,5,86,3,26,1,0,4,0,Zimbabwe,1
S Matsikenyeri,0,0,0,0,86,3,26,1,0,2,0,Zimbabwe,1
Raqibul Hasan,4,0,4,14,156,1,26,1,4,3,199,Bangladesh,0
Mohammad Ashraful,94,56,38,96,156,1,26,1,4,5,199,Bangladesh,0
Tamim Iqbal,71,22,49,100,97,1,29,1,4,4,0,Bangladesh,0
Shakib Al Hasan,6,0,6,11,97,1,29,1,4,12,0,Bangladesh,0
Raqibul Hasan,0,0,0,0,97,1,29,1,4,3,0,Bangladesh,0
SC Williams,40,12,28,41,126,4,31,1,4,14,262,Zimbabwe,1
S Matsikenyeri,10,0,10,16,126,4,31,1,0,5,262,Zimbabwe,1
H Masakadza,70,22,48,83,118,3,30,0,6,15,0,Zimbabwe,1
BRM Taylor,45,0,45,56,118,3,30,0,0,8,0,Zimbabwe,1
Raqibul Hasan,68,22,46,78,119,5,32,1,6,4,244,Bangladesh,0
Mehrab Hossain jnr,6,0,6,13,119,5,32,1,0,6,244,Bangladesh,0
Mahbubul Alam,0,0,0,0,119,5,32,1,4,4,244,Bangladesh,0
CK Coventry,82,44,38,93,107,4,28,0,4,10,0,Zimbabwe,1
S Matsikenyeri,14,4,10,24,107,4,28,0,0,13,0,Zimbabwe,1
Raqibul Hasan,23,4,19,40,142,2,18,0,0,9,297,Bangladesh,0
Tamim Iqbal,89,34,55,95,142,2,18,0,0,11,297,Bangladesh,0
RW Price,2,0,2,4,106,6,12,1,4,4,0,Zimbabwe,1
BRM Taylor,34,14,20,56,106,6,12,1,0,8,0,Zimbabwe,1
Shakib Al Hasan,13,4,9,20,89,3,25,0,4,11,192,Bangladesh,0
Mushfiqur Rahim,69,32,37,84,89,3,25,0,4,5,192,Bangladesh,0
DPMD Jayawardene,1,0,1,2,140,1,31,2,4,8,0,Sri Lanka,0
TT Samaraweera,0,0,0,5,140,1,31,2,0,10,0,Sri Lanka,0
MV Boucher,25,8,17,26,136,4,24,1,0,1,205,South Africa,1
JA Morkel,10,4,6,13,136,4,24,1,4,6,205,South Africa,1
J Botha,0,0,0,0,136,4,24,1,8,5,205,South Africa,1
TL Best,7,4,3,15,80,8,34,0,0,1,0,West Indies,0
